0,Tamale,Ghana,0,9.433,-0.848,168
Date (MM/DD/YYYY),Time (HH:MM),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Dry-bulb (C),Pressure (mbar),Alb
01/21/2012,01:00:00,0,0,0,25.63,990.27,
01/21/2012,02:00:00,0,0,0,24.98,990.24,
01/21/2012,03:00:00,0,0,0,24.55,990.5,
01/21/2012,04:00:00,0,0,0,24.12,990.76,
01/21/2012,05:00:00,0,0,0,23.69,991.02,
01/21/2012,06:00:00,0,0,0,24.41,991.61,
01/21/2012,07:00:00,111,327.84,60,25.13,992.2,
01/21/2012,08:00:00,350,581,128,25.84,992.79,
01/21/2012,09:00:00,583,723.92,164,27.39,992.2,
01/21/2012,10:00:00,774,805.76,184,28.94,991.61,
01/21/2012,11:00:00,900,850.99,192,30.48,991.02,
01/21/2012,12:00:00,955,881.54,187,31.01,990.27,
01/21/2012,13:00:00,886,755.37,246,31.54,989.52,
01/21/2012,14:00:00,697,485.7,327,32.06,988.77,
01/21/2012,15:00:00,596,610.72,217,30.76,989.06,
01/21/2012,16:00:00,394,556.21,153,29.46,989.36,
01/21/2012,17:00:00,161,376.19,81,28.16,989.65,
01/21/2012,18:00:00,0,0,0,27.33,990.37,
01/21/2012,19:00:00,0,0,0,26.5,991.09,
01/21/2012,20:00:00,0,0,0,25.67,991.81,
01/21/2012,21:00:00,0,0,0,25.31,991.74,
01/21/2012,22:00:00,0,0,0,24.95,991.68,
01/21/2012,23:00:00,0,0,0,24.59,991.61,
01/22/2012,00:00:00,0,0,0,24.43,991.55,
01/22/2012,01:00:00,0,0,0,24.27,991.48,
01/22/2012,02:00:00,0,0,0,24.11,991.42,
01/22/2012,03:00:00,0,0,0,23.42,991.51,
01/22/2012,04:00:00,0,0,0,22.72,991.61,
01/22/2012,05:00:00,0,0,0,22.03,991.71,
01/22/2012,06:00:00,0,0,0,23.5,992.2,
01/22/2012,07:00:00,98,218.86,64,24.97,992.69,
01/22/2012,08:00:00,258,193.56,184,26.44,993.18,
01/22/2012,09:00:00,578,698.93,173,28.22,992.53,
01/22/2012,10:00:00,755,737.71,214,30,991.87,
01/22/2012,11:00:00,898,836.23,201,31.77,991.22,
01/22/2012,12:00:00,948,852.14,204,32.29,990.47,
01/22/2012,13:00:00,917,841.75,202,32.8,989.72,
01/22/2012,14:00:00,808,804.87,193,33.31,988.97,
01/22/2012,15:00:00,631,732.01,175,31.74,989.13,
01/22/2012,16:00:00,392,537.23,158,30.16,989.29,
01/22/2012,17:00:00,164,386.49,81,28.59,989.46,
01/22/2012,18:00:00,0,0,0,27.83,990.14,
01/22/2012,19:00:00,0,0,0,27.08,990.83,
01/22/2012,20:00:00,0,0,0,26.32,991.51,
01/22/2012,21:00:00,0,0,0,25.98,991.32,
01/22/2012,22:00:00,0,0,0,25.65,991.12,
01/22/2012,23:00:00,0,0,0,25.31,990.93,
01/23/2012,00:00:00,0,0,0,24.56,990.8,
01/23/2012,01:00:00,0,0,0,23.81,990.67,
01/23/2012,02:00:00,0,0,0,23.06,990.53,
01/23/2012,03:00:00,0,0,0,22.92,990.73,
01/23/2012,04:00:00,0,0,0,22.78,990.93,
01/23/2012,05:00:00,0,0,0,22.64,991.12,
01/23/2012,06:00:00,0,0,0,24.18,991.71,
01/23/2012,07:00:00,62,32.22,57,25.72,992.3,
01/23/2012,08:00:00,185,44.43,168,27.25,992.89,
01/23/2012,09:00:00,293,41.37,269,29.37,992.23,
01/23/2012,10:00:00,733,661.65,247,31.49,991.58,
01/23/2012,11:00:00,877,766.39,237,33.6,990.93,
01/23/2012,12:00:00,941,822.84,221,33.87,990.21,
01/23/2012,13:00:00,906,799.67,225,34.14,989.49,
01/23/2012,14:00:00,794,750.24,219,34.4,988.77,
01/23/2012,15:00:00,615,658.88,203,32.61,988.97,
01/23/2012,16:00:00,388,509.31,165,30.82,989.16,
01/23/2012,17:00:00,162,355.12,85,29.03,989.36,
01/23/2012,18:00:00,0,0,0,27.82,990.08,
01/23/2012,19:00:00,0,0,0,26.62,990.8,
01/23/2012,20:00:00,0,0,0,25.41,991.51,
01/23/2012,21:00:00,0,0,0,25.02,991.42,
01/23/2012,22:00:00,0,0,0,24.63,991.32,
01/23/2012,23:00:00,0,0,0,24.24,991.22,
01/24/2012,00:00:00,0,0,0,24.12,991.06,
01/24/2012,01:00:00,0,0,0,24.01,990.89,
01/24/2012,02:00:00,0,0,0,23.89,990.73,
01/24/2012,03:00:00,0,0,0,23.24,990.89,
01/24/2012,04:00:00,0,0,0,22.59,991.06,
01/24/2012,05:00:00,0,0,0,21.95,991.22,
01/24/2012,06:00:00,0,0,0,23.87,991.65,
01/24/2012,07:00:00,104,270.78,62,25.8,992.07,
01/24/2012,08:00:00,337,504.02,144,27.72,992.49,
01/24/2012,09:00:00,568,650.63,190,29.75,991.81,
01/24/2012,10:00:00,762,752.97,208,31.78,991.12,
01/24/2012,11:00:00,888,794.78,223,33.81,990.44,
01/24/2012,12:00:00,938,809.6,228,34.42,989.62,
01/24/2012,13:00:00,908,799.95,225,35.02,988.8,
01/24/2012,14:00:00,784,711.53,237,35.62,987.99,
01/24/2012,15:00:00,611,635.69,212,33.78,988.15,
01/24/2012,16:00:00,388,502.15,167,31.94,988.31,
01/24/2012,17:00:00,159,319.8,89,30.1,988.48,
01/24/2012,18:00:00,0,0,0,28.85,989.13,
01/24/2012,19:00:00,0,0,0,27.59,989.78,
01/24/2012,20:00:00,0,0,0,26.34,990.44,
01/24/2012,21:00:00,0,0,0,25.77,990.37,
01/24/2012,22:00:00,0,0,0,25.19,990.31,
01/24/2012,23:00:00,0,0,0,24.62,990.24,
01/25/2012,00:00:00,0,0,0,24.13,989.98,
01/25/2012,01:00:00,0,0,0,23.63,989.72,
01/25/2012,02:00:00,0,0,0,23.14,989.46,
01/25/2012,03:00:00,0,0,0,22.7,989.59,
01/25/2012,04:00:00,0,0,0,22.26,989.72,
01/25/2012,05:00:00,0,0,0,21.82,989.85,
01/25/2012,06:00:00,0,0,0,23.84,990.34,
01/25/2012,07:00:00,103,257.93,63,25.87,990.83,
01/25/2012,08:00:00,330,469.57,150,27.89,991.32,
01/25/2012,09:00:00,559,617.03,200,30.08,990.73,
01/25/2012,10:00:00,747,700.1,231,32.27,990.14,
01/25/2012,11:00:00,876,752.64,245,34.45,989.55,
01/25/2012,12:00:00,930,781.59,243,35.09,988.61,
01/25/2012,13:00:00,896,758.15,247,35.73,987.66,
01/25/2012,14:00:00,791,724.92,232,36.36,986.71,
01/25/2012,15:00:00,617,649.18,208,34.7,986.78,
01/25/2012,16:00:00,391,501.85,169,33.05,986.84,
01/25/2012,17:00:00,163,344.01,87,31.39,986.91,
01/25/2012,18:00:00,0,0,0,29.73,987.56,
01/25/2012,19:00:00,0,0,0,28.07,988.21,
01/25/2012,20:00:00,0,0,0,26.41,988.87,
01/25/2012,21:00:00,0,0,0,25.59,988.7,
01/25/2012,22:00:00,0,0,0,24.76,988.54,
01/25/2012,23:00:00,0,0,0,23.94,988.38,
01/26/2012,00:00:00,0,0,0,23.51,988.12,
01/26/2012,01:00:00,0,0,0,23.07,987.85,
01/26/2012,02:00:00,0,0,0,22.64,987.59,
01/26/2012,03:00:00,0,0,0,22.16,987.95,
01/26/2012,04:00:00,0,0,0,21.68,988.31,
01/26/2012,05:00:00,0,0,0,21.21,988.67,
01/26/2012,06:00:00,0,0,0,23.38,989.29,
01/26/2012,07:00:00,101,244.98,63,25.56,989.91,
01/26/2012,08:00:00,330,469,150,27.73,990.53,
01/26/2012,09:00:00,560,617.78,200,29.96,990.04,
01/26/2012,10:00:00,757,725.93,221,32.18,989.55,
01/26/2012,11:00:00,882,766.57,238,34.4,989.06,
01/26/2012,12:00:00,938,795.69,237,35.19,988.08,
01/26/2012,13:00:00,904,772.48,241,35.98,987.1,
01/26/2012,14:00:00,794,725.3,233,36.76,986.12,
01/26/2012,15:00:00,619,649.93,208,35.88,986.35,
01/26/2012,16:00:00,393,503.83,169,35,986.58,
01/26/2012,17:00:00,164,336.42,89,34.12,986.81,
01/26/2012,18:00:00,0,0,0,32.79,987.56,
01/26/2012,19:00:00,0,0,0,31.45,988.31,
01/26/2012,20:00:00,0,0,0,30.12,989.06,
01/26/2012,21:00:00,0,0,0,28.5,988.93,
01/26/2012,22:00:00,0,0,0,26.89,988.8,
01/26/2012,23:00:00,0,0,0,25.27,988.67,
01/27/2012,00:00:00,0,0,0,24.28,988.48,
01/27/2012,01:00:00,0,0,0,23.29,988.28,
01/27/2012,02:00:00,0,0,0,22.3,988.08,
01/27/2012,03:00:00,0,0,0,21.9,988.61,
01/27/2012,04:00:00,0,0,0,21.49,989.13,
01/27/2012,05:00:00,0,0,0,21.09,989.65,
01/27/2012,06:00:00,0,0,0,23.17,990.34,
01/27/2012,07:00:00,104,270.59,62,25.26,991.02,
01/27/2012,08:00:00,334,486.57,147,27.34,991.71,
01/27/2012,09:00:00,573,664.73,185,29.55,991.22,
01/27/2012,10:00:00,766,752.95,209,31.76,990.73,
01/27/2012,11:00:00,898,810.11,216,33.96,990.24,
01/27/2012,12:00:00,950,825.54,221,34.59,989.19,
01/27/2012,13:00:00,916,801.82,226,35.22,988.15,
01/27/2012,14:00:00,805,754.02,220,35.84,987.1,
01/27/2012,15:00:00,625,663.28,204,34.65,987.23,
01/27/2012,16:00:00,398,514.75,168,33.45,987.36,
01/27/2012,17:00:00,168,351.22,89,32.26,987.5,
01/27/2012,18:00:00,0,0,0,31.15,988.18,
01/27/2012,19:00:00,0,0,0,30.03,988.87,
01/27/2012,20:00:00,0,0,0,28.92,989.55,
01/27/2012,21:00:00,0,0,0,28.45,989.52,
01/27/2012,22:00:00,0,0,0,27.99,989.49,
01/27/2012,23:00:00,0,0,0,27.52,989.46,
01/28/2012,00:00:00,0,0,0,26.47,989.26,
01/28/2012,01:00:00,0,0,0,25.41,989.06,
01/28/2012,02:00:00,0,0,0,24.36,988.87,
01/28/2012,03:00:00,0,0,0,23.79,989.1,
01/28/2012,04:00:00,0,0,0,23.21,989.33,
01/28/2012,05:00:00,0,0,0,22.64,989.55,
01/28/2012,06:00:00,0,0,0,24.59,990.08,
01/28/2012,07:00:00,105,276.74,62,26.54,990.6,
01/28/2012,08:00:00,338,504.01,144,28.49,991.12,
01/28/2012,09:00:00,577,675.54,182,30.66,990.6,
01/28/2012,10:00:00,768,754.19,209,32.83,990.08,
01/28/2012,11:00:00,891,782.31,231,34.99,989.55,
01/28/2012,12:00:00,947,811.17,229,35.42,988.48,
01/28/2012,13:00:00,919,802.02,227,35.85,987.4,
01/28/2012,14:00:00,808,754.3,221,36.27,986.32,
01/28/2012,15:00:00,635,689.09,196,35.16,986.38,
01/28/2012,16:00:00,409,554.53,160,34.05,986.45,
01/28/2012,17:00:00,170,357,89,32.94,986.52,
01/28/2012,18:00:00,0,0,0,31.67,987.17,
01/28/2012,19:00:00,0,0,0,30.39,987.82,
01/28/2012,20:00:00,0,0,0,29.12,988.48,
01/28/2012,21:00:00,0,0,0,27.43,988.51,
01/28/2012,22:00:00,0,0,0,25.73,988.54,
01/28/2012,23:00:00,0,0,0,24.04,988.57,
01/29/2012,00:00:00,0,0,0,23.81,988.18,
01/29/2012,01:00:00,0,0,0,23.57,987.79,
01/29/2012,02:00:00,0,0,0,23.34,987.4,
01/29/2012,03:00:00,0,0,0,22.79,987.56,
01/29/2012,04:00:00,0,0,0,22.24,987.72,
01/29/2012,05:00:00,0,0,0,21.69,987.89,
01/29/2012,06:00:00,0,0,0,23.95,988.51,
01/29/2012,07:00:00,106,282.76,62,26.21,989.13,
01/29/2012,08:00:00,342,523.91,140,28.46,989.75,
01/29/2012,09:00:00,579,676,183,30.72,989.39,
01/29/2012,10:00:00,777,780.96,197,32.98,989.03,
01/29/2012,11:00:00,911,839.74,201,35.24,988.67,
01/29/2012,12:00:00,960,840.79,214,35.87,987.72,
01/29/2012,13:00:00,926,817.23,219,36.5,986.78,
01/29/2012,14:00:00,815,768.66,215,37.12,985.83,
01/29/2012,15:00:00,641,702.22,192,36.01,985.93,
01/29/2012,16:00:00,411,556.28,160,34.9,986.03,
01/29/2012,17:00:00,174,371.45,89,33.79,986.12,
01/29/2012,18:00:00,0,0,0,33.03,986.71,
01/29/2012,19:00:00,0,0,0,32.27,987.3,
01/29/2012,20:00:00,0,0,0,31.51,987.89,
01/29/2012,21:00:00,0,0,0,29.55,987.95,
01/29/2012,22:00:00,0,0,0,27.6,988.02,
01/29/2012,23:00:00,0,0,0,25.64,988.08,
01/30/2012,00:00:00,0,0,0,25.08,987.95,
01/30/2012,01:00:00,0,0,0,24.52,987.82,
01/30/2012,02:00:00,0,0,0,23.96,987.69,
01/30/2012,03:00:00,0,0,0,23.91,987.99,
01/30/2012,04:00:00,0,0,0,23.85,988.28,
01/30/2012,05:00:00,0,0,0,23.8,988.57,
01/30/2012,06:00:00,0,0,0,25.2,989.29,
01/30/2012,07:00:00,106,282.23,62,26.6,990.01,
01/30/2012,08:00:00,347,543.65,137,27.99,990.73,
01/30/2012,09:00:00,583,690.02,178,29.96,990.31,
01/30/2012,10:00:00,775,768.6,203,31.93,989.88,
01/30/2012,11:00:00,899,796.58,224,33.89,989.46,
01/30/2012,12:00:00,947,798.29,237,35.1,988.18,
01/30/2012,13:00:00,919,789.7,234,36.3,986.91,
01/30/2012,14:00:00,813,756.12,221,37.5,985.63,
01/30/2012,15:00:00,640,690.33,197,35.82,985.6,
01/30/2012,16:00:00,416,569.07,158,34.14,985.57,
01/30/2012,17:00:00,178,394.38,87,32.46,985.54,
01/30/2012,18:00:00,0,0,0,31.79,986.35,
01/30/2012,19:00:00,0,0,0,31.12,987.17,
01/30/2012,20:00:00,0,0,0,30.45,987.99,
01/30/2012,21:00:00,0,0,0,30.09,988.05,
01/30/2012,22:00:00,0,0,0,29.74,988.12,
01/30/2012,23:00:00,0,0,0,29.38,988.18,
01/31/2012,00:00:00,0,0,0,27.27,988.02,
01/31/2012,01:00:00,0,0,0,25.17,987.85,
01/31/2012,02:00:00,0,0,0,23.06,987.69,
01/31/2012,03:00:00,0,0,0,22.35,988.12,
01/31/2012,04:00:00,0,0,0,21.65,988.54,
01/31/2012,05:00:00,0,0,0,20.94,988.97,
01/31/2012,06:00:00,0,0,0,23.36,989.62,
01/31/2012,07:00:00,107,287.98,62,25.79,990.27,
01/31/2012,08:00:00,349,552.9,135,28.21,990.93,
01/31/2012,09:00:00,584,690.33,178,30.48,990.6,
01/31/2012,10:00:00,777,768.32,204,32.74,990.27,
01/31/2012,11:00:00,897,783.02,232,35,989.95,
01/31/2012,12:00:00,950,798.6,238,35.65,988.87,
01/31/2012,13:00:00,927,804.84,227,36.29,987.79,
01/31/2012,14:00:00,820,770.39,215,36.93,986.71,
01/31/2012,15:00:00,646,703.39,193,35.46,986.81,
01/31/2012,16:00:00,420,579.56,156,31.1,986.91,
01/31/2012,17:00:00,181,404.09,87,30.48,987.01,
01/31/2012,18:00:00,0,0,0,29.86,987.72,
01/31/2012,19:00:00,0,0,0,29.24,988.44,
01/31/2012,20:00:00,0,0,0,28.62,989.16,
01/31/2012,21:00:00,0,0,0,27.99,989.29,
01/31/2012,22:00:00,0,0,0,27.37,989.42,
01/31/2012,23:00:00,0,0,0,26.75,989.55,
02/01/2012,00:00:00,0,0,0,26.13,989.39,
02/01/2012,01:00:00,0,0,0,25.51,989.23,
02/01/2012,02:00:00,0,0,0,24.89,989.06,
02/01/2012,03:00:00,0,0,0,24.27,989.46,
02/01/2012,04:00:00,0,0,0,23.65,989.85,
02/01/2012,05:00:00,0,0,0,23.03,990.24,
02/01/2012,06:00:00,0,0,0,22.41,990.73,
02/01/2012,07:00:00,102,248.91,63,21.79,991.22,
02/01/2012,08:00:00,342,533.66,135,27.86,991.71,
02/01/2012,09:00:00,51,0,51,30.11,991.16,
02/01/2012,10:00:00,770,770.66,194,32.36,990.6,
02/01/2012,11:00:00,902,820,204,34.6,990.04,
02/01/2012,12:00:00,951,824.63,214,35.4,989,
02/01/2012,13:00:00,932,842.83,197,36.2,987.95,
02/01/2012,14:00:00,828,816.33,185,37,986.91,
02/01/2012,15:00:00,649,736.48,173,36.07,986.91,
02/01/2012,16:00:00,421,600.92,146,35.14,986.91,
02/01/2012,17:00:00,174,353.99,91,34.2,986.91,
02/01/2012,18:00:00,0,0,0,32.48,987.59,
02/01/2012,19:00:00,0,0,0,30.76,988.28,
02/01/2012,20:00:00,0,0,0,29.04,988.97,
02/01/2012,21:00:00,0,0,0,28.01,988.9,
02/01/2012,22:00:00,0,0,0,26.97,988.84,
02/01/2012,23:00:00,0,0,0,25.94,988.77,
02/02/2012,00:00:00,0,0,0,24.94,988.61,
02/02/2012,01:00:00,0,0,0,23.93,988.44,
02/02/2012,02:00:00,0,0,0,22.93,988.28,
02/02/2012,03:00:00,0,0,0,22.33,988.7,
02/02/2012,04:00:00,0,0,0,21.72,989.13,
02/02/2012,05:00:00,0,0,0,21.12,989.55,
02/02/2012,06:00:00,0,0,0,23.51,990.31,
02/02/2012,07:00:00,101,235.41,64,25.9,991.06,
02/02/2012,08:00:00,338,509.28,140,28.29,991.81,
02/02/2012,09:00:00,577,680.58,175,30.5,991.25,
02/02/2012,10:00:00,772,770.28,195,32.71,990.7,
02/02/2012,11:00:00,904,820.45,204,34.91,990.14,
02/02/2012,12:00:00,954,824.83,215,35.62,989.16,
02/02/2012,13:00:00,935,844.01,197,36.33,988.18,
02/02/2012,14:00:00,72,0,72,37.04,987.2,
02/02/2012,15:00:00,645,712.31,183,36.17,987.4,
02/02/2012,16:00:00,417,572.09,154,35.29,987.59,
02/02/2012,17:00:00,175,347.03,93,34.41,987.79,
02/02/2012,18:00:00,0,0,0,32.85,988.57,
02/02/2012,19:00:00,0,0,0,31.29,989.36,
02/02/2012,20:00:00,0,0,0,29.73,990.14,
02/02/2012,21:00:00,0,0,0,28.34,989.95,
02/02/2012,22:00:00,0,0,0,26.94,989.75,
02/02/2012,23:00:00,0,0,0,25.55,989.55,
02/03/2012,00:00:00,0,0,0,24.88,989.33,
02/03/2012,01:00:00,0,0,0,24.21,989.1,
02/03/2012,02:00:00,0,0,0,23.54,988.87,
02/03/2012,03:00:00,0,0,0,23.36,989.26,
02/03/2012,04:00:00,0,0,0,23.18,989.65,
02/03/2012,05:00:00,0,0,0,23,990.04,
02/03/2012,06:00:00,0,0,0,24.74,990.6,
02/03/2012,07:00:00,102,240.93,64,26.48,991.16,
02/03/2012,08:00:00,340,518.29,138,28.22,991.71,
02/03/2012,09:00:00,581,692.54,171,30.37,991.09,
02/03/2012,10:00:00,778,784.51,189,32.51,990.47,
02/03/2012,11:00:00,911,836.06,196,34.65,989.85,
02/03/2012,12:00:00,961,840.61,206,35.47,988.97,
02/03/2012,13:00:00,933,830.36,205,36.29,988.08,
02/03/2012,14:00:00,829,803.91,192,37.1,987.2,
02/03/2012,15:00:00,651,725.21,179,35.49,987.27,
02/03/2012,16:00:00,422,582.53,153,33.88,987.33,
02/03/2012,17:00:00,177,357.03,92,32.26,987.4,
02/03/2012,18:00:00,0,0,0,30.86,988.12,
02/03/2012,19:00:00,0,0,0,29.45,988.84,
02/03/2012,20:00:00,0,0,0,28.05,989.55,
02/03/2012,21:00:00,0,0,0,27.5,989.19,
02/03/2012,22:00:00,0,0,0,26.96,988.84,
02/03/2012,23:00:00,0,0,0,26.41,988.48,
02/04/2012,00:00:00,0,0,0,25.84,988.38,
02/04/2012,01:00:00,0,0,0,25.27,988.28,
02/04/2012,02:00:00,0,0,0,24.71,988.18,
02/04/2012,03:00:00,0,0,0,24.53,988.57,
02/04/2012,04:00:00,0,0,0,24.35,988.97,
02/04/2012,05:00:00,0,0,0,24.17,989.36,
02/04/2012,06:00:00,0,0,0,25.74,990.01,
02/04/2012,07:00:00,106,271.57,63,27.3,990.67,
02/04/2012,08:00:00,352,575.8,127,28.86,991.32,
02/04/2012,09:00:00,586,704.38,168,30.68,990.63,
02/04/2012,10:00:00,784,798.64,183,32.5,989.95,
02/04/2012,11:00:00,913,836.41,196,34.31,989.26,
02/04/2012,12:00:00,968,855.19,198,35.12,988.08,
02/04/2012,13:00:00,949,874.79,180,35.93,986.91,
02/04/2012,14:00:00,836,817.91,186,36.73,985.73,
02/04/2012,15:00:00,654,727.33,179,35.94,985.83,
02/04/2012,16:00:00,430,614.47,145,35.15,985.93,
02/04/2012,17:00:00,182,379.45,91,34.36,986.03,
02/04/2012,18:00:00,0,0,0,33.16,986.74,
02/04/2012,19:00:00,0,0,0,31.97,987.46,
02/04/2012,20:00:00,0,0,0,30.77,988.18,
02/04/2012,21:00:00,0,0,0,30.26,988.25,
02/04/2012,22:00:00,0,0,0,29.74,988.31,
02/04/2012,23:00:00,0,0,0,29.23,988.38,
02/05/2012,00:00:00,0,0,0,28.54,988.31,
02/05/2012,01:00:00,0,0,0,27.85,988.25,
02/05/2012,02:00:00,0,0,0,27.17,988.18,
02/05/2012,03:00:00,0,0,0,26.55,988.51,
02/05/2012,04:00:00,0,0,0,25.93,988.84,
02/05/2012,05:00:00,0,0,0,25.31,989.16,
02/05/2012,06:00:00,0,0,0,26.5,989.75,
02/05/2012,07:00:00,102,232.68,65,27.69,990.34,
02/05/2012,08:00:00,334,474.69,148,28.87,990.93,
02/05/2012,09:00:00,576,658.96,184,30.9,990.27,
02/05/2012,10:00:00,774,759.62,201,32.93,989.62,
02/05/2012,11:00:00,911,822.77,204,34.96,988.97,
02/05/2012,12:00:00,966,841.98,206,35.79,988.08,
02/05/2012,13:00:00,943,846.38,197,36.62,987.2,
02/05/2012,14:00:00,818,752.79,218,37.44,986.32,
02/05/2012,15:00:00,656,727.93,179,36.03,986.32,
02/05/2012,16:00:00,411,519.52,169,34.62,986.32,
02/05/2012,17:00:00,97,28.98,90,33.2,986.32,
02/05/2012,18:00:00,0,0,0,32.15,987.1,
02/05/2012,19:00:00,0,0,0,31.1,987.89,
02/05/2012,20:00:00,0,0,0,30.05,988.67,
02/05/2012,21:00:00,0,0,0,29.12,988.84,
02/05/2012,22:00:00,0,0,0,28.19,989,
02/05/2012,23:00:00,0,0,0,27.26,989.16,
02/06/2012,00:00:00,0,0,0,26.81,989.06,
02/06/2012,01:00:00,0,0,0,26.36,988.97,
02/06/2012,02:00:00,0,0,0,25.91,988.87,
02/06/2012,03:00:00,0,0,0,25.23,989.16,
02/06/2012,04:00:00,0,0,0,24.55,989.46,
02/06/2012,05:00:00,0,0,0,23.87,989.75,
02/06/2012,06:00:00,0,0,0,25.7,990.27,
02/06/2012,07:00:00,99,206.56,66,27.52,990.8,
02/06/2012,08:00:00,170,27.99,159,29.34,991.32,
02/06/2012,09:00:00,533,501.36,234,31.08,990.76,
02/06/2012,10:00:00,721,589.83,275,32.82,990.21,
02/06/2012,11:00:00,877,715.14,261,34.56,989.65,
02/06/2012,12:00:00,743,324.9,449,34.75,989.06,
02/06/2012,13:00:00,799,468.47,385,34.94,988.48,
02/06/2012,14:00:00,686,399.08,367,35.12,987.89,
02/06/2012,15:00:00,250,7.6,245,33.55,987.82,
02/06/2012,16:00:00,335,243.7,221,31.97,987.76,
02/06/2012,17:00:00,110,53.45,97,30.39,987.69,
02/06/2012,18:00:00,0,0,0,29.01,988.51,
02/06/2012,19:00:00,0,0,0,27.64,989.33,
02/06/2012,20:00:00,0,0,0,26.26,990.14,
02/06/2012,21:00:00,0,0,0,25.96,990.34,
02/06/2012,22:00:00,0,0,0,25.67,990.53,
02/06/2012,23:00:00,0,0,0,25.37,990.73,
02/07/2012,00:00:00,0,0,0,24.36,990.6,
02/07/2012,01:00:00,0,0,0,23.35,990.47,
02/07/2012,02:00:00,0,0,0,22.34,990.34,
02/07/2012,03:00:00,0,0,0,21.29,990.37,
02/07/2012,04:00:00,0,0,0,20.25,990.4,
02/07/2012,05:00:00,0,0,0,19.2,990.44,
02/07/2012,06:00:00,0,0,0,21.05,990.8,
02/07/2012,07:00:00,79,87.19,65,22.9,991.16,
02/07/2012,08:00:00,320,403.4,161,24.75,991.51,
02/07/2012,09:00:00,564,603.75,203,26.76,991.02,
02/07/2012,10:00:00,735,625.32,261,28.77,990.53,
02/07/2012,11:00:00,874,702.97,267,30.77,990.04,
02/07/2012,12:00:00,932,731.96,268,31.41,989.1,
02/07/2012,13:00:00,920,764.06,243,32.05,988.15,
02/07/2012,14:00:00,798,677.37,255,32.69,987.2,
02/07/2012,15:00:00,548,377.49,299,31.01,987.3,
02/07/2012,16:00:00,346,270.38,219,29.32,987.4,
02/07/2012,17:00:00,164,240.97,105,27.63,987.5,
02/07/2012,18:00:00,0,0,0,26.27,988.18,
02/07/2012,19:00:00,0,0,0,24.9,988.87,
02/07/2012,20:00:00,0,0,0,23.54,989.55,
02/07/2012,21:00:00,0,0,0,22.95,989.65,
02/07/2012,22:00:00,0,0,0,22.35,989.75,
02/07/2012,23:00:00,0,0,0,21.76,989.85,
02/08/2012,00:00:00,0,0,0,21.52,989.68,
02/08/2012,01:00:00,0,0,0,21.28,989.52,
02/08/2012,02:00:00,0,0,0,21.05,989.36,
02/08/2012,03:00:00,0,0,0,20.38,989.36,
02/08/2012,04:00:00,0,0,0,19.7,989.36,
02/08/2012,05:00:00,0,0,0,19.03,989.36,
02/08/2012,06:00:00,0,0,0,21.31,989.91,
02/08/2012,07:00:00,100,210.61,66,23.58,990.47,
02/08/2012,08:00:00,323,412.24,160,25.85,991.02,
02/08/2012,09:00:00,563,593.8,207,28.19,990.7,
02/08/2012,10:00:00,757,685.61,236,30.53,990.37,
02/08/2012,11:00:00,909,797.13,219,32.86,990.04,
02/08/2012,12:00:00,959,801.6,230,33.55,988.93,
02/08/2012,13:00:00,932,792.45,228,34.24,987.82,
02/08/2012,14:00:00,817,728.94,231,34.92,986.71,
02/08/2012,15:00:00,637,636.19,216,33.4,986.65,
02/08/2012,16:00:00,413,504.66,175,31.88,986.58,
02/08/2012,17:00:00,176,308.4,100,30.35,986.52,
02/08/2012,18:00:00,0,0,0,28.54,987.5,
02/08/2012,19:00:00,0,0,0,26.73,988.48,
02/08/2012,20:00:00,0,0,0,24.92,989.46,
02/08/2012,21:00:00,0,0,0,24.33,989.52,
02/08/2012,22:00:00,0,0,0,23.74,989.59,
02/08/2012,23:00:00,0,0,0,23.15,989.65,
02/09/2012,00:00:00,0,0,0,22.7,989.39,
02/09/2012,01:00:00,0,0,0,22.25,989.13,
02/09/2012,02:00:00,0,0,0,21.81,988.87,
02/09/2012,03:00:00,0,0,0,21.29,989.03,
02/09/2012,04:00:00,0,0,0,20.78,989.19,
02/09/2012,05:00:00,0,0,0,20.26,989.36,
02/09/2012,06:00:00,0,0,0,22.52,989.98,
02/09/2012,07:00:00,102,215.56,67,24.78,990.6,
02/09/2012,08:00:00,324,413.41,160,27.03,991.22,
02/09/2012,09:00:00,556,562.24,218,29.43,990.8,
02/09/2012,10:00:00,751,661.56,247,31.83,990.37,
02/09/2012,11:00:00,888,730.62,254,34.22,989.95,
02/09/2012,12:00:00,947,760.11,254,34.87,988.8,
02/09/2012,13:00:00,925,765.69,243,35.52,987.66,
02/09/2012,14:00:00,811,703.34,244,36.17,986.52,
02/09/2012,15:00:00,626,592,233,34.44,986.58,
02/09/2012,16:00:00,404,460.43,186,32.71,986.65,
02/09/2012,17:00:00,173,282.27,103,30.98,986.71,
02/09/2012,18:00:00,0,0,0,29.31,987.53,
02/09/2012,19:00:00,0,0,0,27.64,988.35,
02/09/2012,20:00:00,0,0,0,25.97,989.16,
02/09/2012,21:00:00,0,0,0,25.48,989.03,
02/09/2012,22:00:00,0,0,0,24.98,988.9,
02/09/2012,23:00:00,0,0,0,24.49,988.77,
02/10/2012,00:00:00,0,0,0,24.44,988.64,
02/10/2012,01:00:00,0,0,0,24.38,988.51,
