0,Aasen,Germany,1,47.983,8.55,717
Date (MM/DD/YYYY),Time (HH:MM),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Dry-bulb (C),Pressure (mbar),Alb
09/01/2021,00:00:00,0.0,-0.0,0.0,6.225,1013,0.22
09/01/2021,01:00:00,0.0,-0.0,0.0,6.7,1013,0.22
09/01/2021,02:00:00,0.0,-0.0,0.0,7.25,1013,0.22
09/01/2021,03:00:00,0.0,-0.0,0.0,5.508333,1013,0.22
09/01/2021,04:00:00,0.0,-0.0,0.0,5.683333,1013,0.22
09/01/2021,05:00:00,59.166666666666664,1694.4444444444443,25.27777777777778,9.166667,1013,0.22
09/01/2021,06:00:00,230.0,903.5087719298245,58.333333333333336,9.891666,1013,0.22
09/01/2021,07:00:00,406.1111111111112,918.2098765432102,75.55555555555556,8.533334,1013,0.22
09/01/2021,08:00:00,566.3888888888889,946.6230936819173,83.61111111111111,12.21667,1013,0.22
09/01/2021,09:00:00,679.4444444444445,928.1305114638448,94.72222222222223,18.125,1013,0.22
09/01/2021,10:00:00,730.2777777777778,852.8951486697968,124.72222222222223,18.88333,1013,0.22
09/01/2021,11:00:00,818.0555555555555,902.4122807017543,132.22222222222223,20.175,1013,0.22
09/01/2021,12:00:00,756.9444444444445,821.8518518518518,140.55555555555554,20.18333,1013,0.22
09/01/2021,13:00:00,653.6111111111111,736.697965571205,130.55555555555557,21.13333,1013,0.22
09/01/2021,14:00:00,523.0555555555555,627.2401433691757,134.16666666666666,21.84167,1013,0.22
09/01/2021,15:00:00,363.6111111111111,558.8888888888888,84.16666666666667,22.025,1013,0.22
09/01/2021,16:00:00,209.72222222222223,402.3809523809524,68.88888888888889,22.39167,1013,0.22
09/01/2021,17:00:00,59.44444444444444,149.6913580246913,32.50000000000001,22.275,1013,0.22
09/01/2021,18:00:00,0.8333333333333334,0.0,0.8333333333333334,21.03333,1013,0.22
09/01/2021,19:00:00,0.0,-0.0,0.0,19.56667,1013,0.22
