Time;Akwatia;Accra;Kumasi;Average
00:08:30;0.182080671;0.26751146;0.27952228;0.243038137
00:08:35;0.182099333;0.267618756;0.279386553;0.243034881
00:08:40;0.181915549;0.267622568;0.279262329;0.242933482
00:08:45;0.182234829;0.267630199;0.279221141;0.243028723
00:08:50;0.182210646;0.267505864;0.279355981;0.243024164
00:08:55;0.181973584;0.267551089;0.27902336;0.242849344
00:09:00;0.182345214;0.267488925;0.279071899;0.242968679
00:09:05;0.18230312;0.267385384;0.27886484;0.242851114
00:09:10;0.182507187;0.26744374;0.278805252;0.242918727
00:09:15;0.182785915;0.267598045;0.278920288;0.243101416
00:09:20;0.182623586;0.267549058;0.279608678;0.243260441
00:09:25;0.182839059;0.267612804;0.280748171;0.243733345
00:09:30;0.182754205;0.267599731;0.281171993;0.243841976
00:09:35;0.182716609;0.267473851;0.281276627;0.243822363
00:09:40;0.182725317;0.267485153;0.281126508;0.243778993
00:09:45;0.183114715;0.267447499;0.281064597;0.243875604
00:09:50;0.183241994;0.267526579;0.280953791;0.243907454
00:09:55;0.183382569;0.267630199;0.281055051;0.244022606
00:10:00;0.183270959;0.267324928;0.281056796;0.243884228
00:10:05;0.183469953;0.267432368;0.280852584;0.243918302
00:10:10;0.184098683;0.267511607;0.281000381;0.244203557
00:10:15;0.185626777;0.267298351;0.280769667;0.244564932
00:10:20;0.198398984;0.26724353;0.280858411;0.248833642
00:10:25;0.209714305;0.267253153;0.280999545;0.252655668
00:10:30;0.208937745;0.266918206;0.28100308;0.252286344
00:10:35;0.199280521;0.265804157;0.281436778;0.248840486
00:10:40;0.184889932;0.265628666;0.281447776;0.243988791
00:10:45;0.183198103;0.265453094;0.281777007;0.243476068
00:10:50;0.183238414;0.265389611;0.281918698;0.243515575
00:10:55;0.183238075;0.265481458;0.282191429;0.243636987
00:11:00;0.183363164;0.264476547;0.282168436;0.243336049
00:11:05;0.183477642;0.263839608;0.2823744;0.24323055
00:11:10;0.183038924;0.264965225;0.28214578;0.243383309
00:11:15;0.182896632;0.265525898;0.282281187;0.243567905
00:11:20;0.182603955;0.265325171;0.282418334;0.243449153
00:11:25;0.182556269;0.265293132;0.282395253;0.243414885
00:11:30;0.182347312;0.265246532;0.282633915;0.243409253
00:11:35;0.18215407;0.265220567;0.282654987;0.243343208
00:11:40;0.182057363;0.265152961;0.282561974;0.243257433
00:11:45;0.182057363;0.265037485;0.282603661;0.243232836
00:11:50;0.182020133;0.264921899;0.282428983;0.243123672
00:11:55;0.182026042;0.2649665;0.282408078;0.24313354
00:12:00;0.182336717;0.264835962;0.282406327;0.243193002
00:12:05;0.182772375;0.264821136;0.282209202;0.243267571
00:12:10;0.182995879;0.265183918;0.282286127;0.243488642
00:12:15;0.183021229;0.265023346;0.282499328;0.243514634
00:12:20;0.183083022;0.265008613;0.28246555;0.243519062
00:12:25;0.183054293;0.265106713;0.282395506;0.243518837
00:12:30;0.182920713;0.265082792;0.282584336;0.24352928
00:12:35;0.182690677;0.265252731;0.282307867;0.243417092
00:12:40;0.182531096;0.265139934;0.282586706;0.243419245
00:12:45;0.182616688;0.265065662;0.282474668;0.243385673
00:12:50;0.182548922;0.265015253;0.282469274;0.243344483
00:12:55;0.182310254;0.265060144;0.282352692;0.24324103
00:13:00;0.182326074;0.264976954;0.282481594;0.243261541
00:13:05;0.182069055;0.265097221;0.282430687;0.243198988
00:13:10;0.182137801;0.265073791;0.28247977;0.243230454
00:13:15;0.182056097;0.264743606;0.282427375;0.243075693
00:13:20;0.181589923;0.264535816;0.282373301;0.242833013
00:13:25;0.182113667;0.264656037;0.282263268;0.243010991
00:13:30;0.181796924;0.264673965;0.282240591;0.242903827
00:13:35;0.181532493;0.264655567;0.282195248;0.242794436
00:13:40;0.181546075;0.264737378;0.282169356;0.242817603
00:13:45;0.181785696;0.264810152;0.282126313;0.242907387
00:13:50;0.181772732;0.264174795;0.282201645;0.242716391
00:13:55;0.181732083;0.263910981;0.282212359;0.242618475
00:14:00;0.18163584;0.264041497;0.282234908;0.242637415
00:14:05;0.181622249;0.264367245;0.282238177;0.242742557
00:14:10;0.18149727;0.264350823;0.282303927;0.24271734
00:14:15;0.181657482;0.264282604;0.282296619;0.242745569
00:14:20;0.181622729;0.265139503;0.282257912;0.243006715
00:14:25;0.181689234;0.266373047;0.282324045;0.243462108
00:14:30;0.181598401;0.266438037;0.282350176;0.243462205
00:14:35;0.181794663;0.266445282;0.282427216;0.243555721
00:14:40;0.181647591;0.266206979;0.282385097;0.243413222
00:14:45;0.181647591;0.266355084;0.282499099;0.243500592
00:14:50;0.181749235;0.266423547;0.28231139;0.243494724
00:14:55;0.181924247;0.266581819;0.28227989;0.243595318
00:15:00;0.181801249;0.266470258;0.28231139;0.243527632
00:15:05;0.182048986;0.266613648;0.282379785;0.243680806
00:15:10;0.182083105;0.266581178;0.282288599;0.243650961
00:15:15;0.182061238;0.266609995;0.282348249;0.243673161
00:15:20;0.181900171;0.266448613;0.282360395;0.243569727
00:15:25;0.182040835;0.26652026;0.282367238;0.243642778
00:15:30;0.182042206;0.266462834;0.282337074;0.243614038
00:15:35;0.182077086;0.266484175;0.282329741;0.243630334
00:15:40;0.182505578;0.266430561;0.282502893;0.24381301
00:15:45;0.182325452;0.266241488;0.282394856;0.243653932
00:15:50;0.182862884;0.266402016;0.282481689;0.24391553
00:15:55;0.182867832;0.266237976;0.282417886;0.243841231
00:16:00;0.183587883;0.265485009;0.282660309;0.243911067
00:16:05;0.184008905;0.264287829;0.282499328;0.243598687
00:16:10;0.184439894;0.264078603;0.282573943;0.24369748
00:16:15;0.186589295;0.262863739;0.282561766;0.244004933
00:16:20;0.186598195;0.262727786;0.282800992;0.244042324
00:16:25;0.187319778;0.264679405;0.282859774;0.244952986
00:16:30;0.194279624;0.265059645;0.282843081;0.247394117
00:16:35;0.190322526;0.265388095;0.282802284;0.246170968
00:16:40;0.191956716;0.265573674;0.282914183;0.246814858
00:16:45;0.193949496;0.265396457;0.282962066;0.247436006
00:16:50;0.194195253;0.263671167;0.282852964;0.246906462
00:16:55;0.196800999;0.261390463;0.282825104;0.247005522
00:17:00;0.193851265;0.261961566;0.282852964;0.246221931
00:17:05;0.199058124;0.262366874;0.282858001;0.248094333
00:17:10;0.191235324;0.26257324;0.282899713;0.245569426
00:17:15;0.18591981;0.262621774;0.282864209;0.243801931
00:17:20;0.187195327;0.262326733;0.282904717;0.244142259
00:17:25;0.189413558;0.262274296;0.282835208;0.24484102
00:17:30;0.198870598;0.262286175;0.282798493;0.247985088
00:17:35;0.206805272;0.262917639;0.282841462;0.250854791
00:17:40;0.210862819;0.262765964;0.283043232;0.252224005
00:17:45;0.210330608;0.262688097;0.282885387;0.251968031
00:17:50;0.210357277;0.262412941;0.282763301;0.251844506
00:17:55;0.210353867;0.261822156;0.282894229;0.251690084
00:18:00;0.210272035;0.2616261;0.282861547;0.251586561
00:18:05;0.209934236;0.26162212;0.282792198;0.251449518
00:18:10;0.209694399;0.261904646;0.282844083;0.251481043
00:18:15;0.208785303;0.262079764;0.283079485;0.25131485
00:18:20;0.206210927;0.262279587;0.282860968;0.250450494
00:18:25;0.209574873;0.262630891;0.282941746;0.251715837
00:18:30;0.209606653;0.263183322;0.282993857;0.251927944
00:18:35;0.209350152;0.263435253;0.28314957;0.251978325
00:18:40;0.209649473;0.263323125;0.282952327;0.251974975
00:18:45;0.20936014;0.263414128;0.283040837;0.251938368
00:18:50;0.209122105;0.263526253;0.282760174;0.251802844
00:18:55;0.208943732;0.263816359;0.282889412;0.251883167
00:19:00;0.209043351;0.263884612;0.282979391;0.251969118
00:19:05;0.20870776;0.26397121;0.282996972;0.251891981
00:19:10;0.208788233;0.263838013;0.283079195;0.251901814
00:19:15;0.208626556;0.264102713;0.283211831;0.251980367
00:19:20;0.20873136;0.264325399;0.283206816;0.252087858
00:19:25;0.208713909;0.264015935;0.283240493;0.251990112
00:19:30;0.208687425;0.263769687;0.283089361;0.251848824
00:19:35;0.208477157;0.263740686;0.283062977;0.251760273
00:19:40;0.208488261;0.26392286;0.283094263;0.251835128
00:19:45;0.208717389;0.264041582;0.283000132;0.251919701
00:19:50;0.20900003;0.264274055;0.282742635;0.252005573
00:19:55;0.209076524;0.263791522;0.282543798;0.251803948
00:20:00;0.209191993;0.263882119;0.282500078;0.251858063
00:20:05;0.209135101;0.264531942;0.282428646;0.252031896
00:20:10;0.209186818;0.266118576;0.282519576;0.252608323
00:20:15;0.208991623;0.266433684;0.282382507;0.252602605
00:20:20;0.209007848;0.266324935;0.28247899;0.252603925
00:20:25;0.209154138;0.266321294;0.282136878;0.252537437
00:20:30;0.209185358;0.266271955;0.282099268;0.25251886
00:20:35;0.209320351;0.266395075;0.281865878;0.252527101
00:20:40;0.208989703;0.266366958;0.282248935;0.252535199
00:20:45;0.208674713;0.266497114;0.282379723;0.252517183
00:20:50;0.208743955;0.266395075;0.282294944;0.252477992
00:20:55;0.208665676;0.266634251;0.28249365;0.252597859
00:21:00;0.208707854;0.26652138;0.282604753;0.252611329
00:21:05;0.208772901;0.266454717;0.28267315;0.252633589
00:21:10;0.208794784;0.266563491;0.282810568;0.252722948
00:21:15;0.208751941;0.266486344;0.282980914;0.252739733
00:21:20;0.208786887;0.266616337;0.282893547;0.25276559
00:21:25;0.208960134;0.266578042;0.282869515;0.252802564
00:21:30;0.209009862;0.266483216;0.283109536;0.252867538
00:21:35;0.209019528;0.266197174;0.283014536;0.252743746
00:21:40;0.209315589;0.26629982;0.282960999;0.252858803
00:21:45;0.20920848;0.266187194;0.282916033;0.252770569
00:21:50;0.209230372;0.266138085;0.282978534;0.252782331
00:21:55;0.209304671;0.266138085;0.282901671;0.252781476
00:22:00;0.209230942;0.265999885;0.282967217;0.252732681
00:22:05;0.209279118;0.266077003;0.28288449;0.25274687
00:22:10;0.209381452;0.26574739;0.282851836;0.252660226
00:22:15;0.209571911;0.265731615;0.28299285;0.252765459
00:22:20;0.209793412;0.265620767;0.282906844;0.252773674
00:22:25;0.209842012;0.265627369;0.282799642;0.252756341
00:22:30;0.209982425;0.26564532;0.282886851;0.252838199
00:22:35;0.210121899;0.26548998;0.282685173;0.252765684
00:22:40;0.209872838;0.265485009;0.282767219;0.252708355
00:22:45;0.209899298;0.26526117;0.282873374;0.252677947
00:22:50;0.210007001;0.26470426;0.282847408;0.252519557
00:22:55;0.210398027;0.264487265;0.282642317;0.252509203
00:23:00;0.210571929;0.264752612;0.282746628;0.25269039
00:23:05;0.210698806;0.264695566;0.282693371;0.252695914
00:23:10;0.210632349;0.264599361;0.282725327;0.252652346
00:23:15;0.210791932;0.264018705;0.282759035;0.252523224
00:23:20;0.211204333;0.262709903;0.283045549;0.252319928
00:23:25;0.211682864;0.263892791;0.283035826;0.252870494
00:23:30;0.211283706;0.264074646;0.283086986;0.252815113
00:23:35;0.21124579;0.264112518;0.283199641;0.25285265
00:23:40;0.210632026;0.263952245;0.283201693;0.252595321
00:23:45;0.210695883;0.264299518;0.283153253;0.252716218
00:23:50;0.210943637;0.265159648;0.283249286;0.253117524
00:23:55;0.21127274;0.265095536;0.283222741;0.253197006
00:24:00;0.212673087;0.265251646;0.283109865;0.253678199
00:24:05;0.21214494;0.265299022;0.28318673;0.253543564
00:24:10;0.211880462;0.265543773;0.283152201;0.253525479
00:24:15;0.210241833;0.265618147;0.283359601;0.253073194
00:24:20;0.200456753;0.265331595;0.283277986;0.249688778
00:24:25;0.190670244;0.265381401;0.283346628;0.246466091
00:24:30;0.190364375;0.265391024;0.283300214;0.246351871
00:24:35;0.189642371;0.265396092;0.283187762;0.246075409
00:24:40;0.190104261;0.265415794;0.283341212;0.246287089
00:24:45;0.190023527;0.265432209;0.283276558;0.246244098
00:24:50;0.190136439;0.265456432;0.283311886;0.246301585
00:24:55;0.189987234;0.265419406;0.283325468;0.246244036
00:25:00;0.19011744;0.265540453;0.283386302;0.246348065
00:25:05;0.190194773;0.265414823;0.2832993;0.246302965
00:25:10;0.190164993;0.265440388;0.283229195;0.246278192
00:25:15;0.190235726;0.265459646;0.283376497;0.24635729
00:25:20;0.191301781;0.265569594;0.283271995;0.246714457
00:25:25;0.194942035;0.265566348;0.283237139;0.247915174
00:25:30;0.197565569;0.265661577;0.283220022;0.248815723
00:25:35;0.194926071;0.265918059;0.283259429;0.248034519
00:25:40;0.191380423;0.266048217;0.283298781;0.24690914
00:25:45;0.190387498;0.2661157;0.28328166;0.246594953
00:25:50;0.190725023;0.266008413;0.283251457;0.246661631
00:25:55;0.190936202;0.265915837;0.283078373;0.246643471
00:26:00;0.190480915;0.265930856;0.283282202;0.246564658
00:26:05;0.190644747;0.266083558;0.28323895;0.246655752
00:26:10;0.190216428;0.265827106;0.283147872;0.246397135
00:26:15;0.190534758;0.265924227;0.283113128;0.246524038
00:26:20;0.190154505;0.265914299;0.283069892;0.246379565
00:26:25;0.19025489;0.266014622;0.283104637;0.24645805
00:26:30;0.190318913;0.266142462;0.283143987;0.246535121
00:26:35;0.190383516;0.266049398;0.282984409;0.246472441
00:26:40;0.19026935;0.266053384;0.283036894;0.246453209
00:26:45;0.189873838;0.266129459;0.283097741;0.246367013
00:26:50;0.190042167;0.266018661;0.283170885;0.246410571
00:26:55;0.190132121;0.265872856;0.283174785;0.246393254
00:27:00;0.190042167;0.266010571;0.28318787;0.246413536
00:27:05;0.189993481;0.26602799;0.283282744;0.246434738
00:27:10;0.190116717;0.266107687;0.283217959;0.246480787
00:27:15;0.190440479;0.266017258;0.283200949;0.246552895
00:27:20;0.190383516;0.265798723;0.283174785;0.246452341
00:27:25;0.190526555;0.265920038;0.283105422;0.246517338
00:27:30;0.190609403;0.266034686;0.283244106;0.246629398
00:27:35;0.19080971;0.266125078;0.283183959;0.246706249
00:27:40;0.190437166;0.266332875;0.283175472;0.246648505
00:27:45;0.19032251;0.266273926;0.283339469;0.246645302
00:27:50;0.190620104;0.266364032;0.283170191;0.246718109
00:27:55;0.190817929;0.266155545;0.283081389;0.246684954
00:28:00;0.190362824;0.266270253;0.283226717;0.246619931
00:28:05;0.190347171;0.266433419;0.283352557;0.246711049
00:28:10;0.190302811;0.266315518;0.283252521;0.246623617
00:28:15;0.1903449;0.266367489;0.283313924;0.246675438
00:28:20;0.190118649;0.266183584;0.283413988;0.246572073
00:28:25;0.190075522;0.266298153;0.283304789;0.246559488
00:28:30;0.189851823;0.266186985;0.281952926;0.245997245
00:28:35;0.190039582;0.266204389;0.282988127;0.246410699
00:28:40;0.189990198;0.266281011;0.283759081;0.246676763
00:28:45;0.189801666;0.26632271;0.283541438;0.246555271
00:28:50;0.190101326;0.26633658;0.283351655;0.24659652
00:28:55;0.190155898;0.266215663;0.283495427;0.246622329
00:29:00;0.19030232;0.266205488;0.283534459;0.246680756
00:29:05;0.190072142;0.266253971;0.283249286;0.246525133
00:29:10;0.190061575;0.266371222;0.283100833;0.24651121
00:29:15;0.189798579;0.266409148;0.282963746;0.246390491
00:29:20;0.189725855;0.26638149;0.282919938;0.246342428
00:29:25;0.189887239;0.266315853;0.282812706;0.2463386
00:29:30;0.189539861;0.26627441;0.282515216;0.246109829
00:29:35;0.189736889;0.266149693;0.282502979;0.246129854
00:29:40;0.189404463;0.266201357;0.282754125;0.246119982
00:29:45;0.189086526;0.266166612;0.282704145;0.245985761
00:29:50;0.189127899;0.266371018;0.282732661;0.246077192
00:29:55;0.189056228;0.266447267;0.282821763;0.24610842
00:30:00;0.188909281;0.266315686;0.282752976;0.245992648
00:30:05;0.189051931;0.266294926;0.282752976;0.246033277
00:30:10;0.188846469;0.266454065;0.282874297;0.246058277
00:30:15;0.188668395;0.266360751;0.2828564;0.245961848
00:30:20;0.188492423;0.26631912;0.283090873;0.245967472
00:30:25;0.187992522;0.266329576;0.283666358;0.245996152
00:30:30;0.187752384;0.26627075;0.284040003;0.246021046
00:30:35;0.187632989;0.266145844;0.284176403;0.245985079
00:30:40;0.187571117;0.266350329;0.284433494;0.246118313
00:30:45;0.18718754;0.26629513;0.284500891;0.24599452
00:30:50;0.187288431;0.26642298;0.284611803;0.246107738
00:30:55;0.187283144;0.266301974;0.284462785;0.246015967
00:31:00;0.188260762;0.266395327;0.284477754;0.246377948
00:31:05;0.188950459;0.26652306;0.284606495;0.246693338
00:31:10;0.18993042;0.266664191;0.284615603;0.247070071
00:31:15;0.191807224;0.266743461;0.284632621;0.247727769
00:31:20;0.19395157;0.266647014;0.284672847;0.24842381
00:31:25;0.194989359;0.266633346;0.284474999;0.248699235
00:31:30;0.19691165;0.266657587;0.284542291;0.249370509
00:31:35;0.200392277;0.266616149;0.284578944;0.250529123
00:31:40;0.202851396;0.266702581;0.284458351;0.251337443
00:31:45;0.204686412;0.266478277;0.28449207;0.251885586
00:31:50;0.194393205;0.266467958;0.284667067;0.24850941
00:31:55;0.183194468;0.266457535;0.284627578;0.24475986
00:32:00;0.191611253;0.266636866;0.284747225;0.247665115
00:32:05;0.195316231;0.266647014;0.284578269;0.248847171
00:32:10;0.202735486;0.266729849;0.284696379;0.251387238
00:32:15;0.20806158;0.266605967;0.284573409;0.253080318
00:32:20;0.205960396;0.266509307;0.284870835;0.252446846
00:32:25;0.204283374;0.266530039;0.284924252;0.251912555
00:32:30;0.205055411;0.266612635;0.285015158;0.252227735
00:32:35;0.206545218;0.266708601;0.285013139;0.252755653
00:32:40;0.206712283;0.266774196;0.285148454;0.252878311
00:32:45;0.206567216;0.266844221;0.285155905;0.25285578
00:32:50;0.206470722;0.2668063;0.284930455;0.252735826
00:32:55;0.206365353;0.266696011;0.284907647;0.252656337
00:33:00;0.206270628;0.266682335;0.284765817;0.252572927
00:33:05;0.205779912;0.266761871;0.28443353;0.252325104
00:33:10;0.202825861;0.266692975;0.284331873;0.25128357
00:33:15;0.20360493;0.266603147;0.284319041;0.251509039
00:33:20;0.20580689;0.266814183;0.284107855;0.252242976
00:33:25;0.20612772;0.266768367;0.284407573;0.252434553
00:33:30;0.205208122;0.266816312;0.284110877;0.252045104
00:33:35;0.205094179;0.26675768;0.283976133;0.251942664
00:33:40;0.204796496;0.26679915;0.283867021;0.251820889
00:33:45;0.204807975;0.266795579;0.284138505;0.25191402
00:33:50;0.204601748;0.26679915;0.284440021;0.251946973
00:33:55;0.20479588;0.266719769;0.284397122;0.251970924
00:34:00;0.205036275;0.266788442;0.284652037;0.252158918
00:34:05;0.204990979;0.266763535;0.284604864;0.252119793
00:34:10;0.205003314;0.266755821;0.284463236;0.252074124
00:34:15;0.204978672;0.266954016;0.284710438;0.252214375
00:34:20;0.204840423;0.267005004;0.284453604;0.252099677
00:34:25;0.204874238;0.2671685;0.284746449;0.252263062
00:34:30;0.204885678;0.267172155;0.285000675;0.252352836
00:34:35;0.20525018;0.267078947;0.284592803;0.25230731
00:34:40;0.205593296;0.267301555;0.284961445;0.252618766
00:34:45;0.205545194;0.267138277;0.284931113;0.252538195
00:34:50;0.20546365;0.267224358;0.28520684;0.252631616
00:34:55;0.205475088;0.267029214;0.28504486;0.252516388
00:35:00;0.205429999;0.266950422;0.284834271;0.252404897
00:35:05;0.20549797;0.266912816;0.285130835;0.252513873
00:35:10;0.205565543;0.266737567;0.285630206;0.252644439
00:35:15;0.205509061;0.26692175;0.286167874;0.252866228
00:35:20;0.205702105;0.266931559;0.286460853;0.253031506
00:35:25;0.20558768;0.266815531;0.286514635;0.252972615
00:35:30;0.205439448;0.266860133;0.28659249;0.252964024
00:35:35;0.205701295;0.266822615;0.286786638;0.253103516
00:35:40;0.205781424;0.266747543;0.286744945;0.253091304
00:35:45;0.205247667;0.266785085;0.286647282;0.252893345
00:35:50;0.204702034;0.266812705;0.28667402;0.252729586
00:35:55;0.204065269;0.266847479;0.286763249;0.252558666
00:36:00;0.203215635;0.266689954;0.286856262;0.25225395
00:36:05;0.203817686;0.266717564;0.286562328;0.252365859
00:36:10;0.203447855;0.26666985;0.286458318;0.252192007
00:36:15;0.204639904;0.266793518;0.286502508;0.25264531
00:36:20;0.20539245;0.266782876;0.286534455;0.25290326
00:36:25;0.204618843;0.266628652;0.28673563;0.252661042
00:36:30;0.203637566;0.26668391;0.286740401;0.252353959
00:36:35;0.201540855;0.266591277;0.2869249;0.251685677
00:36:40;0.200632133;0.26664266;0.287533397;0.25160273
00:36:45;0.192434801;0.266838331;0.287766107;0.24901308
00:36:50;0.201618923;0.266928083;0.288108747;0.252218584
00:36:55;0.20785726;0.267153193;0.288457923;0.254489458
00:37:00;0.19453148;0.267064191;0.288583607;0.250059759
00:37:05;0.187410377;0.267060541;0.288636353;0.247702424
00:37:10;0.204915133;0.267119077;0.288774834;0.253603014
00:37:15;0.206012494;0.267022724;0.288561718;0.253865646
00:37:20;0.205323094;0.267285041;0.288946899;0.253851678
00:37:25;0.205589103;0.267130087;0.28898647;0.253901887
00:37:30;0.206606205;0.26723242;0.289264552;0.254367726
00:37:35;0.206614229;0.267213948;0.289229164;0.254352447
00:37:40;0.206335759;0.267003505;0.290191797;0.254510354
00:37:45;0.206393599;0.2669658;0.290127888;0.254495762
00:37:50;0.206058138;0.266976635;0.290443001;0.254492592
00:37:55;0.206047651;0.26698387;0.290745344;0.254592288
00:38:00;0.205874435;0.266938885;0.290760341;0.254524553
00:38:05;0.205838254;0.267162883;0.290737147;0.254579428
00:38:10;0.205905158;0.267119077;0.290915245;0.254646493
00:38:15;0.205757683;0.267288762;0.291224755;0.254757067
00:38:20;0.205918467;0.26716656;0.290995681;0.254693569
00:38:25;0.205919398;0.267228721;0.291517631;0.254888583
00:38:30;0.205941868;0.267139811;0.291762546;0.254948075
00:38:35;0.205964809;0.267319101;0.292291358;0.255191756
00:38:40;0.2060676;0.2673681;0.292943924;0.255459875
