0,Florianopolis,Brazil,-3,-27.43,-48.44,3,
Date (MM/DD/YYYY),Time (HH:MM),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Dry-bulb (C),Pressure (mbar),Alb
04/21/2023,01:00:00,1.88702173913043,-1.68467391304347,-0.930391304347826,19.1573906521739,1043.40406521739,0.158167453666121
04/21/2023,02:00:00,1.95321276595744,-1.63287234042553,-0.740085106382978,19.2943212765957,1043.07719148936,0.158308490266017
04/21/2023,03:00:00,1.83028260869565,-1.6815652173913,-0.671369565217391,19.3846119565217,1042.66732608695,0.158304205402239
04/21/2023,04:00:00,1.99444897959183,-1.65904081632653,-0.66438775510204,19.3467836734693,1042.57914285714,0.157832728237719
04/21/2023,05:00:00,1.94623913043478,-1.78636956521739,-0.959934782608695,19.1937786956521,1042.66495652173,0.157814229140562
04/21/2023,06:00:00,6.30172340425531,-1.35017021276595,3.82146808510638,19.0279261702127,1043.06053191489,0.176841585420251
04/21/2023,07:00:00,55.0504255319148,160.476765957446,53.2285106382978,19.2035336170212,1043.62278723404,0.21079560785318
04/21/2023,08:00:00,320.064444444444,567.583355555555,103.306888888888,21.0224968888888,1044.18964444444,0.238482533358116
04/21/2023,09:00:00,430.233333333333,483.1456,161.951111111111,23.623886,1044.4638,0.248963141802961
04/21/2023,10:00:00,408.455555555555,178.235577777777,260.404444444444,24.3343144444444,1044.42122222222,0.243586290456142
04/21/2023,11:00:00,689.251162790697,487.21276744186,297.651162790697,26.0242706976744,1043.96281395348,0.245088595044147
04/21/2023,12:00:00,766.297674418604,466.64976744186,363.293023255814,26.5157041860465,1043.57039534883,0.244479730707426
04/21/2023,13:00:00,600.35909090909,214.588659090909,382.025,26.3138263636363,1042.9851590909,0.244315098417954
04/21/2023,14:00:00,428.793617021276,38.8675106382978,341.451063829787,25.7655212765957,1042.67340425531,0.242264094845207
04/21/2023,15:00:00,254.223913043478,5.4946304347826,218.271739130434,25.1618660869565,1042.40456521739,0.244755425421977
04/21/2023,16:00:00,135.510222222222,53.2533333333333,105.389111111111,24.929062,1042.39031111111,0.234460518919558
04/21/2023,17:00:00,24.7680222222222,-2.63277777777777,19.0145555555555,23.1862113333333,1042.40686666666,0.225081556172656
04/21/2023,18:00:00,2.97078260869565,-2.45649999999999,-0.664630434782608,21.2972176086956,1042.33956521739,0.160324757240147
04/21/2023,19:00:00,1.87373913043478,-1.92302173913043,-0.42295652173913,20.5804708695652,1042.80217391304,0.15839690289987
04/21/2023,20:00:00,1.91078260869565,-1.66926086956521,-0.411326086956521,20.6721810869565,1042.86041304347,0.158338499122768
04/21/2023,21:00:00,2.21239583333333,-2.00327083333333,-0.684291666666666,20.4752414583333,1042.72164583333,0.158182383865373
04/21/2023,22:00:00,1.84923913043478,-1.72517391304347,-0.372043478260869,20.2097632608695,1042.91578260869,0.158289301152655
04/21/2023,23:00:00,2.30204347826087,-1.92782608695652,-0.613847826086956,19.969755,1042.79882608695,0.158079287818624
04/21/2023,00:00:00,1.95810638297872,-1.82929787234042,-0.629468085106383,19.5722517021276,1042.68,0.158116910602216
04/22/2023,01:00:00,2.05882608695652,-1.79797826086956,-0.62,19.1465258695652,1042.25786956521,0.157883536865805
04/22/2023,02:00:00,1.99529787234042,-1.8881914893617,-0.688063829787234,18.9631963829787,1041.6429574468,0.158117203358606
04/22/2023,03:00:00,1.81758333333333,-1.71004166666666,-0.484083333333333,18.87952125,1041.173875,0.157820915876132
04/22/2023,04:00:00,2.05193617021276,-1.87227659574468,-0.374425531914893,18.3183329787234,1040.88112765957,0.157880644969358
04/22/2023,05:00:00,1.88920833333333,-1.69262499999999,-0.427895833333333,18.2097789583333,1041.10308333333,0.157801199445565
04/22/2023,06:00:00,6.85714893617021,2.05480851063829,5.62912765957446,18.3345819148936,1041.4184893617,0.159809859794295
04/22/2023,07:00:00,102.442666666666,62.6428444444444,85.4828888888889,19.1663008888888,1041.84393333333,0.170214729551391
04/22/2023,08:00:00,361.760869565217,558.345478260869,144.319565217391,21.0703873913043,1042.32156521739,0.249700663686848
04/22/2023,09:00:00,512.916279069767,520.24976744186,222.151162790697,24.1623095348837,1042.37769767441,0.258294653064539
04/22/2023,10:00:00,610.463265306122,639.871428571428,173.714285714285,25.5067434693877,1042.16830612244,0.247883595927631
04/22/2023,11:00:00,671.797959183673,581.122448979591,228.338775510204,24.2386940816326,1041.67351020408,0.243058403942874
04/22/2023,12:00:00,582.72,318.934555555555,310.468888888888,23.9659135555555,1040.86011111111,0.244128634559243
04/22/2023,13:00:00,713.995555555555,881.355555555555,91.0506666666666,25.202132,1039.75857777777,0.24514971919286
04/22/2023,14:00:00,585.47659574468,838.851063829787,71.5365957446808,25.6816761702127,1039.33063829787,0.247807942671956
04/22/2023,15:00:00,414.902173913043,764.380434782608,65.1491304347826,25.7529934782608,1039.04910869565,0.261361004239949
04/22/2023,16:00:00,218.36304347826,614.228260869565,47.2247826086956,25.0015747826086,1038.71554347826,0.245130856288779
04/22/2023,17:00:00,41.5129361702127,182.372531914893,16.4681702127659,23.6681959574468,1038.64140425531,0.221581551860649
04/22/2023,18:00:00,2.89275,-2.38420833333333,-0.835437499999999,21.9573072916666,1038.39854166666,0.160034362727597
04/22/2023,19:00:00,2.22964583333333,-2.15877083333333,-0.784979166666666,21.1631633333333,1038.54583333333,0.15802207150142
04/22/2023,20:00:00,2.0603829787234,-2.08680851063829,-0.7,20.4562019148936,1038.43040425531,0.158003288067151
