Date,pm25,pm10,wind-speed,humidity,precipitation,soiling_accumulation,cum_soiling_accumulation,soilingrate
2022-01-01,38,13,3.0,83.0,0.00375,0.026037,0.026037,0.0029964364876327865
2022-01-02,21,12,3.0,61.0,0.0,0.016847,0.042884000000000005,0.0045730629531070465
2022-01-03,38,21,2.0,56.7,0.000125,0.020081,0.06296500000000001,0.006331719679657167
2022-01-04,17,15,4.1,40.0,0.000125,0.022327,0.085292,0.008187995031598536
2022-01-05,30,14,4.0,80.0,0.0007499999999999,0.029951,0.11524300000000001,0.010565305149651802
2022-01-06,50,17,3.0,80.1,0.0169583333333333,0.034205,0.14944800000000003,0.01316624800509451
2022-01-07,55,26,2.0,62.3,0.03575,0.027568,0.17701600000000003,0.015195049305359112
2022-01-08,21,10,3.0,59.3,0.007375,0.015826,0.19284200000000004,0.016337203421594594
2022-01-09,38,18,2.0,77.0,0.0,0.01906,0.21190200000000003,0.017693595393121313
2022-01-10,34,28,4.0,49.5,0.00975,0.042203,0.254105,0.02063197853863881
2022-01-11,34,32,3.0,42.6,0.4850416666666666,0.0,0.0,0.0
2022-01-12,30,27,3.0,43.5,0.041625,0.0291,0.0291,0.0032925289932291667
2022-01-13,21,23,3.0,50.0,0.0008333333333333,0.022463,0.051563,0.005345891513368304
2022-01-14,17,12,5.0,60.4,0.0,0.024675,0.076238,0.007445503188016617
2022-01-15,21,10,4.0,58.4,0.0014166666666666,0.021102,0.09734,0.009157607534583669
2022-01-16,17,12,3.0,38.0,0.0271666666666666,0.014805,0.112145,0.010324271206726503
2022-01-17,38,24,2.0,51.8,0.0141249999999999,0.021102,0.133247,0.011947259856344223
2022-01-18,30,25,3.0,48.6,0.1674583333333333,0.028079,0.161326,0.01404692860681134
2022-01-19,25,10,5.0,87.1,0.0008333333333333,0.029781,0.191107,0.016212722311288272
2022-01-20,61,22,2.0,84.0,0.000125,0.028249,0.219356,0.018218795060104483
2022-01-21,68,24,2.0,89.5,0.0515,0.031312,0.250668,0.020395719753208218
2022-01-22,38,14,2.0,72.0,0.1220416666666666,0.017698,0.268366,0.021606987692892644
2022-01-23,21,12,3.0,52.6,0.020875,0.016847,0.285213,0.022748328218709545
2022-01-24,17,13,3.0,43.0,0.1441666666666666,0.015316,0.300529,0.023776691967664517
2022-01-25,21,9,6.0,79.5,0.0172499999999999,0.030631,0.33116,0.0258088691082557
2022-01-26,46,20,2.0,66.0,0.0116666666666666,0.022463,0.353623,0.02727995862103246
2022-01-27,25,11,4.0,68.4,0.0084166666666666,0.024505,0.378128,0.028867716909430338
2022-01-28,21,14,5.0,49.0,0.143125,0.029781,0.407909,0.030775076113143646
2022-01-29,30,20,4.0,36.2,0.0,0.034035,0.441944,0.03292726148584374
2022-01-30,38,18,3.0,44.0,0.0,0.028589,0.470533,0.03471396774381193
2022-01-31,21,18,4.0,31.4,0.0,0.026547,0.49707999999999997,0.03635693522022856
2022-02-01,13,13,5.0,56.0,0.0019583333333333,0.022123,0.519203,0.03771487833528323
2022-02-02,17,8,6.0,82.4,0.0060416666666666,0.025526,0.544729,0.039269630567064825
2022-02-03,46,16,2.0,72.2,0.0087916666666666,0.021102,0.565831,0.04054557030453177
2022-02-04,21,12,3.0,57.1,0.0079583333333333,0.016847,0.582678,0.04155837964836565
