Wavelength [nm];Reflectivity
662;0.047927
664;0.04712
666;0.046474
668;0.04571
670;0.04508
672;0.04474
674;0.044548
676;0.04437
678;0.044425
680;0.04489
682;0.046093
684;0.04799
686;0.050242
688;0.052782
690;0.056244
692;0.061872
694;0.069404
696;0.077736
698;0.087253
700;0.098682
702;0.11099
704;0.1249
706;0.14113
708;0.15674
710;0.17197
712;0.18675
714;0.20243
716;0.21793
718;0.23376
720;0.25036
722;0.26632
724;0.28417
726;0.30119
728;0.31709
730;0.33283
732;0.34914
734;0.36304
736;0.3755
738;0.38774
740;0.39914
742;0.41046
744;0.42119
746;0.42954
748;0.43695
750;0.44385
752;0.44958
754;0.45419
756;0.45802
758;0.46111
760;0.46323
762;0.4653
764;0.46748
766;0.46966
768;0.47151
770;0.47291
772;0.47387
774;0.47493
776;0.47573
778;0.4761
780;0.47652
782;0.47723
784;0.47798
786;0.4788
788;0.4796
790;0.48016
792;0.48067
794;0.48147
796;0.48245
798;0.48347
800;0.48432
820;0.48909
840;0.49366
860;0.49974
880;0.5042
900;0.5079
920;0.51061
940;0.50744
960;0.49742
980;0.49516
1000;0.50115
1020;0.50945
1040;0.51813
1060;0.52487
1080;0.52411
1100;0.52243
1120;0.51859
1140;0.50372
1160;0.47896
1180;0.46524
1200;0.46688
1220;0.47635
1240;0.48812
1260;0.48922
1280;0.48581
1300;0.4764
1320;0.45359
1340;0.419
1360;0.38955
1380;0.32801
1400;0.23055
1420;0.16814
1440;0.14975
1460;0.14648
1480;0.15832
1500;0.1798
1520;0.20617
1540;0.2315
1560;0.25381
1580;0.27655
1600;0.29285
1620;0.30674
1640;0.31808
1660;0.32257
1680;0.32579
1700;0.32332
1720;0.31501
1740;0.3048
1760;0.28774
1780;0.27768
1800;0.2765
1820;0.27127
1840;0.25853
1860;0.21605
1880;0.13258
1900;0.072879
1920;0.051658
1940;0.050554
1960;0.055539
1980;0.065224
2000;0.073972
2020;0.087469
2040;0.097152
2060;0.10898
2080;0.12315
2100;0.13624
2120;0.14881
2140;0.1576
2160;0.16431
2180;0.16902
2200;0.1709
2220;0.17387
2240;0.17091
2260;0.16356
2280;0.15572
2300;0.14609
2320;0.13389
2340;0.12382
2360;0.11704
2380;0.10618
2400;0.097125
2420;0.08753
2440;0.079555
2460;0.067907
2480;0.06236
2500;0.062297
2520;0.060059
2540;0.057821
2560;0.055583
2580;0.053345
2600;0.051107
2620;0.048869
2640;0.046631
2660;0.044393
2680;0.042155
2700;0.039917
2720;0.037679
2740;0.035441
2760;0.033203
2780;0.030965
2800;0.028727
2820;0.026489
2840;0.024251
2860;0.022013
2880;0.019775
2900;0.017537
2920;0.015299
2940;0.013061
2960;0.010823
2980;0.008585
3000;0.008779
3020;0.008573
3040;0.008594
3060;0.008885
3080;0.008918
3100;0.009026
3120;0.009195
3140;0.009038
3160;0.00937
3180;0.009616
3200;0.009639
3220;0.00981
3240;0.009728
3260;0.009783
3280;0.009784
3300;0.009731
3320;0.009696
3340;0.009818
3360;0.010329
3380;0.014557
3400;0.014461
3420;0.013008
3440;0.01188
3460;0.012274
3480;0.015177
3500;0.013553
3520;0.013745
3540;0.013767
3560;0.013887
3580;0.014149
3600;0.014365
3620;0.014742
3640;0.014834
3660;0.015305
3680;0.015546
3700;0.015898
3720;0.016456
3740;0.016774
3760;0.01739
3780;0.01753
3800;0.017766
3820;0.017989
3840;0.01814
3860;0.018117
3880;0.018114
3900;0.018113
3920;0.01815
3940;0.017896
3960;0.017893
3980;0.017926
4000;0.017815
4020;0.017831
4040;0.017757
4060;0.017674
4080;0.017467
4100;0.017382
4120;0.017263
4140;0.016881
4160;0.016923
4180;0.016367
4200;0.0161
4220;0.016161
4240;0.015878
4260;0.015735
4280;0.015446
4300;0.015343
4320;0.015178
4340;0.015039
4360;0.014663
4380;0.014543
4400;0.014353
4420;0.014204
4440;0.014062
4460;0.013929
4480;0.013674
4500;0.013547
4520;0.013415
4540;0.013319
4560;0.01292
4580;0.013111
4600;0.013009
4620;0.012874
4640;0.012972
4660;0.01283
4680;0.012823
4700;0.012899
4720;0.012943
4740;0.012978
4760;0.012968
4780;0.013032
4800;0.012943
4820;0.01301
4840;0.013167
4860;0.013085
4880;0.013315
4900;0.013344
4920;0.013504
4940;0.013567
4960;0.013572
4980;0.014174
5000;0.014546
5100;0.014488
5200;0.014077
5300;0.013248
5400;0.011803
5500;0.009705
5600;0.009875
5700;0.008767
5800;0.008181
5900;0.008067
6000;0.008666
6100;0.009062
6200;0.008723
6300;0.008144
6400;0.008232
6500;0.008196
6600;0.008062
6700;0.00776
6800;0.007399
6900;0.007442
7000;0.007096
7100;0.006731
7200;0.006672
7300;0.006389
7400;0.006064
7500;0.006453
7600;0.006086
7700;0.006291
7800;0.007158
7900;0.008259
8000;0.008871
8100;0.009666
8200;0.010329
8300;0.01092
8400;0.012023
8500;0.01336
8600;0.014959
8700;0.018672
8800;0.024778
8900;0.030666
9000;0.032484
9100;0.032141
9200;0.030587
9300;0.029203
9400;0.02885
9500;0.027707
9600;0.025489
9700;0.022684
9800;0.020389
9900;0.019651
10000;0.019974
10100;0.020079
10200;0.020843
10300;0.021249
10400;0.021002
10500;0.020228
10600;0.019345
10700;0.018385
10800;0.017203
10900;0.016009
11000;0.01611
11100;0.015653
11200;0.014993
11300;0.014083
11400;0.013357
11500;0.012467
11600;0.011721
11700;0.011182
11800;0.011031
11900;0.011048
12000;0.010883
12100;0.011076
12200;0.01165
12300;0.011664
12400;0.011997
12500;0.011817
12600;0.011826
12700;0.011651
12800;0.011443
12900;0.011351
13000;0.01073
13100;0.01092
13200;0.010872
13300;0.010805
13400;0.010923
13500;0.011347
13600;0.011369
13700;0.011143
13800;0.01136
13900;0.011136
14000;0.010448
