Wavelength [nm];Reflectivity
302;0.029582
304;0.029759
306;0.029935
308;0.030112
310;0.030288
312;0.030465
314;0.030641
316;0.030818
318;0.030994
320;0.031171
322;0.031347
324;0.031523
326;0.0317
328;0.031877
330;0.032053
332;0.032229
334;0.032406
336;0.032582
338;0.032759
340;0.032935
342;0.033112
344;0.033288
346;0.033465
348;0.033641
350;0.033818
352;0.033994
354;0.034171
356;0.034347
358;0.034524
360;0.0347
362;0.034876
364;0.035053
366;0.035229
368;0.035406
370;0.035582
372;0.035759
374;0.035935
376;0.036112
378;0.036288
380;0.036465
382;0.036641
384;0.036818
386;0.036994
388;0.037171
390;0.037347
392;0.037524
394;0.0377
396;0.037876
398;0.038053
400;0.038229
402;0.038406
404;0.038533
406;0.03862
408;0.038773
410;0.038887
412;0.038945
414;0.039064
416;0.039233
418;0.039298
420;0.039397
422;0.03953
424;0.039714
426;0.039794
428;0.039864
430;0.04014
432;0.040143
434;0.04029
436;0.040321
438;0.040495
440;0.040597
442;0.040698
444;0.040786
446;0.040926
448;0.041072
450;0.041194
452;0.041294
454;0.041362
456;0.041487
458;0.041629
460;0.04179
462;0.04189
464;0.041996
466;0.042063
468;0.042185
470;0.042327
472;0.042435
474;0.042597
476;0.042674
478;0.042768
480;0.042894
482;0.043055
484;0.0431
486;0.043268
488;0.043348
490;0.043485
492;0.043605
494;0.043706
496;0.04399
498;0.044595
500;0.045412
502;0.046444
504;0.047634
506;0.048893
508;0.050719
510;0.053314
512;0.056175
514;0.059142
516;0.062804
518;0.0671
520;0.071183
522;0.075386
524;0.080256
526;0.084949
528;0.089023
530;0.092914
532;0.096696
534;0.099535
536;0.10169
538;0.10353
540;0.10528
542;0.1068
544;0.10811
546;0.10912
548;0.1098
550;0.11022
552;0.11064
554;0.1111
556;0.11123
558;0.11076
560;0.10975
562;0.10843
564;0.10682
566;0.10507
568;0.1029
570;0.10024
572;0.097302
574;0.094614
576;0.091871
578;0.08903
580;0.086963
582;0.085306
584;0.083636
586;0.081922
588;0.080257
590;0.078833
592;0.07765
594;0.076732
596;0.075929
598;0.075385
600;0.074901
602;0.074273
604;0.073543
606;0.072815
608;0.072092
610;0.071235
612;0.070351
614;0.06938
616;0.068276
618;0.067068
620;0.065917
622;0.06495
624;0.064216
626;0.063698
628;0.063276
630;0.062904
632;0.062538
634;0.062075
636;0.06146
638;0.060592
640;0.0595
642;0.058202
644;0.056705
646;0.055117
648;0.05356
650;0.05212
652;0.051095
654;0.05046
656;0.049945
658;0.049367
660;0.04872
