0 0
0 0
0 0
0 0
0 0
0 0
10 9
83 66
352 245
506 193
644 342
818 248
833 291
786 257
671 219
493 187
268 104
55 45
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
14 8
166 61
369 74
481 130
726 269
589 222
576 251
772 158
340 143
489 183
311 71
67 37
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
7 6
95 36
282 108
589 187
367 201
594 311
815 279
688 228
761 172
386 207
252 112
29 23
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
10 9
171 109
390 111
615 147
645 260
671 180
896 226
843 221
693 235
545 150
227 87
82 37
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
9 8
116 60
375 100
575 157
782 150
845 172
915 175
794 216
651 196
500 166
280 94
62 41
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
11 7
160 48
402 76
575 94
743 144
868 135
906 242
614 243
408 198
437 129
176 120
45 34
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
9 6
157 89
418 121
513 214
532 256
498 269
963 263
554 329
685 254
413 308
204 69
50 37
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
6 6
48 37
197 117
384 273
685 159
740 312
662 364
770 394
480 359
439 281
258 122
88 56
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
10 6
167 45
377 82
592 97
666 110
850 102
858 191
756 184
551 162
534 189
304 88
87 40
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
8 7
142 63
375 106
582 140
766 172
860 192
877 166
827 203
697 193
419 122
283 98
73 45
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
10 6
168 39
414 61
615 77
762 97
868 129
868 213
459 155
701 185
568 129
265 103
87 39
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
9 6
143 47
363 75
580 97
742 127
848 164
973 188
775 206
637 215
425 212
270 154
96 72
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
10 6
165 40
384 75
598 78
759 109
863 122
869 110
820 106
751 81
550 98
344 60
98 40
1 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
8 6
147 51
398 83
612 107
766 127
851 144
909 158
881 151
707 136
554 141
323 92
86 41
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
