corrected_timestamp,apparent_zenith,zenith,apparent_elevation,elevation,azimuth,equation_of_time,ghi,dhi,dni,temperature,pressure,albedo,is_midnight
2021-09-23 00:00:00+02:00,124.01249665523704,124.01249665523704,-34.01249665523704,-34.01249665523704,324.80332727225505,7.868361411939986,0.0,0.0,0.0,7.8,1012.4,,YES
2021-09-23 01:00:00+02:00,127.82007316353344,127.82007316353344,-37.820073163533436,-37.820073163533436,342.6493011529492,7.53162103939394,0.0,0.0,0.0,5.8,1011.7,,NO
2021-09-23 02:00:00+02:00,129.12080325761917,129.12080325761917,-39.12080325761918,-39.12080325761918,1.775926977503559,7.546305752715853,0.0,0.0,0.0,7.0,1011.1,,NO
2021-09-23 03:00:00+02:00,127.28483319852225,127.28483319852225,-37.28483319852224,-37.28483319852224,20.76053169438819,7.560986676173343,0.0,0.0,0.0,7.7,1010.5,,NO
2021-09-23 04:00:00+02:00,122.64118466485614,122.64118466485614,-32.64118466485614,-32.64118466485614,38.203001101072914,7.575663781550247,0.0,0.0,0.0,6.9,1009.9,,NO
2021-09-23 05:00:00+02:00,115.86769253776129,115.86769253776129,-25.867692537761283,-25.867692537761283,53.575856934603166,7.590337041179737,0.0,0.0,0.0,7.6,1009.7,,NO
2021-09-23 06:00:00+02:00,107.6724586486548,107.6724586486548,-17.6724586486548,-17.6724586486548,67.12993371068876,7.605006427362241,0.0,0.0,0.0,7.1,1010.2,,NO
2021-09-23 07:00:00+02:00,98.64322621688991,98.64322621688991,-8.64322621688992,-8.64322621688992,79.45148543987295,7.61967191198346,2.562274197,0.762949341,10.53085235,10.1,1009.8,,NO
2021-09-23 08:00:00+02:00,88.86414253205396,89.24821356508907,1.1358574679460418,0.7517864349109203,91.19064354579427,7.634333467460237,11.52310325,402.8252113,41.66844388,13.2,1009.5,,NO
2021-09-23 09:00:00+02:00,79.80532823076508,79.89368891559113,10.194671769234915,10.10631108440887,102.98759497806043,7.648991066151211,43.09754706,593.9182977,75.96769034,15.9,1009.0,,NO
2021-09-23 10:00:00+02:00,70.94449108223706,70.99218656604317,19.055508917762936,19.007813433956827,115.48280363959998,7.6636446800184785,99.48659441,627.9729848,111.1404351,18.0,1008.1,,NO
2021-09-23 11:00:00+02:00,62.99708273495561,63.02970014349073,27.00291726504439,26.97029985650927,129.3189153225668,7.678294281493436,142.0897509,702.6982355,107.8881425,20.0,1007.4,,NO
2021-09-23 12:00:00+02:00,56.59137229510518,56.61665301492417,33.40862770489482,33.38334698507583,145.038717251707,7.692939843047498,170.2272295,740.0345899,127.1415369,21.1,1006.7,,NO
2021-09-23 13:00:00+02:00,52.44544560804169,52.46716131057192,37.55455439195831,37.53283868942808,162.77414343498845,7.7075813367519,177.5258287,681.9858575,170.4201322,22.0,1006.4,,NO
2021-09-23 14:00:00+02:00,51.1923207682915,51.21308672434683,38.8076792317085,38.78691327565317,181.8240862604605,7.7222187350998865,140.0044368,494.0277595,162.7488093,21.9,1005.9,,NO
2021-09-23 15:00:00+02:00,53.059264145776844,53.08146464100105,36.940735854223156,36.91853535899895,200.71306772763288,7.736852010628354,134.7214299,516.8319541,152.8755243,21.0,1005.4,,NO
2021-09-23 16:00:00+02:00,57.71672628823136,57.74310926241513,32.28327371176864,32.25689073758487,218.06921246941943,7.751481135444919,109.3284528,358.7985463,184.2681453,20.3,1005.3,,NO
2021-09-23 17:00:00+02:00,64.49198281967887,64.52677951591104,25.508017180321136,25.47322048408896,233.37820467811738,7.766106082148326,39.22165177,46.06265599,117.3846591,19.4,1005.3,,NO
2021-09-23 18:00:00+02:00,72.67890089428349,72.73154161476536,17.32109910571651,17.268458385234638,246.88828208368147,7.780726823344594,8.544083159,0.077717938,30.99097178,18.9,1005.5,,NO
2021-09-23 19:00:00+02:00,81.66837191793162,81.7746525151359,8.33162808206838,8.225347484864095,259.1786876035351,7.795343331203185,0.274133232,0.0,1.038778702,17.9,1005.6,,NO
2021-09-23 20:00:00+02:00,91.19111173040089,91.19111173040089,-1.191111730400898,-1.191111730400898,270.8946114139972,7.80995557839924,0.0,0.0,0.0,17.6,1006.0,,NO
2021-09-23 21:00:00+02:00,100.5769600734313,100.5769600734313,-10.576960073431298,-10.576960073431298,282.67533080642863,7.824563537633367,0.0,0.0,0.0,17.5,1006.4,,NO
2021-09-23 22:00:00+02:00,109.52127780903609,109.52127780903609,-19.5212778090361,-19.5212778090361,295.1657561131471,7.8391671811223205,0.0,0.0,0.0,17.0,1006.6,,NO
2021-09-23 23:00:00+02:00,117.53803300849631,117.53803300849631,-27.53803300849632,-27.53803300849632,309.02058717906516,7.853766481624916,0.0,0.0,0.0,16.0,1006.4,,NO
2021-09-24 00:00:00+02:00,124.4068275968265,124.4068275968265,-34.406827596826496,-34.406827596826496,324.7304324891561,8.217257808672002,0.0,0.0,0.0,16.9,1006.2,,YES
