Hours,Soiling_accumulation,rs_hegazy,rs_you_saiz,rs_conceicao
0,0.0,0.0,0.0,0.0
1,0.00298652,0.000478,0.00011498101999999999,7.6006934e-05
2,0.00597304,0.000861,0.00022996203999999998,0.000152013868
3,0.00895956,0.001214,0.00034494306,0.00022802080200000002
4,0.01194608,0.001549,0.00045992407999999996,0.000304027736
5,0.0149326,0.001871,0.0005749051,0.00038003467000000005
6,0.01791912,0.002183,0.00068988612,0.00045604160400000005
7,0.02090563,0.002488,0.000804866755,0.0005320482835000001
8,0.02389215,0.002786,0.000919847775,0.0006080552175
9,0.02687867,0.003078,0.001034828795,0.0006840621515000001
10,0.02986519,0.003366,0.001149809815,0.0007600690855
11,0.03285171,0.003649,0.001264790835,0.0008360760195000001
12,0.03583823,0.003928,0.001379771855,0.0009120829535
13,0.03882475,0.004204,0.001494752875,0.0009880898875
14,0.04181127,0.004476,0.0016097338949999998,0.0010640968215
15,0.04479779,0.004745,0.0017247149149999998,0.0011401037555
16,0.04778431,0.005012,0.001839695935,0.0012161106895000001
17,0.05077083,0.005276,0.001954676955,0.0012921176235000003
18,0.05375735,0.005538,0.002069657975,0.0013681245575000002
19,0.05674387,0.005798,0.002184638995,0.0014441314915000002
20,0.05973039,0.006055,0.002299620015,0.0015201384255000001
21,0.0627169,0.006311,0.0024146006500000003,0.0015961451050000002
22,0.06570342,0.006564,0.00252958167,0.0016721520390000002
23,0.06868994,0.006816,0.0026445626900000003,0.001748158973
24,0.07167646,0.007066,0.00275954371,0.001824165907
25,0.07466298,0.007315,0.00287452473,0.0019001728410000002
26,0.0776495,0.007562,0.00298950575,0.001976179775
27,0.08063602,0.007808,0.00310448677,0.002052186709
28,0.08362254,0.008052,0.0032194677899999996,0.002128193643
29,0.08660906,0.008295,0.00333444881,0.002204200577
30,0.08959558,0.008537,0.0034494298299999997,0.002280207511
31,0.0925821,0.008777,0.00356441085,0.002356214445
32,0.09556862,0.009016,0.00367939187,0.0024322213790000003
33,0.09855514,0.009254,0.0037943728899999998,0.0025082283130000004
34,0.10154166,0.009491,0.00390935391,0.0025842352470000006
35,0.10452817,0.009727,0.004024334545,0.0026602419265000002
36,0.10751469,0.009962,0.004139315565,0.0027362488605
37,0.11050121,0.010196,0.004254296585,0.0028122557945
38,0.11348773,0.010429,0.004369277605,0.0028882627285000003
39,0.11647425,0.010661,0.004484258625,0.0029642696625
40,0.11946077,0.010892,0.004599239644999999,0.0030402765965
41,0.12244729,0.011122,0.004714220665,0.0031162835305000003
42,0.12543381,0.011351,0.004829201685,0.0031922904645
43,0.12842033,0.01158,0.004944182705,0.0032682973985000002
44,0.13140685,0.011807,0.0050591637249999995,0.0033443043325
45,0.13439337,0.012034,0.005174144745,0.0034203112665
46,0.13737989,0.01226,0.005289125765,0.0034963182005000003
47,0.14036641,0.012486,0.0054041067849999996,0.0035723251345
