Hours,Soiling_accumulation,rs_hegazy,rs_you_saiz,rs_conceicao
65,0.13222131,0.011869,0.005090520435,0.0033650323395
66,0.13425549,0.012024,0.005168836365,0.0034168022205000002
67,0.13628966,0.012178,0.00524715191,0.0034685718470000002
68,0.13832384,0.012332,0.00532546784,0.0035203417280000003
69,0.14035801,0.012485,0.005403783385,0.0035721113545000003
70,0.14239219,0.012638,0.005482099315,0.0036238812355000004
71,0.14442636,0.012791,0.00556041486,0.0036756508620000004
72,0.14646053,0.012943,0.005638730405,0.0037274204885000004
73,0.14849471,0.013095,0.005717046335,0.0037791903695000005
74,0.15052888,0.013247,0.00579536188,0.0038309599960000005
75,0.15256306,0.013398,0.00587367781,0.003882729877
76,0.15459723,0.013549,0.005951993355,0.0039344995035000005
77,0.1566314,0.0137,0.0060303089,0.00398626913
78,0.15866558,0.013851,0.00610862483,0.004038039011
79,0.16069975,0.014001,0.006186940375,0.0040898086375
80,0.16273393,0.014151,0.0062652563049999995,0.0041415785185
81,0.1647681,0.0143,0.00634357185,0.004193348145
82,0.16680227,0.01445,0.006421887395,0.004245117771500001
83,0.16883645,0.014599,0.0065002033249999995,0.0042968876525
84,0.17087062,0.014747,0.00657851887,0.004348657279000001
85,0.1729048,0.014896,0.0066568348,0.00440042716
86,0.17493897,0.015044,0.006735150345,0.0044521967865
87,0.17697314,0.015192,0.00681346589,0.004503966413
88,0.17900732,0.01534,0.00689178182,0.004555736294
89,0.18104149,0.015487,0.006970097365,0.0046075059205
90,0.18307567,0.015634,0.007048413295,0.0046592758015
91,0.18510984,0.015781,0.00712672884,0.0047110454280000005
92,0.18714401,0.015928,0.007205044385,0.0047628150545
93,0.18917819,0.016074,0.007283360315,0.004814584935500001
94,0.19121236,0.01622,0.00736167586,0.004866354562
95,0.19324654,0.016366,0.007439991789999999,0.004918124443000001
96,0.19528071,0.016512,0.007518307335,0.0049698940695
97,0.19731489,0.016657,0.007596623265,0.005021663950500001
98,0.19934906,0.016803,0.0076749388099999994,0.005073433577
99,0.20138323,0.016948,0.007753254355,0.0051252032035
100,0.20341741,0.017092,0.007831570284999999,0.0051769730845
101,0.20545158,0.017237,0.00790988583,0.005228742711
102,0.20748576,0.017381,0.007988201759999999,0.0052805125920000005
103,0.20951993,0.017525,0.008066517305,0.0053322822185
104,0.2115541,0.017669,0.00814483285,0.0053840518450000005
105,0.21358828,0.017813,0.00822314878,0.005435821726
106,0.21562245,0.017956,0.008301464324999999,0.0054875913525000005
107,0.21765663,0.018099,0.008379780255,0.0055393612335
108,0.2196908,0.018242,0.008458095799999999,0.005591130860000001
109,0.22172497,0.018385,0.008536411345,0.0056429004865
110,0.22375915,0.018528,0.008614727275,0.005694670367500001
111,0.22579332,0.01867,0.00869304282,0.005746439994
112,0.2278275,0.018812,0.00877135875,0.005798209875
113,0.22986167,0.018954,0.008849674295,0.0058499795015
114,0.23189584,0.019096,0.00892798984,0.005901749128000001
115,0.23393002,0.019238,0.009006305769999999,0.0059535190089999995
116,0.23596419,0.019379,0.009084621315,0.006005288635500001
117,0.23799837,0.01952,0.009162937244999999,0.0060570585165
118,0.24003254,0.019661,0.00924125279,0.006108828143
119,0.24206672,0.019802,0.009319568720000001,0.0061605980240000005
120,0.0,0.0,0.0,0.0
121,0.00203417,0.000346,7.8315545e-05,5.17696265e-05
122,0.00406835,0.000622,0.000156631475,0.00010353950750000002
123,0.00610252,0.000876,0.00023494702,0.00015530913400000002
124,0.0081367,0.001118,0.00031326295,0.00020707901500000004
125,0.01017087,0.001351,0.000391578495,0.00025884864150000004
126,0.01220504,0.001577,0.00046989404,0.00031061826800000004
127,0.01423922,0.001797,0.00054820997,0.000362388149
128,0.01627339,0.002012,0.000626525515,0.0004141577755
129,0.01830757,0.002223,0.000704841445,0.00046592765649999996
130,0.02034174,0.002431,0.00078315699,0.0005176972830000001
131,0.02237591,0.002635,0.000861472535,0.0005694669095
132,0.02441009,0.002837,0.000939788465,0.0006212367905
133,0.02644426,0.003036,0.00101810401,0.000673006417
134,0.02847844,0.003233,0.00109641994,0.000724776298
135,0.03051261,0.003427,0.001174735485,0.0007765459245
136,0.03254679,0.00362,0.001253051415,0.0008283158055000001
137,0.03458096,0.003811,0.00133136696,0.0008800854320000001
138,0.03661513,0.004,0.0014096825050000001,0.0009318550585000002
139,0.03864931,0.004187,0.001487998435,0.0009836249395
140,0.04068348,0.004373,0.00156631398,0.0010353945660000002
141,0.04271766,0.004558,0.00164462991,0.001087164447
142,0.04475183,0.004741,0.001722945455,0.0011389340735
143,0.046786,0.004923,0.001801261,0.0011907037000000002
144,0.04882018,0.005104,0.00187957693,0.001242473581
145,0.05085435,0.005284,0.001957892475,0.0012942432075
146,0.05288853,0.005462,0.002036208405,0.0013460130885000002
147,0.0549227,0.00564,0.0021145239499999998,0.0013977827150000002
148,0.05695687,0.005816,0.002192839495,0.0014495523415
149,0.05899105,0.005992,0.002271155425,0.0015013222225000002
150,0.06102522,0.006166,0.00234947097,0.001553091849
151,0.0630594,0.00634,0.0024277869000000002,0.0016048617300000003
152,0.06509357,0.006513,0.002506102445,0.0016566313565
153,0.06712774,0.006685,0.0025844179900000003,0.001708400983
154,0.06916192,0.006856,0.00266273392,0.0017601708640000002
155,0.07119609,0.007026,0.002741049465,0.0018119404905000002
156,0.07323027,0.007196,0.002819365395,0.0018637103715
157,0.07526444,0.007365,0.00289768094,0.0019154799980000002
158,0.07729861,0.007533,0.002975996485,0.0019672496245000002
159,0.07933279,0.007701,0.003054312415,0.0020190195055
160,0.08136696,0.007868,0.00313262796,0.0020707891320000003
161,0.08340114,0.008034,0.00321094389,0.002122559013
162,0.08543531,0.0082,0.003289259435,0.0021743286395000004
163,0.08746949,0.008365,0.0033675753649999997,0.0022260985205
164,0.08950366,0.008529,0.00344589091,0.002277868147
165,0.09153783,0.008693,0.003524206455,0.0023296377735000004
166,0.09357201,0.008856,0.0036025223849999997,0.0023814076545
167,0.09560618,0.009019,0.00368083793,0.002433177281
168,0.09764036,0.009182,0.00375915386,0.002484947162
169,0.09967453,0.009343,0.0038374694049999997,0.0025367167885
170,0.1017087,0.009505,0.00391578495,0.002588486415
171,0.10374288,0.009665,0.0039941008799999995,0.0026402562960000002
172,0.10577705,0.009826,0.004072416425,0.0026920259225000002
173,0.10781123,0.009985,0.004150732355,0.0027437958035
174,0.1098454,0.010145,0.0042290478999999995,0.0027955654300000003
175,0.11187957,0.010304,0.004307363445,0.0028473350565000003
176,0.11391375,0.010462,0.004385679375,0.0028991049375
177,0.11594792,0.01062,0.00446399492,0.0029508745640000004
178,0.1179821,0.010778,0.00454231085,0.0030026444450000004
179,0.12001627,0.010935,0.004620626395,0.0030544140715
180,0.12205044,0.011091,0.00469894194,0.003106183698
181,0.12408462,0.011248,0.00477725787,0.0031579535790000005
182,0.12611879,0.011404,0.004855573415000001,0.0032097232055
183,0.12815297,0.011559,0.004933889345,0.0032614930865000006
184,0.13018714,0.011715,0.00501220489,0.003313262713
185,0.13222131,0.011869,0.005090520435,0.0033650323395
186,0.13425549,0.012024,0.005168836365,0.0034168022205000002
187,0.13628966,0.012178,0.00524715191,0.0034685718470000002
188,0.13832384,0.012332,0.00532546784,0.0035203417280000003
189,0.14035801,0.012485,0.005403783385,0.0035721113545000003
190,0.14239219,0.012638,0.005482099315,0.0036238812355000004
191,0.14442636,0.012791,0.00556041486,0.0036756508620000004
192,0.14646053,0.012943,0.005638730405,0.0037274204885000004
193,0.14849471,0.013095,0.005717046335,0.0037791903695000005
194,0.15052888,0.013247,0.00579536188,0.0038309599960000005
195,0.15256306,0.013398,0.00587367781,0.003882729877
196,0.15459723,0.013549,0.005951993355,0.0039344995035000005
197,0.1566314,0.0137,0.0060303089,0.00398626913
198,0.15866558,0.013851,0.00610862483,0.004038039011
199,0.16069975,0.014001,0.006186940375,0.0040898086375
200,0.16273393,0.014151,0.0062652563049999995,0.0041415785185
201,0.1647681,0.0143,0.00634357185,0.004193348145
202,0.16680227,0.01445,0.006421887395,0.004245117771500001
203,0.16883645,0.014599,0.0065002033249999995,0.0042968876525
204,0.17087062,0.014747,0.00657851887,0.004348657279000001
205,0.1729048,0.014896,0.0066568348,0.00440042716
206,0.17493897,0.015044,0.006735150345,0.0044521967865
207,0.17697314,0.015192,0.00681346589,0.004503966413
208,0.17900732,0.01534,0.00689178182,0.004555736294
209,0.18104149,0.015487,0.006970097365,0.0046075059205
210,0.18307567,0.015634,0.007048413295,0.0046592758015
211,0.18510984,0.015781,0.00712672884,0.0047110454280000005
212,0.18714401,0.015928,0.007205044385,0.0047628150545
213,0.18917819,0.016074,0.007283360315,0.004814584935500001
214,0.19121236,0.01622,0.00736167586,0.004866354562
215,0.19324654,0.016366,0.007439991789999999,0.004918124443000001
