1691,Goettingen,Niedersachsen,0,9.9507,51.5002,167

DNI (W/m^2),GHI (W/m^2),Date (MM/DD/YYYY),Time (HH:MM),DHI (W/m^2),Dry-bulb (C),Alb


78,8888,219,1358,04/17/2019,17:00,140,2469,18,3,0.25

43,3334,120,3704,04/17/2019,18:00,77,0371,17,03,0.25

2,7777,7,716,04/17/2019,19:00,4,9383,15,12,0.25

0,0,04/17/2019,20:00,0,10,0.25

0,0,04/17/2019,21:00,0,7,53,0.25

0,0,04/17/2019,22:00,0,7,13,0.25

0,0,04/17/2019,23:00,0,5,32,0.25

0,0,04/18/2019,00:00,0,4,87,0.25

0,0,04/18/2019,01:00,0,4,52,0.25

0,0,04/18/2019,02:00,0,3,72,0.25

0,0,04/18/2019,03:00,0,3,1,0.25

0,0,04/18/2019,04:00,0,2,5,0.25

10,0001,27,7777,04/18/2019,05:00,17,7778,2,32,0.25

69,1668,192,1297,04/18/2019,06:00,122,963,4,2,0.25

156,1111,433,6421,04/18/2019,07:00,277,531,6,92,0.25

187,5,520,8334,04/18/2019,08:00,333,3334,10,1,0.25

201,9444,560,9568,04/18/2019,09:00,359,0124,14,1,0.25

184,4444,512,3455,04/18/2019,10:00,327,9013,16,8,0.25

173,3334,481,4814,04/18/2019,11:00,308,1481,18,65,0.25

173,6111,482,253,04/18/2019,12:00,308,642,20,08,0.25

179,4443,498,4567,04/18/2019,13:00,319,0123,20,83,0.25

255,2777,709,1049,04/18/2019,14:00,453,8271,20,8,0.25

242,5,673,611,04/18/2019,15:00,431,1112,20,18,0.25

129,9999,361,1111,04/18/2019,16:00,231,1112,19,48,0.25

58,611,162,8086,04/18/2019,17:00,104,1976,18,65,0.25

19,7222,54,7841,04/18/2019,18:00,35,0617,16,8,0.25

1,6667,4,6296,04/18/2019,19:00,2,9629,16,32,0.25

0,0,04/18/2019,20:00,0,14,55,0.25

0,0,04/18/2019,21:00,0,14,28,0.25

0,0,04/18/2019,22:00,0,13,38,0.25

0,0,04/18/2019,23:00,0,11,93,0.25

0,0,04/19/2019,00:00,0,10,2,0.25

0,0,04/19/2019,01:00,0,8,68,0.25

0,0,04/19/2019,02:00,0,8,4,0.25

0,0,04/19/2019,03:00,0,8,1,0.25

0,0,04/19/2019,04:00,0,7,85,0.25

17,7778,49,3827,04/19/2019,05:00,31,6049,7,52,0.25

80,5556,223,7655,04/19/2019,06:00,143,2099,8,75,0.25

84,1666,233,7964,04/19/2019,07:00,149,6295,9,38,0.25

85,8334,238,4262,04/19/2019,08:00,152,5926,9,83,0.25

94,1667,261,5742,04/19/2019,09:00,167,4074,11,25,0.25

102,4999,284,7222,04/19/2019,10:00,182,2223,12,6,0.25

104,4444,290,1234,04/19/2019,11:00,185,679,14,0.25

106,1112,294,753,04/19/2019,12:00,188,642,14,45,0.25

106,6668,296,2962,04/19/2019,13:00,189,6296,14,72,0.25

96,9445,269,2902,04/19/2019,14:00,172,3457,14,88,0.25

86,111,239,1976,04/19/2019,15:00,153,0864,15,07,0.25

75,2778,209,1048,04/19/2019,16:00,133,8271,14,82,0.25

60,166,6668,04/19/2019,17:00,106,6667,14,13,0.25

36,389,101,0802,04/19/2019,18:00,64,6914,12,58,0.25

3,8889,10,8024,04/19/2019,19:00,6,9135,11,02,0.25

0,0,04/19/2019,20:00,0,10,05,0.25

0,0,04/19/2019,21:00,0,8,77,0.25

0,0,04/19/2019,22:00,0,7,62,0.25

0,0,04/19/2019,23:00,0,7,62,0.25

0,0,04/20/2019,00:00,0,6,75,0.25

0,0,04/20/2019,01:00,0,4,92,0.25

0,0,04/20/2019,02:00,0,5,68,0.25

0,0,04/20/2019,03:00,0,3,88,0.25

0,0,04/20/2019,04:00,0,0,78,0.25

11,9444,33,179,04/20/2019,05:00,21,2345,1,4,0.25

43,0555,119,5987,04/20/2019,06:00,76,5431,5,95,0.25

62,2223,172,8396,04/20/2019,07:00,110,6173,7,88,0.25

74,7223,207,5616,04/20/2019,08:00,132,8395,9,78,0.25

81,6668,226,8517,04/20/2019,09:00,145,1853,11,12,0.25

87,7777,243,8274,04/20/2019,10:00,156,0493,12,02,0.25

92,5002,256,9446,04/20/2019,11:00,164,4444,13,12,0.25

93,0558,258,4878,04/20/2019,12:00,165,432,14,0.25

89,1666,247,6854,04/20/2019,13:00,158,5185,14,53,0.25

84,1668,233,7964,04/20/2019,14:00,149,6297,14,97,0.25

77,5,215,2776,04/20/2019,15:00,137,7777,15,15,0.25

69,1666,192,1296,04/20/2019,16:00,122,963,15,33,0.25

56,3889,156,6359,04/20/2019,17:00,100,247,14,73,0.25

35,8334,99,537,04/20/2019,18:00,63,7037,13,55,0.25

4,4445,12,3456,04/20/2019,19:00,7,9012,12,4,0.25

0,0,04/20/2019,20:00,0,11,2,0.25

0,0,04/20/2019,21:00,0,10,72,0.25

0,0,04/20/2019,22:00,0,10,15,0.25

0,0,04/20/2019,23:00,0,9,47,0.25

0,0,04/21/2019,00:00,0,9,42,0.25

0,0,04/21/2019,01:00,0,8,82,0.25

0,0,04/21/2019,02:00,0,8,25,0.25

0,0,04/21/2019,03:00,0,7,65,0.25

0,0,04/21/2019,04:00,0,7,3,0.25

13,6112,37,8086,04/21/2019,05:00,24,1975,6,78,0.25

45,8334,127,3148,04/21/2019,06:00,81,4815,7,5,0.25

64,4445,179,0124,04/21/2019,07:00,114,5679,8,78,0.25

76,9444,213,7344,04/21/2019,08:00,136,7901,10,43,0.25

87,2222,242,2841,04/21/2019,09:00,155,0618,12,32,0.25

95,5556,265,4322,04/21/2019,10:00,169,8765,13,7,0.25

100,2778,278,5494,04/21/2019,11:00,178,2716,14,73,0.25

100,5555,279,321,04/21/2019,12:00,178,7655,15,3,0.25

96,3888,267,747,04/21/2019,13:00,171,358,16,03,0.25

94,1666,261,5742,04/21/2019,14:00,167,4072,16,4,0.25

88,0555,244,599,04/21/2019,15:00,156,5432,16,52,0.25

80,8334,224,5369,04/21/2019,16:00,143,7037,16,5,0.25

66,1111,183,642,04/21/2019,17:00,117,5309,16,03,0.25

41,1111,114,1975,04/21/2019,18:00,73,0863,15,12,0.25

5,2779,14,6605,04/21/2019,19:00,9,3828,13,45,0.25

0,0,04/21/2019,20:00,0,13,08,0.25

0,0,04/21/2019,21:00,0,12,52,0.25

0,0,04/21/2019,22:00,0,12,05,0.25

0,0,04/21/2019,23:00,0,11,58,0.25

0,0,04/22/2019,00:00,0,10,8,0.25

0,0,04/22/2019,01:00,0,10,12,0.25

0,0,04/22/2019,02:00,0,9,02,0.25

0,0,04/22/2019,03:00,0,8,88,0.25

0,0,04/22/2019,04:00,0,8,28,0.25

14,4446,40,1235,04/22/2019,05:00,25,6791,8,43,0.25

45,5556,126,5432,04/22/2019,06:00,80,9877,8,83,0.25

61,3888,170,5248,04/22/2019,07:00,109,1359,10,6,0.25

72,2222,200,6172,04/22/2019,08:00,128,395,12,45,0.25

80,2778,222,9936,04/22/2019,09:00,142,716,13,77,0.25

86,6666,240,741,04/22/2019,10:00,154,074,15,13,0.25

90,5556,251,5434,04/22/2019,11:00,160,9877,16,25,0.25

92,5001,256,9446,04/22/2019,12:00,164,4444,17,32,0.25

89,4444,248,457,04/22/2019,13:00,159,0124,18,03,0.25

88,611,246,1422,04/22/2019,14:00,157,5308,18,48,0.25

82,5,229,1665,04/22/2019,15:00,146,6666,18,45,0.25

74,7222,207,5616,04/22/2019,16:00,132,8395,18,2,0.25

61,3889,170,5248,04/22/2019,17:00,109,1358,17,55,0.25

39,4444,109,5678,04/22/2019,18:00,70,1234,16,3,0.25

5,5556,15,4321,04/22/2019,19:00,9,8766,14,33,0.25

0,0,04/22/2019,20:00,0,11,08,0.25

0,0,04/22/2019,21:00,0,10,5,0.25

0,0,04/22/2019,22:00,0,9,45,0.25

0,0,04/22/2019,23:00,0,5,48,0.25

0,0,04/23/2019,00:00,0,3,55,0.25

0,0,04/23/2019,01:00,0,4,07,0.25

0,0,04/23/2019,02:00,0,2,62,0.25

0,0,04/23/2019,03:00,0,1,7,0.25

0,0,04/23/2019,04:00,0,1,15,0.25

16,3889,45,5247,04/23/2019,05:00,29,1359,1,5,0.25

50,2778,139,6605,04/23/2019,06:00,89,3827,3,88,0.25

70,2778,195,216,04/23/2019,07:00,124,9382,7,7,0.25

83,0556,230,7099,04/23/2019,08:00,147,6544,12,2,0.25

91,6666,254,6298,04/23/2019,09:00,162,9629,15,07,0.25

100,8335,280,0926,04/23/2019,10:00,179,2591,16,38,0.25

100,8333,280,0926,04/23/2019,11:00,179,2593,17,15,0.25

101,3887,281,6358,04/23/2019,12:00,180,2471,18,07,0.25

98,889,274,6914,04/23/2019,13:00,175,8024,18,58,0.25

96,6667,268,5186,04/23/2019,14:00,171,8518,19,15,0.25

86,3889,239,9693,04/23/2019,15:00,153,5803,19,45,0.25

79,4445,220,6788,04/23/2019,16:00,141,2346,19,28,0.25

67,2222,186,7284,04/23/2019,17:00,119,5062,18,6,0.25

41,9445,116,5124,04/23/2019,18:00,74,568,15,93,0.25

3,8889,10,8024,04/23/2019,19:00,6,9135,11,0.25

0,0,04/23/2019,20:00,0,9,45,0.25

0,0,04/23/2019,21:00,0,9,27,0.25

0,0,04/23/2019,22:00,0,6,87,0.25

0,0,04/23/2019,23:00,0,5,2,0.25

0,0,04/24/2019,00:00,0,4,55,0.25

0,0,04/24/2019,01:00,0,3,8,0.25

0,0,04/24/2019,02:00,0,3,52,0.25

0,0,04/24/2019,03:00,0,3,83,0.25

0,0,04/24/2019,04:00,0,3,77,0.25

15,8334,43,9814,04/24/2019,05:00,28,1482,3,72,0.25

84,4445,234,568,04/24/2019,06:00,150,1235,5,72,0.25

175,8333,488,4259,04/24/2019,07:00,312,5926,9,32,0.25

254,7223,707,5617,04/24/2019,08:00,452,8395,13,0.25

290,8334,807,8704,04/24/2019,09:00,517,037,15,62,0.25

256,1111,711,4199,04/24/2019,10:00,455,3087,17,82,0.25

214,7223,596,4505,04/24/2019,11:00,381,7284,19,25,0.25

259,7222,721,4506,04/24/2019,12:00,461,7285,19,72,0.25

214,1667,594,9074,04/24/2019,13:00,380,7408,20,13,0.25

242,2221,672,8395,04/24/2019,14:00,430,6173,19,55,0.25

203,3333,564,8147,04/24/2019,15:00,361,4816,19,17,0.25

154,7223,429,7839,04/24/2019,16:00,275,0617,18,95,0.25

124,7222,346,4507,04/24/2019,17:00,221,7284,18,25,0.25

63,0557,175,1543,04/24/2019,18:00,112,0987,16,83,0.25

10,5556,29,321,04/24/2019,19:00,18,7653,14,45,0.25

0,0,04/24/2019,20:00,0,13,92,0.25

0,0,04/24/2019,21:00,0,12,45,0.25

0,0,04/24/2019,22:00,0,9,98,0.25

0,0,04/24/2019,23:00,0,8,13,0.25

0,0,04/25/2019,00:00,0,8,22,0.25

0,0,04/25/2019,01:00,0,7,32,0.25

0,0,04/25/2019,02:00,0,6,92,0.25

0,0,04/25/2019,03:00,0,6,88,0.25

0,0,04/25/2019,04:00,0,7,0.25

8,6111,23,9197,04/25/2019,05:00,15,3086,6,88,0.25

54,1666,150,463,04/25/2019,06:00,96,2964,7,02,0.25

93,8888,260,8025,04/25/2019,07:00,166,9135,7,4,0.25

137,7777,382,7159,04/25/2019,08:00,244,9383,7,8,0.25

345,8333,960,6482,04/25/2019,09:00,614,8148,9,07,0.25

328,8889,913,5803,04/25/2019,10:00,584,6914,10,57,0.25

368,0556,1022,3766,04/25/2019,11:00,654,321,11,45,0.25

349,1666,969,9074,04/25/2019,12:00,620,7407,12,27,0.25

296,9444,824,8458,04/25/2019,13:00,527,9013,13,08,0.25

201,3888,559,4135,04/25/2019,14:00,358,0247,13,72,0.25

171,3889,476,0803,04/25/2019,15:00,304,6913,14,33,0.25

146,6667,407,4075,04/25/2019,16:00,260,7407,14,45,0.25

101,3889,281,6358,04/25/2019,17:00,180,2468,13,93,0.25

61,6666,171,2962,04/25/2019,18:00,109,6297,13,02,0.25

8,3333,23,1481,04/25/2019,19:00,14,8147,8,82,0.25

0,0,04/25/2019,20:00,0,5,27,0.25

0,0,04/25/2019,21:00,0,3,77,0.25

0,0,04/25/2019,22:00,0,2,57,0.25

0,0,04/25/2019,23:00,0,1,95,0.25

0,0,04/26/2019,00:00,0,1,3,0.25

0,0,04/26/2019,01:00,0,0,85,0.25

0,0,04/26/2019,02:00,0,-0,05,0.25

0,0,04/26/2019,03:00,0,-0,5,0.25

0,0,04/26/2019,04:00,0,-1,15,0.25

21,1112,58,6419,04/26/2019,05:00,37,5308,-0,88,0.25

58,0555,161,2655,04/26/2019,06:00,103,2098,2,53,0.25

81,3888,226,0802,04/26/2019,07:00,144,6914,5,82,0.25

90,250,0002,04/26/2019,08:00,160,0001,9,38,0.25

95,0001,263,889,04/26/2019,09:00,168,8888,11,98,0.25

100,277,7778,04/26/2019,10:00,177,7778,14,22,0.25

119,4446,331,7902,04/26/2019,11:00,212,3457,15,18,0.25

119,4444,331,7904,04/26/2019,12:00,212,3456,16,17,0.25

116,9445,324,8457,04/26/2019,13:00,207,9012,16,95,0.25

119,7222,332,5617,04/26/2019,14:00,212,8395,17,68,0.25

96,6667,268,5186,04/26/2019,15:00,171,8518,18,23,0.25

85,8332,238,426,04/26/2019,16:00,152,5926,18,1,0.25

69,7222,193,6728,04/26/2019,17:00,123,9506,18,18,0.25

45,2777,125,7716,04/26/2019,18:00,80,4938,17,4,0.25

8,6112,23,9197,04/26/2019,19:00,15,3086,11,07,0.25

0,0,04/26/2019,20:00,0,7,95,0.25

0,0,04/26/2019,21:00,0,6,2,0.25

0,0,04/26/2019,22:00,0,4,65,0.25

0,0,04/26/2019,23:00,0,3,9,0.25

0,0,04/27/2019,00:00,0,2,7,0.25

0,0,04/27/2019,01:00,0,1,95,0.25

0,0,04/27/2019,02:00,0,1,63,0.25

0,0,04/27/2019,03:00,0,0,7,0.25

0,0,04/27/2019,04:00,0,0,75,0.25

21,9445,60,9568,04/27/2019,05:00,39,0123,0,9,0.25

58,6111,162,8087,04/27/2019,06:00,104,1975,5,15,0.25

83,6111,232,2531,04/27/2019,07:00,148,6419,8,3,0.25

120,0001,333,3333,04/27/2019,08:00,213,3334,12,1,0.25

139,7223,388,1174,04/27/2019,09:00,248,395,15,53,0.25

133,0555,369,5988,04/27/2019,10:00,236,5431,17,97,0.25

147,7779,410,4937,04/27/2019,11:00,262,7162,19,75,0.25

142,5001,395,8333,04/27/2019,12:00,253,3333,20,53,0.25

145,8334,405,0926,04/27/2019,13:00,259,2592,21,05,0.25

149,4444,415,1234,04/27/2019,14:00,265,6791,21,4,0.25

169,4446,470,679,04/27/2019,15:00,301,2344,21,4,0.25

161,9445,449,8456,04/27/2019,16:00,287,9012,20,5,0.25

101,6667,282,4074,04/27/2019,17:00,180,7408,19,55,0.25

70,194,4444,04/27/2019,18:00,124,4445,18,4,0.25

4,7222,13,1173,04/27/2019,19:00,8,395,12,78,0.25

0,0,04/27/2019,20:00,0,10,23,0.25

0,0,04/27/2019,21:00,0,9,65,0.25

0,0,04/27/2019,22:00,0,7,57,0.25

0,0,04/27/2019,23:00,0,6,25,0.25

0,0,04/28/2019,00:00,0,5,78,0.25

0,0,04/28/2019,01:00,0,4,68,0.25

0,0,04/28/2019,02:00,0,4,27,0.25

0,0,04/28/2019,03:00,0,3,72,0.25

0,2778,0,7716,04/28/2019,04:00,0,4938,3,58,0.25

28,8889,80,2469,04/28/2019,05:00,51,358,4,33,0.25

79,7223,221,4507,04/28/2019,06:00,141,7284,8,15,0.25

116,3888,323,3025,04/28/2019,07:00,206,9136,12,1,0.25

249,7223,693,6729,04/28/2019,08:00,443,9507,14,88,0.25

343,0555,952,932,04/28/2019,09:00,609,8765,17,28,0.25

355,5556,987,6543,04/28/2019,10:00,632,0988,17,95,0.25

228,889,635,8025,04/28/2019,11:00,406,9135,17,33,0.25

293,6111,815,5864,04/28/2019,12:00,521,9754,17,82,0.25

297,2222,825,6173,04/28/2019,13:00,528,395,18,1,0.25

208,8888,580,2469,04/28/2019,14:00,371,3579,17,38,0.25

173,8889,483,0248,04/28/2019,15:00,309,1358,16,77,0.25

130,8334,363,4259,04/28/2019,16:00,232,5926,16,38,0.25

88,6111,246,1421,04/28/2019,17:00,157,5309,15,67,0.25

20,5556,57,0988,04/28/2019,18:00,36,5433,15,12,0.25

0,5556,1,5432,04/28/2019,19:00,0,9876,13,57,0.25

0,0,04/28/2019,20:00,0,14,03,0.25

0,0,04/28/2019,21:00,0,13,78,0.25

0,0,04/28/2019,22:00,0,13,13,0.25

0,0,04/28/2019,23:00,0,13,1,0.25

0,0,04/29/2019,00:00,0,11,73,0.25

0,0,04/29/2019,01:00,0,11,07,0.25

0,0,04/29/2019,02:00,0,11,63,0.25

0,0,04/29/2019,03:00,0,11,73,0.25

0,0,04/29/2019,04:00,0,11,82,0.25

12,7778,35,4939,04/29/2019,05:00,22,7161,11,87,0.25

47,7777,132,716,04/29/2019,06:00,84,9382,12,18,0.25

112,5,312,5001,04/29/2019,07:00,200,12,78,0.25

315,5556,876,5431,04/29/2019,08:00,560,9877,14,23,0.25

313,3333,870,3704,04/29/2019,09:00,557,0371,14,45,0.25

264,7222,735,3394,04/29/2019,10:00,470,6172,14,45,0.25

231,9445,644,2903,04/29/2019,11:00,412,3456,12,72,0.25

326,6666,907,4075,04/29/2019,12:00,580,7408,15,58,0.25

307,2224,853,3951,04/29/2019,13:00,546,1728,15,6,0.25

185,8333,516,2036,04/29/2019,14:00,330,3703,15,77,0.25

213,3332,592,5925,04/29/2019,15:00,379,2593,14,42,0.25

153,8888,427,4691,04/29/2019,16:00,273,5803,15,23,0.25

101,3889,281,6359,04/29/2019,17:00,180,247,14,78,0.25

36,9444,102,6235,04/29/2019,18:00,65,679,13,83,0.25

7,7778,21,6049,04/29/2019,19:00,13,8271,10,7,0.25

0,0,04/29/2019,20:00,0,10,27,0.25

0,0,04/29/2019,21:00,0,10,6,0.25

0,0,04/29/2019,22:00,0,9,62,0.25

0,0,04/29/2019,23:00,0,9,15,0.25

0,0,04/30/2019,00:00,0,9,9,0.25

0,0,04/30/2019,01:00,0,10,18,0.25

0,0,04/30/2019,02:00,0,11,08,0.25

0,0,04/30/2019,03:00,0,11,78,0.25

0,0,04/30/2019,04:00,0,11,62,0.25

8,889,24,6914,04/30/2019,05:00,15,8025,11,67,0.25

23,8888,66,3579,04/30/2019,06:00,42,4691,11,52,0.25

106,3889,295,5248,04/30/2019,07:00,189,1358,11,95,0.25

233,0556,647,3765,04/30/2019,08:00,414,3211,12,68,0.25

154,1667,428,2407,04/30/2019,09:00,274,0741,11,93,0.25

336,6666,935,1851,04/30/2019,10:00,598,5185,12,77,0.25

394,1667,1094,9074,04/30/2019,11:00,700,7408,14,28,0.25

348,0555,966,821,04/30/2019,12:00,618,7655,15,67,0.25

362,5,1006,9444,04/30/2019,13:00,644,4443,16,25,0.25

314,7221,874,2285,04/30/2019,14:00,559,5062,15,95,0.25

238,6111,662,8087,04/30/2019,15:00,424,1975,15,18,0.25

282,2222,783,9506,04/30/2019,16:00,501,7283,15,65,0.25

88,8889,246,9135,04/30/2019,17:00,158,0246,14,65,0.25

37,2221,103,3949,04/30/2019,18:00,66,1728,13,23,0.25

0,5556,1,5432,04/30/2019,19:00,0,9877,12,03,0.25

0,0,04/30/2019,20:00,0,10,82,0.25

0,0,04/30/2019,21:00,0,9,53,0.25

0,0,04/30/2019,22:00,0,8,87,0.25

0,0,04/30/2019,23:00,0,8,32,0.25

0,0,05/01/2019,00:00,0,8,35,0.25

0,0,05/01/2019,01:00,0,9,07,0.25

0,0,05/01/2019,02:00,0,9,72,0.25

0,0,05/01/2019,03:00,0,9,83,0.25

0,2778,0,7716,05/01/2019,04:00,0,4938,8,63,0.25

37,4999,104,1666,05/01/2019,05:00,66,6667,8,3,0.25

125,347,2223,05/01/2019,06:00,222,2222,9,3,0.25

59,7222,165,8951,05/01/2019,07:00,106,1729,8,4,0.25

193,3332,537,0369,05/01/2019,08:00,343,7037,9,28,0.25

187,7778,521,6049,05/01/2019,09:00,333,8271,11,25,0.25

345,2777,959,105,05/01/2019,10:00,613,8272,11,78,0.25

234,7222,652,0062,05/01/2019,11:00,417,2838,12,0.25

286,6667,796,2964,05/01/2019,12:00,509,6296,12,83,0.25

304,9999,847,2223,05/01/2019,13:00,542,2223,13,85,0.25

329,9999,916,6667,05/01/2019,14:00,586,6667,13,78,0.25

110,2778,306,3272,05/01/2019,15:00,196,0493,10,73,0.25

156,1112,433,642,05/01/2019,16:00,277,5308,10,45,0.25

117,7779,327,1606,05/01/2019,17:00,209,3827,10,9,0.25

38,6112,107,253,05/01/2019,18:00,68,6421,10,75,0.25

2,7778,7,716,05/01/2019,19:00,4,9383,9,0.25

0,0,05/01/2019,20:00,0,8,7,0.25

0,0,05/01/2019,21:00,0,6,72,0.25

0,0,05/01/2019,22:00,0,5,38,0.25

0,0,05/01/2019,23:00,0,6,1,0.25

0,0,05/02/2019,00:00,0,6,58,0.25

0,0,05/02/2019,01:00,0,6,93,0.25

0,0,05/02/2019,02:00,0,6,83,0.25

0,0,05/02/2019,03:00,0,7,73,0.25

0,0,05/02/2019,04:00,0,7,7,0.25

4,7222,13,1172,05/02/2019,05:00,8,395,7,88,0.25

34,4445,95,679,05/02/2019,06:00,61,2347,8,17,0.25

79,1667,219,9073,05/02/2019,07:00,140,7408,8,85,0.25

205,5556,570,9878,05/02/2019,08:00,365,432,9,73,0.25

98,889,274,6915,05/02/2019,09:00,175,8025,8,2,0.25

39,1667,108,7963,05/02/2019,10:00,69,6297,6,4,0.25

136,9444,380,4013,05/02/2019,11:00,243,4569,7,13,0.25

309,1667,858,7962,05/02/2019,12:00,549,6296,7,68,0.25

318,3334,884,2592,05/02/2019,13:00,565,9258,9,3,0.25

418,8889,1163,5803,05/02/2019,14:00,744,6913,10,38,0.25

329,9999,916,6666,05/02/2019,15:00,586,6667,11,05,0.25

206,6667,574,0741,05/02/2019,16:00,367,4074,11,27,0.25

122,7778,341,0494,05/02/2019,17:00,218,2716,11,15,0.25

65,0001,180,5555,05/02/2019,18:00,115,5556,10,73,0.25

11,1111,30,8642,05/02/2019,19:00,19,7531,9,1,0.25

0,0,05/02/2019,20:00,0,9,12,0.25

0,0,05/02/2019,21:00,0,8,63,0.25

0,0,05/02/2019,22:00,0,8,52,0.25

0,0,05/02/2019,23:00,0,7,15,0.25

0,0,05/03/2019,00:00,0,7,1,0.25

0,0,05/03/2019,01:00,0,6,82,0.25

0,0,05/03/2019,02:00,0,7,38,0.25

0,0,05/03/2019,03:00,0,7,62,0.25

0,2778,0,7716,05/03/2019,04:00,0,4938,7,48,0.25

22,5,62,5001,05/03/2019,05:00,40,7,1,0.25

68,6111,190,5865,05/03/2019,06:00,121,9753,8,05,0.25

144,7221,402,0062,05/03/2019,07:00,257,2839,8,93,0.25

320,2779,889,6605,05/03/2019,08:00,569,3827,10,5,0.25

296,3888,823,3025,05/03/2019,09:00,526,9135,11,53,0.25

277,5001,770,8334,05/03/2019,10:00,493,3333,12,28,0.25

245,680,5556,05/03/2019,11:00,435,5556,12,93,0.25

276,6666,768,5185,05/03/2019,12:00,491,8519,13,37,0.25

286,9444,797,0679,05/03/2019,13:00,510,1235,14,02,0.25

225,8333,627,3149,05/03/2019,14:00,401,4816,13,45,0.25

118,8888,330,2467,05/03/2019,15:00,211,3581,13,22,0.25

30,5555,84,8765,05/03/2019,16:00,54,321,12,13,0.25

118,3334,328,7037,05/03/2019,17:00,210,3704,11,78,0.25

38,3332,106,4816,05/03/2019,18:00,68,1482,10,8,0.25

8,8889,24,6914,05/03/2019,19:00,15,8025,9,88,0.25

0,0,05/03/2019,20:00,0,9,07,0.25

0,0,05/03/2019,21:00,0,8,57,0.25

0,0,05/03/2019,22:00,0,8,58,0.25

0,0,05/03/2019,23:00,0,8,25,0.25

0,0,05/04/2019,00:00,0,7,92,0.25

0,0,05/04/2019,01:00,0,7,88,0.25

0,0,05/04/2019,02:00,0,8,07,0.25

0,0,05/04/2019,03:00,0,8,3,0.25

0,0,05/04/2019,04:00,0,8,33,0.25

4,4445,12,3456,05/04/2019,05:00,7,9013,8,18,0.25

48,0555,133,4877,05/04/2019,06:00,85,4322,8,75,0.25

56,9444,158,1791,05/04/2019,07:00,101,2348,9,12,0.25

89,1667,247,6852,05/04/2019,08:00,158,5185,9,38,0.25

124,7221,346,4506,05/04/2019,09:00,221,7284,9,6,0.25

229,1667,636,5741,05/04/2019,10:00,407,4075,10,2,0.25

139,4444,387,3457,05/04/2019,11:00,247,9012,10,08,0.25

108,8889,302,4691,05/04/2019,12:00,193,5803,9,22,0.25

269,7222,749,2284,05/04/2019,13:00,479,5061,9,98,0.25

284,7221,790,895,05/04/2019,14:00,506,173,10,07,0.25

394,7223,1096,4504,05/04/2019,15:00,701,7284,11,4,0.25

230,2777,639,6604,05/04/2019,16:00,409,3828,12,48,0.25

138,6111,385,0308,05/04/2019,17:00,246,4198,12,62,0.25

78,6112,218,3642,05/04/2019,18:00,139,7531,12,3,0.25

21,9444,60,9568,05/04/2019,19:00,39,0124,10,98,0.25

0,0,05/04/2019,20:00,0,7,18,0.25

0,0,05/04/2019,21:00,0,8,2,0.25

0,0,05/04/2019,22:00,0,7,52,0.25

0,0,05/04/2019,23:00,0,5,87,0.25

0,0,05/05/2019,00:00,0,2,57,0.25

0,0,05/05/2019,01:00,0,1,22,0.25

0,0,05/05/2019,02:00,0,0,43,0.25

0,0,05/05/2019,03:00,0,-0,23,0.25

1,1111,3,0864,05/05/2019,04:00,1,9753,-0,4,0.25

32,2222,89,5061,05/05/2019,05:00,57,284,0,57,0.25

63,3333,175,926,05/05/2019,06:00,112,5927,3,6,0.25

93,8889,260,8024,05/05/2019,07:00,166,9137,5,85,0.25

136,6667,379,6295,05/05/2019,08:00,242,963,6,82,0.25

102,7777,285,4939,05/05/2019,09:00,182,716,8,38,0.25

130,0001,361,1111,05/05/2019,10:00,231,111,9,6,0.25

141,1111,391,9753,05/05/2019,11:00,250,8641,10,58,0.25

150,5556,418,2098,05/05/2019,12:00,267,6544,11,55,0.25

166,6667,462,9631,05/05/2019,13:00,296,2962,11,93,0.25

190,0001,527,7778,05/05/2019,14:00,337,7777,12,3,0.25

85,5555,237,6543,05/05/2019,15:00,152,0988,12,6,0.25

74,9999,208,3333,05/05/2019,16:00,133,3333,12,48,0.25

60,5555,168,21,05/05/2019,17:00,107,6544,12,4,0.25

43,3334,120,3703,05/05/2019,18:00,77,037,11,7,0.25

15,41,6667,05/05/2019,19:00,26,6667,9,95,0.25

0,0,05/05/2019,20:00,0,4,92,0.25

0,0,05/05/2019,21:00,0,2,87,0.25

0,0,05/05/2019,22:00,0,1,77,0.25

0,0,05/05/2019,23:00,0,1,02,0.25

0,0,05/06/2019,00:00,0,0,12,0.25

0,0,05/06/2019,01:00,0,-0,78,0.25

0,0,05/06/2019,02:00,0,-1,33,0.25

