1691,Goettingen,Niedersachsen,0,9.9507,51.5002,167

DNI (W/m^2),GHI (W/m^2),Date (MM/DD/YYYY),Time (HH:MM),DHI (W/m^2),Dry-bulb (C),Alb

91,6666,254,6296,01/23/2019,10:00,162,9629,1,88,0.25

132,4999,368,0556,01/23/2019,11:00,235,5555,2,87,0.25

117,2223,325,6173,01/23/2019,12:00,208,395,3,52,0.25

126,3888,351,0802,01/23/2019,13:00,224,6914,3,65,0.25

87,5,243,0556,01/23/2019,14:00,155,5556,3,58,0.25

56,3889,156,6358,01/23/2019,15:00,100,247,3,23,0.25

11,111,30,8642,01/23/2019,16:00,19,753,2,28,0.25

0,0,01/23/2019,17:00,0,0,33,0.25

0,0,01/23/2019,18:00,0,-0,28,0.25

0,0,01/23/2019,19:00,0,-0,93,0.25

0,0,01/23/2019,20:00,0,-1,22,0.25

0,0,01/23/2019,21:00,0,-1,33,0.25

