,apparent_zenith,zenith,apparent_elevation,elevation,azimuth,equation_of_time
2020-01-20 18:00:00,62.04051457879834,62.07204575665405,27.95948542120166,27.927954243345948,161.11346908075961,-10.927678098036267
2020-01-20 19:00:00,59.83873697119219,59.86757354008971,30.16126302880781,30.13242645991029,177.02930555671037,-10.939985922082997
2020-01-20 20:00:00,60.86057319523148,60.89061528383706,29.139426804768515,29.109384716162943,193.19501541458817,-10.952272598355194
2020-01-20 21:00:00,64.94936905903816,64.98510363106371,25.050630940961845,25.01489636893629,208.33690068599344,-10.964538106891268
2020-01-20 22:00:00,71.56159810555658,71.61126751339238,18.438401894443412,18.38873248660762,221.7232929683149,-10.976782428111619
2020-01-20 23:00:00,80.02706563857464,80.11782694738845,9.972934361425365,9.882173052611547,233.30837642369266,-10.989005542414816
2020-01-21 00:00:00,89.46299966723763,89.93486891876572,0.5370003327623738,0.06513108123428914,243.4546495099268,-11.00120742994477
2020-01-21 01:00:00,100.62478435171138,100.62478435171138,-10.624784351711384,-10.624784351711384,252.67461186070489,-11.013388071180088
2020-01-21 02:00:00,111.85593275423436,111.85593275423436,-21.855932754234356,-21.855932754234356,261.54281936304926,-11.025547446639393
2020-01-21 03:00:00,123.34981949307641,123.34981949307641,-33.34981949307641,-33.34981949307641,270.7573445203617,-11.037685536437493
2020-01-21 04:00:00,134.8057143930995,134.8057143930995,-44.8057143930995,-44.8057143930995,281.37094377535345,-11.049802321187599
2020-01-21 05:00:00,145.74865448110057,145.74865448110057,-55.74865448110056,-55.74865448110056,295.38274207228767,-11.061897781510197
2020-01-21 06:00:00,155.10112661520196,155.10112661520196,-65.10112661520198,-65.10112661520198,317.071414817094,-11.073971897578303
2020-01-21 07:00:00,160.1592093135964,160.1592093135964,-70.15920931359639,-70.15920931359639,352.3047008056981,-11.086024650103354
2020-01-21 08:00:00,157.67408878753838,157.67408878753838,-67.67408878753838,-67.67408878753838,31.587256573018237,-11.098056019767682
2020-01-21 09:00:00,149.46269982966683,149.46269982966683,-59.462699829666825,-59.462699829666825,57.78447035839906,-11.1100659868207
2020-01-21 10:00:00,138.91629400225594,138.91629400225594,-48.916294002255945,-48.916294002255945,73.94212903808483,-11.122054532141192
2020-01-21 11:00:00,127.56833328083687,127.56833328083687,-37.56833328083687,-37.56833328083687,85.48595392214963,-11.134021636444231
2020-01-21 12:00:00,116.03819009887812,116.03819009887812,-26.038190098878122,-26.038190098878122,95.0552752647227,-11.145967280139303
2020-01-21 13:00:00,104.66458660378676,104.66458660378676,-14.664586603786757,-14.664586603786757,103.9512592647173,-11.15789144406881
2020-01-21 14:00:00,93.72263393557508,93.72263393557508,-3.722633935575079,-3.722633935575079,112.96364535761074,-11.169794109180657
2020-01-21 15:00:00,83.38579955661766,83.51669733368954,6.614200443382339,6.483302666310467,122.69934869144635,-11.181675255917071
2020-01-21 16:00:00,74.38102853635367,74.43986141966938,15.618971463646334,15.560138580330614,133.69858409862513,-11.19353486530963
2020-01-21 17:00:00,66.97503518881496,67.0142591892536,23.024964811185036,22.985740810746403,146.40625120213218,-11.20537291828441
2020-01-21 18:00:00,61.84716124368111,61.878440786893044,28.152838756318893,28.121559213106956,160.97302606561107,-11.217189395509195
2020-01-21 19:00:00,59.62224341634705,59.650833808425325,30.37775658365295,30.349166191574675,176.939828674213,-11.228984278066491
2020-01-21 20:00:00,60.63193827368154,60.66170417203853,29.36806172631846,29.338295827961467,193.16580754970173,-11.240757547020621
2020-01-21 21:00:00,64.72037643229763,64.75574856176779,25.279623567702377,25.244251438232208,208.36268004240577,-11.252509183148504
2020-01-21 22:00:00,71.34041513662378,71.38947350409676,18.659584863376228,18.610526495903247,221.79043493121935,-11.264239167590858
2020-01-21 23:00:00,79.81794142906183,79.90696666987003,10.182058570938162,10.09303333012997,233.40407581507566,-11.275947481648473
2020-01-22 00:00:00,89.2904056391428,89.73502745601013,0.709594360857196,0.2649725439898724,243.57086729827665,-11.287634106098267
2020-01-22 01:00:00,100.434160849307,100.434160849307,-10.43416084930701,-10.43416084930701,252.80802187630374,-11.299299022346531
2020-01-22 02:00:00,111.67153650422735,111.67153650422735,-21.671536504227344,-21.671536504227344,261.69370807512826,-11.310942211708607
2020-01-22 03:00:00,123.16746843087432,123.16746843087432,-33.167468430874315,-33.167468430874315,270.9285091475058,-11.32256365518333
2020-01-22 04:00:00,134.6193952613826,134.6193952613826,-44.61939526138261,-44.61939526138261,281.5655272981653,-11.334163334220648
2020-01-22 05:00:00,145.5494250402046,145.5494250402046,-55.54942504020459,-55.54942504020459,295.5942434084597,-11.345741230270505
2020-01-22 06:00:00,154.87902505214302,154.87902505214302,-64.87902505214302,-64.87902505214302,317.2336533291109,-11.357297324524552
