Hours,Soiling_accumulation,rs_hegazy,rs_you_saiz,rs_conceicao
0,0.0,0.0,0.0,0.0
1,0.0014794961333452566,0.0002638280076329825,5.696060113379238e-05,3.765317659363678e-05
2,0.002958992266690513,0.00047466090535173207,0.00011392120226758476,7.530635318727356e-05
3,0.004438488400035769,0.0006692453661492731,0.00017088180340137712,0.00011295952978091033
4,0.005917984533381026,0.0008539760550467358,0.00022784240453516951,0.00015061270637454713
5,0.0073974806667262815,0.0010317090139703923,0.00028480300566896186,0.00018826588296818388
6,0.008876976800071538,0.001204057213392995,0.00034176360680275423,0.00022591905956182066
7,0.010356472933416795,0.0013720524769495297,0.0003987242079365466,0.00026357223615545744
8,0.011835969066762052,0.0015364089866501665,0.00045568480907033903,0.00030122541274909425
9,0.013315465200107306,0.0016976488715284444,0.0005126454102041312,0.000338878589342731
10,0.014794961333452563,0.0018561695702024824,0.0005696060113379237,0.00037653176593636776
11,0.01627445746679782,0.0020122831447717602,0.000626566612471716,0.0004141849425300045
12,0.017753953600143077,0.002166240733382257,0.0006835272136055085,0.0004518381191236413
13,0.019233449733488336,0.0023182485372763907,0.0007404878147393009,0.0004894912957172781
14,0.02071294586683359,0.0024684787020376802,0.0007974484158730932,0.0005271444723109149
15,0.022192442000178846,0.00261707697331437,0.0008544090170068856,0.0005647976489045516
16,0.023671938133524105,0.0027641682351110812,0.0009113696181406781,0.0006024508254981885
17,0.025151434266869364,0.002909860612346786,0.0009683302192744705,0.0006401040020918254
18,0.026630930400214612,0.003054248572595482,0.0010252908204082625,0.000677757178685462
19,0.02811042653355987,0.0031974153132765387,0.001082251421542055,0.0007154103552790988
20,0.029589922666905126,0.0033394346278918068,0.0011392120226758474,0.0007530635318727355
21,0.031069418800250385,0.0034803723853807592,0.0011961726238096397,0.0007907167084663724
22,0.03254891493359564,0.0036202877174107122,0.001253133224943432,0.000828369885060009
23,0.0340284110669409,0.0037592339819231533,0.0013100938260772247,0.0008660230616536459
24,0.035507907200286154,0.0038972595529970424,0.001367054427211017,0.0009036762382472826
25,0.03698740333363141,0.004034408474268775,0.0014240150283448092,0.0009413294148409194
26,0.03846689946697667,0.004170721003992854,0.0014809756294786019,0.0009789825914345563
27,0.03994639560032192,0.0043062340731886625,0.001537936230612394,0.001016635768028193
28,0.04142589173366718,0.00444098167343718,0.0015948968317461864,0.0010542889446218298
29,0.04290538786701244,0.004574995187255919,0.0016518574328799789,0.0010919421212154665
30,0.04438488400035769,0.004708303671240638,0.0017088180340137712,0.0011295952978091033
31,0.04586438013370295,0.004840934100075246,0.0017657786351475634,0.00116724847440274
32,0.04734387626704821,0.00497291157790532,0.0018227392362813561,0.001204901650996377
33,0.04882337240039346,0.005104259522323224,0.0018796998374151482,0.0012425548275900138
34,0.05030286853373873,0.005234999825235526,0.001936660438548941,0.0012802080041836507
35,0.051782364667083976,0.005365152994111496,0.001993621039682733,0.0013178611807772873
36,0.053261860800429224,0.005494738276497142,0.002050581640816525,0.001355514357370924
37,0.05474135693377449,0.0056237737701868495,0.002107542241950318,0.001393167533964561
38,0.05622085306711974,0.00575227652104735,0.00216450284308411,0.0014308207105581975
39,0.057700349200465,0.0058802626101662255,0.0022214634442179024,0.0014684738871518343
40,0.05917984533381025,0.006007747231733538,0.002278424045351695,0.001506127063745471
41,0.060659341467155514,0.006134744762848881,0.0023353846464854873,0.0015437802403391078
42,0.06213883760050077,0.006261268826267335,0.0023923452476192794,0.0015814334169327448
43,0.06361833373384604,0.006387332346949563,0.0024493058487530723,0.0016190865935263817
44,0.06509782986719127,0.0065129476031575715,0.002506266449886864,0.001656739770120018
45,0.06657732600053654,0.0066381262727341775,0.0025632270510206564,0.0016943929467136548
46,0.0680568221338818,0.006762879475116932,0.0026201876521544493,0.0017320461233072918
47,0.06953631826722705,0.006887217809563837,0.0026771482532882414,0.0017696992999009283
48,0.07101581440057231,0.0070111513900056295,0.002734108854422034,0.0018073524764945653
49,0.07249531053391757,0.007134689876886381,0.0027910694555558263,0.0018450056530882023
50,0.07397480666726282,0.0072578425063087515,0.0028480300566896184,0.0018826588296818388
51,0.07545430280060808,0.007380618116761375,0.0029049906578234113,0.0019203120062754758
52,0.07693379893395334,0.007503025173672359,0.0029619512589572038,0.0019579651828691125
53,0.07841329506729859,0.007625071792004117,0.003018911860090996,0.0019956183594627493
54,0.07989279120064384,0.007746765757079772,0.003075872461224788,0.002033271536056386
55,0.0813722873339891,0.007868114543809599,0.0031328330623585803,0.002070924712650023
56,0.08285178346733436,0.00798912533446739,0.003189793663492373,0.0021085778892436595
57,0.08433127960067961,0.008109805035149922,0.003246754264626165,0.0021462310658372963
58,0.08581077573402487,0.008230160291038499,0.0033037148657599578,0.002183884242430933
59,0.08729027186737014,0.008350197500568878,0.0033606754668937503,0.0022215374190245702
60,0.08876976800071538,0.008469922828604823,0.0034176360680275423,0.0022591905956182066
61,0.09024926413406063,0.008589342218700778,0.0034745966691613344,0.0022968437722118433
62,0.0917287602674059,0.008708461404530516,0.003531557270295127,0.00233449694880548
63,0.09320825640075116,0.008827285920551006,0.0035885178714289193,0.0023721501253991173
64,0.09468775253409642,0.008945821111964037,0.0036454784725627122,0.002409803301992754
65,0.09616724866744167,0.009064072144032027,0.0037024390736965043,0.0024474564785863908
66,0.09764674480078692,0.009182044010799206,0.0037593996748302963,0.0024851096551800275
67,0.09912624093413219,0.009299741543264524,0.0038163602759640892,0.0025227628317736647
68,0.10060573706747745,0.009417169417048465,0.003873320877097882,0.0025604160083673015
69,0.10208523320082269,0.009534332159592011,0.003930281478231674,0.002598069184960938
70,0.10356472933416795,0.009651234156922735,0.003987242079365466,0.0026357223615545745
71,0.10504422546751321,0.009767879660019803,0.004044202680499259,0.0026733755381482117
72,0.10652372160085845,0.009884272790806996,0.00410116328163305,0.002711028714741848
73,0.10800321773420372,0.010000417547800382,0.004158123882766844,0.0027486818913354852
