0,Golden,Colorado,-7,39.739,-105.172,0
Date (MM/DD/YYYY),Time (HH:MM),nothing,GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),temp_air,Windspeed (m/s),Avg Pressure [mBar],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Air pressure (Pa)
10/11/2019,15:00:00,15.00,502.55,895.74,56.10,8.34,1.97,819.27,60.11,228.12,81926.58
10/11/2019,16:00:00,16.00,337.14,822.36,47.98,8.90,1.68,819.04,69.49,240.92,81904.17
10/11/2019,17:00:00,17.00,148.10,639.87,32.03,8.29,2.44,818.75,80.00,251.83,81875.00
10/11/2019,18:00:00,18.00,5.01,2.33,4.83,6.53,1.43,818.73,91.13,261.67,81872.83
10/11/2019,19:00:00,19.00,0.00,0.00,0.00,4.90,1.71,818.75,102.78,271.23,81874.75
10/11/2019,20:00:00,20.00,0.00,0.00,0.00,3.22,2.18,818.31,114.24,281.30,81831.17
10/11/2019,21:00:00,21.00,0.01,0.00,0.01,3.50,3.43,817.85,125.25,292.91,81785.25
10/11/2019,22:00:00,22.00,0.00,0.00,0.00,2.71,2.97,817.34,135.21,307.51,81734.42
10/11/2019,23:00:00,23.00,0.01,0.00,0.01,3.66,3.68,816.79,143.06,327.02,81679.33
10/12/2019,00:00:00,0.00,0.01,0.00,0.01,5.09,4.35,816.04,147.11,277.12,81603.67
10/12/2019,01:00:00,1.00,0.00,0.00,0.00,6.27,4.53,815.73,145.99,19.08,81572.50
10/12/2019,02:00:00,2.00,0.01,0.00,0.01,4.22,1.85,815.53,140.14,41.99,81553.17
10/12/2019,03:00:00,3.00,0.00,0.00,0.00,5.28,1.92,815.13,131.25,59.22,81513.25
10/12/2019,04:00:00,4.00,0.01,0.00,0.01,1.78,1.75,814.97,120.76,72.37,81497.25
10/12/2019,05:00:00,5.00,0.01,0.00,0.01,4.33,1.85,814.95,109.51,83.20,81494.67
10/12/2019,06:00:00,6.00,0.28,0.00,0.28,4.01,2.34,814.99,98.00,92.97,81499.25
10/12/2019,07:00:00,7.00,51.04,316.66,17.91,4.78,3.12,814.95,86.46,102.57,81494.50
10/12/2019,08:00:00,8.00,233.92,760.93,43.02,7.54,2.56,815.09,75.63,112.78,81509.42
10/12/2019,09:00:00,9.00,414.87,864.70,56.65,10.09,1.88,815.14,65.56,124.40,81514.17
10/12/2019,10:00:00,10.00,563.65,917.66,62.87,12.07,2.04,814.98,56.93,138.26,81498.42
10/12/2019,11:00:00,11.00,666.14,947.88,64.62,14.11,2.82,814.61,50.60,154.97,81461.25
10/12/2019,12:00:00,12.00,711.71,959.98,63.86,14.64,2.36,814.15,47.56,174.24,81415.00
10/12/2019,13:00:00,13.00,694.27,949.46,64.14,15.70,2.32,813.44,48.42,194.20,81343.92
10/12/2019,14:00:00,14.00,619.51,926.36,62.16,16.05,2.46,812.88,53.01,212.50,81287.75
10/12/2019,15:00:00,15.00,493.31,883.48,57.52,16.59,2.48,812.65,60.46,227.93,81264.83
10/12/2019,16:00:00,16.00,327.16,802.83,48.80,17.02,1.83,812.65,69.81,240.70,81265.17
10/12/2019,17:00:00,17.00,140.00,609.92,31.84,17.24,1.21,812.84,80.30,251.59,81283.50
10/12/2019,18:00:00,18.00,4.43,0.21,4.41,14.69,2.20,813.09,91.42,261.42,81308.75
10/12/2019,19:00:00,19.00,0.00,0.00,0.00,12.00,2.23,813.38,103.06,270.97,81338.17
10/12/2019,20:00:00,20.00,0.00,0.00,0.00,12.05,2.40,813.61,114.53,281.03,81361.08
10/12/2019,21:00:00,21.00,0.00,0.00,0.00,10.85,3.21,813.62,125.55,292.63,81362.08
10/12/2019,22:00:00,22.00,0.00,0.00,0.00,10.57,3.01,813.54,135.55,307.25,81354.00
10/12/2019,23:00:00,23.00,0.00,0.00,0.00,9.67,3.70,813.35,143.41,326.84,81335.00
10/13/2019,00:00:00,0.00,0.00,0.00,0.00,8.79,3.32,813.42,147.48,274.16,81342.33
10/13/2019,01:00:00,1.00,0.00,0.00,0.00,8.40,2.38,813.61,146.34,19.36,81361.25
10/13/2019,02:00:00,2.00,0.00,0.00,0.00,7.45,2.20,813.83,140.42,42.37,81383.17
10/13/2019,03:00:00,3.00,0.00,0.00,0.00,6.91,2.96,813.59,131.49,59.61,81359.00
10/13/2019,04:00:00,4.00,0.00,0.00,0.00,7.74,3.50,813.56,120.97,72.74,81356.17
10/13/2019,05:00:00,5.00,0.00,0.00,0.00,7.84,3.24,813.90,109.70,83.55,81390.00
10/13/2019,06:00:00,6.00,0.24,0.00,0.24,8.02,4.03,814.02,98.19,93.30,81401.50
10/13/2019,07:00:00,7.00,49.40,327.50,15.86,8.74,4.86,814.31,86.65,102.89,81430.50
10/13/2019,08:00:00,8.00,232.81,785.59,38.90,10.92,3.53,814.86,75.85,113.10,81486.00
10/13/2019,09:00:00,9.00,413.40,884.29,50.64,13.93,1.96,815.25,65.81,124.73,81524.58
10/13/2019,10:00:00,10.00,558.86,925.54,57.92,15.08,2.33,815.23,57.22,138.55,81523.25
10/13/2019,11:00:00,11.00,657.59,943.35,63.16,16.74,2.99,815.00,50.94,155.21,81499.67
10/13/2019,12:00:00,12.00,703.41,953.46,64.49,17.68,2.72,814.72,47.92,174.36,81472.17
10/13/2019,13:00:00,13.00,689.16,949.55,63.72,18.52,2.73,814.01,48.80,194.19,81401.00
10/13/2019,14:00:00,14.00,615.38,929.58,60.85,19.32,2.24,813.47,53.37,212.38,81346.50
10/13/2019,15:00:00,15.00,491.49,891.74,56.20,19.45,2.39,813.21,60.80,227.74,81321.08
10/13/2019,16:00:00,16.00,325.39,815.26,47.13,19.72,2.09,813.21,70.12,240.48,81321.17
10/13/2019,17:00:00,17.00,136.90,606.03,31.26,19.04,2.10,813.38,80.60,251.36,81337.92
10/13/2019,18:00:00,18.00,3.57,0.14,3.56,16.79,1.46,813.50,91.71,261.18,81349.83
10/13/2019,19:00:00,19.00,0.00,0.00,0.00,14.90,2.38,813.90,103.34,270.71,81390.25
10/13/2019,20:00:00,20.00,0.00,0.00,0.00,13.38,2.93,813.87,114.81,280.76,81386.67
10/13/2019,21:00:00,21.00,0.00,0.00,0.00,12.08,4.24,813.64,125.86,292.35,81364.00
10/13/2019,22:00:00,22.00,0.00,0.00,0.00,11.99,5.81,813.42,135.87,307.00,81342.00
10/13/2019,23:00:00,23.00,0.00,0.00,0.00,11.82,4.85,813.30,143.78,326.67,81329.83
10/14/2019,00:00:00,0.00,0.00,0.00,0.00,11.48,5.43,813.04,147.85,274.20,81303.92
10/14/2019,01:00:00,1.00,0.00,0.00,0.00,11.07,4.67,812.94,146.68,19.63,81293.83
10/14/2019,02:00:00,2.00,0.00,0.00,0.00,11.03,5.70,812.75,140.71,42.76,81275.33
10/14/2019,03:00:00,3.00,0.01,0.00,0.01,10.62,4.66,812.78,131.72,60.01,81277.92
10/14/2019,04:00:00,4.00,0.02,0.00,0.02,10.09,3.95,813.08,121.17,73.11,81307.58
10/14/2019,05:00:00,5.00,0.01,0.00,0.01,9.12,3.44,813.26,109.90,83.89,81325.50
10/14/2019,06:00:00,6.00,0.20,0.00,0.20,9.55,2.60,813.42,98.38,93.63,81341.67
10/14/2019,07:00:00,7.00,41.99,229.22,17.32,9.34,3.64,813.30,86.85,103.22,81329.50
10/14/2019,08:00:00,8.00,220.18,721.30,43.72,11.72,2.50,813.63,76.07,113.42,81363.25
10/14/2019,09:00:00,9.00,399.68,843.83,56.66,16.03,1.11,813.73,66.06,125.03,81373.08
10/14/2019,10:00:00,10.00,543.60,892.16,64.40,18.18,2.69,813.52,57.51,138.83,81352.17
10/14/2019,11:00:00,11.00,642.24,914.69,70.05,18.95,3.41,813.13,51.27,155.43,81313.00
10/14/2019,12:00:00,12.00,685.01,920.24,72.71,19.66,3.10,812.74,48.29,174.47,81274.17
10/14/2019,13:00:00,13.00,672.45,914.37,74.69,20.21,3.61,812.14,49.17,194.17,81213.75
10/14/2019,14:00:00,14.00,613.31,888.87,87.45,20.73,2.94,811.77,53.73,212.25,81176.75
10/14/2019,15:00:00,15.00,256.88,323.39,92.82,20.42,2.35,811.69,61.13,227.55,81169.00
10/14/2019,16:00:00,16.00,56.79,15.20,50.66,19.50,1.66,811.92,70.44,240.26,81191.92
10/14/2019,17:00:00,17.00,95.69,319.09,45.87,19.36,1.40,812.33,80.89,251.12,81233.42
10/14/2019,18:00:00,18.00,4.32,0.08,4.32,17.66,2.55,812.93,92.00,260.93,81293.25
10/14/2019,19:00:00,19.00,0.00,0.00,0.00,16.28,4.11,813.56,103.62,270.45,81355.50
10/14/2019,20:00:00,20.00,0.00,0.00,0.00,15.72,4.82,814.00,115.10,280.49,81400.25
10/14/2019,21:00:00,21.00,0.00,0.00,0.00,14.80,5.34,814.55,126.16,292.09,81455.00
10/14/2019,22:00:00,22.00,0.00,0.00,0.00,13.45,5.84,815.43,136.20,306.72,81542.83
10/14/2019,23:00:00,23.00,0.00,0.00,0.00,13.28,3.28,815.89,144.14,326.48,81589.17
10/15/2019,00:00:00,0.00,0.00,0.00,0.00,12.14,4.35,816.11,148.24,271.23,81611.33
10/15/2019,01:00:00,1.00,0.00,0.00,0.00,12.54,3.51,816.63,147.02,19.90,81662.83
10/15/2019,02:00:00,2.00,0.00,0.00,0.00,8.78,4.23,818.38,140.99,43.14,81837.83
10/15/2019,03:00:00,3.00,0.00,0.00,0.00,5.04,3.30,820.05,131.96,60.40,82005.33
10/15/2019,04:00:00,4.00,0.01,0.00,0.01,4.18,1.79,820.65,121.38,73.48,82065.25
10/15/2019,05:00:00,5.00,0.01,0.00,0.01,3.39,1.72,820.71,110.09,84.24,82071.42
10/15/2019,06:00:00,6.00,0.10,0.00,0.10,2.61,1.27,820.32,98.57,93.95,82032.00
10/15/2019,07:00:00,7.00,41.16,246.51,16.44,2.44,1.34,820.13,87.06,103.53,82013.00
10/15/2019,08:00:00,8.00,212.92,703.60,43.82,4.42,1.04,820.69,76.29,113.73,82069.17
10/15/2019,09:00:00,9.00,391.23,819.97,61.15,6.46,1.32,820.87,66.31,125.33,82086.75
10/15/2019,10:00:00,10.00,498.90,707.03,122.40,7.53,1.64,820.89,57.80,139.11,82089.42
10/15/2019,11:00:00,11.00,633.99,903.13,73.01,9.07,1.74,820.73,51.60,155.65,82073.25
10/15/2019,12:00:00,12.00,673.78,901.93,77.97,10.35,1.93,820.72,48.65,174.59,82071.67
10/15/2019,13:00:00,13.00,538.53,720.38,67.76,11.29,2.26,820.38,49.55,194.15,82037.58
10/15/2019,14:00:00,14.00,559.42,827.84,75.56,11.84,2.25,820.14,54.14,212.25,82014.07
10/15/2019,15:00:00,15.00,464.89,825.97,70.05,12.73,1.75,820.05,61.47,227.36,82004.75
10/15/2019,16:00:00,16.00,301.69,735.92,57.70,12.83,1.73,820.18,70.75,240.04,82017.75
10/15/2019,17:00:00,17.00,117.07,478.44,35.15,12.54,1.50,820.25,81.18,250.88,82025.42
10/15/2019,18:00:00,18.00,3.22,0.09,3.22,10.91,1.09,820.78,92.28,260.68,82078.00
10/15/2019,19:00:00,19.00,0.00,0.00,0.00,9.45,0.74,821.52,103.90,270.19,82152.00
10/15/2019,20:00:00,20.00,0.00,0.00,0.00,8.79,0.55,821.88,115.38,280.22,82188.42
10/15/2019,21:00:00,21.00,0.00,0.00,0.00,7.90,0.89,822.17,126.46,291.79,82217.42
10/15/2019,22:00:00,22.00,0.00,0.00,0.00,7.27,2.28,822.08,136.52,306.46,82208.08
10/15/2019,23:00:00,23.00,0.00,0.00,0.00,6.42,2.91,821.69,144.49,326.31,82169.08
10/16/2019,00:00:00,0.00,0.00,0.00,0.00,5.88,3.11,821.18,148.60,271.27,82117.50
10/16/2019,01:00:00,1.00,0.00,0.00,0.00,5.34,3.12,820.78,147.35,20.18,82077.75
10/16/2019,02:00:00,2.00,0.00,0.00,0.00,5.82,2.24,820.08,141.28,43.53,82008.00
10/16/2019,03:00:00,3.00,0.00,0.00,0.00,6.13,0.61,819.47,132.19,60.79,81947.00
10/16/2019,04:00:00,4.00,0.00,0.00,0.00,6.02,0.66,818.97,121.58,73.84,81897.08
10/16/2019,05:00:00,5.00,0.00,0.00,0.00,5.98,1.01,818.51,110.28,84.58,81850.92
10/16/2019,06:00:00,6.00,0.20,0.00,0.20,6.80,1.16,818.34,98.76,94.28,81833.58
10/16/2019,07:00:00,7.00,28.27,44.80,25.21,7.17,1.69,818.58,87.26,103.85,81858.17
10/16/2019,08:00:00,8.00,143.23,113.40,113.54,7.79,0.92,819.21,76.51,114.05,81920.58
10/16/2019,09:00:00,9.00,408.66,490.59,205.91,13.96,1.17,819.60,66.56,125.63,81960.17
10/16/2019,10:00:00,10.00,518.98,465.37,276.56,20.28,1.64,819.73,58.09,139.39,81972.58
10/16/2019,11:00:00,11.00,646.43,502.50,338.66,20.73,2.95,819.30,51.93,155.86,81930.17
10/16/2019,12:00:00,12.00,471.40,215.48,330.63,21.24,2.24,818.93,49.01,174.69,81893.17
10/16/2019,13:00:00,13.00,429.06,153.28,331.81,21.88,1.53,818.29,49.92,194.13,81828.58
10/16/2019,14:00:00,14.00,494.80,483.13,217.41,23.09,1.48,817.73,54.45,212.00,81772.50
10/16/2019,15:00:00,15.00,503.18,874.94,88.69,23.48,1.95,817.22,61.80,227.17,81721.50
10/16/2019,16:00:00,16.00,241.45,502.15,67.97,23.52,1.07,817.00,71.05,239.81,81700.42
10/16/2019,17:00:00,17.00,117.79,480.71,39.71,23.33,1.31,816.67,81.46,250.64,81666.75
10/16/2019,18:00:00,18.00,2.70,0.05,2.70,19.29,1.83,816.49,92.56,260.43,81648.75
10/16/2019,19:00:00,19.00,0.00,0.00,0.00,18.13,3.11,816.59,104.17,269.93,81659.42
10/16/2019,20:00:00,20.00,0.00,0.00,0.00,16.87,4.17,816.49,115.65,279.94,81649.00
10/16/2019,21:00:00,21.00,0.00,0.00,0.00,16.44,4.08,816.32,126.75,291.50,81631.75
10/16/2019,22:00:00,22.00,0.00,0.00,0.00,16.02,5.66,816.03,136.85,306.18,81602.58
10/16/2019,23:00:00,23.00,0.00,0.00,0.00,15.72,5.01,815.60,144.85,326.12,81560.25
10/17/2019,00:00:00,0.00,0.00,0.00,0.00,15.67,6.31,814.94,148.97,268.29,81493.83
10/17/2019,01:00:00,1.00,0.00,0.00,0.00,15.39,6.30,814.56,147.69,20.46,81455.75
10/17/2019,02:00:00,2.00,0.00,0.00,0.00,15.59,4.82,814.34,141.56,43.92,81433.67
10/17/2019,03:00:00,3.00,0.00,0.00,0.00,15.45,6.15,813.99,132.43,61.18,81399.17
10/17/2019,04:00:00,4.00,0.00,0.00,0.00,14.49,6.58,813.41,121.79,74.21,81341.08
10/17/2019,05:00:00,5.00,0.00,0.00,0.00,14.77,6.95,812.92,110.48,84.92,81291.83
10/17/2019,06:00:00,6.00,0.10,0.00,0.10,14.35,6.05,812.70,98.95,94.60,81269.67
10/17/2019,07:00:00,7.00,47.72,129.43,37.86,14.48,3.87,812.39,87.45,104.16,81238.67
10/17/2019,08:00:00,8.00,207.75,264.21,150.22,16.48,4.13,812.26,76.73,114.35,81226.00
10/17/2019,09:00:00,9.00,266.28,77.64,235.61,17.96,1.98,811.79,66.81,125.93,81179.42
10/17/2019,10:00:00,10.00,361.74,96.55,313.94,19.36,1.37,811.11,58.38,139.66,81111.25
10/17/2019,11:00:00,11.00,390.08,83.11,339.12,20.60,1.35,810.40,52.26,156.06,81040.17
10/17/2019,12:00:00,12.00,637.89,482.88,323.51,22.45,2.00,809.53,49.38,174.80,80952.67
10/17/2019,13:00:00,13.00,520.01,339.02,302.66,22.50,2.84,808.29,50.29,194.10,80828.75
10/17/2019,14:00:00,14.00,519.31,480.05,242.62,23.06,2.19,807.22,54.80,211.87,80721.83
10/17/2019,15:00:00,15.00,261.82,96.39,213.21,22.98,1.71,806.45,62.13,226.99,80644.75
10/17/2019,16:00:00,16.00,211.11,132.31,169.24,22.62,1.70,805.97,71.36,239.60,80596.50
10/17/2019,17:00:00,17.00,103.12,211.70,71.12,20.91,2.16,805.46,81.75,250.40,80545.50
10/17/2019,18:00:00,18.00,6.71,0.00,6.71,18.82,2.61,805.11,92.84,260.18,80511.33
10/17/2019,19:00:00,19.00,0.00,0.00,0.00,17.26,3.44,804.98,104.44,269.67,80497.83
10/17/2019,20:00:00,20.00,0.00,0.00,0.00,15.82,4.07,804.91,115.93,279.67,80491.00
10/17/2019,21:00:00,21.00,0.00,0.00,0.00,15.03,4.32,804.77,127.03,291.22,80476.92
10/17/2019,22:00:00,22.00,0.00,0.00,0.00,15.21,5.07,804.64,137.16,305.90,80463.92
10/17/2019,23:00:00,23.00,0.00,0.00,0.00,15.31,4.13,804.23,145.19,325.92,80423.33
10/18/2019,00:00:00,0.00,0.00,0.00,0.00,15.06,1.27,804.11,149.34,268.32,80411.25
10/18/2019,01:00:00,1.00,0.00,0.00,0.00,14.71,1.93,803.78,148.03,20.73,80378.00
10/18/2019,02:00:00,2.00,0.00,0.00,0.00,14.93,2.16,803.57,141.84,44.30,80356.92
10/18/2019,03:00:00,3.00,0.00,0.00,0.00,14.09,2.57,803.24,132.66,61.57,80324.17
10/18/2019,04:00:00,4.00,0.00,0.00,0.00,14.00,1.63,803.21,121.99,74.57,80320.92
10/18/2019,05:00:00,5.00,0.00,0.00,0.00,12.89,1.15,803.10,110.67,85.25,80309.58
10/18/2019,06:00:00,6.00,0.00,0.00,0.00,13.68,1.28,803.28,99.15,94.92,80327.75
10/18/2019,07:00:00,7.00,38.37,219.67,18.23,13.32,1.85,803.27,87.66,104.47,80326.92
10/18/2019,08:00:00,8.00,161.17,468.17,55.40,15.77,2.69,803.95,76.95,114.65,80395.42
10/18/2019,09:00:00,9.00,331.08,485.40,130.93,15.73,4.58,804.38,67.06,126.22,80438.08
10/18/2019,10:00:00,10.00,463.60,558.30,182.03,15.33,4.51,804.71,58.67,139.92,80470.58
10/18/2019,11:00:00,11.00,115.99,1.28,115.23,13.24,3.00,805.66,52.59,156.27,80566.08
10/18/2019,12:00:00,12.00,263.49,169.04,153.67,12.28,2.39,806.20,49.73,174.89,80619.75
10/18/2019,13:00:00,13.00,308.31,205.58,175.54,13.61,2.68,805.82,50.65,194.09,80581.75
10/18/2019,14:00:00,14.00,260.96,52.64,229.65,14.16,5.20,805.61,55.15,211.74,80560.83
10/18/2019,15:00:00,15.00,380.33,477.85,169.85,14.01,10.17,805.97,62.46,226.79,80597.33
10/18/2019,16:00:00,16.00,304.33,768.64,62.80,13.63,9.62,807.00,71.66,239.38,80699.58
10/18/2019,17:00:00,17.00,114.41,518.30,30.35,12.67,8.28,807.80,82.03,250.17,80780.33
10/18/2019,18:00:00,18.00,2.25,0.05,2.25,10.57,7.95,808.56,93.12,259.93,80855.50
10/18/2019,19:00:00,19.00,0.00,0.00,0.00,9.59,7.16,809.41,104.71,269.41,80941.00
10/18/2019,20:00:00,20.00,0.00,0.00,0.00,8.92,8.05,809.96,116.20,279.39,80995.67
10/18/2019,21:00:00,21.00,0.00,0.00,0.00,8.05,4.19,810.92,127.32,290.92,81091.67
10/18/2019,22:00:00,22.00,0.00,0.00,0.00,7.07,2.39,811.45,137.47,305.62,81144.50
10/18/2019,23:00:00,23.00,0.00,0.00,0.00,7.30,1.59,811.69,145.55,325.72,81169.17
10/19/2019,00:00:00,0.00,0.00,0.00,0.00,7.03,3.78,811.80,149.69,268.34,81179.83
10/19/2019,01:00:00,1.00,0.00,0.00,0.00,5.80,2.23,811.72,148.37,21.00,81172.17
10/19/2019,02:00:00,2.00,0.00,0.00,0.00,4.91,2.74,811.60,142.11,44.68,81159.75
10/19/2019,03:00:00,3.00,0.00,0.00,0.00,4.92,2.79,811.60,132.89,61.95,81160.08
10/19/2019,04:00:00,4.00,0.00,0.00,0.00,5.01,2.26,811.81,122.19,74.92,81180.50
10/19/2019,05:00:00,5.00,0.00,0.00,0.00,5.24,1.88,812.12,110.86,85.59,81211.83
10/19/2019,06:00:00,6.00,0.03,0.00,0.03,4.39,2.39,812.21,99.34,95.23,81220.83
10/19/2019,07:00:00,7.00,33.18,221.47,13.25,4.10,1.90,812.38,87.86,104.77,81237.92
10/19/2019,08:00:00,8.00,200.20,717.09,38.16,5.55,2.18,812.72,77.17,114.95,81271.67
10/19/2019,09:00:00,9.00,378.39,847.27,50.98,9.02,1.82,812.95,67.31,126.51,81295.33
10/19/2019,10:00:00,10.00,524.21,902.91,58.54,10.26,3.16,812.67,58.96,140.18,81266.67
10/19/2019,11:00:00,11.00,625.15,933.70,62.22,10.85,4.01,811.92,52.92,156.47,81191.58
10/19/2019,12:00:00,12.00,669.95,942.04,65.56,12.55,3.60,810.55,50.09,174.98,81054.75
10/19/2019,13:00:00,13.00,655.50,935.19,67.14,14.02,3.43,809.09,51.01,194.06,80908.83
10/19/2019,14:00:00,14.00,587.83,919.30,67.22,14.96,2.99,808.00,55.50,211.61,80799.83
10/19/2019,15:00:00,15.00,446.54,797.97,79.47,15.11,3.14,807.31,62.78,226.61,80730.58
10/19/2019,16:00:00,16.00,288.63,689.68,67.67,14.94,2.86,806.92,71.96,239.16,80691.83
10/19/2019,17:00:00,17.00,84.54,317.29,35.89,13.71,2.35,806.49,82.30,249.94,80649.33
10/19/2019,18:00:00,18.00,2.08,0.00,2.08,12.13,1.32,806.35,93.38,259.68,80634.75
10/19/2019,19:00:00,19.00,0.00,0.00,0.00,11.06,1.69,805.91,104.97,269.14,80590.92
10/19/2019,20:00:00,20.00,0.00,0.00,0.00,9.03,3.23,805.63,116.46,279.11,80562.67
10/19/2019,21:00:00,21.00,0.00,0.00,0.00,9.17,2.74,805.02,127.60,290.63,80501.92
10/19/2019,22:00:00,22.00,0.00,0.00,0.00,9.34,2.19,804.07,137.78,305.33,80406.75
10/19/2019,23:00:00,23.00,0.00,0.00,0.00,9.22,3.43,802.88,145.88,325.51,80288.33
10/20/2019,00:00:00,0.00,0.00,0.00,0.00,8.36,3.13,801.76,150.06,265.36,80175.83
10/20/2019,01:00:00,1.00,0.00,0.00,0.00,8.42,4.15,801.02,148.70,21.28,80102.42
10/20/2019,02:00:00,2.00,0.00,0.00,0.00,6.82,12.01,801.30,142.39,45.07,80130.08
10/20/2019,03:00:00,3.00,0.00,0.00,0.00,4.12,13.41,802.14,133.12,62.34,80214.17
10/20/2019,04:00:00,4.00,0.00,0.00,0.00,3.73,15.64,802.09,122.40,75.28,80208.50
10/20/2019,05:00:00,5.00,0.00,0.00,0.00,3.22,14.04,802.97,111.05,85.92,80296.58
10/20/2019,06:00:00,6.00,0.00,0.00,0.00,2.37,10.08,804.59,99.53,95.55,80459.17
10/20/2019,07:00:00,7.00,15.77,22.31,13.13,2.04,8.14,806.17,88.06,105.07,80617.08
10/20/2019,08:00:00,8.00,192.87,615.68,55.39,2.24,8.44,805.92,77.40,115.24,80591.67
10/20/2019,09:00:00,9.00,376.68,788.53,74.71,4.18,11.69,804.26,67.56,126.78,80425.75
10/20/2019,10:00:00,10.00,544.17,857.00,106.21,4.78,15.25,802.18,59.25,140.43,80217.92
10/20/2019,11:00:00,11.00,399.63,116.74,332.19,5.16,16.50,801.70,53.25,156.67,80170.00
10/20/2019,12:00:00,12.00,388.86,30.89,369.18,5.14,16.66,801.70,50.44,175.07,80170.25
10/20/2019,13:00:00,13.00,288.10,4.25,285.39,5.50,11.67,803.58,51.37,194.02,80357.75
10/20/2019,14:00:00,14.00,231.67,25.35,218.40,5.75,6.21,805.72,55.85,211.49,80572.33
10/20/2019,15:00:00,15.00,229.39,206.59,141.31,6.57,8.19,806.32,63.10,226.42,80632.00
10/20/2019,16:00:00,16.00,350.74,731.72,129.10,7.23,3.78,807.49,72.25,238.95,80749.42
10/20/2019,17:00:00,17.00,145.82,424.96,78.98,7.30,3.70,808.44,82.57,249.70,80844.33
10/20/2019,18:00:00,18.00,2.87,0.00,2.87,5.30,2.60,809.46,93.64,259.44,80945.58
10/20/2019,19:00:00,19.00,0.00,0.00,0.00,4.61,1.83,810.31,105.22,268.88,81030.58
10/20/2019,20:00:00,20.00,0.00,0.00,0.00,3.69,1.43,810.88,116.73,278.83,81088.08
10/20/2019,21:00:00,21.00,0.00,0.00,0.00,3.45,2.50,811.18,127.87,290.33,81118.17
10/20/2019,22:00:00,22.00,0.00,0.00,0.00,3.49,5.51,811.32,138.08,305.05,81131.92
10/20/2019,23:00:00,23.00,0.00,0.00,0.00,3.25,4.69,811.34,146.22,325.30,81134.25
10/21/2019,00:00:00,0.00,0.00,0.00,0.00,3.15,4.07,811.32,150.42,265.36,81132.42
10/21/2019,01:00:00,1.00,0.00,0.00,0.00,3.01,5.59,811.20,149.03,21.55,81119.92
10/21/2019,02:00:00,2.00,0.00,0.00,0.00,3.15,6.61,811.08,142.67,45.45,81107.67
10/21/2019,03:00:00,3.00,0.00,0.00,0.00,2.97,4.53,810.94,133.35,62.72,81094.08
10/21/2019,04:00:00,4.00,0.00,0.00,0.00,2.12,2.52,810.57,122.60,75.63,81056.83
10/21/2019,05:00:00,5.00,0.00,0.00,0.00,2.85,4.76,810.49,111.24,86.25,81049.33
10/21/2019,06:00:00,6.00,0.00,0.00,0.00,2.17,2.55,810.76,99.73,95.86,81075.58
10/21/2019,07:00:00,7.00,33.21,154.32,19.84,1.95,2.97,811.28,88.26,105.37,81127.75
10/21/2019,08:00:00,8.00,173.88,490.68,67.15,3.38,3.81,812.11,77.62,115.53,81210.67
10/21/2019,09:00:00,9.00,336.56,674.94,80.65,4.77,7.50,812.57,67.82,127.05,81257.08
10/21/2019,10:00:00,10.00,507.53,824.45,90.34,6.14,9.31,812.46,59.53,140.68,81245.92
10/21/2019,11:00:00,11.00,648.28,901.49,113.04,6.98,11.39,812.19,53.57,156.84,81219.42
10/21/2019,12:00:00,12.00,699.30,832.93,173.07,7.52,11.63,812.63,50.80,175.15,81263.42
10/21/2019,13:00:00,13.00,654.83,695.77,222.46,7.94,9.34,812.95,51.73,193.99,81294.92
10/21/2019,14:00:00,14.00,346.23,93.27,295.14,7.53,7.90,813.18,56.19,211.36,81317.83
10/21/2019,15:00:00,15.00,380.93,594.08,123.57,7.40,7.16,813.86,63.41,226.23,81385.83
10/21/2019,16:00:00,16.00,259.86,631.46,60.51,7.61,5.42,814.64,72.54,238.73,81464.25
10/21/2019,17:00:00,17.00,74.27,261.49,28.62,6.20,6.45,815.12,82.84,249.46,81511.50
10/21/2019,18:00:00,18.00,1.33,0.00,1.33,5.06,6.30,816.13,93.91,259.19,81613.33
10/21/2019,19:00:00,19.00,0.00,0.00,0.00,3.76,5.02,817.14,105.48,268.62,81714.42
10/21/2019,20:00:00,20.00,0.00,0.00,0.00,3.98,4.73,817.41,116.98,278.55,81741.17
10/21/2019,21:00:00,21.00,0.00,0.00,0.00,4.01,4.10,817.82,128.15,290.04,81781.92
10/21/2019,22:00:00,22.00,0.00,0.00,0.00,5.09,7.42,818.06,138.37,304.75,81805.58
10/21/2019,23:00:00,23.00,0.00,0.00,0.00,4.96,7.31,818.31,146.55,325.08,81830.75
10/22/2019,00:00:00,0.00,0.00,0.00,0.00,4.85,6.72,818.34,150.77,265.36,81833.58
10/22/2019,01:00:00,1.00,0.00,0.00,0.00,4.46,5.14,818.46,149.36,21.82,81846.17
10/22/2019,02:00:00,2.00,0.00,0.00,0.00,4.66,6.41,818.43,142.94,45.83,81842.67
10/22/2019,03:00:00,3.00,0.00,0.00,0.00,4.50,4.04,818.50,133.58,63.10,81850.17
10/22/2019,04:00:00,4.00,0.00,0.00,0.00,4.64,3.07,818.08,122.80,75.99,81808.33
10/22/2019,05:00:00,5.00,0.00,0.00,0.00,5.18,3.90,818.02,111.44,86.57,81802.17
10/22/2019,06:00:00,6.00,0.00,0.00,0.00,5.49,4.15,817.69,99.92,96.16,81768.58
