,Date,HOUR-MST,Avg Global Horizontal [W/m^2],Direct (beam) normal Irradiance (W/m2),Diffuse horizontal irradiance (W/m2),Dry bulb temperature (deg. C),Windspeed (m/s),Avg Pressure [mBar],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Air pressure (Pa),hour,date2
186,2019/10/08,19,0.0,0.0,0.0,18.22,2.8708,810.97,101.8983,272.0,81097.0, 19:00:00,2019/10/08 19:00:00
187,2019/10/08,20,0.0,0.0,0.0,16.8883,3.0242,811.1475,113.3433,282.1017,81114.75, 20:00:00,2019/10/08 20:00:00
188,2019/10/08,21,0.0,0.0,0.0,16.065,3.8275,810.9208,124.305,293.715,81092.08, 21:00:00,2019/10/08 21:00:00
189,2019/10/08,22,0.0,0.0,0.0,16.2075,4.2742,810.7042,134.19,308.2633,81070.42, 22:00:00,2019/10/08 22:00:00
190,2019/10/08,23,0.0,0.0,0.0,16.3625,5.0633,810.2783,141.935,327.4817,81027.83, 23:00:00,2019/10/08 23:00:00
191,2019/10/09,0,0.0,0.0,0.0,16.4075,6.0858,809.6842,145.9583,279.9793,80968.42, 0:00:00,2019/10/09 0:00:00
192,2019/10/09,1,0.0,0.0,0.0,15.8258,3.8225,809.6017,144.9467,18.2565,80960.17, 1:00:00,2019/10/09 1:00:00
193,2019/10/09,2,0.0,0.0,0.0,15.7192,3.8108,809.5133,139.2617,40.8335,80951.33, 2:00:00,2019/10/09 2:00:00
194,2019/10/09,3,0.0,0.0,0.0,14.8058,4.5508,808.9908,130.5183,58.0342,80899.08, 3:00:00,2019/10/09 3:00:00
195,2019/10/09,4,0.0,0.0,0.0,14.255,4.1267,808.8733,120.1317,71.2448,80887.33, 4:00:00,2019/10/09 4:00:00
196,2019/10/09,5,0.0,0.0,0.0,14.4875,4.5892,808.7833,108.9367,82.1403,80878.33, 5:00:00,2019/10/09 5:00:00
197,2019/10/09,6,0.3367,0.0,0.3367,14.31,3.5125,808.6958,97.4217,92.7033,80869.58, 6:00:00,2019/10/09 6:00:00
198,2019/10/09,7,23.873,6.4457,23.5007,14.4667,3.3633,808.2425,85.8633,101.5817,80824.25, 7:00:00,2019/10/09 7:00:00
199,2019/10/09,8,84.6672,3.0841,83.649,15.2475,2.56,808.235,74.9833,111.8033,80823.5, 8:00:00,2019/10/09 8:00:00
200,2019/10/09,9,318.8451,456.6587,111.3028,17.5692,1.6933,808.2675,64.8158,123.445,80826.75, 9:00:00,2019/10/09 9:00:00
201,2019/10/09,10,535.7375,491.5407,267.3499,20.3592,2.6517,807.7267,56.06399999999999,137.3533,80772.67, 10:00:00,2019/10/09 10:00:00
202,2019/10/09,11,527.0189,289.8148,342.4576,21.025,3.0067,806.8592,49.6028,154.25,80685.92, 11:00:00,2019/10/09 11:00:00
203,2019/10/09,12,759.5912,893.5688,143.9753,22.3608,2.6875,806.0192,46.4477,173.8533,80601.92, 12:00:00,2019/10/09 12:00:00
204,2019/10/09,13,702.8979,923.9749,76.0369,23.325,2.8133,804.6517,47.2778,194.2367,80465.17, 13:00:00,2019/10/09 13:00:00
205,2019/10/09,14,461.9964,488.3146,152.7755,23.8992,2.9258,803.5325,51.901,212.8683,80353.25, 14:00:00,2019/10/09 14:00:00
206,2019/10/09,15,237.2941,115.4397,183.4568,23.4108,2.805,803.0867,59.4227,228.4983,80308.67, 15:00:00,2019/10/09 15:00:00
207,2019/10/09,16,160.2549,86.0479,127.3406,23.2725,2.6483,802.715,68.8478,241.3683,80271.5, 16:00:00,2019/10/09 16:00:00
208,2019/10/09,17,76.7065,69.4726,61.636,17.3792,7.4917,804.1083,79.4037,252.3067,80410.83, 17:00:00,2019/10/09 17:00:00
209,2019/10/09,18,7.9448,8.6885,7.226,10.3117,6.8542,807.1083,90.5417,262.1683,80710.83, 18:00:00,2019/10/09 18:00:00
210,2019/10/09,19,0.0,0.0,0.0,6.5483,4.8817,809.7683,102.1933,271.7417,80976.83, 19:00:00,2019/10/09 19:00:00
211,2019/10/09,20,0.0,0.0,0.0,3.845,4.2592,811.4383,113.6433,281.8383,81143.83, 20:00:00,2019/10/09 20:00:00
212,2019/10/09,21,0.0,0.0,0.0,0.8867,2.4883,812.6867,124.625,293.45,81268.67, 21:00:00,2019/10/09 21:00:00
213,2019/10/09,22,0.0,0.0,0.0,-0.2808,2.2483,813.1033,134.5283,308.025,81310.33, 22:00:00,2019/10/09 22:00:00
214,2019/10/09,23,0.0,0.0,0.0,-0.8367,4.3125,813.2833,142.3083,327.3283,81328.33, 23:00:00,2019/10/09 23:00:00
215,2019/10/10,0,0.0037,0.0,0.0037,-1.5933,3.5592,813.555,146.3467,280.0321,81355.5, 0:00:00,2019/10/10 0:00:00
216,2019/10/10,1,0.0031,0.0,0.0031,-2.6233,8.0692,813.9042,145.295,18.5293,81390.42, 1:00:00,2019/10/10 1:00:00
217,2019/10/10,2,0.0019,0.0,0.0019,-3.485,0.4992,814.4792,139.5517,41.2178,81447.92, 2:00:00,2019/10/10 2:00:00
218,2019/10/10,3,0.0019,0.0,0.0019,-4.6608,0.0,814.6875,130.765,58.43,81468.75, 3:00:00,2019/10/10 3:00:00
219,2019/10/10,4,0.0012,0.0,0.0012,-5.2967,0.0,815.0767,120.3383,71.6205,81507.67, 4:00:00,2019/10/10 4:00:00
220,2019/10/10,5,0.0006,0.0,0.0006,-5.9792,2.9683,815.5858,109.13,82.4977,81558.58, 5:00:00,2019/10/10 5:00:00
221,2019/10/10,6,0.0038,0.0,0.0038,-6.7608,0.0,816.3633,97.6117,92.2933,81636.33, 6:00:00,2019/10/10 6:00:00
222,2019/10/10,7,7.0383,2.7119,6.861000000000001,-7.3475,0.0,816.7758,86.0567,101.91,81677.58, 7:00:00,2019/10/10 7:00:00
223,2019/10/10,8,25.3299,1.1509,25.0784,-7.5608,0.0,817.6775,75.1982,112.1333,81767.75, 8:00:00,2019/10/10 8:00:00
224,2019/10/10,9,84.2121,0.1949,84.1374,-7.9217,0.0,817.9933,65.0618,123.76,81799.33, 9:00:00,2019/10/10 9:00:00
225,2019/10/10,10,167.30900000000003,0.0583,167.2768,-7.6208,0.0,818.245,56.3517,137.6583,81824.5, 10:00:00,2019/10/10 10:00:00
226,2019/10/10,11,342.8214,30.4734,322.3979,-6.9233,0.0,818.01,49.9362,154.495,81801.0, 11:00:00,2019/10/10 11:00:00
227,2019/10/10,12,390.2438,27.1385,371.9612,-6.0758,0.0,817.7408,46.8175,173.985,81774.08, 12:00:00,2019/10/10 12:00:00
228,2019/10/10,13,286.5856,0.0548,286.548,-5.995,0.0,817.2542,47.66,194.2283,81725.42, 13:00:00,2019/10/10 13:00:00
229,2019/10/10,14,184.5174,0.0322,184.4973,-6.0608,0.0,817.2542,52.2718,212.7433,81725.42, 14:00:00,2019/10/10 14:00:00
230,2019/10/10,15,120.9552,0.0022,120.954,-5.7642,0.0,817.4025,59.7685,228.3083,81740.25, 15:00:00,2019/10/10 15:00:00
231,2019/10/10,16,127.161,16.4363,121.59700000000001,-5.5992,0.0,817.8433,69.1703,241.1333,81784.33, 16:00:00,2019/10/10 16:00:00
232,2019/10/10,17,52.5118,0.4905,52.4311,-5.44,0.0,818.3867,79.7053,252.0667,81838.67, 17:00:00,2019/10/10 17:00:00
233,2019/10/10,18,5.271,0.3677,5.2485,-5.9717,0.0,819.1142,90.8333,261.9217,81911.42, 18:00:00,2019/10/10 18:00:00
234,2019/10/10,19,0.0044,0.0,0.0044,-6.7067,0.0,819.5842,102.485,271.4867,81958.42, 19:00:00,2019/10/10 19:00:00
235,2019/10/10,20,0.0031,0.0,0.0031,-7.1317,0.0,819.9358,113.9383,281.57,81993.58, 20:00:00,2019/10/10 20:00:00
236,2019/10/10,21,0.0025,0.0,0.0025,-7.6625,0.0,820.105,124.9333,293.1917,82010.5, 21:00:00,2019/10/10 21:00:00
237,2019/10/10,22,0.0019,0.0,0.0019,-7.5417,0.0,819.9917,134.8717,307.765,81999.17, 22:00:00,2019/10/10 22:00:00
238,2019/10/10,23,0.0006,0.0,0.0006,-7.82,0.0,819.645,142.6817,327.175,81964.5, 23:00:00,2019/10/10 23:00:00
239,2019/10/11,0,0.0019,0.0,0.0019,-7.7575,0.0,818.9575,146.725,277.08,81895.75, 0:00:00,2019/10/11 0:00:00
240,2019/10/11,1,0.0013,0.0,0.0013,-8.2808,0.0,819.3167,145.6383,18.804000000000002,81931.67, 1:00:00,2019/10/11 1:00:00
241,2019/10/11,2,0.0031,0.0,0.0031,-8.4042,0.0,819.4792,139.8433,41.6015,81947.92, 2:00:00,2019/10/11 2:00:00
242,2019/10/11,3,0.0031,0.0,0.0031,-8.2325,0.0,818.8467,131.0067,58.8252,81884.67, 3:00:00,2019/10/11 3:00:00
243,2019/10/11,4,0.0025,0.0,0.0025,-7.125,0.0,818.9492,120.5467,71.9948,81894.92, 4:00:00,2019/10/11 4:00:00
244,2019/10/11,5,0.0025,0.0,0.0025,-7.16,0.0,819.2508,109.3217,82.8458,81925.08, 5:00:00,2019/10/11 5:00:00
245,2019/10/11,6,0.2136,0.0,0.2136,-5.2575,0.0,819.6508,97.8033,92.6283,81965.08, 6:00:00,2019/10/11 6:00:00
246,2019/10/11,7,61.5828,413.565,20.3613,-3.9,0.0,819.8858,86.2567,102.245,81988.58, 7:00:00,2019/10/11 7:00:00
247,2019/10/11,8,264.8929,853.2516,47.7896,-2.1717,0.8092,820.3825,75.4135,112.4617,82038.25, 8:00:00,2019/10/11 8:00:00
248,2019/10/11,9,430.9735,881.5886,62.5169,0.2792,9.8967,820.5175,65.309,124.0783,82051.75, 9:00:00,2019/10/11 9:00:00
249,2019/10/11,10,561.3767,899.2687,66.9135,1.2008,10.3908,820.4958,56.64,137.9633,82049.58, 10:00:00,2019/10/11 10:00:00
250,2019/10/11,11,668.4152,946.698,63.2298,2.8192,6.4808,820.4,50.2695,154.7483,82040.0, 11:00:00,2019/10/11 11:00:00
251,2019/10/11,12,722.7444,973.4813,61.1731,5.1808,1.6633,820.1933,47.1875,174.1133,82019.33, 12:00:00,2019/10/11 12:00:00
252,2019/10/11,13,704.8289,965.6368,59.2486,6.6783,1.9542,819.84,48.0422,194.22,81984.0, 13:00:00,2019/10/11 13:00:00
253,2019/10/11,14,629.1346,940.788,58.2304,7.6058,2.2125,819.4433,52.6405,212.6233,81944.33, 14:00:00,2019/10/11 14:00:00
254,2019/10/11,15,502.5535,895.7356,56.0994,8.34,1.9725,819.2658,60.1135,228.1167,81926.58, 15:00:00,2019/10/11 15:00:00
255,2019/10/11,16,337.1382,822.3614,47.9785,8.9033,1.68,819.0417,69.4903,240.9167,81904.17, 16:00:00,2019/10/11 16:00:00
256,2019/10/11,17,148.0958,639.8743,32.0272,8.2908,2.435,818.75,80.0047,251.825,81875.0, 17:00:00,2019/10/11 17:00:00
257,2019/10/11,18,5.0085,2.3308,4.8329,6.5267,1.4258,818.7283,91.1267,261.67,81872.83, 18:00:00,2019/10/11 18:00:00
258,2019/10/11,19,0.0,0.0,0.0,4.9042,1.7083,818.7475,102.7767,271.2283,81874.75, 19:00:00,2019/10/11 19:00:00
259,2019/10/11,20,0.0031,0.0,0.0031,3.2242,2.1767,818.3117,114.235,281.3033,81831.17, 20:00:00,2019/10/11 20:00:00
260,2019/10/11,21,0.0056,0.0,0.0056,3.5017,3.4258,817.8525,125.2467,292.9067,81785.25, 21:00:00,2019/10/11 21:00:00
261,2019/10/11,22,0.0037,0.0,0.0037,2.7067,2.9675,817.3442,135.2117,307.5133,81734.42, 22:00:00,2019/10/11 22:00:00
262,2019/10/11,23,0.0087,0.0,0.0087,3.6608,3.6842,816.7933,143.055,327.0167,81679.33, 23:00:00,2019/10/11 23:00:00
263,2019/10/12,0,0.0068,0.0,0.0068,5.0933,4.3492,816.0367,147.1067,277.1176,81603.67, 0:00:00,2019/10/12 0:00:00
264,2019/10/12,1,0.0049,0.0,0.0049,6.2725,4.5325,815.725,145.9917,19.0792,81572.5, 1:00:00,2019/10/12 1:00:00
265,2019/10/12,2,0.0068,0.0,0.0068,4.2233,1.8475,815.5317,140.1383,41.9873,81553.17, 2:00:00,2019/10/12 2:00:00
266,2019/10/12,3,0.0043,0.0,0.0043,5.2792,1.915,815.1325,131.245,59.2208,81513.25, 3:00:00,2019/10/12 3:00:00
267,2019/10/12,4,0.0112,0.0,0.0112,1.7808,1.7483,814.9725,120.7583,72.3668,81497.25, 4:00:00,2019/10/12 4:00:00
268,2019/10/12,5,0.0093,0.0,0.0093,4.33,1.8525,814.9467,109.5133,83.20100000000001,81494.67, 5:00:00,2019/10/12 5:00:00
269,2019/10/12,6,0.2751,0.0,0.2751,4.0067,2.335,814.9925,97.995,92.9667,81499.25, 6:00:00,2019/10/12 6:00:00
270,2019/10/12,7,51.0376,316.6564,17.9144,4.7767,3.1175,814.945,86.4567,102.5733,81494.5, 7:00:00,2019/10/12 7:00:00
271,2019/10/12,8,233.9154,760.9292,43.0248,7.5392,2.5625,815.0942,75.6315,112.7833,81509.42, 8:00:00,2019/10/12 8:00:00
272,2019/10/12,9,414.8747,864.7038,56.6454,10.0942,1.875,815.1417,65.5575,124.4,81514.17, 9:00:00,2019/10/12 9:00:00
273,2019/10/12,10,563.6529,917.6562,62.8671,12.0658,2.0408,814.9842,56.9295,138.2583,81498.42, 10:00:00,2019/10/12 10:00:00
274,2019/10/12,11,666.1396,947.8763,64.6162,14.11,2.8167,814.6125,50.6033,154.9717,81461.25, 11:00:00,2019/10/12 11:00:00
275,2019/10/12,12,711.7132,959.9767,63.8632,14.6433,2.3583,814.15,47.556000000000004,174.2383,81415.0, 12:00:00,2019/10/12 12:00:00
276,2019/10/12,13,694.2717,949.4636,64.1444,15.7017,2.3175,813.4392,48.4217,194.2033,81343.92, 13:00:00,2019/10/12 13:00:00
277,2019/10/12,14,619.5059,926.3639999999999,62.1583,16.0467,2.4625,812.8775,53.0073,212.5033,81287.75, 14:00:00,2019/10/12 14:00:00
278,2019/10/12,15,493.3066,883.4758,57.5178,16.5875,2.4825,812.6483,60.4558,227.9333,81264.83, 15:00:00,2019/10/12 15:00:00
279,2019/10/12,16,327.158,802.827,48.7997,17.0233,1.8292,812.6517,69.8087,240.7017,81265.17, 16:00:00,2019/10/12 16:00:00
280,2019/10/12,17,139.9957,609.9215,31.8368,17.2358,1.2067,812.835,80.3042,251.5917,81283.5, 17:00:00,2019/10/12 17:00:00
281,2019/10/12,18,4.425,0.2073,4.4125,14.6875,2.1958,813.0875,91.4167,261.4233,81308.75, 18:00:00,2019/10/12 18:00:00
282,2019/10/12,19,0.0,0.0,0.0,12.0042,2.2308,813.3817,103.0617,270.9733,81338.17, 19:00:00,2019/10/12 19:00:00
283,2019/10/12,20,0.0,0.0,0.0,12.045,2.4,813.6108,114.525,281.0333,81361.08, 20:00:00,2019/10/12 20:00:00
284,2019/10/12,21,0.0,0.0,0.0,10.85,3.2058,813.6208,125.5517,292.6267,81362.08, 21:00:00,2019/10/12 21:00:00
285,2019/10/12,22,0.0,0.0,0.0,10.565,3.01,813.54,135.545,307.2517,81354.0, 22:00:00,2019/10/12 22:00:00
286,2019/10/12,23,0.0,0.0,0.0,9.6667,3.7,813.35,143.4067,326.835,81335.0, 23:00:00,2019/10/12 23:00:00
287,2019/10/13,0,0.0,0.0,0.0,8.7925,3.3225,813.4233,147.475,274.1601,81342.33, 0:00:00,2019/10/13 0:00:00
288,2019/10/13,1,0.0,0.0,0.0,8.3983,2.3808,813.6125,146.3367,19.3551,81361.25, 1:00:00,2019/10/13 1:00:00
289,2019/10/13,2,0.0,0.0,0.0,7.4542,2.2,813.8317,140.4217,42.3727,81383.17, 2:00:00,2019/10/13 2:00:00
290,2019/10/13,3,0.0,0.0,0.0,6.9075,2.955,813.59,131.485,59.6148,81359.0, 3:00:00,2019/10/13 3:00:00
291,2019/10/13,4,0.0,0.0,0.0,7.7408,3.5,813.5617,120.965,72.73899999999999,81356.17, 4:00:00,2019/10/13 4:00:00
292,2019/10/13,5,0.0019,0.0,0.0019,7.8442,3.2433,813.9,109.7033,83.5475,81390.0, 5:00:00,2019/10/13 5:00:00
293,2019/10/13,6,0.2382,0.0,0.2382,8.0217,4.0325,814.015,98.1867,93.3,81401.5, 6:00:00,2019/10/13 6:00:00
294,2019/10/13,7,49.3988,327.5034,15.8605,8.74,4.8592,814.305,86.6533,102.89,81430.5, 7:00:00,2019/10/13 7:00:00
295,2019/10/13,8,232.8144,785.5936,38.8989,10.9208,3.5275,814.86,75.8507,113.1033,81486.0, 8:00:00,2019/10/13 8:00:00
296,2019/10/13,9,413.398,884.2893,50.6374,13.925,1.9625,815.2458,65.8058,124.7283,81524.58, 9:00:00,2019/10/13 9:00:00
297,2019/10/13,10,558.8591,925.5361,57.9188,15.0842,2.33,815.2325,57.218,138.545,81523.25, 10:00:00,2019/10/13 10:00:00
298,2019/10/13,11,657.5853,943.3483,63.1562,16.735,2.9917,814.9967,50.9363,155.205,81499.67, 11:00:00,2019/10/13 11:00:00
299,2019/10/13,12,703.4131,953.4562,64.4882,17.6825,2.7242,814.7217,47.923,174.36,81472.17, 12:00:00,2019/10/13 12:00:00
300,2019/10/13,13,689.1604,949.5485,63.7242,18.5208,2.7258,814.01,48.799,194.1917,81401.0, 13:00:00,2019/10/13 13:00:00
301,2019/10/13,14,615.384,929.5758,60.8474,19.315,2.2358,813.465,53.372,212.3783,81346.5, 14:00:00,2019/10/13 14:00:00
302,2019/10/13,15,491.4883,891.7356,56.1986,19.4492,2.3942,813.2108,60.7955,227.7383,81321.08, 15:00:00,2019/10/13 15:00:00
303,2019/10/13,16,325.3906,815.2635,47.1328,19.7158,2.09,813.2117,70.1247,240.4833,81321.17, 16:00:00,2019/10/13 16:00:00
304,2019/10/13,17,136.901,606.0266,31.2594,19.0392,2.0975,813.3792,80.6008,251.355,81337.92, 17:00:00,2019/10/13 17:00:00
305,2019/10/13,18,3.5669,0.1366,3.5592,16.785,1.4617,813.4983,91.7083,261.1767,81349.83, 18:00:00,2019/10/13 18:00:00
306,2019/10/13,19,0.0,0.0,0.0,14.9017,2.3817,813.9025,103.3417,270.7117,81390.25, 19:00:00,2019/10/13 19:00:00
307,2019/10/13,20,0.0,0.0,0.0,13.3825,2.925,813.8667,114.8133,280.7617,81386.67, 20:00:00,2019/10/13 20:00:00
308,2019/10/13,21,0.0,0.0,0.0,12.0833,4.2433,813.64,125.86,292.35,81364.0, 21:00:00,2019/10/13 21:00:00
309,2019/10/13,22,0.0,0.0,0.0,11.9925,5.8075,813.42,135.87,306.995,81342.0, 22:00:00,2019/10/13 22:00:00
310,2019/10/13,23,0.0,0.0,0.0,11.8167,4.8533,813.2983,143.7783,326.6667,81329.83, 23:00:00,2019/10/13 23:00:00
311,2019/10/14,0,0.0,0.0,0.0,11.4767,5.43,813.0392,147.8533,274.1956,81303.92, 0:00:00,2019/10/14 0:00:00
312,2019/10/14,1,0.0,0.0,0.0,11.0683,4.6675,812.9383,146.675,19.6306,81293.83, 1:00:00,2019/10/14 1:00:00
313,2019/10/14,2,0.0,0.0,0.0,11.0342,5.7042,812.7533,140.7083,42.7578,81275.33, 2:00:00,2019/10/14 2:00:00
314,2019/10/14,3,0.0074,0.0,0.0074,10.6233,4.6558,812.7792,131.7217,60.0078,81277.92, 3:00:00,2019/10/14 3:00:00
315,2019/10/14,4,0.016,0.0,0.016,10.0917,3.9467,813.0758,121.1717,73.1087,81307.58, 4:00:00,2019/10/14 4:00:00
316,2019/10/14,5,0.0123,0.0,0.0123,9.1242,3.4383,813.255,109.895,83.8948,81325.5, 5:00:00,2019/10/14 5:00:00
317,2019/10/14,6,0.1987,0.0,0.1987,9.55,2.6008,813.4167,98.3783,93.6283,81341.67, 6:00:00,2019/10/14 6:00:00
318,2019/10/14,7,41.9898,229.2209,17.3167,9.3408,3.635,813.295,86.8533,103.2183,81329.5, 7:00:00,2019/10/14 7:00:00
319,2019/10/14,8,220.1816,721.2982,43.7155,11.715,2.5033,813.6325,76.067,113.4217,81363.25, 8:00:00,2019/10/14 8:00:00
320,2019/10/14,9,399.6816,843.8343,56.6608,16.0317,1.11,813.7308,66.0562,125.0317,81373.08, 9:00:00,2019/10/14 9:00:00
321,2019/10/14,10,543.6009,892.164,64.402,18.1808,2.6883,813.5217,57.5073,138.8317,81352.17, 10:00:00,2019/10/14 10:00:00
322,2019/10/14,11,642.2434,914.6851,70.0503,18.9475,3.4058,813.13,51.268,155.4333,81313.0, 11:00:00,2019/10/14 11:00:00
323,2019/10/14,12,685.0133,920.2431,72.7146,19.6558,3.0967,812.7417,48.288999999999994,174.4733,81274.17, 12:00:00,2019/10/14 12:00:00
324,2019/10/14,13,672.4525,914.3662,74.693,20.21,3.6058,812.1375,49.174,194.1733,81213.75, 13:00:00,2019/10/14 13:00:00
325,2019/10/14,14,613.3118,888.8695,87.4524,20.7275,2.9425,811.7675,53.733999999999995,212.2533,81176.75, 14:00:00,2019/10/14 14:00:00
326,2019/10/14,15,256.8814,323.3888,92.8153,20.4208,2.3542,811.69,61.1333,227.5517,81169.0, 15:00:00,2019/10/14 15:00:00
327,2019/10/14,16,56.785,15.2046,50.6644,19.4967,1.66,811.9192,70.4373,240.26,81191.92, 16:00:00,2019/10/14 16:00:00
328,2019/10/14,17,95.6934,319.0937,45.8667,19.3625,1.4,812.3342,80.8875,251.12,81233.42, 17:00:00,2019/10/14 17:00:00
329,2019/10/14,18,4.3219,0.0799,4.3175,17.6633,2.5492,812.9325,91.9967,260.9267,81293.25, 18:00:00,2019/10/14 18:00:00
330,2019/10/14,19,0.0,0.0,0.0,16.2758,4.1058,813.555,103.62,270.4533,81355.5, 19:00:00,2019/10/14 19:00:00
331,2019/10/14,20,0.0,0.0,0.0,15.7242,4.82,814.0025,115.0983,280.4883,81400.25, 20:00:00,2019/10/14 20:00:00
332,2019/10/14,21,0.0,0.0,0.0,14.7992,5.335,814.55,126.1617,292.085,81455.0, 21:00:00,2019/10/14 21:00:00
333,2019/10/14,22,0.0,0.0,0.0,13.4542,5.835,815.4283,136.2,306.7217,81542.83, 22:00:00,2019/10/14 22:00:00
334,2019/10/14,23,0.0,0.0,0.0,13.2783,3.2825,815.8917,144.1383,326.4817,81589.17, 23:00:00,2019/10/14 23:00:00
335,2019/10/15,0,0.0,0.0,0.0,12.1408,4.3525,816.1133,148.235,271.2325,81611.33, 0:00:00,2019/10/15 0:00:00
336,2019/10/15,1,0.0,0.0,0.0,12.5433,3.5117,816.6283,147.015,19.9049,81662.83, 1:00:00,2019/10/15 1:00:00
337,2019/10/15,2,0.0,0.0,0.0,8.7775,4.2308,818.3783,140.9933,43.1445,81837.83, 2:00:00,2019/10/15 2:00:00
338,2019/10/15,3,0.0,0.0,0.0,5.0383,3.2967,820.0533,131.96,60.3998,82005.33, 3:00:00,2019/10/15 3:00:00
339,2019/10/15,4,0.0062,0.0,0.0062,4.1758,1.7858,820.6525,121.3767,73.4758,82065.25, 4:00:00,2019/10/15 4:00:00
340,2019/10/15,5,0.0062,0.0,0.0062,3.3867,1.7242,820.7142,110.0883,84.2385,82071.42, 5:00:00,2019/10/15 5:00:00
341,2019/10/15,6,0.0968,0.0,0.0968,2.6083,1.2717,820.32,98.5717,93.9533,82032.0, 6:00:00,2019/10/15 6:00:00
342,2019/10/15,7,41.1581,246.514,16.4435,2.4383,1.3367,820.13,87.0567,103.5333,82013.0, 7:00:00,2019/10/15 7:00:00
343,2019/10/15,8,212.9161,703.5958,43.8192,4.42,1.0392,820.6917,76.2857,113.7333,82069.17, 8:00:00,2019/10/15 8:00:00
344,2019/10/15,9,391.227,819.9651,61.1534,6.4633,1.315,820.8675,66.3062,125.3317,82086.75, 9:00:00,2019/10/15 9:00:00
345,2019/10/15,10,498.9033,707.0251,122.3953,7.53,1.635,820.8942,57.7975,139.1133,82089.42, 10:00:00,2019/10/15 10:00:00
346,2019/10/15,11,633.9869,903.1305,73.0105,9.0708,1.7383,820.7325,51.6,155.645,82073.25, 11:00:00,2019/10/15 11:00:00
347,2019/10/15,12,673.7782,901.9267,77.9672,10.3467,1.9275,820.7167,48.6528,174.5867,82071.67, 12:00:00,2019/10/15 12:00:00
348,2019/10/15,13,538.5338,720.3758,67.7589,11.2858,2.26,820.3758,49.5477,194.1533,82037.58, 13:00:00,2019/10/15 13:00:00
349,2019/10/15,14,559.4178,827.841,75.5612,11.8432,2.2534,820.1407,54.1356,212.2508,82014.07, 14:00:00,2019/10/15 14:00:00
350,2019/10/15,15,464.8932,825.9702,70.0479,12.7325,1.7517,820.0475,61.4683,227.3583,82004.75, 15:00:00,2019/10/15 15:00:00
351,2019/10/15,16,301.6879,735.9199,57.6996,12.8267,1.7317,820.1775,70.748,240.035,82017.75, 16:00:00,2019/10/15 16:00:00
352,2019/10/15,17,117.0724,478.43800000000005,35.1482,12.5358,1.5042,820.2542,81.1773,250.8783,82025.42, 17:00:00,2019/10/15 17:00:00
353,2019/10/15,18,3.2215,0.0867,3.2168,10.9075,1.0933,820.78,92.2783,260.6783,82078.0, 18:00:00,2019/10/15 18:00:00
354,2019/10/15,19,0.0,0.0,0.0,9.4508,0.7367,821.52,103.8983,270.1933,82152.0, 19:00:00,2019/10/15 19:00:00
355,2019/10/15,20,0.0,0.0,0.0,8.7933,0.5475,821.8842,115.38,280.215,82188.42, 20:00:00,2019/10/15 20:00:00
356,2019/10/15,21,0.0,0.0,0.0,7.9025,0.8858,822.1742,126.455,291.7917,82217.42, 21:00:00,2019/10/15 21:00:00
357,2019/10/15,22,0.0,0.0,0.0,7.2708,2.2767,822.0808,136.52,306.46,82208.08, 22:00:00,2019/10/15 22:00:00
358,2019/10/15,23,0.0,0.0,0.0,6.4217,2.9058,821.6908,144.4883,326.3083,82169.08, 23:00:00,2019/10/15 23:00:00
359,2019/10/16,0,0.0,0.0,0.0,5.8808,3.1125,821.175,148.5983,271.2676,82117.5, 0:00:00,2019/10/16 0:00:00
360,2019/10/16,1,0.0,0.0,0.0,5.3408,3.1192,820.7775,147.3533,20.1817,82077.75, 1:00:00,2019/10/16 1:00:00
361,2019/10/16,2,0.0,0.0,0.0,5.8158,2.2425,820.08,141.2783,43.5297,82008.0, 2:00:00,2019/10/16 2:00:00
362,2019/10/16,3,0.0,0.0,0.0,6.13,0.6142,819.47,132.1917,60.7907,81947.0, 3:00:00,2019/10/16 3:00:00
363,2019/10/16,4,0.0,0.0,0.0,6.0158,0.6567,818.9708,121.5817,73.842,81897.08, 4:00:00,2019/10/16 4:00:00
364,2019/10/16,5,0.0,0.0,0.0,5.9825,1.005,818.5092,110.28,84.5785,81850.92, 5:00:00,2019/10/16 5:00:00
365,2019/10/16,6,0.2018,0.0,0.2018,6.8017,1.1592,818.3358,98.76,94.28,81833.58, 6:00:00,2019/10/16 6:00:00
366,2019/10/16,7,28.2697,44.8025,25.2069,7.1708,1.6908,818.5817,87.255,103.85,81858.17, 7:00:00,2019/10/16 7:00:00
367,2019/10/16,8,143.2326,113.40100000000001,113.535,7.7892,0.9225,819.2058,76.5077,114.0467,81920.58, 8:00:00,2019/10/16 8:00:00
368,2019/10/16,9,408.6589,490.5891,205.9077,13.9625,1.1683,819.6017,66.557,125.63,81960.17, 9:00:00,2019/10/16 9:00:00
369,2019/10/16,10,518.9779,465.3672,276.5618,20.2758,1.635,819.7258,58.0872,139.3883,81972.58, 10:00:00,2019/10/16 10:00:00
370,2019/10/16,11,646.4314,502.4956,338.6581,20.7275,2.9533,819.3017,51.9313,155.8583,81930.17, 11:00:00,2019/10/16 11:00:00
371,2019/10/16,12,471.4016,215.4812,330.6336,21.2408,2.2442,818.9317,49.0147,174.6883,81893.17, 12:00:00,2019/10/16 12:00:00
372,2019/10/16,13,429.0551,153.2816,331.8058,21.8792,1.5283,818.2858,49.9182,194.1333,81828.58, 13:00:00,2019/10/16 13:00:00
