0,Golden,Colorado,-7,39.739,-105.172,0,,,,,,
Date (MM/DD/YYYY),Time (HH:MM),nothing,GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),temp_air,Windspeed (m/s),Avg Pressure [mBar],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Air pressure (Pa),Alb
12/23/2019,11:00:00,10,136.86,5.27,135.19,11.19,3.86,813.94,72.22,144.2,81393.75,0.145122506
12/23/2019,12:00:00,11,218.93,4.02,217.38,13.09,2.25,813.95,66.63,157.62,81395.33,0.155369853
12/23/2019,13:00:00,12,226.16,0.78,225.81,12.53,0.72,813.1,63.65,172.4,81309.58,0.156623422
12/23/2019,14:00:00,13,378.83,212.98,285.33,13.95,0.92,812.17,63.66,187.72,81216.83,0.170240675
12/23/2019,15:00:00,14,322.55,208.84,237.36,14.59,1.09,811.44,66.66,202.48,81143.67,0.163220624
12/23/2019,16:00:00,15,235.28,107.34,202.49,14.52,0.82,811.2,72.27,215.89,81120.42,0.14213633
12/23/2019,17:00:00,16,93.58,0.09,93.56,12.26,2.23,811.26,79.91,227.65,81126.33,0.123970238
12/23/2019,18:00:00,17,10.34,0.48,10.31,9.94,2.48,811.71,88.96,237.96,81171,0.223154408
12/23/2019,19:00:00,18,0,0,0,9.8,2.3,811.81,99.34,247.21,81180.75,0.26
12/23/2019,20:00:00,19,0,0,0,8.81,2.41,812.05,110.28,255.88,81204.58,0.26
12/23/2019,21:00:00,20,0,0,0,8.73,2.31,811.98,121.62,264.58,81198.25,0.26
12/23/2019,22:00:00,21,0,0,0,8.03,2.66,811.57,133.13,274.15,81157.17,0.26
12/23/2019,23:00:00,22,0,0,0,7.51,3.43,811.32,144.45,286.22,81131.92,0.26
12/23/2019,00:00:00,23,0,0,0,7.68,3.71,811.09,154.84,304.55,81108.75,0.26
12/24/2019,01:00:00,0,0,0,0,7.65,3,810.66,162.16,337.34,81066.25,0.26
12/24/2019,02:00:00,1,0,0,0,6.9,3.64,809.87,162.17,22.63,80986.58,0.26
12/24/2019,03:00:00,2,0,0,0,6.6,4.3,809.26,154.85,55.42,80925.67,0.26
12/24/2019,04:00:00,3,0,0,0,6.51,3.98,809.23,144.45,73.77,80922.67,0.26
12/24/2019,05:00:00,4,0,0,0,6.3,4.2,808.97,133.14,85.83,80896.92,0.26
12/24/2019,06:00:00,5,0,0,0,5.95,4.59,808.84,121.63,95.41,80883.67,0.26
12/24/2019,07:00:00,6,0,0,0,5.49,4.53,809.19,110.28,104.11,80918.67,0.26
12/24/2019,08:00:00,7,0,0,0,5.89,2.85,809.61,99.35,112.78,80960.67,0.26
12/24/2019,09:00:00,8,8.93,1.27,8.84,6.55,2.81,809.43,88.96,122.03,80943.17,0.163959173
12/24/2019,10:00:00,9,73.04,0.85,72.88,7.34,1.55,810.03,79.91,132.34,81003,0.130071343
12/24/2019,11:00:00,10,125.18,1.14,124.89,7.54,1.34,810.38,72.26,144.09,81038.33,0.139409699
12/24/2019,12:00:00,11,188.48,75.57,156.88,8.53,0.94,809.95,66.65,157.49,80994.92,0.152458913
12/24/2019,13:00:00,12,342.13,356.33,182.72,10.08,1.23,809.13,63.65,172.27,80913.17,0.170240883
12/24/2019,14:00:00,13,322.12,265.36,202.95,10.14,1.84,808.25,63.63,187.59,80824.5,0.164700329
12/24/2019,15:00:00,14,254.86,97.67,217.85,9.9,1.66,807.87,66.61,202.38,80787.08,0.159368291
12/24/2019,16:00:00,15,298.08,593.99,118.11,9.88,1.56,807.7,72.2,215.8,80770.25,0.101004962
12/24/2019,17:00:00,16,173.04,672.72,50.74,10.15,0.75,807.52,79.82,227.56,80752.42,0.09944269
12/24/2019,18:00:00,17,17.46,96.8,9.1,8.51,1.1,807.09,88.86,237.89,80708.58,0.159303788
12/24/2019,19:00:00,18,0,0,0,6.32,2.31,806.67,99.24,247.15,80667.33,0.26
12/24/2019,20:00:00,19,0,0,0,4.47,2.56,806.52,110.17,255.83,80652.08,0.26
12/24/2019,21:00:00,20,0,0,0,3.94,3.77,806.15,121.52,264.52,80614.67,0.26
12/24/2019,22:00:00,21,0,0,0,4.28,3.24,805.84,133.02,274.08,80584.25,0.26
12/24/2019,23:00:00,22,0,0,0,4.99,2.44,805.35,144.34,286.12,80535,0.26
12/24/2019,00:00:00,23,0,0,0,4.46,3.43,804.61,154.75,304.39,80461.42,0.26
12/25/2019,01:00:00,0,0,0,0,5.01,1.9,803.69,162.1,337,80369.17,0.26
12/25/2019,02:00:00,1,0,0,0,3.39,2.1,802.8,162.18,25.26,80279.83,0.26
12/25/2019,03:00:00,2,0,0,0,2.48,3.63,802.27,154.91,55.19,80226.67,0.26
12/25/2019,04:00:00,3,0,0,0,2.01,4.1,802.5,144.53,73.63,80250.08,0.26
12/25/2019,05:00:00,4,0,0,0,1.91,3.79,802.43,133.22,85.73,80242.75,0.26
12/25/2019,06:00:00,5,0,0,0,2.5,2.83,802.64,121.72,95.32,80264.08,0.26
12/25/2019,07:00:00,6,0,0,0,2.37,2.65,803.08,110.36,104.01,80308.08,0.26
12/25/2019,08:00:00,7,0,0,0,2.03,3.18,803.26,99.42,112.69,80326.25,0.26
12/25/2019,09:00:00,8,26.52,145.96,15.56,2.34,2.98,803.74,89.02,121.94,80373.83,0.255186121
12/25/2019,10:00:00,9,141.53,399.13,77.44,3.97,3.14,804.17,79.96,132.23,80417.08,0.18082443
12/25/2019,11:00:00,10,372.25,868.78,107,7.32,1.86,804.6,72.3,143.97,80460,0.198023109
12/25/2019,12:00:00,11,427.74,934.12,57.55,9.81,1.74,804.51,66.66,157.37,80450.5,0.186418246
12/25/2019,13:00:00,12,491.04,963.68,63.07,9.55,3.5,803.68,63.64,172.14,80368.08,0.182346347
12/25/2019,14:00:00,13,390.77,398.59,213.06,9.78,2.62,803.15,63.59,187.47,80314.92,0.170344694
12/25/2019,15:00:00,14,226.59,172.84,153.44,8.53,4.08,802.95,66.55,202.27,80295.08,0.137916393
12/25/2019,16:00:00,15,104.17,54.59,89.8,5.68,6.74,803.98,72.12,215.71,80398.17,0.118184189
12/25/2019,17:00:00,16,52.15,8.78,50.22,4.8,5.52,805.05,79.73,227.49,80504.5,0.112915493
12/25/2019,18:00:00,17,18.93,7.91,18.36,5.14,3.78,805.82,88.76,237.83,80581.5,0.254320015
12/25/2019,19:00:00,18,0,0,0,5.29,3.76,806.39,99.14,247.09,80639.33,0.26
12/25/2019,20:00:00,19,0,0,0,4.05,3.58,807.22,110.07,255.77,80721.5,0.26
12/25/2019,21:00:00,20,0,0,0,3.33,4.34,807.89,121.41,264.48,80788.5,0.26
12/25/2019,22:00:00,21,0,0,0,2.29,6.03,808.23,132.91,274.03,80823.08,0.26
12/25/2019,23:00:00,22,0,0,0,1.45,3.65,809.1,144.23,286.03,80910,0.26
12/25/2019,00:00:00,23,0,0,0,0.63,3.56,809.6,154.65,304.23,80960.08,0.26
12/26/2019,01:00:00,0,0,0,0,0.12,4.65,809.31,162.04,336.68,80931.25,0.26
12/26/2019,02:00:00,1,0,0,0,-0.04,4.27,809.38,162.18,27.88,80938.33,0.26
12/26/2019,03:00:00,2,0,0,0,-0.44,2.5,809.72,154.97,54.95,80971.67,0.26
12/26/2019,04:00:00,3,0,0,0,-0.73,2.71,810.04,144.61,73.47,81004,0.26
12/26/2019,05:00:00,4,0,0,0,-1.29,3.36,810.25,133.3,85.61,81025.17,0.26
12/26/2019,06:00:00,5,0,0,0,-1.52,3.5,810.52,121.79,95.21,81051.92,0.26
12/26/2019,07:00:00,6,0,0,0,-1.6,3.54,810.93,110.44,103.92,81093,0.26
12/26/2019,08:00:00,7,0,0,0,-1.34,3.51,811.36,99.49,112.59,81135.67,0.820318461
12/26/2019,09:00:00,8,20.08,115.42,11.15,-1.56,2.22,812.08,89.08,121.84,81208,0.236040222
12/26/2019,10:00:00,9,162.97,707.86,36.67,-2.36,1.72,813,80,132.12,81299.92,0.223518287
12/26/2019,11:00:00,10,316.8,875.54,50.33,-0.52,1.89,813.61,72.33,143.86,81360.5,0.201285762
12/26/2019,12:00:00,11,430.52,937.46,59.21,-0.11,1.77,813.94,66.67,157.24,81394,0.188839919
12/26/2019,13:00:00,12,489.4,957.4,63.89,0.49,1.88,813.64,63.62,172.01,81364.33,0.184405861
12/26/2019,14:00:00,13,490.46,959.12,63.26,1.23,2.02,813.2,63.55,187.35,81320.25,0.186096348
12/26/2019,15:00:00,14,432.64,933.43,59.98,1.14,2.21,813.12,66.48,202.16,81311.58,0.187004022
12/26/2019,16:00:00,15,319.04,862.81,52.33,1.1,2.34,813.42,72.04,215.61,81342.42,0.089690396
12/26/2019,17:00:00,16,164.76,676.84,38.82,0.23,2.11,814.12,79.64,227.43,81411.5,0.086346763
12/26/2019,18:00:00,17,17.66,79.9,10.58,-0.86,1.68,814.73,88.66,237.77,81472.5,0.26193337
12/26/2019,19:00:00,18,0,0,0,-2.04,2.02,815.03,99.03,247.04,81503.17,0.26
12/26/2019,20:00:00,19,0,0,0,-2.61,1.19,815.42,109.95,255.73,81542.33,0.26
12/26/2019,21:00:00,20,0,0,0,-2.61,1.32,815.65,121.29,264.43,81564.75,0.26
12/26/2019,22:00:00,21,0,0,0,-2.83,0.52,815.6,132.8,273.99,81560,0.26
12/26/2019,23:00:00,22,0,0,0,-2.54,1.6,815.44,144.12,285.98,81543.58,0.26
12/26/2019,00:00:00,23,0,0,0,-3.08,2.03,815.3,154.55,304.09,81529.67,0.26
12/27/2019,01:00:00,0,0,0,0,-3.44,1.95,814.88,161.96,336.37,81487.67,0.26
12/27/2019,02:00:00,1,0,0,0,-3.44,2.12,814.6,162.18,30.49,81459.58,0.26
12/27/2019,03:00:00,2,0,0,0,-3.65,2.63,814.37,155.02,54.69,81437.17,0.26
12/27/2019,04:00:00,3,0,0,0,-4.8,3.32,814.04,144.68,73.3,81404.33,0.26
12/27/2019,05:00:00,4,0,0,0,-5.01,2.95,813.67,133.37,85.47,81367.33,0.26
12/27/2019,06:00:00,5,0,0,0,-4.95,3.44,813.22,121.87,95.1,81322.08,0.26
12/27/2019,07:00:00,6,0,0,0,-4.98,3.23,812.83,110.51,103.81,81283.33,0.26
12/27/2019,08:00:00,7,0,0,0,-4.8,2.84,812.48,99.55,112.49,81248.08,0.820318551
12/27/2019,09:00:00,8,16.38,58.34,12.28,-4.21,2.2,812.3,89.14,121.72,81229.67,0.236389163
12/27/2019,10:00:00,9,171.34,431.09,97.69,-3.14,1.22,812.16,80.04,132.01,81215.5,0.199465467
12/27/2019,11:00:00,10,240.37,480.98,103.87,-1.02,1.27,812.23,72.35,143.74,81222.58,0.176883643
12/27/2019,12:00:00,11,272.78,86.16,236.96,-1.38,1.66,811.54,66.67,157.11,81153.75,0.166636631
12/27/2019,13:00:00,12,417.92,475.26,204.46,-0.71,1.88,809.95,63.59,171.88,80994.67,0.177968022
12/27/2019,14:00:00,13,479.67,774.34,133.9,0.4,1.86,808.9,63.5,187.22,80889.83,0.185671266
12/27/2019,15:00:00,14,421.5,811.06,96.85,1.03,1.77,807.83,66.41,202.06,80782.83,0.186439465
12/27/2019,16:00:00,15,257.52,563.64,75.52,1.15,2.22,807.32,71.95,215.53,80732.42,0.115732353
12/27/2019,17:00:00,16,103.03,200.76,63.47,-0.47,2.03,807.21,79.54,227.36,80720.58,0.086489619
12/27/2019,18:00:00,17,9.92,0.93,9.85,-1.91,1.44,806.93,88.55,237.72,80692.83,0.250181777
12/27/2019,19:00:00,18,0,0,0,-2.89,2.22,806.86,98.91,247.01,80686.33,0.26
12/27/2019,20:00:00,19,0,0,0,-3.19,2.33,806.4,109.84,255.7,80639.67,0.26
12/27/2019,21:00:00,20,0,0,0,-3.33,1.57,806.02,121.18,264.4,80601.5,0.26
12/27/2019,22:00:00,21,0,0,0,-3.24,0.93,805.45,132.68,273.95,80545.42,0.26
12/27/2019,23:00:00,22,0,0,0,-3.31,1.29,805.12,144.01,285.91,80512.42,0.26
12/27/2019,00:00:00,23,0,0,0,-3.59,1.66,804.61,154.44,303.99,80461.42,0.26
12/28/2019,01:00:00,0,0,0,0,-3.64,1.97,804.1,161.88,336.08,80409.83,0.26
12/28/2019,02:00:00,1,0,0,0,-3.51,2.12,803.54,162.17,33.1,80354.17,0.26
12/28/2019,03:00:00,2,0,0,0,-3.51,2.13,803.76,155.07,54.42,80375.67,0.26
12/28/2019,04:00:00,3,0,0,0,-3.39,2.14,803.6,144.74,73.12,80360.25,0.26
12/28/2019,05:00:00,4,0,0,0,-3.52,1.5,803.37,133.44,85.33,80336.83,0.26
12/28/2019,06:00:00,5,0,0,0,-3.73,1.4,803.75,121.93,94.98,80374.5,0.26
12/28/2019,07:00:00,6,0,0,0,-3.8,1.77,804.42,110.57,103.7,80441.58,0.26
12/28/2019,08:00:00,7,0,0,0,-4.57,3.82,805.24,99.61,112.39,80523.5,0.820318486
12/28/2019,09:00:00,8,10.48,1.5,10.38,-4.91,3.56,805.8,89.18,121.61,80579.83,0.401796679
12/28/2019,10:00:00,9,68.7,0.45,68.64,-4.76,3.08,806.35,80.08,131.88,80635.42,0.856481608
12/28/2019,11:00:00,10,144.53,0.01,144.52,-4.42,2.52,806.8,72.37,143.62,80680.33,0.853351798
12/28/2019,12:00:00,11,228.43,0,228.43,-3.95,2.39,806.78,66.66,156.98,80678.17,0.852059739
12/28/2019,13:00:00,12,183.88,0.16,183.81,-4.09,2.77,806.36,63.56,171.74,80636.08,0.85161925
12/28/2019,14:00:00,13,167.27,0.15,167.2,-5.09,4.22,806.27,63.44,187.11,80626.75,0.854206212
12/28/2019,15:00:00,14,191.84,0.39,191.68,-5.72,4.82,806.48,66.33,201.96,80648.33,0.85454715
12/28/2019,16:00:00,15,118.98,0.01,118.98,-6.18,4.1,807.06,71.85,215.45,80706.25,0.854369252
12/28/2019,17:00:00,16,76.02,0.06,76.01,-6.06,3.08,807.53,79.43,227.3,80752.83,0.852549072
12/28/2019,18:00:00,17,8.04,1.03,7.97,-6.09,2.68,808.02,88.43,237.67,80802.17,0.392579609
12/28/2019,19:00:00,18,0,0,0,-6.07,0.92,808.35,98.79,246.97,80834.75,0.26
12/28/2019,20:00:00,19,0,0,0,-6.21,1.53,808.55,109.72,255.67,80854.92,0.26
12/28/2019,21:00:00,20,0,0,0,-6.73,2.02,808.66,121.05,264.38,80866.25,0.26
12/28/2019,22:00:00,21,0,0,0,-6.66,1.47,808.81,132.56,273.92,80880.5,0.26
12/28/2019,23:00:00,22,0,0,0,-7.23,1.95,808.81,143.89,285.87,80881.08,0.26
12/28/2019,00:00:00,23,0,0,0,-7.83,2.35,808.53,154.33,303.87,80852.75,0.26
12/29/2019,01:00:00,0,0,0,0,-8.08,2.59,808.04,161.81,335.8,80803.92,0.26
12/29/2019,02:00:00,1,0,0,0,-8.09,3.91,807.62,162.16,35.71,80762.33,0.26
12/29/2019,03:00:00,2,0,0,0,-8.09,3.73,807.71,155.1,54.13,80771.42,0.820318459
12/29/2019,04:00:00,3,0,0,0,-7.76,3.21,808.04,144.8,72.93,80804.33,0.26
12/29/2019,05:00:00,4,0,0,0,-7.88,3.69,808.01,133.5,85.19,80800.75,0.820318386
12/29/2019,06:00:00,5,0,0,0,-7.53,3.85,807.99,122,94.86,80798.75,0.26
12/29/2019,07:00:00,6,0,0,0,-6.96,5,807.91,110.63,103.59,80790.83,0.26
12/29/2019,08:00:00,7,0,0,0,-6.36,6.24,807.88,99.66,112.27,80787.5,0.820318468
12/29/2019,09:00:00,8,28.89,92.31,22.15,-6.11,5.73,808.42,89.23,121.49,80841.5,0.860964116
12/29/2019,10:00:00,9,144.48,401.02,68.4,-5.68,4.49,809.03,80.1,131.76,80903.33,0.831390465
12/29/2019,11:00:00,10,321.84,846.66,63.89,-4.41,3.31,809.51,72.37,143.47,80951.17,0.88396021
12/29/2019,12:00:00,11,478.66,913.33,116.77,-2.95,2.57,809.66,66.65,156.84,80965.67,0.948957188
12/29/2019,13:00:00,12,504.52,958.94,76.8,-4.2,2.56,809.27,63.51,171.62,80926.58,0.962664409
12/29/2019,14:00:00,13,504.19,971.38,68.83,-2.87,1.22,808.76,63.37,186.99,80876,0.956379503
12/29/2019,15:00:00,14,446.77,948.86,64.27,-1.98,1.25,808.51,66.24,201.86,80851,0.915421879
12/29/2019,16:00:00,15,334.27,886.54,56.04,-1.05,1.09,808.66,71.75,215.38,80865.5,0.428377773
12/29/2019,17:00:00,16,182.53,755.45,40.13,-1.7,3.87,809.16,79.32,227.25,80916.25,0.699415654
12/29/2019,18:00:00,17,24.78,138.76,12.12,-3.6,5.88,809.72,88.31,237.64,80972.25,0.68106501
12/29/2019,19:00:00,18,0,0,0,-4.62,7.38,810.05,98.67,246.93,81004.83,0.26
12/29/2019,20:00:00,19,0,0,0,-4.97,6.63,810.44,109.59,255.66,81044.17,0.26
12/29/2019,21:00:00,20,0,0,0,-4.86,6.8,810.79,120.93,264.37,81078.75,0.26
12/29/2019,22:00:00,21,0,0,0,-4.98,6.73,811.06,132.43,273.9,81106.17,0.26
12/29/2019,23:00:00,22,0,0,0,-5.14,5.46,811.42,143.76,285.85,81141.67,0.26
12/29/2019,00:00:00,23,0,0,0,-5.1,6.62,811.64,154.21,303.77,81163.83,0.26
12/30/2019,01:00:00,0,0,0,0,-5.32,6.61,811.68,161.71,335.53,81167.75,0.26
12/30/2019,02:00:00,1,0,0,0,-5.37,5.81,811.98,162.13,38.31,81198,0.26
12/30/2019,03:00:00,2,0,0,0,-5.27,5.57,812.57,155.13,53.84,81256.67,0.26
12/30/2019,04:00:00,3,0,0,0,-5.44,5.9,812.88,144.85,72.72,81287.75,0.26
12/30/2019,05:00:00,4,0,0,0,-5.34,6.66,812.65,133.56,85.03,81264.5,0.26
12/30/2019,06:00:00,5,0,0,0,-5.15,5.81,812.54,122.06,94.72,81254.42,0.26
12/30/2019,07:00:00,6,0,0,0,-4.99,5.1,813,110.69,103.47,81300.33,0.26
12/30/2019,08:00:00,7,0,0,0,-4.92,6.04,813.22,99.71,112.14,81321.58,0.820318485
12/30/2019,09:00:00,8,20.27,158.1,9.63,-5.01,4.73,813.95,89.26,121.37,81394.75,0.860640711
12/30/2019,10:00:00,9,164.74,745.52,33.45,-3.95,2.47,814.71,80.12,131.63,81471.17,0.895079187
12/30/2019,11:00:00,10,324.87,914.57,47.25,-1.31,1.27,815.8,72.37,143.35,81580,0.93452325
12/30/2019,12:00:00,11,442.1,976.34,54.59,-0.51,1.14,816.05,66.62,156.71,81605.25,0.89973562
12/30/2019,13:00:00,12,506.8,1007.39,56.74,0.49,2.05,815.57,63.47,171.48,81556.5,0.868545548
12/30/2019,14:00:00,13,509.54,1009.06,56.1,0.65,2.34,814.9,63.3,186.88,81490.33,0.840774907
12/30/2019,15:00:00,14,452.68,984.31,54.42,0.61,2.54,814.41,66.14,201.77,81441.25,0.779421749
12/30/2019,16:00:00,15,339.44,922.31,48.25,0.36,3.22,814.56,71.64,215.3,81455.58,0.337489468
12/30/2019,17:00:00,16,184.67,781.14,35.86,-0.22,2.73,814.83,79.2,227.2,81483.25,0.672186489
12/30/2019,18:00:00,17,23.74,145.79,10.22,-1.55,1.08,815.05,88.19,237.6,81505.25,0.52497732
12/30/2019,19:00:00,18,0,0,0,-3.95,1.06,815.29,98.54,246.92,81529.33,0.26
12/30/2019,20:00:00,19,0,0,0,-4.53,2.29,815.53,109.47,255.64,81552.58,0.26
12/30/2019,21:00:00,20,0,0,0,-4.4,2.57,815.85,120.8,264.35,81585.08,0.26
12/30/2019,22:00:00,21,0,0,0,-4.02,4.25,815.62,132.3,273.9,81562.42,0.26
12/30/2019,23:00:00,22,0,0,0,-3.62,4.07,815.82,143.63,285.81,81582,0.26
12/30/2019,00:00:00,23,0,0,0,-2.81,5.87,815.88,154.08,303.7,81588.33,0.26
12/31/2019,01:00:00,0,0,0,0,-2.52,7.78,815.42,161.6,335.27,81542,0.26
12/31/2019,02:00:00,1,0,0,0,-2.68,8.11,814.86,162.1,40.9,81486,0.26
12/31/2019,03:00:00,2,0,0,0,-2.51,7.9,814.66,155.15,53.53,81465.75,0.26
12/31/2019,04:00:00,3,0,0,0,-2.28,7.33,814.74,144.89,72.51,81474,0.26
12/31/2019,05:00:00,4,0,0,0,-1.95,4.29,814.74,133.62,84.87,81474.17,0.26
12/31/2019,06:00:00,5,0,0,0,-1.72,3.83,814.3,122.11,94.58,81429.58,0.26
12/31/2019,07:00:00,6,0,0,0,-1.53,4.04,814.21,110.74,103.34,81421.08,0.26
12/31/2019,08:00:00,7,0,0,0,-0.88,4.74,814.19,99.75,112.03,81418.58,0.410159261
12/31/2019,09:00:00,8,21.41,163.9,10.41,-0.27,3.97,813.84,89.29,121.25,81384.42,0.708012914
12/31/2019,10:00:00,9,169.64,759.21,36.44,1.69,3.88,813.84,80.14,131.5,81384.17,0.877582351
12/31/2019,11:00:00,10,331.72,930.38,49.21,3.89,2.51,814.08,72.37,143.22,81407.83,0.805910231
12/31/2019,12:00:00,11,451.03,991.99,56.79,6.09,1.8,813.75,66.59,156.57,81375,0.735545412
12/31/2019,13:00:00,12,513.96,1015.53,59.39,7.23,1.76,812.48,63.41,171.35,81247.83,0.617549524
12/31/2019,14:00:00,13,516.44,1015.37,58.88,5.97,1.88,810.96,63.22,186.76,81095.92,0.454918923
12/31/2019,15:00:00,14,458.33,990.65,55.97,5.79,1.57,810.33,66.04,201.68,81032.92,0.322432946
12/31/2019,16:00:00,15,349.12,933.47,52.56,6.47,1.35,809.9,71.52,215.25,80989.75,0.135103665
12/31/2019,17:00:00,16,148.3,523.16,35.85,6.85,1.02,809.75,79.08,227.15,80975,0.168499502
12/31/2019,18:00:00,17,13.36,49.76,9.46,5.19,1.19,809.35,88.06,237.58,80934.83,0.218603907
12/31/2019,19:00:00,18,0,0,0,5.08,1.11,808.8,98.41,246.91,80880.25,0.26
12/31/2019,20:00:00,19,0,0,0,6.21,4.3,808.38,109.34,255.64,80837.83,0.26
12/31/2019,21:00:00,20,0,0,0,6.78,3.23,808.34,120.67,264.35,80833.83,0.26
12/31/2019,22:00:00,21,0,0,0,5.94,1.94,808.13,132.17,273.9,80813,0.26
12/31/2019,23:00:00,22,0,0,0,5.57,1.96,807.68,143.5,285.8,80768.42,0.26
12/31/2019,00:00:00,23,0,0,0,5.52,2.39,807.18,153.96,303.63,80717.83,0.26
