0,Golden,Colorado,-7,39.739,-105.172,0,
Date (MM/DD/YYYY),Time (HH:MM),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Dry-bulb (C),Pressure (mbar),Alb
02/25/2021,22:00:00,0,0.168536133333333,0.00380056666666667,-5.28753333333333,987.14,0
02/25/2021,23:00:00,0,0.334886383333333,0.00028505,-5.07351666666667,987.07,0
02/25/2021,00:00:00,0,0.25144925,0,-6.86631666666667,987.01,0
02/26/2021,01:00:00,0,0.17852105,0,-7.29546666666667,986.58,0
02/26/2021,02:00:00,0,0.125681433333333,0,-7.78206666666667,986.16,0
02/26/2021,03:00:00,0,0.347833516666667,0,-7.49578333333333,985.73,0
02/26/2021,04:00:00,0,0.25494975,0.0291693333333333,-6.80965,986.09,0
02/26/2021,05:00:00,0,0.32841815,0.0929002666666667,-5.75246666666667,986.45,0
02/26/2021,06:00:00,0,0.176584066666667,0.05472805,-4.5618,986.81,0
02/26/2021,07:00:00,9.61213,80.0670412666667,6.2760258,-3.83608333333333,987.43,0.440924029111111
02/26/2021,08:00:00,156.691578333333,665.757466666667,50.415245,-2.01726666666667,988.05,0.47172683225
02/26/2021,09:00:00,356.845383333333,901.490816666667,62.7103316666667,0.890716666666667,988.67,0.625781769483333
02/26/2021,10:00:00,547.215416666667,993.9331,75.66762,4.37711666666667,988.21,0.83471726495
02/26/2021,11:00:00,690.098483333333,1047.523,76.4078916666667,3.64295,987.76,0.857290929966667
02/26/2021,12:00:00,775.047466666667,1067.79166666667,81.7967083333333,4.8116,987.3,0.83944067085
02/26/2021,13:00:00,781.299066666667,1058.99333333333,82.6850283333333,7.3966,986.35,0.8112966615
02/26/2021,14:00:00,729.81615,1047.12733333333,79.9433316666667,6.77883333333333,985.4,0.781482750566667
02/26/2021,15:00:00,588.135816666667,951.256671666667,81.0234216666667,6.75806666666667,984.46,0.695635095383333
02/26/2021,16:00:00,393.852506666667,741.882792833333,100.442213333333,5.54891666666667,984.62,0.5213506599
02/26/2021,17:00:00,228.595196666667,712.965716666667,58.21943,4.89763333333333,984.78,0.375974016833333
02/26/2021,18:00:00,26.5722805166667,77.2548394666667,17.3712274666667,2.80818333333333,984.95,0.605045908028571
02/26/2021,19:00:00,0,0.02536365,0.02251825,1.86395,985.73,0
02/26/2021,20:00:00,0,0.185415516666667,0,1.38975,986.52,0
02/26/2021,21:00:00,0,0.161626566666667,0,0.561666666666667,987.3,0
02/26/2021,22:00:00,0,0.159177966666667,0,-0.346583333333333,987.36,0
02/26/2021,23:00:00,0,0.386750383333333,0.00028505,-1.94921666666667,987.43,0
02/26/2021,00:00:00,0,0.135650966666667,0.00665098333333333,-3.06621666666667,987.5,0
02/27/2021,01:00:00,0,0.131609833333333,0,-3.71065,987.07,0
02/27/2021,02:00:00,0,0.130841366666667,0,-3.52833333333333,986.65,0
02/27/2021,03:00:00,0,0.0682190833333333,0,-3.493,986.22,0
02/27/2021,04:00:00,0,0.0869353,0,-2.8654,986.58,0
02/27/2021,05:00:00,0,0.179293683333333,0,-3.14718333333333,986.94,0
02/27/2021,06:00:00,0,0.162064566666667,0,-3.09818333333333,987.3,0
02/27/2021,07:00:00,13.0135085666667,72.01619755,9.86735433333333,-3.20076666666667,987.99,0.824336462869565
02/27/2021,08:00:00,146.92185,619.819266666667,43.441185,-2.9071,988.67,0.78087613105
02/27/2021,09:00:00,426.23615,851.10365,142.16767,-0.806483333333333,989.36,0.759909247066667
02/27/2021,10:00:00,338.184383333333,231.6393531,236.8205,-0.780483333333333,988.77,0.757348569533333
02/27/2021,11:00:00,354.5638,75.0832232666667,306.244266666667,-0.730066666666667,988.18,0.740809017683333
02/27/2021,12:00:00,393.559516666667,75.0056268333333,343.41125,0.45,987.59,0.74197360935
02/27/2021,13:00:00,434.412566666667,117.448324083333,353.005716666667,0.8206,986.71,0.716288971366667
