0,Golden,Colorado,-7,39.739,-105.172,0,
Date (MM/DD/YYYY),Time (HH:MM),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Dry-bulb (C),Pressure (mbar),Alb
01/01/2020,01:00:00,0,0.0676539,0.0010845,7.691124178,992.14,0
01/01/2020,02:00:00,0,0.048797833,0.001113817,6.487868328,991.97,0
01/01/2020,03:00:00,0,0.040591633,0.0081061,7.170459078,991.81,0
01/01/2020,04:00:00,0,0.011522933,0.005538083,7.283302067,991.94,0
01/01/2020,05:00:00,0,0.002444267,0.001051933,8.020831728,992.07,0
01/01/2020,06:00:00,0,0.013879867,0.008786667,8.043876544,992.2,0
01/01/2020,07:00:00,0.0076235,0.227400067,0.003681767,8.05302765,992.69,0
01/01/2020,08:00:00,8.838999783,30.0905119,9.172748233,6.486899956,993.18,0.279343175
01/01/2020,09:00:00,52.560505,39.82857668,45.07281,9.491526378,993.67,0.242797088
01/01/2020,10:00:00,246.570155,488.902266,92.05500833,10.89063792,993.02,0.23692986
01/01/2020,11:00:00,151.1512333,40.2194219,139.3793,10.75976378,992.36,0.177786719
01/01/2020,12:00:00,143.3754783,1.45843215,146.26878,8.394789506,991.71,0.162983722
01/01/2020,13:00:00,144.7002583,7.321930333,143.9089333,8.875524406,990.86,0.158103695
01/01/2020,14:00:00,341.25925,514.2940915,142.0408333,10.26939874,990.01,0.172768496
01/01/2020,15:00:00,298.876905,695.355984,87.83813667,10.83731203,989.16,0.095877648
01/01/2020,16:00:00,175.3087683,704.08425,39.76794167,9.165020989,989.49,0.147205061
01/01/2020,17:00:00,18.76519578,64.13113475,13.47942635,6.951627372,989.82,0.110771316
01/01/2020,18:00:00,0.0000904833,0.150320967,0.058103933,5.606747861,990.14,0
01/01/2020,19:00:00,0,0.080835883,0.004671783,2.346135547,990.8,0
01/01/2020,20:00:00,0,0.0508929,0.014046333,2.150488018,991.45,0
01/01/2020,21:00:00,0,0,0.005692783,4.4467192,992.1,0
01/01/2020,22:00:00,0,0.07411295,0,4.566462533,992.14,0
01/01/2020,23:00:00,0,0.00253155,0,4.272855217,992.17,0
01/01/2020,00:00:00,0,0.061891867,0,3.899107283,992.2,0
01/02/2020,01:00:00,0,0.01344345,0.0000309333,3.998664667,992.3,0
01/02/2020,02:00:00,0,0.070883483,0,3.128084183,992.4,0
01/02/2020,03:00:00,0,0.009253267,0,2.446388928,992.49,0
01/02/2020,04:00:00,0,0.050020483,0,2.587533294,992.66,0
01/02/2020,05:00:00,0,0.188995317,0,1.874196435,992.82,0
01/02/2020,06:00:00,0,0.1326018,0.001639817,0.615322934,992.98,0
01/02/2020,07:00:00,0,0.149362567,0,1.176800521,993.57,0
01/02/2020,08:00:00,8.14892355,4.433021567,8.947563983,0.641442507,994.16,0.143157341
01/02/2020,09:00:00,56.44754667,93.58851632,36.308595,-0.027161837,994.75,0.155044826
01/02/2020,10:00:00,319.90295,864.0263667,62.36646833,4.861536178,994,0.218781283
01/02/2020,11:00:00,431.9734667,944.1028333,62.35517167,6.970523617,993.25,0.203698242
01/02/2020,12:00:00,490.3251,968.0519333,62.87780667,6.962801678,992.49,0.197583566
01/02/2020,13:00:00,497.5143667,962.7629833,67.89870167,7.048164406,991.55,0.197754642
01/02/2020,14:00:00,445.1090333,921.8213667,73.23866333,7.578418233,990.6,0.191630333
01/02/2020,15:00:00,337.00603,805.42074,80.210835,7.258671461,989.65,0.100555059
01/02/2020,16:00:00,180.6095833,716.4727667,44.44013833,5.616291994,989.82,0.161885216
01/02/2020,17:00:00,26.63322445,122.9051804,15.34856827,3.493190806,989.98,0.122649934
01/02/2020,18:00:00,0.00377605,0.0768194,0.038859667,1.695184603,990.14,0
01/02/2020,19:00:00,0,0.040330433,0,2.339791906,990.76,0
01/02/2020,20:00:00,0,0.2313306,0.005228717,1.199142901,991.38,0
01/02/2020,21:00:00,0,0.096112217,0,1.362955004,992,0
01/02/2020,22:00:00,0,0.055431917,0,1.574199906,992.1,0
01/02/2020,23:00:00,0,0.1480516,0,1.122029904,992.2,0
01/02/2020,00:00:00,0,0.059797033,0.000340333,0.54976742,992.3,0
01/03/2020,01:00:00,0,0.053424717,0,0.391560519,992.33,0
01/03/2020,02:00:00,0,0.064947367,0,-0.152567656,992.36,0
01/03/2020,03:00:00,0,0.04940915,0.001206633,-0.04320816,992.4,0
01/03/2020,04:00:00,0,0.012308617,0.000309383,0.445858962,992.66,0
