0,Cologne,Germany,0,50.935,6.992,57,
Date (MM/DD/YYYY),Time (HH:MM),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Dry-bulb (C),Alb,pressure (PA)
07/29/2010,19:00:00,0,0,0,18.38,,100847
07/29/2010,20:00:00,0,0,0,17.77,,100864
07/29/2010,21:00:00,0,0,0,17.48,,100854
07/29/2010,22:00:00,0,0,0,17.18,,100844
07/29/2010,23:00:00,0,0,0,16.89,,100834
07/30/2010,00:00:00,0,0,0,16.67,,100824
07/30/2010,01:00:00,0,0,0,16.45,,100814
07/30/2010,02:00:00,0,0,0,16.24,,100804
07/30/2010,03:00:00,0,0,0,16.57,,100808
07/30/2010,04:00:00,0,0,0,16.89,,100811
07/30/2010,05:00:00,55,11.38,53,17.22,,100814
07/30/2010,06:00:00,60,0,60,17.78,,100811
07/30/2010,07:00:00,126,0,126,18.34,,100808
07/30/2010,08:00:00,85,0,85,18.9,,100804
07/30/2010,09:00:00,340,35.86,314,19.34,,100771
07/30/2010,10:00:00,335,16.22,322,19.78,,100738
07/30/2010,11:00:00,381,26.18,359,20.22,,100705
07/30/2010,12:00:00,386,28.62,362,20.74,,100682
07/30/2010,13:00:00,603,301.36,363,21.26,,100659
07/30/2010,14:00:00,672,668.18,193,21.79,,100635
07/30/2010,15:00:00,415,214.75,285,21.58,,100632
07/30/2010,16:00:00,439,705.15,108,21.37,,100629
07/30/2010,17:00:00,137,31.42,127,21.16,,100625
07/30/2010,18:00:00,78,67.76,67,20.4,,100655
07/30/2010,19:00:00,0,0,0,19.64,,100685
07/30/2010,20:00:00,0,0,0,18.88,,100715
07/30/2010,21:00:00,0,0,0,18.83,,100712
07/30/2010,22:00:00,0,0,0,18.79,,100708
07/30/2010,23:00:00,0,0,0,18.74,,100705
07/31/2010,00:00:00,0,0,0,18.01,,100712
07/31/2010,01:00:00,0,0,0,17.28,,100718
07/31/2010,02:00:00,0,0,0,16.55,,100725
07/31/2010,03:00:00,0,0,0,17.07,,100728
07/31/2010,04:00:00,0,0,0,17.6,,100731
07/31/2010,05:00:00,80,92.67,64,18.12,,100735
07/31/2010,06:00:00,203,200.72,137,19.35,,100741
07/31/2010,07:00:00,238,66.78,206,20.58,,100748
07/31/2010,08:00:00,213,4.89,210,21.81,,100755
07/31/2010,09:00:00,364,53.96,325,22.15,,100738
07/31/2010,10:00:00,182,0,182,22.48,,100722
07/31/2010,11:00:00,557,179.01,407,22.81,,100705
07/31/2010,12:00:00,605,251.15,395,22.62,,100712
07/31/2010,13:00:00,425,65.49,373,22.43,,100718
07/31/2010,14:00:00,63,0,63,22.25,,100725
07/31/2010,15:00:00,140,0,140,21.75,,100728
07/31/2010,16:00:00,163,6.43,160,18.01,,100731
07/31/2010,17:00:00,133,28.56,124,18.08,,100735
07/31/2010,18:00:00,24,0,24,18.15,,100761
07/31/2010,19:00:00,0,0,0,18.23,,100788
07/31/2010,20:00:00,0,0,0,18.3,,100814
07/31/2010,21:00:00,0,0,0,18.37,,100798
07/31/2010,22:00:00,0,0,0,18.44,,100781
07/31/2010,23:00:00,0,0,0,18.52,,100765
08/01/2014,00:00:00,0,0,0,18.59,,100735
08/01/2014,01:00:00,0,0,0,18.66,,100715
08/01/2014,02:00:00,0,0,0,18.73,,100695
08/01/2014,03:00:00,0,0,0,18.8,,100678
08/01/2014,04:00:00,0,0,0,18.88,,100662
08/01/2014,05:00:00,57,17.7,54,18.95,,100645
08/01/2014,06:00:00,254,429.6,114,19.02,,100639
08/01/2014,07:00:00,404,518.39,157,19.09,,100632
08/01/2014,08:00:00,572,682.48,155,24.92,,100625
08/01/2014,09:00:00,710,781.62,147,25.36,,100582
08/01/2014,10:00:00,684,466.8,312,25.79,,100539
08/01/2014,11:00:00,746,530.15,303,26.23,,100496
08/01/2014,12:00:00,735,507.32,312,26.01,,100473
08/01/2014,13:00:00,721,577.36,264,25.78,,100450
08/01/2014,14:00:00,619,501.58,262,25.56,,100427
08/01/2014,15:00:00,517,510.12,211,25.03,,100413
08/01/2014,16:00:00,415,621.36,127,24.51,,100400
08/01/2014,17:00:00,171,108.99,137,23.98,,100387
08/01/2014,18:00:00,93,205.71,61,22.75,,100387
08/01/2014,19:00:00,0,0,0,21.51,,100387
08/01/2014,20:00:00,0,0,0,20.28,,100387
08/01/2014,21:00:00,0,0,0,19.99,,100354
08/01/2014,22:00:00,0,0,0,19.71,,100320
08/01/2014,23:00:00,0,0,0,19.42,,100287
08/02/2014,00:00:00,0,0,0,19.04,,100267
08/02/2014,01:00:00,0,0,0,18.65,,100248
08/02/2014,02:00:00,0,0,0,18.27,,100228
08/02/2014,03:00:00,0,0,0,18.99,,100218
08/02/2014,04:00:00,0,0,0,19.71,,100208
08/02/2014,05:00:00,40,0,40,20.42,,100198
08/02/2014,06:00:00,270,554.34,91,22.06,,100188
08/02/2014,07:00:00,426,635.41,125,23.69,,100178
08/02/2014,08:00:00,587,757.72,126,25.32,,100168
08/02/2014,09:00:00,715,808,135,25.14,,100125
08/02/2014,10:00:00,826,913.77,100,24.95,,100082
08/02/2014,11:00:00,563,180.02,413,24.77,,100039
08/02/2014,12:00:00,495,102.24,410,23.96,,100039
08/02/2014,13:00:00,808,866.92,124,23.14,,100039
08/02/2014,14:00:00,287,12.69,278,22.33,,100039
08/02/2014,15:00:00,378,154.11,286,21.52,,100075
08/02/2014,16:00:00,290,167.24,213,20.72,,100112
08/02/2014,17:00:00,269,631.8,74,19.91,,100148
08/02/2014,18:00:00,90,203.92,59,19.51,,100191
08/02/2014,19:00:00,0,0,0,19.11,,100234
08/02/2014,20:00:00,0,0,0,18.71,,100277
08/02/2014,21:00:00,0,0,0,18.47,,100274
08/02/2014,22:00:00,0,0,0,18.24,,100271
08/02/2014,23:00:00,0,0,0,18,,100267
08/03/2014,00:00:00,0,0,0,17.86,,100287
08/03/2014,01:00:00,0,0,0,17.71,,100307
08/03/2014,02:00:00,0,0,0,17.56,,100327
08/03/2014,03:00:00,0,0,0,17.97,,100370
08/03/2014,04:00:00,0,0,0,18.38,,100413
08/03/2014,05:00:00,115,392.53,51,18.79,,100456
08/03/2014,06:00:00,255,468.91,105,19.8,,100476
08/03/2014,07:00:00,405,547.89,147,20.8,,100496
08/03/2014,08:00:00,456,310.35,268,21.8,,100516
08/03/2014,09:00:00,588,411.02,294,21.82,,100499
08/03/2014,10:00:00,585,262.61,377,21.84,,100483
08/03/2014,11:00:00,759,575.36,281,21.86,,100466
08/03/2014,12:00:00,626,282.32,392,22.17,,100516
08/03/2014,13:00:00,618,334.44,355,22.49,,100566
08/03/2014,14:00:00,566,373.78,302,22.8,,100615
08/03/2014,15:00:00,497,457.89,225,22.48,,100635
08/03/2014,16:00:00,408,618.94,125,22.17,,100655
08/03/2014,17:00:00,247,491.43,97,21.85,,100675
08/03/2014,18:00:00,103,370.65,48,20.95,,100708
08/03/2014,19:00:00,0,0,0,20.04,,100741
08/03/2014,20:00:00,0,0,0,19.14,,100775
08/03/2014,21:00:00,0,0,0,18.3,,100771
08/03/2014,22:00:00,0,0,0,17.46,,100768
08/03/2014,23:00:00,0,0,0,16.62,,100765
08/04/2014,00:00:00,0,0,0,16.57,,100765
08/04/2014,01:00:00,0,0,0,16.51,,100765
08/04/2014,02:00:00,0,0,0,16.46,,100765
08/04/2014,03:00:00,0,0,0,16.8,,100798
08/04/2014,04:00:00,0,0,0,17.15,,100831
08/04/2014,05:00:00,10,0,10,17.49,,100864
08/04/2014,06:00:00,136,34.72,125,18.06,,100891
08/04/2014,07:00:00,184,14.96,177,18.62,,100917
08/04/2014,08:00:00,393,175.77,287,19.18,,100944
08/04/2014,09:00:00,364,51.91,327,19.42,,100934
08/04/2014,10:00:00,678,466.09,310,19.65,,100924
08/04/2014,11:00:00,734,517.94,305,19.89,,100914
08/04/2014,12:00:00,624,283.19,390,20.13,,100947
08/04/2014,13:00:00,545,206.71,383,20.36,,100980
08/04/2014,14:00:00,62,0,62,20.6,,101013
08/04/2014,15:00:00,71,0,71,20.07,,101030
08/04/2014,16:00:00,224,57.27,198,19.55,,101046
08/04/2014,17:00:00,205,261.82,126,19.02,,101063
08/04/2014,18:00:00,31,0,31,18.16,,101106
08/04/2014,19:00:00,0,0,0,17.29,,101149
08/04/2014,20:00:00,0,0,0,16.43,,101192
08/04/2014,21:00:00,0,0,0,16.15,,101202
08/04/2014,22:00:00,0,0,0,15.88,,101212
08/04/2014,23:00:00,0,0,0,15.6,,101222
08/05/2014,00:00:00,0,0,0,15.33,,101249
08/05/2014,01:00:00,0,0,0,15.06,,101275
08/05/2014,02:00:00,0,0,0,14.79,,101302
08/05/2014,03:00:00,0,0,0,15.25,,101315
08/05/2014,04:00:00,0,0,0,15.71,,101328
08/05/2014,05:00:00,75,95.88,60,16.17,,101341
08/05/2014,06:00:00,215,277.29,128,17.25,,101351
08/05/2014,07:00:00,378,447.17,170,18.33,,101361
08/05/2014,08:00:00,481,393.11,245,19.41,,101371
08/05/2014,09:00:00,616,499.92,261,20.06,,101355
08/05/2014,10:00:00,593,285.9,368,20.71,,101338
08/05/2014,11:00:00,810,738.76,200,21.36,,101321
08/05/2014,12:00:00,833,821.95,156,21.29,,101335
08/05/2014,13:00:00,811,910.42,100,21.23,,101348
08/05/2014,14:00:00,711,860.78,108,21.16,,101361
08/05/2014,15:00:00,587,852.26,86,20.82,,101351
08/05/2014,16:00:00,351,381.71,179,20.49,,101341
08/05/2014,17:00:00,196,234.79,126,20.15,,101331
08/05/2014,18:00:00,80,177.51,55,19.87,,101361
08/05/2014,19:00:00,0,0,0,19.59,,101391
08/05/2014,20:00:00,0,0,0,19.31,,101421
08/05/2014,21:00:00,0,0,0,18.66,,101408
08/05/2014,22:00:00,0,0,0,18.01,,101394
08/05/2014,23:00:00,0,0,0,17.36,,101381
08/06/2014,00:00:00,0,0,0,16.02,,101345
08/06/2014,01:00:00,0,0,0,14.67,,101308
08/06/2014,02:00:00,0,0,0,13.33,,101272
08/06/2014,03:00:00,0,0,0,14.33,,101255
08/06/2014,04:00:00,0,0,0,15.33,,101239
08/06/2014,05:00:00,106,372.3,49,16.33,,101222
08/06/2014,06:00:00,175,128.77,135,18.24,,101209
08/06/2014,07:00:00,318,242.31,206,20.14,,101195
08/06/2014,08:00:00,529,560.6,194,22.04,,101182
08/06/2014,09:00:00,707,818.43,128,22.41,,101139
08/06/2014,10:00:00,810,894.99,108,22.78,,101096
08/06/2014,11:00:00,872,963.45,79,23.15,,101053
08/06/2014,12:00:00,741,550.58,289,22.78,,101017
08/06/2014,13:00:00,720,610.44,245,22.42,,100980
08/06/2014,14:00:00,345,44.44,314,22.05,,100944
08/06/2014,15:00:00,345,114.6,278,20.95,,100934
08/06/2014,16:00:00,144,2.24,143,19.85,,100924
08/06/2014,17:00:00,46,0,46,18.75,,100914
08/06/2014,18:00:00,23,0,23,18.5,,100920
08/06/2014,19:00:00,0,0,0,18.26,,100927
08/06/2014,20:00:00,0,0,0,18.01,,100934
08/06/2014,21:00:00,0,0,0,18.03,,100910
08/06/2014,22:00:00,0,0,0,18.05,,100887
08/06/2014,23:00:00,0,0,0,18.06,,100864
08/07/2014,00:00:00,0,0,0,17.57,,100857
08/07/2014,01:00:00,0,0,0,17.08,,100851
08/07/2014,02:00:00,0,0,0,16.59,,100844
08/07/2014,03:00:00,0,0,0,16.88,,100847
08/07/2014,04:00:00,0,0,0,17.17,,100851
08/07/2014,05:00:00,64,60.11,55,17.46,,100854
08/07/2014,06:00:00,59,0,59,18.63,,100871
08/07/2014,07:00:00,355,374.52,183,19.8,,100887
08/07/2014,08:00:00,508,495.99,213,20.97,,100904
08/07/2014,09:00:00,672,696.71,181,21.7,,100891
08/07/2014,10:00:00,711,574.39,262,22.43,,100877
08/07/2014,11:00:00,851,894.69,117,23.16,,100864
08/07/2014,12:00:00,661,365.44,362,23,,100884
08/07/2014,13:00:00,576,269.6,367,22.83,,100904
08/07/2014,14:00:00,620,551.53,237,22.67,,100924
08/07/2014,15:00:00,534,638.2,163,22.23,,100920
08/07/2014,16:00:00,309,252.48,197,21.8,,100917
08/07/2014,17:00:00,244,560.78,81,21.36,,100914
08/07/2014,18:00:00,77,195.61,51,19.8,,100957
08/07/2014,19:00:00,0,0,0,18.23,,101000
08/07/2014,20:00:00,0,0,0,16.67,,101043
08/07/2014,21:00:00,0,0,0,16.39,,101050
08/07/2014,22:00:00,0,0,0,16.11,,101056
08/07/2014,23:00:00,0,0,0,15.82,,101063
08/08/2014,00:00:00,0,0,0,15.98,,101030
08/08/2014,01:00:00,0,0,0,16.14,,100997
08/08/2014,02:00:00,0,0,0,16.3,,100963
08/08/2014,03:00:00,0,0,0,16.99,,100940
08/08/2014,04:00:00,0,0,0,17.69,,100917
08/08/2014,05:00:00,54,27.34,50,18.38,,100894
08/08/2014,06:00:00,225,368.1,113,20.15,,100874
08/08/2014,07:00:00,388,530.4,146,21.91,,100854
08/08/2014,08:00:00,409,223.01,277,23.67,,100834
08/08/2014,09:00:00,687,762.12,152,23.8,,100775
08/08/2014,10:00:00,484,128.37,384,23.93,,100715
08/08/2014,11:00:00,810,764.39,185,24.06,,100655
08/08/2014,12:00:00,675,402.28,347,23.31,,100599
08/08/2014,13:00:00,484,132.08,382,22.55,,100543
08/08/2014,14:00:00,85,0,85,21.8,,100486
08/08/2014,15:00:00,84,0,84,21.37,,100456
08/08/2014,16:00:00,170,13.64,164,20.94,,100427
08/08/2014,17:00:00,37,0,37,20.51,,100397
08/08/2014,18:00:00,8,0,8,20.31,,100367
08/08/2014,19:00:00,0,0,0,20.11,,100337
08/08/2014,20:00:00,0,0,0,19.91,,100307
08/08/2014,21:00:00,0,0,0,19.97,,100248
08/08/2014,22:00:00,0,0,0,20.03,,100188
08/08/2014,23:00:00,0,0,0,20.09,,100128
08/09/2014,00:00:00,0,0,0,20.02,,100049
08/09/2014,01:00:00,0,0,0,19.94,,99969
08/09/2014,02:00:00,0,0,0,19.87,,99890
08/09/2014,03:00:00,0,0,0,19.42,,99933
08/09/2014,04:00:00,0,0,0,18.97,,99976
08/09/2014,05:00:00,80,182.02,54,18.51,,100019
08/09/2014,06:00:00,73,0,73,18.9,,100142
08/09/2014,07:00:00,315,253.74,200,19.28,,100264
08/09/2014,08:00:00,338,101.86,278,19.66,,100387
08/09/2014,09:00:00,606,497.72,258,20.58,,100456
08/09/2014,10:00:00,617,350.42,345,21.5,,100526
08/09/2014,11:00:00,726,526.48,297,22.42,,100596
08/09/2014,12:00:00,444,67.7,389,22.42,,100645
08/09/2014,13:00:00,579,283.42,361,22.43,,100695
08/09/2014,14:00:00,572,425.86,279,22.43,,100745
08/09/2014,15:00:00,422,283.75,259,21.8,,100751
08/09/2014,16:00:00,379,563.89,133,21.16,,100758
08/09/2014,17:00:00,161,137.89,122,20.53,,100765
08/09/2014,18:00:00,71,184.54,48,19.44,,100781
08/09/2014,19:00:00,0,0,0,18.34,,100798
08/09/2014,20:00:00,0,0,0,17.25,,100814
08/09/2014,21:00:00,0,0,0,17.67,,100765
08/09/2014,22:00:00,0,0,0,18.09,,100715
08/09/2014,23:00:00,0,0,0,18.51,,100665
08/10/2014,00:00:00,0,0,0,18.49,,100606
08/10/2014,01:00:00,0,0,0,18.46,,100546
08/10/2014,02:00:00,0,0,0,18.44,,100486
08/10/2014,03:00:00,0,0,0,18.83,,100440
08/10/2014,04:00:00,0,0,0,19.22,,100393
08/10/2014,05:00:00,39,7.18,38,19.6,,100347
08/10/2014,06:00:00,246,540.68,85,21.05,,100320
08/10/2014,07:00:00,403,633.13,118,22.49,,100294
08/10/2014,08:00:00,187,1.71,186,23.94,,100267
08/10/2014,09:00:00,270,8.62,264,24.07,,100185
08/10/2014,10:00:00,289,5.17,285,24.21,,100102
08/10/2014,11:00:00,202,0,202,24.34,,100019
08/10/2014,12:00:00,247,0,247,23.83,,99956
08/10/2014,13:00:00,69,0,69,23.33,,99893
08/10/2014,14:00:00,154,0,154,22.82,,99830
08/10/2014,15:00:00,319,89.33,268,22.04,,99820
08/10/2014,16:00:00,258,134.12,200,21.27,,99810
08/10/2014,17:00:00,30,0,30,20.49,,99800
08/10/2014,18:00:00,9,0,9,19.53,,99873
08/10/2014,19:00:00,0,0,0,18.57,,99946
08/10/2014,20:00:00,0,0,0,17.61,,100019
08/10/2014,21:00:00,0,0,0,16.93,,100102
08/10/2014,22:00:00,0,0,0,16.25,,100185
08/10/2014,23:00:00,0,0,0,15.56,,100267
08/11/2014,00:00:00,0,0,0,14.92,,100337
08/11/2014,01:00:00,0,0,0,14.28,,100407
08/11/2014,02:00:00,0,0,0,13.64,,100476
08/11/2014,03:00:00,0,0,0,14.02,,100519
08/11/2014,04:00:00,0,0,0,14.4,,100562
08/11/2014,05:00:00,85,272.39,48,14.78,,100606
08/11/2014,06:00:00,236,492.4,91,15.97,,100635
08/11/2014,07:00:00,410,688.98,102,17.16,,100665
08/11/2014,08:00:00,480,433.87,227,18.35,,100695
08/11/2014,09:00:00,607,517.7,248,18.85,,100698
08/11/2014,10:00:00,588,299.8,357,19.36,,100702
08/11/2014,11:00:00,636,330.02,369,19.86,,100705
08/11/2014,12:00:00,638,338.53,365,19.27,,100702
08/11/2014,13:00:00,748,747.19,178,18.68,,100698
08/11/2014,14:00:00,673,783.83,139,18.09,,100695
08/11/2014,15:00:00,486,500.66,202,17.93,,100685
08/11/2014,16:00:00,323,343.01,176,17.76,,100675
08/11/2014,17:00:00,215,447.86,92,17.6,,100665
08/11/2014,18:00:00,43,34.48,39,17.04,,100672
08/11/2014,19:00:00,0,0,0,16.47,,100678
08/11/2014,20:00:00,0,0,0,15.91,,100685
08/11/2014,21:00:00,0,0,0,15.71,,100672
08/11/2014,22:00:00,0,0,0,15.51,,100659
08/11/2014,23:00:00,0,0,0,15.31,,100645
08/12/2014,00:00:00,0,0,0,14.99,,100642
08/12/2014,01:00:00,0,0,0,14.66,,100639
08/12/2014,02:00:00,0,0,0,14.34,,100635
08/12/2014,03:00:00,0,0,0,14.22,,100649
08/12/2014,04:00:00,0,0,0,14.11,,100662
08/12/2014,05:00:00,84,287.26,46,13.99,,100675
08/12/2014,06:00:00,239,535.81,83,15.11,,100675
08/12/2014,07:00:00,399,639.79,115,16.22,,100675
08/12/2014,08:00:00,520,589.54,178,17.34,,100675
08/12/2014,09:00:00,576,434.46,276,18.17,,100655
08/12/2014,10:00:00,533,205.84,375,19,,100635
08/12/2014,11:00:00,798,761.73,184,19.83,,100615
08/12/2014,12:00:00,807,802.91,162,19.32,,100572
08/12/2014,13:00:00,733,706.97,196,18.81,,100529
08/12/2014,14:00:00,437,156.39,331,18.3,,100486
08/12/2014,15:00:00,491,530.59,192,17.98,,100476
08/12/2014,16:00:00,119,0,119,17.67,,100466
08/12/2014,17:00:00,178,240.37,113,17.35,,100456
08/12/2014,18:00:00,27,0,27,16.62,,100456
08/12/2014,19:00:00,0,0,0,15.88,,100456
08/12/2014,20:00:00,0,0,0,15.15,,100456
08/12/2014,21:00:00,0,0,0,14.86,,100427
08/12/2014,22:00:00,0,0,0,14.58,,100397
08/12/2014,23:00:00,0,0,0,14.29,,100367
08/13/2014,00:00:00,0,0,0,14.16,,100320
08/13/2014,01:00:00,0,0,0,14.02,,100274
08/13/2014,02:00:00,0,0,0,13.89,,100228
08/13/2014,03:00:00,0,0,0,14.14,,100195
08/13/2014,04:00:00,0,0,0,14.4,,100161
08/13/2014,05:00:00,50,46.62,44,14.65,,100128
08/13/2014,06:00:00,215,389.17,103,15.77,,100088
08/13/2014,07:00:00,383,574.07,130,16.88,,100049
08/13/2014,08:00:00,503,533.74,195,18,,100009
08/13/2014,09:00:00,464,191.99,332,17.69,,99982
08/13/2014,10:00:00,458,108.55,375,17.38,,99956
08/13/2014,11:00:00,272,1.25,271,17.07,,99929
08/13/2014,12:00:00,244,0,244,16.76,,99929
08/13/2014,13:00:00,129,0,129,16.46,,99929
08/13/2014,14:00:00,84,0,84,16.15,,99929
08/13/2014,15:00:00,90,0,90,15.79,,99943
08/13/2014,16:00:00,52,0,52,15.42,,99956
08/13/2014,17:00:00,60,0,60,15.06,,99969
08/13/2014,18:00:00,59,177.54,40,14.76,,100029
08/13/2014,19:00:00,0,0,0,14.45,,100088
08/13/2014,20:00:00,0,0,0,14.15,,100148
08/13/2014,21:00:00,0,0,0,13.99,,100188
08/13/2014,22:00:00,0,0,0,13.83,,100228
08/13/2014,23:00:00,0,0,0,13.66,,100267
08/14/2014,00:00:00,0,0,0,13.37,,100314
08/14/2014,01:00:00,0,0,0,13.07,,100360
08/14/2014,02:00:00,0,0,0,12.78,,100407
08/14/2014,03:00:00,0,0,0,13.06,,100427
08/14/2014,04:00:00,0,0,0,13.35,,100446
08/14/2014,05:00:00,52,63.95,44,13.63,,100466
08/14/2014,06:00:00,90,7.03,88,14.52,,100476
08/14/2014,07:00:00,249,112,200,15.41,,100486
08/14/2014,08:00:00,417,275.28,259,16.3,,100496
08/14/2014,09:00:00,395,96.42,329,16.6,,100490
08/14/2014,10:00:00,420,73.53,364,16.89,,100483
08/14/2014,11:00:00,190,0,190,17.19,,100476
08/14/2014,12:00:00,571,229.63,388,17.49,,100473
08/14/2014,13:00:00,116,0,116,17.8,,100470
08/14/2014,14:00:00,169,0,169,18.1,,100466
08/14/2014,15:00:00,194,3.6,192,17.11,,100483
08/14/2014,16:00:00,229,96.07,189,16.11,,100499
08/14/2014,17:00:00,36,0,36,15.12,,100516
08/14/2014,18:00:00,61,244.13,36,14.72,,100552
08/14/2014,19:00:00,0,0,0,14.31,,100589
08/14/2014,20:00:00,0,0,0,13.91,,100625
08/14/2014,21:00:00,0,0,0,13.86,,100609
08/14/2014,22:00:00,0,0,0,13.81,,100592
08/14/2014,23:00:00,0,0,0,13.76,,100576
08/15/2014,00:00:00,0,0,0,13.57,,100579
08/15/2014,01:00:00,0,0,0,13.37,,100582
08/15/2014,02:00:00,0,0,0,13.18,,100586
08/15/2014,03:00:00,0,0,0,13.25,,100589
08/15/2014,04:00:00,0,0,0,13.32,,100592
08/15/2014,05:00:00,11,0,11,13.38,,100596
08/15/2014,06:00:00,56,0,56,13.81,,100612
08/15/2014,07:00:00,151,6.91,148,14.24,,100629
08/15/2014,08:00:00,199,5.26,196,14.67,,100645
08/15/2014,09:00:00,307,26.42,289,15.17,,100625
08/15/2014,10:00:00,241,1.32,240,15.66,,100606
08/15/2014,11:00:00,528,166.93,395,16.16,,100586
08/15/2014,12:00:00,228,0,228,16.29,,100632
08/15/2014,13:00:00,92,0,92,16.42,,100678
08/15/2014,14:00:00,59,0,59,16.55,,100725
08/15/2014,15:00:00,365,188.46,261,16.19,,100751
08/15/2014,16:00:00,50,0,50,15.83,,100778
08/15/2014,17:00:00,18,0,18,15.47,,100804
08/15/2014,18:00:00,5,0,5,14.84,,100867
08/15/2014,19:00:00,0,0,0,14.22,,100930
08/15/2014,20:00:00,0,0,0,13.59,,100993
08/15/2014,21:00:00,0,0,0,13.38,,101020
08/15/2014,22:00:00,0,0,0,13.18,,101046
08/15/2014,23:00:00,0,0,0,12.97,,101073
08/16/2014,00:00:00,0,0,0,12.88,,101089
08/16/2014,01:00:00,0,0,0,12.78,,101106
08/16/2014,02:00:00,0,0,0,12.69,,101123
08/16/2014,03:00:00,0,0,0,12.86,,101149
08/16/2014,04:00:00,0,0,0,13.04,,101176
08/16/2014,05:00:00,49,59.42,42,13.21,,101202
08/16/2014,06:00:00,145,100.89,117,13.94,,101242
08/16/2014,07:00:00,144,4.64,142,14.66,,101282
08/16/2014,08:00:00,432,325.89,247,15.39,,101321
08/16/2014,09:00:00,295,20.64,281,16.14,,101308
08/16/2014,10:00:00,468,127.1,372,16.89,,101295
08/16/2014,11:00:00,479,110.9,391,17.64,,101282
08/16/2014,12:00:00,789,785.84,168,17.59,,101275
08/16/2014,13:00:00,746,797.87,151,17.55,,101268
08/16/2014,14:00:00,375,87.48,317,17.5,,101262
08/16/2014,15:00:00,247,29.21,231,17,,101252
08/16/2014,16:00:00,192,46.59,173,16.5,,101242
08/16/2014,17:00:00,36,0,36,16,,101232
08/16/2014,18:00:00,9,0,9,15.49,,101245
08/16/2014,19:00:00,0,0,0,14.99,,101258
08/16/2014,20:00:00,0,0,0,14.48,,101272
08/16/2014,21:00:00,0,0,0,14.54,,101225
08/16/2014,22:00:00,0,0,0,14.6,,101179
08/16/2014,23:00:00,0,0,0,14.65,,101133
08/17/2014,00:00:00,0,0,0,14.45,,101076
08/17/2014,01:00:00,0,0,0,14.24,,101020
08/17/2014,02:00:00,0,0,0,14.04,,100963
08/17/2014,03:00:00,0,0,0,14.09,,100937
08/17/2014,04:00:00,0,0,0,14.14,,100910
08/17/2014,05:00:00,17,0,17,14.18,,100884
08/17/2014,06:00:00,151,124.06,117,15.33,,100847
08/17/2014,07:00:00,319,332.03,177,16.48,,100811
08/17/2014,08:00:00,356,155.9,268,17.63,,100775
08/17/2014,09:00:00,247,5.92,243,17.95,,100712
08/17/2014,10:00:00,185,0,185,18.27,,100649
08/17/2014,11:00:00,341,17.72,327,18.59,,100586
08/17/2014,12:00:00,634,362.23,349,18.38,,100523
08/17/2014,13:00:00,329,21.56,313,18.18,,100460
08/17/2014,14:00:00,169,0,169,17.97,,100397
08/17/2014,15:00:00,138,0,138,17.58,,100357
08/17/2014,16:00:00,190,47.1,171,17.19,,100317
08/17/2014,17:00:00,77,4.03,76,16.8,,100277
08/17/2014,18:00:00,30,22.71,28,16.5,,100261
08/17/2014,19:00:00,0,0,0,16.2,,100244
08/17/2014,20:00:00,0,0,0,15.9,,100228
08/17/2014,21:00:00,0,0,0,15.67,,100195
08/17/2014,22:00:00,0,0,0,15.44,,100161
08/17/2014,23:00:00,0,0,0,15.21,,100128
08/18/2014,00:00:00,0,0,0,14.83,,100118
08/18/2014,01:00:00,0,0,0,14.44,,100108
08/18/2014,02:00:00,0,0,0,14.06,,100098
08/18/2014,03:00:00,0,0,0,14.01,,100095
08/18/2014,04:00:00,0,0,0,13.96,,100092
08/18/2014,05:00:00,41,36.23,37,13.91,,100088
08/18/2014,06:00:00,213,469.39,86,14.42,,100092
08/18/2014,07:00:00,234,98.98,192,14.93,,100095
08/18/2014,08:00:00,446,383.09,231,15.44,,100098
08/18/2014,09:00:00,432,156.27,327,16.05,,100105
08/18/2014,10:00:00,590,337.83,337,16.66,,100112
08/18/2014,11:00:00,769,729.46,195,17.27,,100118
08/18/2014,12:00:00,761,716.21,200,17.16,,100155
08/18/2014,13:00:00,461,131.37,364,17.06,,100191
08/18/2014,14:00:00,572,509.78,238,16.95,,100228
08/18/2014,15:00:00,297,85.28,251,16.38,,100267
08/18/2014,16:00:00,287,288.29,172,15.82,,100307
08/18/2014,17:00:00,126,98.65,102,15.25,,100347
08/18/2014,18:00:00,31,48.11,27,14.33,,100400
08/18/2014,19:00:00,0,0,0,13.42,,100453
08/18/2014,20:00:00,0,0,0,12.5,,100506
08/18/2014,21:00:00,0,0,0,12.09,,100509
08/18/2014,22:00:00,0,0,0,11.69,,100513
08/18/2014,23:00:00,0,0,0,11.28,,100516
08/19/2014,00:00:00,0,0,0,11.08,,100506
08/19/2014,01:00:00,0,0,0,10.87,,100496
08/19/2014,02:00:00,0,0,0,10.67,,100486
08/19/2014,03:00:00,0,0,0,11.3,,100473
08/19/2014,04:00:00,0,0,0,11.93,,100460
08/19/2014,05:00:00,64,262.47,36,12.55,,100446
08/19/2014,06:00:00,223,576.71,69,13.84,,100443
08/19/2014,07:00:00,238,111.65,191,15.12,,100440
08/19/2014,08:00:00,228,16.13,219,16.41,,100436
08/19/2014,09:00:00,262,10.47,255,16.72,,100440
08/19/2014,10:00:00,107,0,107,17.02,,100443
08/19/2014,11:00:00,117,0,117,17.33,,100446
08/19/2014,12:00:00,233,0,233,16.45,,100496
