0,Cologne,Germany,0,50.935,6.992,57,
Date (MM/DD/YYYY),Time (HH:MM),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Dry-bulb (C),Alb,pressure (PA)
01/01/2009,00:00:00,0,0,0,1.46,,102143
01/01/2009,01:00:00,0,0,0,0.76,,102200
01/01/2009,02:00:00,0,0,0,0.06,,102256
01/01/2009,03:00:00,0,0,0,-0.64,,102256
01/01/2009,04:00:00,0,0,0,-1.34,,102256
01/01/2009,05:00:00,0,0,0,-2.04,,102256
01/01/2009,06:00:00,0,0,0,-2.74,,102293
01/01/2009,07:00:00,0,0,0,-3.45,,102329
01/01/2009,08:00:00,9,0,9,-1.9,,102365
01/01/2009,09:00:00,31,0,31,-1.45,,102369
01/01/2009,10:00:00,35,0,35,-1,,102372
01/01/2009,11:00:00,36,0,36,-0.55,,102375
01/01/2009,12:00:00,56,0,56,-0.5,,102389
01/01/2009,13:00:00,59,0,59,-0.44,,102402
01/01/2009,14:00:00,27,0,27,-0.38,,102415
01/01/2009,15:00:00,0,0,0,-0.67,,102402
01/01/2009,16:00:00,0,0,0,-0.96,,102389
01/01/2009,17:00:00,0,0,0,-1.25,,102375
01/01/2009,18:00:00,0,0,0,-1.36,,102369
01/01/2009,19:00:00,0,0,0,-1.48,,102362
01/01/2009,20:00:00,0,0,0,-1.59,,102356
01/01/2009,21:00:00,0,0,0,-1.56,,102329
01/01/2009,22:00:00,0,0,0,-1.52,,102302
01/01/2009,23:00:00,0,0,0,-1.49,,102276
01/02/2009,00:00:00,0,0,0,-1.79,,102249
01/02/2009,01:00:00,0,0,0,-2.1,,102223
01/02/2009,02:00:00,0,0,0,-2.41,,102196
01/02/2009,03:00:00,0,0,0,-2.39,,102167
01/02/2009,04:00:00,0,0,0,-2.37,,102137
01/02/2009,05:00:00,0,0,0,-2.35,,102107
01/02/2009,06:00:00,0,0,0,-1.98,,102120
01/02/2009,07:00:00,0,0,0,-1.61,,102133
01/02/2009,08:00:00,15.6,40.98,13.1,-1.25,,102147
01/02/2009,09:00:00,64.2,78.43,51.2,-0.25,,102150
01/02/2009,10:00:00,40,0,40,0.75,,102153
01/02/2009,11:00:00,119.4,152.23,77.6,1.75,,102157
01/02/2009,12:00:00,50,0,50,1.67,,102203
01/02/2009,13:00:00,79,67.75,63.5,1.6,,102249
01/02/2009,14:00:00,18,0,18,1.53,,102296
01/02/2009,15:00:00,2.2,14.75,1.6,1.11,,102339
01/02/2009,16:00:00,0,0,0,0.69,,102382
01/02/2009,17:00:00,0,0,0,0.28,,102425
01/02/2009,18:00:00,0,0,0,-0.04,,102458
01/02/2009,19:00:00,0,0,0,-0.36,,102491
01/02/2009,20:00:00,0,0,0,-0.68,,102525
01/02/2009,21:00:00,0,0,0,-0.88,,102528
01/02/2009,22:00:00,0,0,0,-1.09,,102531
01/02/2009,23:00:00,0,0,0,-1.29,,102535
01/03/2009,00:00:00,0,0,0,-1.6,,102521
01/03/2009,01:00:00,0,0,0,-1.91,,102508
01/03/2009,02:00:00,0,0,0,-2.22,,102495
01/03/2009,03:00:00,0,0,0,-2.45,,102465
01/03/2009,04:00:00,0,0,0,-2.69,,102435
01/03/2009,05:00:00,0,0,0,-2.92,,102405
01/03/2009,06:00:00,0,0,0,-2.78,,102395
01/03/2009,07:00:00,0,0,0,-2.64,,102385
01/03/2009,08:00:00,28,97.47,22,-2.51,,102375
01/03/2009,09:00:00,73.25,129.66,51.65,-1.8,,102336
01/03/2009,10:00:00,201,483.86,85,-1.09,,102296
01/03/2009,11:00:00,127.65,167.92,81.3,-0.38,,102256
01/03/2009,12:00:00,237,531.2,92,-0.68,,102206
01/03/2009,13:00:00,96.7,96.41,74.45,-0.97,,102157
01/03/2009,14:00:00,76,85.34,63,-1.26,,102107
01/03/2009,15:00:00,5.6,5.82,5.35,-2.08,,102067
01/03/2009,16:00:00,0,0,0,-2.9,,102027
01/03/2009,17:00:00,0,0,0,-3.71,,101988
01/03/2009,18:00:00,0,0,0,-3.9,,101974
01/03/2009,19:00:00,0,0,0,-4.1,,101961
01/03/2009,20:00:00,0,0,0,-4.29,,101948
01/03/2009,21:00:00,0,0,0,-4.04,,101901
01/03/2009,22:00:00,0,0,0,-3.8,,101855
01/03/2009,23:00:00,0,0,0,-3.55,,101809
01/04/2009,00:00:00,0,0,0,-3.16,,101779
01/04/2009,01:00:00,0,0,0,-2.77,,101749
01/04/2009,02:00:00,0,0,0,-2.39,,101719
01/04/2009,03:00:00,0,0,0,-2.27,,101676
01/04/2009,04:00:00,0,0,0,-2.16,,101633
01/04/2009,05:00:00,0,0,0,-2.04,,101590
01/04/2009,06:00:00,0,0,0,-1.62,,101573
01/04/2009,07:00:00,0,0,0,-1.19,,101557
01/04/2009,08:00:00,10,0,10,-0.77,,101540
01/04/2009,09:00:00,70.2,141.16,46.55,0.02,,101481
01/04/2009,10:00:00,42,0,42,0.8,,101421
01/04/2009,11:00:00,124.75,171.48,77.15,1.58,,101361
01/04/2009,12:00:00,43,0,43,1.23,,101321
01/04/2009,13:00:00,99.35,123.03,70.7,0.88,,101282
01/04/2009,14:00:00,14,0,14,0.53,,101242
01/04/2009,15:00:00,8.9,20.93,7.95,0.13,,101209
01/04/2009,16:00:00,0,0,0,-0.27,,101176
01/04/2009,17:00:00,0,0,0,-0.66,,101142
01/04/2009,18:00:00,0,0,0,-0.78,,101113
01/04/2009,19:00:00,0,0,0,-0.89,,101083
01/04/2009,20:00:00,0,0,0,-1.01,,101053
01/04/2009,21:00:00,0,0,0,-0.95,,101023
01/04/2009,22:00:00,0,0,0,-0.88,,100993
01/04/2009,23:00:00,0,0,0,-0.82,,100963
01/05/2009,00:00:00,0,0,0,-0.83,,100973
01/05/2009,01:00:00,0,0,0,-0.84,,100983
01/05/2009,02:00:00,0,0,0,-0.86,,100993
01/05/2009,03:00:00,0,0,0,-0.82,,101003
01/05/2009,04:00:00,0,0,0,-0.79,,101013
01/05/2009,05:00:00,0,0,0,-0.76,,101023
01/05/2009,06:00:00,0,0,0,-0.55,,101103
01/05/2009,07:00:00,0,0,0,-0.34,,101182
01/05/2009,08:00:00,11,0,11,-0.13,,101262
01/05/2009,09:00:00,71.55,145,47.1,0.13,,101318
01/05/2009,10:00:00,44,0,44,0.38,,101374
01/05/2009,11:00:00,131,170.26,83.45,0.63,,101431
01/05/2009,12:00:00,48,0,48,0.48,,101474
01/05/2009,13:00:00,107.35,160.36,69.65,0.33,,101517
01/05/2009,14:00:00,103,242.01,65,0.19,,101560
01/05/2009,15:00:00,11.95,42.8,9.9,-0.24,,101633
01/05/2009,16:00:00,0,0,0,-0.66,,101706
01/05/2009,17:00:00,0,0,0,-1.08,,101779
01/05/2009,18:00:00,0,0,0,-1.56,,101832
01/05/2009,19:00:00,0,0,0,-2.05,,101885
01/05/2009,20:00:00,0,0,0,-2.53,,101938
01/05/2009,21:00:00,0,0,0,-2.91,,101964
01/05/2009,22:00:00,0,0,0,-3.29,,101991
01/05/2009,23:00:00,0,0,0,-3.67,,102017
01/06/2009,00:00:00,0,0,0,-4.88,,102027
01/06/2009,01:00:00,0,0,0,-6.1,,102037
01/06/2009,02:00:00,0,0,0,-7.32,,102047
01/06/2009,03:00:00,0,0,0,-7.62,,102037
01/06/2009,04:00:00,0,0,0,-7.93,,102027
01/06/2009,05:00:00,0,0,0,-8.23,,102017
01/06/2009,06:00:00,0,0,0,-8.12,,102037
01/06/2009,07:00:00,0,0,0,-8.01,,102057
01/06/2009,08:00:00,23,46.94,20,-7.9,,102077
01/06/2009,09:00:00,69.05,121.9,48.35,-6.71,,102034
01/06/2009,10:00:00,149,147.61,113,-5.52,,101991
01/06/2009,11:00:00,126.35,161.69,80.9,-4.33,,101948
01/06/2009,12:00:00,162,111.16,131,-5.06,,101915
01/06/2009,13:00:00,102.15,145.73,67.55,-5.79,,101882
01/06/2009,14:00:00,89,131.64,68,-6.51,,101848
01/06/2009,15:00:00,12.35,34.65,10.6,-8.23,,101838
01/06/2009,16:00:00,0,0,0,-9.95,,101829
01/06/2009,17:00:00,0,0,0,-11.67,,101819
01/06/2009,18:00:00,0,0,0,-11.2,,101819
01/06/2009,19:00:00,0,0,0,-10.73,,101819
01/06/2009,20:00:00,0,0,0,-10.26,,101819
01/06/2009,21:00:00,0,0,0,-10.2,,101802
01/06/2009,22:00:00,0,0,0,-10.14,,101785
01/06/2009,23:00:00,0,0,0,-10.08,,101769
01/07/2009,00:00:00,0,0,0,-10.7,,101752
01/07/2009,01:00:00,0,0,0,-11.32,,101736
01/07/2009,02:00:00,0,0,0,-11.94,,101719
01/07/2009,03:00:00,0,0,0,-11.96,,101683
01/07/2009,04:00:00,0,0,0,-11.98,,101646
01/07/2009,05:00:00,0,0,0,-12,,101610
01/07/2009,06:00:00,0,0,0,-10.88,,101623
01/07/2009,07:00:00,0,0,0,-9.75,,101636
01/07/2009,08:00:00,10,0,10,-8.63,,101650
01/07/2009,09:00:00,66.55,92.61,50.7,-6.9,,101626
01/07/2009,10:00:00,49,0,49,-5.17,,101603
01/07/2009,11:00:00,120.25,142.56,79.9,-3.44,,101580
01/07/2009,12:00:00,51,0,51,-3.43,,101633
01/07/2009,13:00:00,100.25,136.53,67.5,-3.42,,101686
01/07/2009,14:00:00,29,0,29,-3.41,,101739
01/07/2009,15:00:00,14.25,45.1,11.85,-3.66,,101779
01/07/2009,16:00:00,0,0,0,-3.91,,101819
01/07/2009,17:00:00,0,0,0,-4.15,,101858
01/07/2009,18:00:00,0,0,0,-3.92,,101911
01/07/2009,19:00:00,0,0,0,-3.68,,101964
01/07/2009,20:00:00,0,0,0,-3.45,,102017
01/07/2009,21:00:00,0,0,0,-3.28,,102064
01/07/2009,22:00:00,0,0,0,-3.12,,102110
01/07/2009,23:00:00,0,0,0,-2.95,,102157
01/08/2009,00:00:00,0,0,0,-3.8,,102249
01/08/2009,01:00:00,0,0,0,-4.65,,102342
01/08/2009,02:00:00,0,0,0,-5.51,,102435
01/08/2009,03:00:00,0,0,0,-6.15,,102445
01/08/2009,04:00:00,0,0,0,-6.79,,102455
01/08/2009,05:00:00,0,0,0,-7.43,,102465
01/08/2009,06:00:00,0,0,0,-7.21,,102508
01/08/2009,07:00:00,0,0,0,-6.99,,102551
01/08/2009,08:00:00,13,0,13,-6.78,,102594
01/08/2009,09:00:00,70.4,116.46,50.3,-5.17,,102594
01/08/2009,10:00:00,65,0,65,-3.57,,102594
01/08/2009,11:00:00,117.9,142.94,77.15,-1.96,,102594
01/08/2009,12:00:00,145,59.98,128,-2.61,,102574
01/08/2009,13:00:00,95.7,121.48,66.25,-3.25,,102554
01/08/2009,14:00:00,91,121.32,71,-3.89,,102535
01/08/2009,15:00:00,14.55,35.7,12.55,-5.78,,102544
01/08/2009,16:00:00,0,0,0,-7.67,,102554
01/08/2009,17:00:00,0,0,0,-9.56,,102564
01/08/2009,18:00:00,0,0,0,-9.97,,102564
01/08/2009,19:00:00,0,0,0,-10.39,,102564
01/08/2009,20:00:00,0,0,0,-10.8,,102564
01/08/2009,21:00:00,0,0,0,-10.77,,102561
01/08/2009,22:00:00,0,0,0,-10.74,,102558
01/08/2009,23:00:00,0,0,0,-10.71,,102554
01/09/2009,00:00:00,0,0,0,-10.14,,102538
01/09/2009,01:00:00,0,0,0,-9.58,,102521
01/09/2009,02:00:00,0,0,0,-9.02,,102505
01/09/2009,03:00:00,0,0,0,-8.99,,102488
01/09/2009,04:00:00,0,0,0,-8.96,,102472
01/09/2009,05:00:00,0,0,0,-8.93,,102455
01/09/2009,06:00:00,0,0,0,-8.63,,102478
01/09/2009,07:00:00,0,0,0,-8.32,,102501
01/09/2009,08:00:00,24,44.53,21,-8.02,,102525
01/09/2009,09:00:00,75.35,125.46,53.5,-5.96,,102521
01/09/2009,10:00:00,146,120.4,116,-3.9,,102518
01/09/2009,11:00:00,124.85,142.2,84,-1.84,,102515
01/09/2009,12:00:00,162,97.94,134,-2.13,,102508
01/09/2009,13:00:00,106.05,144.44,70.65,-2.42,,102501
01/09/2009,14:00:00,91,113.31,72,-2.7,,102495
01/09/2009,15:00:00,16.4,56.85,13.05,-4.14,,102488
01/09/2009,16:00:00,0,0,0,-5.58,,102481
01/09/2009,17:00:00,0,0,0,-7.01,,102475
01/09/2009,18:00:00,0,0,0,-7.23,,102485
01/09/2009,19:00:00,0,0,0,-7.46,,102495
01/09/2009,20:00:00,0,0,0,-7.68,,102505
01/09/2009,21:00:00,0,0,0,-7.8,,102501
01/09/2009,22:00:00,0,0,0,-7.91,,102498
01/09/2009,23:00:00,0,0,0,-8.03,,102495
01/10/2009,00:00:00,0,0,0,-7.8,,102475
01/10/2009,01:00:00,0,0,0,-7.57,,102455
01/10/2009,02:00:00,0,0,0,-7.34,,102435
01/10/2009,03:00:00,0,0,0,-7.39,,102422
01/10/2009,04:00:00,0,0,0,-7.44,,102409
01/10/2009,05:00:00,0,0,0,-7.49,,102395
01/10/2009,06:00:00,0,0,0,-7.16,,102419
01/10/2009,07:00:00,0,0,0,-6.82,,102442
01/10/2009,08:00:00,27,58.17,23,-6.49,,102465
01/10/2009,09:00:00,80.55,153.25,53.6,-5.13,,102445
01/10/2009,10:00:00,159,171.2,116,-3.78,,102425
01/10/2009,11:00:00,135.75,150.57,92.15,-2.43,,102405
01/10/2009,12:00:00,177,138.68,137,-2.42,,102392
01/10/2009,13:00:00,114.1,146.86,77.7,-2.41,,102379
01/10/2009,14:00:00,99,146.54,74,-2.4,,102365
01/10/2009,15:00:00,14.85,41.18,12.3,-3.33,,102365
01/10/2009,16:00:00,0,0,0,-4.26,,102365
01/10/2009,17:00:00,0,0,0,-5.19,,102365
01/10/2009,18:00:00,0,0,0,-5.46,,102409
01/10/2009,19:00:00,0,0,0,-5.72,,102452
01/10/2009,20:00:00,0,0,0,-5.99,,102495
01/10/2009,21:00:00,0,0,0,-5.96,,102525
01/10/2009,22:00:00,0,0,0,-5.93,,102554
01/10/2009,23:00:00,0,0,0,-5.9,,102584
01/11/2009,00:00:00,0,0,0,-5.46,,102571
01/11/2009,01:00:00,0,0,0,-5.02,,102558
01/11/2009,02:00:00,0,0,0,-4.58,,102544
01/11/2009,03:00:00,0,0,0,-4.59,,102558
01/11/2009,04:00:00,0,0,0,-4.6,,102571
01/11/2009,05:00:00,0,0,0,-4.61,,102584
01/11/2009,06:00:00,0,0,0,-4.01,,102607
01/11/2009,07:00:00,0,0,0,-3.41,,102631
01/11/2009,08:00:00,16,0,16,-2.82,,102654
01/11/2009,09:00:00,85.25,167.73,55.45,-0.94,,102631
01/11/2009,10:00:00,170,209.25,117,0.93,,102607
01/11/2009,11:00:00,143.15,165.6,94.8,2.81,,102584
01/11/2009,12:00:00,177,133.97,138,2.12,,102561
01/11/2009,13:00:00,115.7,158.93,75.85,1.43,,102538
01/11/2009,14:00:00,92,103.67,74,0.75,,102515
01/11/2009,15:00:00,16.3,51.53,12.95,-0.55,,102511
01/11/2009,16:00:00,0,0,0,-1.85,,102508
01/11/2009,17:00:00,0,0,0,-3.15,,102505
01/11/2009,18:00:00,0,0,0,-3.36,,102488
01/11/2009,19:00:00,0,0,0,-3.57,,102472
01/11/2009,20:00:00,0,0,0,-3.78,,102455
01/11/2009,21:00:00,0,0,0,-3.62,,102402
01/11/2009,22:00:00,0,0,0,-3.45,,102349
01/11/2009,23:00:00,0,0,0,-3.29,,102296
01/12/2009,00:00:00,0,0,0,-2.69,,102253
01/12/2009,01:00:00,0,0,0,-2.09,,102210
01/12/2009,02:00:00,0,0,0,-1.49,,102167
01/12/2009,03:00:00,0,0,0,-1.3,,102117
01/12/2009,04:00:00,0,0,0,-1.12,,102067
01/12/2009,05:00:00,0,0,0,-0.93,,102017
01/12/2009,06:00:00,0,0,0,-0.26,,102001
01/12/2009,07:00:00,0,0,0,0.41,,101984
01/12/2009,08:00:00,8,0,8,1.07,,101968
01/12/2009,09:00:00,46,0,46,2.69,,101895
01/12/2009,10:00:00,169,199.59,118,4.3,,101822
01/12/2009,11:00:00,193,179.96,140,5.92,,101749
01/12/2009,12:00:00,179,132.7,140,5.45,,101676
01/12/2009,13:00:00,126,59.12,111,4.98,,101603
01/12/2009,14:00:00,97,113.16,77,4.52,,101530
01/12/2009,15:00:00,15,0,15,4.06,,101500
01/12/2009,16:00:00,0,0,0,3.6,,101471
01/12/2009,17:00:00,0,0,0,3.14,,101441
01/12/2009,18:00:00,0,0,0,3.22,,101404
01/12/2009,19:00:00,0,0,0,3.31,,101368
01/12/2009,20:00:00,0,0,0,3.39,,101331
01/12/2009,21:00:00,0,0,0,3.51,,101292
01/12/2009,22:00:00,0,0,0,3.62,,101252
01/12/2009,23:00:00,0,0,0,3.74,,101212
01/13/2009,00:00:00,0,0,0,3.75,,101162
01/13/2009,01:00:00,0,0,0,3.76,,101113
01/13/2009,02:00:00,0,0,0,3.76,,101063
01/13/2009,03:00:00,0,0,0,3.55,,101060
01/13/2009,04:00:00,0,0,0,3.33,,101056
01/13/2009,05:00:00,0,0,0,3.12,,101053
01/13/2009,06:00:00,0,0,0,3.13,,101073
01/13/2009,07:00:00,0,0,0,3.14,,101093
01/13/2009,08:00:00,33,95.02,26,3.15,,101113
01/13/2009,09:00:00,77,33.03,71,3.89,,101079
01/13/2009,10:00:00,106,19.39,101,4.62,,101046
01/13/2009,11:00:00,46,0,46,5.36,,101013
01/13/2009,12:00:00,226,323.46,130,4.63,,100967
01/13/2009,13:00:00,144,101.24,118,3.9,,100920
01/13/2009,14:00:00,88,72.24,75,3.18,,100874
01/13/2009,15:00:00,29,69.97,24,2.45,,100877
01/13/2009,16:00:00,0,0,0,1.73,,100881
01/13/2009,17:00:00,0,0,0,1.01,,100884
01/13/2009,18:00:00,0,0,0,0.76,,100877
01/13/2009,19:00:00,0,0,0,0.5,,100871
01/13/2009,20:00:00,0,0,0,0.25,,100864
01/13/2009,21:00:00,0,0,0,0.28,,100844
01/13/2009,22:00:00,0,0,0,0.31,,100824
01/13/2009,23:00:00,0,0,0,0.34,,100804
01/14/2009,00:00:00,0,0,0,0.88,,100804
01/14/2009,01:00:00,0,0,0,1.41,,100804
01/14/2009,02:00:00,0,0,0,1.94,,100804
01/14/2009,03:00:00,0,0,0,2.36,,100811
01/14/2009,04:00:00,0,0,0,2.78,,100818
01/14/2009,05:00:00,0,0,0,3.2,,100824
01/14/2009,06:00:00,0,0,0,3.49,,100854
01/14/2009,07:00:00,0,0,0,3.79,,100884
01/14/2009,08:00:00,41,185.32,27,4.08,,100914
01/14/2009,09:00:00,43,0,43,4.4,,100930
01/14/2009,10:00:00,42,0,42,4.72,,100947
01/14/2009,11:00:00,25,0,25,5.04,,100963
01/14/2009,12:00:00,25,0,25,4.66,,100983
01/14/2009,13:00:00,37,0,37,4.28,,101003
01/14/2009,14:00:00,29,0,29,3.9,,101023
01/14/2009,15:00:00,8,0,8,3.58,,101073
01/14/2009,16:00:00,0,0,0,3.26,,101123
01/14/2009,17:00:00,0,0,0,2.95,,101172
01/14/2009,18:00:00,0,0,0,2.73,,101209
01/14/2009,19:00:00,0,0,0,2.5,,101245
01/14/2009,20:00:00,0,0,0,2.28,,101282
01/14/2009,21:00:00,0,0,0,2.12,,101311
01/14/2009,22:00:00,0,0,0,1.97,,101341
01/14/2009,23:00:00,0,0,0,1.81,,101371
01/15/2009,00:00:00,0,0,0,1.79,,101401
01/15/2009,01:00:00,0,0,0,1.76,,101431
01/15/2009,02:00:00,0,0,0,1.73,,101461
01/15/2009,03:00:00,0,0,0,1.59,,101481
01/15/2009,04:00:00,0,0,0,1.44,,101500
01/15/2009,05:00:00,0,0,0,1.29,,101520
01/15/2009,06:00:00,0,0,0,1.54,,101560
01/15/2009,07:00:00,0,0,0,1.8,,101600
01/15/2009,08:00:00,24,12.9,23,2.05,,101640
01/15/2009,09:00:00,99,96.71,81,2.57,,101643
01/15/2009,10:00:00,247,707.35,61,3.08,,101646
01/15/2009,11:00:00,293,749.71,66,3.59,,101650
01/15/2009,12:00:00,289,709.8,74,3.38,,101626
01/15/2009,13:00:00,242,660.85,68,3.17,,101603
01/15/2009,14:00:00,154,514.26,58,2.96,,101580
01/15/2009,15:00:00,50,357.81,22,1.35,,101620
01/15/2009,16:00:00,0,0,0,-0.26,,101660
01/15/2009,17:00:00,0,0,0,-1.87,,101699
01/15/2009,18:00:00,0,0,0,-1.8,,101722
01/15/2009,19:00:00,0,0,0,-1.72,,101746
01/15/2009,20:00:00,0,0,0,-1.65,,101769
01/15/2009,21:00:00,0,0,0,-1.19,,101776
01/15/2009,22:00:00,0,0,0,-0.74,,101782
01/15/2009,23:00:00,0,0,0,-0.28,,101789
01/16/2009,00:00:00,0,0,0,-0.15,,101769
01/16/2009,01:00:00,0,0,0,-0.02,,101749
01/16/2009,02:00:00,0,0,0,0.11,,101729
01/16/2009,03:00:00,0,0,0,0.03,,101719
01/16/2009,04:00:00,0,0,0,-0.06,,101709
01/16/2009,05:00:00,0,0,0,-0.14,,101699
01/16/2009,06:00:00,0,0,0,0.22,,101713
01/16/2009,07:00:00,0,0,0,0.58,,101726
01/16/2009,08:00:00,10,0,10,0.93,,101739
01/16/2009,09:00:00,79,31.82,73,2.27,,101713
01/16/2009,10:00:00,119,30.11,111,3.6,,101686
01/16/2009,11:00:00,197,166.79,146,4.94,,101660
01/16/2009,12:00:00,171,88.2,144,4.57,,101633
01/16/2009,13:00:00,115,26.25,108,4.2,,101606
01/16/2009,14:00:00,89,57.84,78,3.83,,101580
01/16/2009,15:00:00,26,24.46,24,3.29,,101587
01/16/2009,16:00:00,0,0,0,2.75,,101593
01/16/2009,17:00:00,0,0,0,2.21,,101600
01/16/2009,18:00:00,0,0,0,2.17,,101597
01/16/2009,19:00:00,0,0,0,2.14,,101593
01/16/2009,20:00:00,0,0,0,2.1,,101590
01/16/2009,21:00:00,0,0,0,2.16,,101570
01/16/2009,22:00:00,0,0,0,2.21,,101550
01/16/2009,23:00:00,0,0,0,2.27,,101530
01/17/2009,00:00:00,0,0,0,2.48,,101514
01/17/2009,01:00:00,0,0,0,2.69,,101497
01/17/2009,02:00:00,0,0,0,2.89,,101481
01/17/2009,03:00:00,0,0,0,2.87,,101434
01/17/2009,04:00:00,0,0,0,2.84,,101388
01/17/2009,05:00:00,0,0,0,2.82,,101341
01/17/2009,06:00:00,0,0,0,3.25,,101345
01/17/2009,07:00:00,0,0,0,3.68,,101348
01/17/2009,08:00:00,31,48.86,27,4.11,,101351
01/17/2009,09:00:00,85,41.87,77,4.93,,101318
01/17/2009,10:00:00,118,29.8,110,5.74,,101285
01/17/2009,11:00:00,128,19.43,122,6.56,,101252
01/17/2009,12:00:00,290,665.73,84,6.41,,101176
01/17/2009,13:00:00,246,629.23,76,6.26,,101099
01/17/2009,14:00:00,80,25.81,75,6.11,,101023
01/17/2009,15:00:00,5,0,5,5.89,,101017
01/17/2009,16:00:00,0,0,0,5.68,,101010
01/17/2009,17:00:00,0,0,0,5.47,,101003
01/17/2009,18:00:00,0,0,0,5.18,,100980
01/17/2009,19:00:00,0,0,0,4.89,,100957
01/17/2009,20:00:00,0,0,0,4.6,,100934
01/17/2009,21:00:00,0,0,0,4.65,,100861
01/17/2009,22:00:00,0,0,0,4.69,,100788
01/17/2009,23:00:00,0,0,0,4.74,,100715
01/18/2009,00:00:00,0,0,0,4.89,,100559
01/18/2009,01:00:00,0,0,0,5.03,,100403
01/18/2009,02:00:00,0,0,0,5.17,,100248
01/18/2009,03:00:00,0,0,0,5.26,,100102
01/18/2009,04:00:00,0,0,0,5.35,,99956
01/18/2009,05:00:00,0,0,0,5.44,,99810
01/18/2009,06:00:00,0,0,0,5.43,,99691
01/18/2009,07:00:00,0,0,0,5.42,,99571
01/18/2009,08:00:00,9,0,9,5.4,,99452
01/18/2009,09:00:00,45,0,45,5.9,,99323
01/18/2009,10:00:00,106,14.74,102,6.4,,99194
01/18/2009,11:00:00,114,6.41,112,6.9,,99064
01/18/2009,12:00:00,129,15.98,124,6.67,,99094
01/18/2009,13:00:00,105,10.96,102,6.45,,99124
01/18/2009,14:00:00,50,0,50,6.23,,99154
01/18/2009,15:00:00,28,22.46,26,5.54,,99280
01/18/2009,16:00:00,0,0,0,4.86,,99406
01/18/2009,17:00:00,0,0,0,4.18,,99532
01/18/2009,18:00:00,0,0,0,3.75,,99644
01/18/2009,19:00:00,0,0,0,3.33,,99757
01/18/2009,20:00:00,0,0,0,2.9,,99870
01/18/2009,21:00:00,0,0,0,2.7,,99913
01/18/2009,22:00:00,0,0,0,2.51,,99956
01/18/2009,23:00:00,0,0,0,2.31,,99999
01/19/2009,00:00:00,0,0,0,2.29,,99963
01/19/2009,01:00:00,0,0,0,2.27,,99926
01/19/2009,02:00:00,0,0,0,2.25,,99890
01/19/2009,03:00:00,0,0,0,2.64,,99757
01/19/2009,04:00:00,0,0,0,3.02,,99624
01/19/2009,05:00:00,0,0,0,3.41,,99492
01/19/2009,06:00:00,0,0,0,3.82,,99300
01/19/2009,07:00:00,0,0,0,4.24,,99107
01/19/2009,08:00:00,16,0,16,4.65,,98915
01/19/2009,09:00:00,29,0,29,6.05,,98680
01/19/2009,10:00:00,79,0,79,7.45,,98445
01/19/2009,11:00:00,48,0,48,8.85,,98209
01/19/2009,12:00:00,39,0,39,9.12,,98196
01/19/2009,13:00:00,28,0,28,9.39,,98183
01/19/2009,14:00:00,55,0,55,9.67,,98169
01/19/2009,15:00:00,31,21.55,29,9.32,,98189
01/19/2009,16:00:00,0,0,0,8.97,,98209
01/19/2009,17:00:00,0,0,0,8.62,,98229
01/19/2009,18:00:00,0,0,0,8.09,,98226
01/19/2009,19:00:00,0,0,0,7.55,,98222
01/19/2009,20:00:00,0,0,0,7.02,,98219
01/19/2009,21:00:00,0,0,0,6.07,,98305
01/19/2009,22:00:00,0,0,0,5.13,,98391
01/19/2009,23:00:00,0,0,0,4.18,,98478
01/20/2009,00:00:00,0,0,0,3.88,,98547
01/20/2009,01:00:00,0,0,0,3.58,,98617
01/20/2009,02:00:00,0,0,0,3.27,,98686
01/20/2009,03:00:00,0,0,0,2.99,,98746
01/20/2009,04:00:00,0,0,0,2.7,,98806
01/20/2009,05:00:00,0,0,0,2.42,,98865
01/20/2009,06:00:00,0,0,0,2.54,,98938
01/20/2009,07:00:00,0,0,0,2.66,,99011
01/20/2009,08:00:00,63,448.23,23,2.77,,99084
01/20/2009,09:00:00,174,617.09,51,3.58,,99101
01/20/2009,10:00:00,209,320.6,120,4.38,,99117
01/20/2009,11:00:00,296,636.83,93,5.18,,99134
01/20/2009,12:00:00,307,712.53,79,5.28,,99200
01/20/2009,13:00:00,262,675.71,72,5.38,,99267
01/20/2009,14:00:00,173,546.3,61,5.48,,99333
01/20/2009,15:00:00,62,310.37,32,4.5,,99363
01/20/2009,16:00:00,0,0,0,3.53,,99392
01/20/2009,17:00:00,0,0,0,2.56,,99422
01/20/2009,18:00:00,0,0,0,2.38,,99482
01/20/2009,19:00:00,0,0,0,2.19,,99542
01/20/2009,20:00:00,0,0,0,2.01,,99601
01/20/2009,21:00:00,0,0,0,2.04,,99628
01/20/2009,22:00:00,0,0,0,2.08,,99654
01/20/2009,23:00:00,0,0,0,2.11,,99681
01/21/2009,00:00:00,0,0,0,1.79,,99727
01/21/2009,01:00:00,0,0,0,1.47,,99774
01/21/2009,02:00:00,0,0,0,1.14,,99820
01/21/2009,03:00:00,0,0,0,1.08,,99837
01/21/2009,04:00:00,0,0,0,1.01,,99853
01/21/2009,05:00:00,0,0,0,0.94,,99870
01/21/2009,06:00:00,0,0,0,1.48,,99946
01/21/2009,07:00:00,0,0,0,2.03,,100022
01/21/2009,08:00:00,55,250.21,32,2.57,,100098
01/21/2009,09:00:00,178,627.78,51,3.44,,100118
01/21/2009,10:00:00,145,64.09,127,4.3,,100138
