date;time;GHI;DHI
27.09.2020;23:30:00;0;0
27.09.2020;23:40:00;0;0
27.09.2020;23:50:00;0;0
28.09.2020;00:00:00;0;0
28.09.2020;00:10:00;0;0
28.09.2020;00:20:00;0;0
28.09.2020;00:30:00;0;0
28.09.2020;00:40:00;0;0
28.09.2020;00:50:00;0;0
28.09.2020;01:00:00;0;0
28.09.2020;01:10:00;0;0
28.09.2020;01:20:00;0;0
28.09.2020;01:30:00;0;0
28.09.2020;01:40:00;0;0
28.09.2020;01:50:00;0;0
28.09.2020;02:00:00;0;0
28.09.2020;02:10:00;0;0
28.09.2020;02:20:00;0;0
28.09.2020;02:30:00;0;0
28.09.2020;02:40:00;0;0
28.09.2020;02:50:00;0;0
28.09.2020;03:00:00;0;0
28.09.2020;03:10:00;0;0
28.09.2020;03:20:00;0;0
28.09.2020;03:30:00;0;0
28.09.2020;03:40:00;0;0
28.09.2020;03:50:00;0;0
28.09.2020;04:00:00;0;0
28.09.2020;04:10:00;0;0
28.09.2020;04:20:00;0;0
28.09.2020;04:30:00;0;0
28.09.2020;04:40:00;0;0
28.09.2020;04:50:00;0;0
28.09.2020;05:00:00;0;0
28.09.2020;05:10:00;0;0
28.09.2020;05:20:00;0;0
28.09.2020;05:30:00;0;0
28.09.2020;05:40:00;0;0
28.09.2020;05:50:00;0;0
28.09.2020;06:00:00;10;10
28.09.2020;06:10:00;23.33333333;23.33333333
28.09.2020;06:20:00;28.33333333;28.33333333
28.09.2020;06:30:00;33.33333333;33.33333333
28.09.2020;06:40:00;31.66666667;31.66666667
28.09.2020;06:50:00;33.33333333;30
28.09.2020;07:00:00;50;50
28.09.2020;07:10:00;83.33333333;83.33333333
28.09.2020;07:20:00;80;80
28.09.2020;07:30:00;116.6666667;116.6666667
28.09.2020;07:40:00;126.6666667;126.6666667
28.09.2020;07:50:00;120;118.3333333
28.09.2020;08:00:00;136.6666667;136.6666667
28.09.2020;08:10:00;138.3333333;136.6666667
28.09.2020;08:20:00;118.3333333;116.6666667
28.09.2020;08:30:00;156.6666667;155
28.09.2020;08:40:00;156.6666667;156.6666667
28.09.2020;08:50:00;141.6666667;141.6666667
28.09.2020;09:00:00;145;145
28.09.2020;09:10:00;216.6666667;215
28.09.2020;09:20:00;243.3333333;243.3333333
28.09.2020;09:30:00;296.6666667;283.3333333
28.09.2020;09:40:00;275;270
28.09.2020;09:50:00;266.6666667;256.6666667
28.09.2020;10:00:00;245;245
28.09.2020;10:10:00;240;238.3333333
28.09.2020;10:20:00;250;248.3333333
28.09.2020;10:30:00;246.6666667;246.6666667
28.09.2020;10:40:00;261.6666667;261.6666667
28.09.2020;10:50:00;276.6666667;276.6666667
28.09.2020;11:00:00;261.6666667;261.6666667
28.09.2020;11:10:00;293.3333333;291.6666667
28.09.2020;11:20:00;251.6666667;251.6666667
28.09.2020;11:30:00;203.3333333;203.3333333
28.09.2020;11:40:00;203.3333333;203.3333333
28.09.2020;11:50:00;168.3333333;168.3333333
28.09.2020;12:00:00;173.3333333;173.3333333
28.09.2020;12:10:00;210;210
28.09.2020;12:20:00;223.3333333;223.3333333
28.09.2020;12:30:00;203.3333333;203.3333333
28.09.2020;12:40:00;213.3333333;213.3333333
28.09.2020;12:50:00;223.3333333;223.3333333
28.09.2020;13:00:00;210;210
28.09.2020;13:10:00;153.3333333;151.6666667
28.09.2020;13:20:00;135;135
28.09.2020;13:30:00;145;145
28.09.2020;13:40:00;123.3333333;123.3333333
28.09.2020;13:50:00;106.6666667;106.6666667
28.09.2020;14:00:00;101.6666667;101.6666667
28.09.2020;14:10:00;86.66666667;86.66666667
28.09.2020;14:20:00;53.33333333;53.33333333
28.09.2020;14:30:00;91.66666667;91.66666667
28.09.2020;14:40:00;106.6666667;106.6666667
28.09.2020;14:50:00;106.6666667;106.6666667
28.09.2020;15:00:00;88.33333333;88.33333333
28.09.2020;15:10:00;88.33333333;88.33333333
28.09.2020;15:20:00;81.66666667;81.66666667
28.09.2020;15:30:00;56.66666667;56.66666667
28.09.2020;15:40:00;48.33333333;48.33333333
28.09.2020;15:50:00;31.66666667;31.66666667
28.09.2020;16:00:00;20;20
28.09.2020;16:10:00;15;15
28.09.2020;16:20:00;16.66666667;16.66666667
28.09.2020;16:30:00;15;15
28.09.2020;16:40:00;6.666666667;6.666666667
28.09.2020;16:50:00;1.666666667;1.666666667
28.09.2020;17:00:00;1.666666667;1.666666667
28.09.2020;17:10:00;1.666666667;1.666666667
28.09.2020;17:20:00;0;0
28.09.2020;17:30:00;0;0
28.09.2020;17:40:00;0;0
28.09.2020;17:50:00;0;0
28.09.2020;18:00:00;0;0
28.09.2020;18:10:00;0;0
28.09.2020;18:20:00;0;0
28.09.2020;18:30:00;0;0
28.09.2020;18:40:00;0;0
28.09.2020;18:50:00;0;0
28.09.2020;19:00:00;0;0
28.09.2020;19:10:00;0;0
28.09.2020;19:20:00;0;0
28.09.2020;19:30:00;0;0
28.09.2020;19:40:00;0;0
28.09.2020;19:50:00;0;0
28.09.2020;20:00:00;0;0
28.09.2020;20:10:00;0;0
28.09.2020;20:20:00;0;0
28.09.2020;20:30:00;0;0
28.09.2020;20:40:00;0;0
28.09.2020;20:50:00;0;0
28.09.2020;21:00:00;0;0
28.09.2020;21:10:00;0;0
28.09.2020;21:20:00;0;0
28.09.2020;21:30:00;0;0
28.09.2020;21:40:00;0;0
28.09.2020;21:50:00;0;0
28.09.2020;22:00:00;0;0
28.09.2020;22:10:00;0;0
28.09.2020;22:20:00;0;0
28.09.2020;22:30:00;0;0
28.09.2020;22:40:00;0;0
28.09.2020;22:50:00;0;0
28.09.2020;23:00:00;0;0
28.09.2020;23:10:00;0;0
28.09.2020;23:20:00;0;0
28.09.2020;23:30:00;0;0
28.09.2020;23:40:00;0;0
28.09.2020;23:50:00;0;0
29.09.2020;00:00:00;0;0
29.09.2020;00:10:00;0;0
29.09.2020;00:20:00;0;0
29.09.2020;00:30:00;0;0
29.09.2020;00:40:00;0;0
29.09.2020;00:50:00;0;0
29.09.2020;01:00:00;0;0
29.09.2020;01:10:00;0;0
29.09.2020;01:20:00;0;0
29.09.2020;01:30:00;0;0
29.09.2020;01:40:00;0;0
29.09.2020;01:50:00;0;0
29.09.2020;02:00:00;0;0
29.09.2020;02:10:00;0;0
29.09.2020;02:20:00;0;0
29.09.2020;02:30:00;0;0
29.09.2020;02:40:00;0;0
29.09.2020;02:50:00;0;0
29.09.2020;03:00:00;0;0
29.09.2020;03:10:00;0;0
29.09.2020;03:20:00;0;0
29.09.2020;03:30:00;0;0
29.09.2020;03:40:00;0;0
29.09.2020;03:50:00;0;0
29.09.2020;04:00:00;0;0
29.09.2020;04:10:00;0;0
29.09.2020;04:20:00;0;0
29.09.2020;04:30:00;0;0
29.09.2020;04:40:00;0;0
29.09.2020;04:50:00;0;0
29.09.2020;05:00:00;0;0
29.09.2020;05:10:00;0;0
29.09.2020;05:20:00;0;0
29.09.2020;05:30:00;0;0
29.09.2020;05:40:00;0;0
29.09.2020;05:50:00;0;0
29.09.2020;06:00:00;0;0
29.09.2020;06:10:00;0;0
29.09.2020;06:20:00;1.666666667;1.666666667
29.09.2020;06:30:00;1.666666667;1.666666667
29.09.2020;06:40:00;6.666666667;6.666666667
29.09.2020;06:50:00;8.333333333;8.333333333
29.09.2020;07:00:00;16.66666667;16.66666667
29.09.2020;07:10:00;20;20
29.09.2020;07:20:00;21.66666667;21.66666667
29.09.2020;07:30:00;21.66666667;21.66666667
29.09.2020;07:40:00;28.33333333;28.33333333
29.09.2020;07:50:00;35;35
29.09.2020;08:00:00;41.66666667;41.66666667
29.09.2020;08:10:00;30;30
29.09.2020;08:20:00;45;45
29.09.2020;08:30:00;60;60
29.09.2020;08:40:00;46.66666667;46.66666667
29.09.2020;08:50:00;55;55
29.09.2020;09:00:00;65;65
29.09.2020;09:10:00;73.33333333;73.33333333
29.09.2020;09:20:00;66.66666667;66.66666667
29.09.2020;09:30:00;61.66666667;61.66666667
29.09.2020;09:40:00;50;50
29.09.2020;09:50:00;53.33333333;53.33333333
29.09.2020;10:00:00;60;60
29.09.2020;10:10:00;68.33333333;66.66666667
29.09.2020;10:20:00;75;75
29.09.2020;10:30:00;61.66666667;61.66666667
29.09.2020;10:40:00;61.66666667;61.66666667
29.09.2020;10:50:00;91.66666667;91.66666667
29.09.2020;11:00:00;83.33333333;83.33333333
29.09.2020;11:10:00;70;68.33333333
29.09.2020;11:20:00;66.66666667;66.66666667
29.09.2020;11:30:00;70;70
29.09.2020;11:40:00;80;80
29.09.2020;11:50:00;65;65
29.09.2020;12:00:00;66.66666667;66.66666667
29.09.2020;12:10:00;76.66666667;76.66666667
29.09.2020;12:20:00;96.66666667;96.66666667
29.09.2020;12:30:00;100;100
29.09.2020;12:40:00;96.66666667;96.66666667
29.09.2020;12:50:00;73.33333333;73.33333333
29.09.2020;13:00:00;81.66666667;81.66666667
29.09.2020;13:10:00;86.66666667;86.66666667
29.09.2020;13:20:00;73.33333333;73.33333333
29.09.2020;13:30:00;73.33333333;73.33333333
29.09.2020;13:40:00;95;95
29.09.2020;13:50:00;86.66666667;86.66666667
29.09.2020;14:00:00;71.66666667;71.66666667
29.09.2020;14:10:00;80;80
29.09.2020;14:20:00;91.66666667;91.66666667
29.09.2020;14:30:00;80;80
29.09.2020;14:40:00;106.6666667;106.6666667
29.09.2020;14:50:00;123.3333333;123.3333333
29.09.2020;15:00:00;128.3333333;128.3333333
29.09.2020;15:10:00;151.6666667;151.6666667
29.09.2020;15:20:00;165;155
29.09.2020;15:30:00;251.6666667;200
29.09.2020;15:40:00;278.3333333;175
29.09.2020;15:50:00;196.6666667;130
29.09.2020;16:00:00;78.33333333;76.66666667
29.09.2020;16:10:00;56.66666667;55
29.09.2020;16:20:00;45;36.66666667
29.09.2020;16:30:00;25;23.33333333
29.09.2020;16:40:00;20;16.66666667
29.09.2020;16:50:00;11.66666667;10
29.09.2020;17:00:00;5;5
29.09.2020;17:10:00;0;0
29.09.2020;17:20:00;0;0
29.09.2020;17:30:00;0;0
29.09.2020;17:40:00;0;0
29.09.2020;17:50:00;0;0
29.09.2020;18:00:00;0;0
29.09.2020;18:10:00;0;0
29.09.2020;18:20:00;0;0
29.09.2020;18:30:00;0;0
29.09.2020;18:40:00;0;0
29.09.2020;18:50:00;0;0
29.09.2020;19:00:00;0;0
29.09.2020;19:10:00;0;0
29.09.2020;19:20:00;0;0
29.09.2020;19:30:00;0;0
29.09.2020;19:40:00;0;0
29.09.2020;19:50:00;0;0
29.09.2020;20:00:00;0;0
29.09.2020;20:10:00;0;0
29.09.2020;20:20:00;0;0
29.09.2020;20:30:00;0;0
29.09.2020;20:40:00;0;0
29.09.2020;20:50:00;0;0
29.09.2020;21:00:00;0;0
29.09.2020;21:10:00;0;0
29.09.2020;21:20:00;0;0
29.09.2020;21:30:00;0;0
29.09.2020;21:40:00;0;0
29.09.2020;21:50:00;0;0
29.09.2020;22:00:00;0;0
29.09.2020;22:10:00;0;0
29.09.2020;22:20:00;0;0
29.09.2020;22:30:00;0;0
29.09.2020;22:40:00;0;0
29.09.2020;22:50:00;0;0
29.09.2020;23:00:00;0;0
29.09.2020;23:10:00;0;0
29.09.2020;23:20:00;0;0
29.09.2020;23:30:00;0;0
29.09.2020;23:40:00;0;0
29.09.2020;23:50:00;0;0
30.09.2020;00:00:00;0;0
30.09.2020;00:10:00;0;0
30.09.2020;00:20:00;0;0
30.09.2020;00:30:00;0;0
30.09.2020;00:40:00;0;0
30.09.2020;00:50:00;0;0
30.09.2020;01:00:00;0;0
30.09.2020;01:10:00;0;0
30.09.2020;01:20:00;0;0
30.09.2020;01:30:00;0;0
30.09.2020;01:40:00;0;0
30.09.2020;01:50:00;0;0
30.09.2020;02:00:00;0;0
30.09.2020;02:10:00;0;0
30.09.2020;02:20:00;0;0
30.09.2020;02:30:00;0;0
30.09.2020;02:40:00;0;0
30.09.2020;02:50:00;0;0
30.09.2020;03:00:00;0;0
30.09.2020;03:10:00;0;0
30.09.2020;03:20:00;0;0
30.09.2020;03:30:00;0;0
30.09.2020;03:40:00;0;0
30.09.2020;03:50:00;0;0
30.09.2020;04:00:00;0;0
30.09.2020;04:10:00;0;0
30.09.2020;04:20:00;0;0
30.09.2020;04:30:00;0;0
30.09.2020;04:40:00;0;0
30.09.2020;04:50:00;0;0
30.09.2020;05:00:00;0;0
30.09.2020;05:10:00;0;0
30.09.2020;05:20:00;0;0
30.09.2020;05:30:00;0;0
30.09.2020;05:40:00;0;0
30.09.2020;05:50:00;0;0
30.09.2020;06:00:00;0;0
30.09.2020;06:10:00;6.666666667;6.666666667
30.09.2020;06:20:00;16.66666667;16.66666667
30.09.2020;06:30:00;28.33333333;28.33333333
30.09.2020;06:40:00;16.66666667;16.66666667
30.09.2020;06:50:00;26.66666667;26.66666667
30.09.2020;07:00:00;26.66666667;26.66666667
30.09.2020;07:10:00;41.66666667;41.66666667
30.09.2020;07:20:00;48.33333333;48.33333333
30.09.2020;07:30:00;43.33333333;43.33333333
30.09.2020;07:40:00;43.33333333;43.33333333
30.09.2020;07:50:00;46.66666667;46.66666667
30.09.2020;08:00:00;28.33333333;28.33333333
30.09.2020;08:10:00;48.33333333;48.33333333
30.09.2020;08:20:00;56.66666667;56.66666667
30.09.2020;08:30:00;76.66666667;76.66666667
30.09.2020;08:40:00;96.66666667;96.66666667
30.09.2020;08:50:00;85;85
30.09.2020;09:00:00;140;140
30.09.2020;09:10:00;260;256.6666667
30.09.2020;09:20:00;435;360
30.09.2020;09:30:00;425;336.6666667
30.09.2020;09:40:00;388.3333333;328.3333333
30.09.2020;09:50:00;475;360
30.09.2020;10:00:00;420;335
30.09.2020;10:10:00;538.3333333;395
30.09.2020;10:20:00;496.6666667;403.3333333
30.09.2020;10:30:00;585;240
30.09.2020;10:40:00;576.6666667;155
30.09.2020;10:50:00;586.6666667;185
30.09.2020;11:00:00;468.3333333;220
30.09.2020;11:10:00;396.6666667;315
30.09.2020;11:20:00;458.3333333;335
30.09.2020;11:30:00;385;291.6666667
30.09.2020;11:40:00;426.6666667;326.6666667
30.09.2020;11:50:00;355;225
30.09.2020;12:00:00;258.3333333;245
30.09.2020;12:10:00;300;298.3333333
30.09.2020;12:20:00;326.6666667;301.6666667
30.09.2020;12:30:00;400;270
30.09.2020;12:40:00;253.3333333;248.3333333
30.09.2020;12:50:00;240;218.3333333
30.09.2020;13:00:00;210;210
30.09.2020;13:10:00;260;250
30.09.2020;13:20:00;401.6666667;298.3333333
30.09.2020;13:30:00;303.3333333;255
30.09.2020;13:40:00;208.3333333;208.3333333
30.09.2020;13:50:00;195;195
30.09.2020;14:00:00;251.6666667;226.6666667
30.09.2020;14:10:00;268.3333333;221.6666667
30.09.2020;14:20:00;358.3333333;155
30.09.2020;14:30:00;380;140
30.09.2020;14:40:00;243.3333333;133.3333333
30.09.2020;14:50:00;143.3333333;130
30.09.2020;15:00:00;150;148.3333333
30.09.2020;15:10:00;183.3333333;165
30.09.2020;15:20:00;163.3333333;145
30.09.2020;15:30:00;155;123.3333333
30.09.2020;15:40:00;101.6666667;81.66666667
30.09.2020;15:50:00;55;51.66666667
30.09.2020;16:00:00;46.66666667;41.66666667
30.09.2020;16:10:00;36.66666667;30
30.09.2020;16:20:00;23.33333333;23.33333333
30.09.2020;16:30:00;21.66666667;20
30.09.2020;16:40:00;16.66666667;16.66666667
30.09.2020;16:50:00;11.66666667;11.66666667
30.09.2020;17:00:00;5;5
30.09.2020;17:10:00;0;0
30.09.2020;17:20:00;0;0
30.09.2020;17:30:00;0;0
30.09.2020;17:40:00;0;0
30.09.2020;17:50:00;0;0
30.09.2020;18:00:00;0;0
30.09.2020;18:10:00;0;0
30.09.2020;18:20:00;0;0
30.09.2020;18:30:00;0;0
30.09.2020;18:40:00;0;0
30.09.2020;18:50:00;0;0
30.09.2020;19:00:00;0;0
30.09.2020;19:10:00;0;0
30.09.2020;19:20:00;0;0
30.09.2020;19:30:00;0;0
30.09.2020;19:40:00;0;0
30.09.2020;19:50:00;0;0
30.09.2020;20:00:00;0;0
30.09.2020;20:10:00;0;0
30.09.2020;20:20:00;0;0
30.09.2020;20:30:00;0;0
30.09.2020;20:40:00;0;0
30.09.2020;20:50:00;0;0
30.09.2020;21:00:00;0;0
30.09.2020;21:10:00;0;0
30.09.2020;21:20:00;0;0
30.09.2020;21:30:00;0;0
30.09.2020;21:40:00;0;0
30.09.2020;21:50:00;0;0
30.09.2020;22:00:00;0;0
30.09.2020;22:10:00;0;0
30.09.2020;22:20:00;0;0
30.09.2020;22:30:00;0;0
30.09.2020;22:40:00;0;0
30.09.2020;22:50:00;0;0
30.09.2020;23:00:00;0;0
30.09.2020;23:10:00;0;0
30.09.2020;23:20:00;0;0
30.09.2020;23:30:00;0;0
30.09.2020;23:40:00;0;0
30.09.2020;23:50:00;0;0
01.10.2020;00:00:00;0;0
01.10.2020;00:10:00;0;0
01.10.2020;00:20:00;0;0
01.10.2020;00:30:00;0;0
01.10.2020;00:40:00;0;0
01.10.2020;00:50:00;0;0
01.10.2020;01:00:00;0;0
01.10.2020;01:10:00;0;0
01.10.2020;01:20:00;0;0
01.10.2020;01:30:00;0;0
01.10.2020;01:40:00;0;0
01.10.2020;01:50:00;0;0
01.10.2020;02:00:00;0;0
01.10.2020;02:10:00;0;0
01.10.2020;02:20:00;0;0
01.10.2020;02:30:00;0;0
01.10.2020;02:40:00;0;0
01.10.2020;02:50:00;0;0
01.10.2020;03:00:00;0;0
01.10.2020;03:10:00;0;0
01.10.2020;03:20:00;0;0
01.10.2020;03:30:00;0;0
01.10.2020;03:40:00;0;0
01.10.2020;03:50:00;0;0
01.10.2020;04:00:00;0;0
01.10.2020;04:10:00;0;0
01.10.2020;04:20:00;0;0
01.10.2020;04:30:00;0;0
01.10.2020;04:40:00;0;0
01.10.2020;04:50:00;0;0
01.10.2020;05:00:00;0;0
01.10.2020;05:10:00;0;0
01.10.2020;05:20:00;0;0
01.10.2020;05:30:00;0;0
01.10.2020;05:40:00;0;0
01.10.2020;05:50:00;5;5
01.10.2020;06:00:00;11.66666667;11.66666667
01.10.2020;06:10:00;20;20
01.10.2020;06:20:00;28.33333333;28.33333333
01.10.2020;06:30:00;41.66666667;41.66666667
01.10.2020;06:40:00;55;55
01.10.2020;06:50:00;65;63.33333333
01.10.2020;07:00:00;81.66666667;76.66666667
01.10.2020;07:10:00;91.66666667;83.33333333
01.10.2020;07:20:00;91.66666667;90
01.10.2020;07:30:00;120;113.3333333
01.10.2020;07:40:00;210;135
01.10.2020;07:50:00;155;115
01.10.2020;08:00:00;176.6666667;135
01.10.2020;08:10:00;345;190
01.10.2020;08:20:00;403.3333333;215
01.10.2020;08:30:00;363.3333333;236.6666667
01.10.2020;08:40:00;268.3333333;235
01.10.2020;08:50:00;311.6666667;265
01.10.2020;09:00:00;356.6666667;256.6666667
01.10.2020;09:10:00;288.3333333;236.6666667
01.10.2020;09:20:00;268.3333333;251.6666667
01.10.2020;09:30:00;223.3333333;216.6666667
01.10.2020;09:40:00;308.3333333;263.3333333
01.10.2020;09:50:00;300;280
01.10.2020;10:00:00;295;285
01.10.2020;10:10:00;321.6666667;296.6666667
01.10.2020;10:20:00;455;296.6666667
01.10.2020;10:30:00;380;315
01.10.2020;10:40:00;255;255
01.10.2020;10:50:00;191.6666667;191.6666667
01.10.2020;11:00:00;250;248.3333333
01.10.2020;11:10:00;321.6666667;295
01.10.2020;11:20:00;328.3333333;283.3333333
01.10.2020;11:30:00;293.3333333;263.3333333
01.10.2020;11:40:00;158.3333333;156.6666667
01.10.2020;11:50:00;156.6666667;156.6666667
01.10.2020;12:00:00;85;85
01.10.2020;12:10:00;26.66666667;26.66666667
01.10.2020;12:20:00;48.33333333;48.33333333
01.10.2020;12:30:00;66.66666667;66.66666667
01.10.2020;12:40:00;63.33333333;63.33333333
01.10.2020;12:50:00;60;60
01.10.2020;13:00:00;60;60
01.10.2020;13:10:00;58.33333333;58.33333333
01.10.2020;13:20:00;61.66666667;61.66666667
01.10.2020;13:30:00;43.33333333;43.33333333
01.10.2020;13:40:00;45;45
01.10.2020;13:50:00;58.33333333;58.33333333
01.10.2020;14:00:00;51.66666667;51.66666667
01.10.2020;14:10:00;58.33333333;58.33333333
01.10.2020;14:20:00;43.33333333;43.33333333
01.10.2020;14:30:00;23.33333333;23.33333333
01.10.2020;14:40:00;30;30
01.10.2020;14:50:00;36.66666667;36.66666667
01.10.2020;15:00:00;33.33333333;33.33333333
01.10.2020;15:10:00;20;20
01.10.2020;15:20:00;26.66666667;26.66666667
01.10.2020;15:30:00;16.66666667;16.66666667
01.10.2020;15:40:00;35;35
01.10.2020;15:50:00;75;75
01.10.2020;16:00:00;85;83.33333333
01.10.2020;16:10:00;121.6666667;116.6666667
01.10.2020;16:20:00;91.66666667;91.66666667
01.10.2020;16:30:00;45;45
01.10.2020;16:40:00;26.66666667;21.66666667
01.10.2020;16:50:00;18.33333333;18.33333333
01.10.2020;17:00:00;21.66666667;21.66666667
01.10.2020;17:10:00;1.666666667;1.666666667
01.10.2020;17:20:00;0;0
01.10.2020;17:30:00;0;0
01.10.2020;17:40:00;0;0
01.10.2020;17:50:00;0;0
01.10.2020;18:00:00;0;0
01.10.2020;18:10:00;0;0
01.10.2020;18:20:00;0;0
01.10.2020;18:30:00;0;0
01.10.2020;18:40:00;0;0
01.10.2020;18:50:00;0;0
01.10.2020;19:00:00;0;0
01.10.2020;19:10:00;0;0
01.10.2020;19:20:00;0;0
01.10.2020;19:30:00;0;0
01.10.2020;19:40:00;0;0
01.10.2020;19:50:00;0;0
01.10.2020;20:00:00;0;0
01.10.2020;20:10:00;0;0
01.10.2020;20:20:00;0;0
01.10.2020;20:30:00;0;0
01.10.2020;20:40:00;0;0
01.10.2020;20:50:00;0;0
01.10.2020;21:00:00;0;0
01.10.2020;21:10:00;0;0
01.10.2020;21:20:00;0;0
01.10.2020;21:30:00;0;0
01.10.2020;21:40:00;0;0
01.10.2020;21:50:00;0;0
01.10.2020;22:00:00;0;0
01.10.2020;22:10:00;0;0
01.10.2020;22:20:00;0;0
01.10.2020;22:30:00;0;0
01.10.2020;22:40:00;0;0
01.10.2020;22:50:00;0;0
01.10.2020;23:00:00;0;0
01.10.2020;23:10:00;0;0
01.10.2020;23:20:00;0;0
01.10.2020;23:30:00;0;0
01.10.2020;23:40:00;0;0
01.10.2020;23:50:00;0;0
02.10.2020;00:00:00;0;0
02.10.2020;00:10:00;0;0
02.10.2020;00:20:00;0;0
02.10.2020;00:30:00;0;0
02.10.2020;00:40:00;0;0
02.10.2020;00:50:00;0;0
02.10.2020;01:00:00;0;0
02.10.2020;01:10:00;0;0
02.10.2020;01:20:00;0;0
02.10.2020;01:30:00;0;0
02.10.2020;01:40:00;0;0
02.10.2020;01:50:00;0;0
02.10.2020;02:00:00;0;0
02.10.2020;02:10:00;0;0
02.10.2020;02:20:00;0;0
02.10.2020;02:30:00;0;0
02.10.2020;02:40:00;0;0
02.10.2020;02:50:00;0;0
02.10.2020;03:00:00;0;0
02.10.2020;03:10:00;0;0
02.10.2020;03:20:00;0;0
02.10.2020;03:30:00;0;0
02.10.2020;03:40:00;0;0
02.10.2020;03:50:00;0;0
02.10.2020;04:00:00;0;0
02.10.2020;04:10:00;0;0
02.10.2020;04:20:00;0;0
02.10.2020;04:30:00;0;0
02.10.2020;04:40:00;0;0
02.10.2020;04:50:00;0;0
02.10.2020;05:00:00;0;0
02.10.2020;05:10:00;0;0
02.10.2020;05:20:00;0;0
02.10.2020;05:30:00;0;0
02.10.2020;05:40:00;0;0
02.10.2020;05:50:00;0;0
02.10.2020;06:00:00;5;5
02.10.2020;06:10:00;11.66666667;11.66666667
02.10.2020;06:20:00;16.66666667;16.66666667
02.10.2020;06:30:00;21.66666667;21.66666667
02.10.2020;06:40:00;38.33333333;38.33333333
02.10.2020;06:50:00;56.66666667;56.66666667
02.10.2020;07:00:00;70;70
02.10.2020;07:10:00;65;65
02.10.2020;07:20:00;73.33333333;73.33333333
02.10.2020;07:30:00;91.66666667;91.66666667
02.10.2020;07:40:00;115;115
02.10.2020;07:50:00;165;153.3333333
02.10.2020;08:00:00;211.6666667;171.6666667
02.10.2020;08:10:00;150;146.6666667
02.10.2020;08:20:00;96.66666667;96.66666667
02.10.2020;08:30:00;95;95
02.10.2020;08:40:00;95;95
02.10.2020;08:50:00;113.3333333;113.3333333
02.10.2020;09:00:00;143.3333333;143.3333333
02.10.2020;09:10:00;165;165
02.10.2020;09:20:00;201.6666667;201.6666667
02.10.2020;09:30:00;216.6666667;216.6666667
02.10.2020;09:40:00;226.6666667;226.6666667
02.10.2020;09:50:00;195;195
02.10.2020;10:00:00;218.3333333;216.6666667
02.10.2020;10:10:00;321.6666667;231.6666667
02.10.2020;10:20:00;430;206.6666667
02.10.2020;10:30:00;340;240
02.10.2020;10:40:00;288.3333333;241.6666667
02.10.2020;10:50:00;215;213.3333333
02.10.2020;11:00:00;153.3333333;153.3333333
02.10.2020;11:10:00;218.3333333;218.3333333
02.10.2020;11:20:00;188.3333333;188.3333333
02.10.2020;11:30:00;176.6666667;176.6666667
02.10.2020;11:40:00;210;210
02.10.2020;11:50:00;178.3333333;178.3333333
02.10.2020;12:00:00;296.6666667;286.6666667
02.10.2020;12:10:00;460;376.6666667
02.10.2020;12:20:00;363.3333333;341.6666667
02.10.2020;12:30:00;361.6666667;303.3333333
02.10.2020;12:40:00;236.6666667;236.6666667
02.10.2020;12:50:00;226.6666667;225
02.10.2020;13:00:00;176.6666667;176.6666667
02.10.2020;13:10:00;163.3333333;161.6666667
02.10.2020;13:20:00;220;211.6666667
02.10.2020;13:30:00;236.6666667;231.6666667
02.10.2020;13:40:00;206.6666667;205
02.10.2020;13:50:00;195;195
02.10.2020;14:00:00;180;180
02.10.2020;14:10:00;163.3333333;163.3333333
02.10.2020;14:20:00;150;148.3333333
02.10.2020;14:30:00;136.6666667;136.6666667
02.10.2020;14:40:00;120;120
02.10.2020;14:50:00;108.3333333;108.3333333
02.10.2020;15:00:00;105;105
02.10.2020;15:10:00;95;95
02.10.2020;15:20:00;81.66666667;81.66666667
02.10.2020;15:30:00;56.66666667;56.66666667
02.10.2020;15:40:00;35;35
02.10.2020;15:50:00;30;30
02.10.2020;16:00:00;30;30
02.10.2020;16:10:00;20;20
02.10.2020;16:20:00;10;10
02.10.2020;16:30:00;1.666666667;1.666666667
02.10.2020;16:40:00;0;0
02.10.2020;16:50:00;0;0
02.10.2020;17:00:00;0;0
02.10.2020;17:10:00;0;0
02.10.2020;17:20:00;0;0
02.10.2020;17:30:00;0;0
02.10.2020;17:40:00;0;0
02.10.2020;17:50:00;0;0
02.10.2020;18:00:00;0;0
02.10.2020;18:10:00;0;0
02.10.2020;18:20:00;0;0
02.10.2020;18:30:00;0;0
02.10.2020;18:40:00;0;0
02.10.2020;18:50:00;0;0
02.10.2020;19:00:00;0;0
02.10.2020;19:10:00;0;0
02.10.2020;19:20:00;0;0
02.10.2020;19:30:00;0;0
02.10.2020;19:40:00;0;0
02.10.2020;19:50:00;0;0
02.10.2020;20:00:00;0;0
02.10.2020;20:10:00;0;0
02.10.2020;20:20:00;0;0
02.10.2020;20:30:00;0;0
02.10.2020;20:40:00;0;0
02.10.2020;20:50:00;0;0
02.10.2020;21:00:00;0;0
02.10.2020;21:10:00;0;0
02.10.2020;21:20:00;0;0
02.10.2020;21:30:00;0;0
02.10.2020;21:40:00;0;0
02.10.2020;21:50:00;0;0
02.10.2020;22:00:00;0;0
02.10.2020;22:10:00;0;0
02.10.2020;22:20:00;0;0
02.10.2020;22:30:00;0;0
02.10.2020;22:40:00;0;0
02.10.2020;22:50:00;0;0
02.10.2020;23:00:00;0;0
02.10.2020;23:10:00;0;0
