Wavelength [nm];Reflectivity
263.59999;0.006383854
268.59999;0.007298917
273.09999;0.003800796
277.1;0.008422152
281.09998;0.005709881
285.09998;0.006936382
289.09999;0.010694597
293.1;0.009186528
297.10001;0.008581641
301.09999;0.007173506
305.09999;0.013269732
309.1;0.015545517
313.09998;0.016396962
317.09999;0.014930496
321.1;0.016504627
325.1;0.015328044
329.10001;0.015930153
333.09999;0.015872993
337.1;0.019667663
341.09998;0.018605797
345.09999;0.017376596
349.09999;0.01733521
353.1;0.021161899
357.10001;0.021714929
360.60002;0.021316238
363.60002;0.022539331
366.60004;0.022699319
369.60003;0.022952085
372.60002;0.022901459
375.60001;0.022181924
378.6;0.024272833
381.09997;0.0237507
383.09997;0.024350546
385.09998;0.025373444
387.09998;0.026078921
389.09999;0.027477106
391.09999;0.028875057
393.09999;0.03020725
395.1;0.030777108
397.1;0.033108227
399.10001;0.034065641
401.09998;0.035929132
403.09998;0.038065188
405.09999;0.040469661
412.80001;0.049435109
415.80001;0.053263593
418.8;0.057224937
421.80002;0.06105249
424.80004;0.06535989
427.80003;0.069379814
430.80002;0.072454765
433.80001;0.076929346
436.80003;0.080078587
439.80002;0.082966581
442.80002;0.086150244
445.80001;0.088882774
448.8;0.093007647
451.3;0.096299395
453.3;0.097836979
455.3;0.099608645
457.30001;0.10022672
459.30001;0.10172875
461.29999;0.10368486
463.29999;0.1062577
465.29999;0.10713384
467.3;0.10939594
469.3;0.11013697
471.29998;0.1116905
473.29998;0.11331379
475.29998;0.11546036
477.29999;0.11604102
479.29999;0.11779898
481.3;0.11845304
483.3;0.11991858
485.3;0.1216284
487.30001;0.12310364
489.30001;0.12355378
491.29999;0.12540546
493.29999;0.12609248
495.29999;0.12861599
497.3;0.12932335
499.3;0.13132097
501.29998;0.13225736
503.30001;0.13378927
505.29999;0.13570276
507.30002;0.13760792
509.29999;0.1385864
511.29997;0.1414943
513.3;0.14338872
515.29998;0.14595316
517.30001;0.14838266
519.29998;0.1510323
521.29996;0.15382712
523.29999;0.15655906
525.29997;0.15972926
527.3;0.16179499
529.29997;0.16376959
531.29995;0.1666549
533.29998;0.16860151
535.29996;0.17076117
537.29999;0.17245591
539.29996;0.17462382
541.3;0.17496981
543.30003;0.17675866
545.30001;0.17701529
547.30004;0.17937197
549.30001;0.17898801
551.29999;0.18125121
553.30002;0.18111831
555.3;0.18284687
557.30003;0.18252251
559.30001;0.18321708
561.29998;0.18429743
563.30001;0.18442777
565.29999;0.18532045
567.30002;0.1841498
569.3;0.18484828
571.29997;0.18390802
573.3;0.18376395
575.29998;0.18413493
577.30001;0.18344586
579.29999;0.185618
581.29996;0.18411781
583.29999;0.18499477
585.29997;0.18483588
587.3;0.1862742
589.29998;0.18662432
591.30001;0.18696292
593.30004;0.18696168
595.30002;0.18718614
597.30005;0.18710688
599.30003;0.18798059
601.10003;0.18882491
602.7;0.1889371
604.30002;0.1902926
605.89999;0.1897206
607.50008;0.19030814
609.10004;0.19039281
610.70001;0.19004339
612.29998;0.19081087
613.90001;0.19141038
615.50003;0.19190928
617.10006;0.19125377
618.70003;0.19212048
620.29999;0.19340698
621.89996;0.19267723
623.50005;0.19315626
625.10002;0.19453116
626.69998;0.19463941
628.30001;0.1956481
629.89998;0.19547117
631.69998;0.1964134
633.70001;0.19698712
635.69999;0.19708869
637.70002;0.19823256
639.7;0.19769816
641.70003;0.19891098
643.70006;0.19868058
645.70004;0.19959027
647.70007;0.19911654
649.70005;0.20001236
651.70002;0.19921011
653.70005;0.20024201
655.70003;0.20097363
657.70006;0.20138314
659.70004;0.20183794
661.70001;0.2015253
663.70004;0.20186114
665.70002;0.20299175
667.70005;0.20224996
670.19999;0.20273855
673.20001;0.20260346
676.19997;0.20399339
679.19999;0.20466158
682.19995;0.20602563
685.19998;0.20815781
688.2;0.20904765
691.20002;0.2130982
694.20004;0.21729359
697.20006;0.22367343
700.19996;0.23160788
701.99996;0.23750904
704;0.24266417
705.99997;0.25002739
708;0.25497359
709.99998;0.26249737
711.99995;0.26879936
713.99999;0.27708012
715.99996;0.28356776
717.99999;0.29252854
719.99997;0.30046213
721.99994;0.31003755
723.99998;0.31905884
725.99995;0.32910633
727.99999;0.33907431
729.99996;0.35006964
731.99993;0.36019731
733.99997;0.37089697
735.99994;0.38132909
737.99998;0.39210704
740.00001;0.40111175
741.99998;0.41106397
744.00002;0.42036352
745.99999;0.42854539
748.00003;0.43547541
750.50002;0.4440209
753.50004;0.4522523
756.50001;0.45921534
759.50003;0.46534485
762.49999;0.47002879
765.50001;0.47254497
768.50003;0.47586355
771.49999;0.47811833
774.50001;0.48126778
777.50003;0.48241282
780.99996;0.48296881
784.99997;0.48393297
788.99997;0.48561072
792.99998;0.48760763
