0,Cologne,Germany,2,50.935,6.992,53
Date (MM/DD/YYYY),Time (HH:MM),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Dry-bulb (C),Pressure (mbar),Alb
10/07/2021,02:00:00,0.0,0.0,0.0,11.9,1011.9,0.0
10/07/2021,03:00:00,0.0,0.0,0.0,11.8,1012.2,0.0
10/07/2021,04:00:00,0.0,0.0,0.0,11.5,1012.8,0.0
10/07/2021,05:00:00,0.0,0.0,0.0,11.5,1013.5,0.0
10/07/2021,06:00:00,0.0,0.0,0.0,10.0,1013.9,0.0
10/07/2021,07:00:00,1.745375459,0.026270852,1.744851615,9.7,1014.6,0.25067195906936635
10/07/2021,08:00:00,36.45140008,0.288979377,36.42481924,11.0,1015.3,0.25067381298694985
10/07/2021,09:00:00,110.0853543,32.49485529,100.9631574,12.7,1015.7,0.25752489983281035
10/07/2021,10:00:00,344.2215389,195.763825,264.9791984,13.6,1015.9,0.25543523155014497
10/07/2021,11:00:00,263.7624496,250.1423005,148.9245802,14.8,1015.9,0.23767247169845354
10/07/2021,12:00:00,142.0249836,4.33469066,139.7308482,16.3,1016.1,0.2520780076400538
10/07/2021,13:00:00,306.1978176,231.990236,179.4308094,15.2,1016.1,0.18354019601715627
10/07/2021,14:00:00,419.484675,463.5502868,179.0983777,16.4,1016.2,0.1546448679754811
10/07/2021,15:00:00,436.0657419,735.2850388,105.1775759,16.2,1016.2,0.19578152714849112
10/07/2021,16:00:00,319.7479633,680.2377512,83.49499892,16.0,1016.2,0.24713778715639675
10/07/2021,17:00:00,108.2917709,224.5698148,50.8139031,12.3,1016.7,0.2556133426682847
10/07/2021,18:00:00,12.73122843,0.091947983,12.72085187,11.4,1017.1,0.2578460932129113
10/07/2021,19:00:00,0.0,0.0,0.0,9.3,1017.4,0.0
10/07/2021,20:00:00,0.0,0.0,0.0,9.5,1017.6,0.0
10/07/2021,21:00:00,0.0,0.0,0.0,8.3,1017.7,0.0
10/07/2021,22:00:00,0.0,0.0,0.0,7.6,1017.9,0.0
10/07/2021,23:00:00,0.0,0.0,0.0,7.5,1018.1,0.0
10/08/2021,00:00:00,0.0,0.0,0.0,7.6,1018.2,0.0
10/08/2021,01:00:00,0.0,0.0,0.0,6.2,1018.4,0.0
10/08/2021,02:00:00,0.0,0.0,0.0,6.1,1018.4,0.0
10/08/2021,03:00:00,0.0,0.0,0.0,5.0,1018.4,0.0
10/08/2021,04:00:00,0.0,0.0,0.0,4.6,1018.4,0.0
10/08/2021,05:00:00,0.0,0.0,0.0,4.0,1018.7,0.0
10/08/2021,06:00:00,0.0,0.0,0.0,3.4,1018.9,0.0
10/08/2021,07:00:00,2.266392284,5.386619379,2.16128362,4.2,1019.3,0.25068440080773235
10/08/2021,08:00:00,67.08261578,157.1861728,47.92950125,8.7,1019.4,0.2506846653725204
10/08/2021,09:00:00,218.0130933,357.0340208,123.834031,11.2,1019.4,0.2572467578799211
10/08/2021,10:00:00,309.6545757,731.8807741,30.5396177,13.0,1019.0,0.24893795796413473
10/08/2021,11:00:00,442.8704812,803.7884759,62.67417491,15.4,1018.9,0.21940335434553626
10/08/2021,12:00:00,508.0019106,826.1821884,71.60187579,17.4,1018.4,0.15690916993387186
10/08/2021,13:00:00,522.606451,810.0321818,83.40059997,17.4,1017.9,0.11075351529956923
10/08/2021,14:00:00,497.4122282,753.4589956,109.5895169,18.1,1017.6,0.1210647755639788
10/08/2021,15:00:00,292.9257947,323.2212444,147.3933641,18.1,1017.2,0.21541175018706482
10/08/2021,16:00:00,319.2967862,573.0559569,126.4880502,17.6,1016.9,0.24863849800295124
10/08/2021,17:00:00,69.40463263,51.10556504,56.31108859,14.4,1017.0,0.25571129586961955
10/08/2021,18:00:00,12.56064641,0.090853365,12.55066466,11.5,1017.2,0.2579263121232627
10/08/2021,19:00:00,0.0,0.0,0.0,10.9,1017.4,0.0
10/08/2021,20:00:00,0.0,0.0,0.0,10.6,1017.3,0.0
10/08/2021,21:00:00,0.0,0.0,0.0,9.4,1017.3,0.0
10/08/2021,22:00:00,0.0,0.0,0.0,8.0,1017.5,0.0
10/08/2021,23:00:00,0.0,0.0,0.0,8.5,1017.4,0.0
