Date (MM/DD/YYYY),Time (HH:MM),nothing,GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),temp_air,Windspeed (m/s),Avg Pressure [mBar],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Air pressure (Pa),Alb
07/04/2023,01:00,0,0.0,0.0,0.0,17.96,60.04,1015.37,-16.043,220.357,101537.0,0.222
07/04/2023,02:00,1,0.0,0.0,0.0,17.245,60.042,1015.614,-15.141,12.649,101561.4,0.222
07/04/2023,03:00,2,0.0,0.0,0.0,17.01,60.042,1015.696,-11.986,26.472,101569.6,0.222
07/04/2023,04:00,3,0.0,0.0,0.0,16.317,60.041,1015.609,-6.857,39.466,101560.9,0.222
07/04/2023,05:00,4,0.0,0.0,0.0,15.524,60.04,1015.663,-0.257,51.364,101566.3,0.222
07/04/2023,06:00,5,8.219,0.0,6.8,15.094,60.041,1015.817,7.783,62.893,101581.7,0.459
07/04/2023,07:00,6,47.775,0.0,41.274,14.955,60.042,1016.046,16.55,73.848,101604.6,0.21
07/04/2023,08:00,7,95.143,345.851,87.886,15.817,60.043,1016.313,25.808,84.872,101631.3,0.199
07/04/2023,09:00,8,333.156,466.272,128.484,16.879,60.046,1016.765,35.225,96.656,101676.5,0.171
07/04/2023,10:00,9,510.908,480.208,207.885,17.738,60.045,1017.06,44.381,110.212,101706.0,0.195
07/04/2023,11:00,10,636.495,522.848,236.163,18.688,60.048,1017.182,52.642,127.083,101718.2,0.197
07/04/2023,12:00,11,691.263,476.943,276.284,20.25,60.045,1017.386,58.932,149.165,101738.6,0.193
07/04/2023,13:00,12,780.4,518.561,287.821,21.295,60.047,1017.272,61.708,176.635,101727.2,0.187
07/04/2023,14:00,13,794.832,446.975,339.305,22.455,60.048,1017.201,59.941,204.858,101720.1,0.19
07/04/2023,15:00,14,748.229,382.064,346.447,23.426,60.046,1016.854,54.316,228.311,101685.4,0.192
07/04/2023,16:00,15,702.157,363.033,350.019,24.325,60.044,1016.477,46.39,246.222,101647.7,0.198
07/04/2023,17:00,16,472.763,306.797,303.201,24.627,60.048,1016.082,37.368,260.382,101608.2,0.199
07/04/2023,18:00,17,357.341,222.75,254.82,24.052,59.053,1015.588,27.964,272.467,101558.8,0.209
07/04/2023,19:00,18,275.762,106.516,213.175,24.499,60.041,1014.985,18.632,283.595,101498.5,0.212
07/04/2023,20:00,19,104.744,57.744,88.073,23.707,60.04,1014.397,9.72,294.506,101439.7,0.196
07/04/2023,21:00,20,23.062,0.0,19.738,22.802,60.04,1013.892,1.563,305.725,101389.2,0.228
07/04/2023,22:00,21,3.623,0.0,0.0,21.908,60.041,1013.746,-5.458,317.576,101374.6,0.374
07/04/2023,23:00,22,0.0,0.0,0.0,21.243,60.04,1013.429,-11.007,330.353,101342.9,0.222
07/04/2023,00:00,23,0.0,0.0,0.0,20.346,60.041,1012.626,-14.681,344.073,101262.6,0.222
07/05/2023,01:00,0,0.0,0.0,0.0,19.284,60.041,1011.907,-16.129,220.313,101190.7,0.222
07/05/2023,02:00,1,0.0,0.0,0.0,18.093,60.041,1011.302,-15.234,12.621,101130.2,0.222
07/05/2023,03:00,2,0.0,0.0,0.0,17.922,60.04,1010.031,-12.092,26.425,101003.1,0.222
07/05/2023,04:00,3,0.0,0.0,0.0,17.548,60.042,1009.355,-7.014,39.345,100935.5,0.222
07/05/2023,05:00,4,0.0,0.0,0.0,17.542,60.04,1008.727,-0.23,51.569,100872.7,0.222
07/05/2023,06:00,5,3.892,0.0,1.406,17.011,60.041,1009.526,7.582,62.778,100952.6,0.594
07/05/2023,07:00,6,27.573,0.0,21.437,15.714,60.042,1010.739,16.461,73.884,101073.9,0.207
07/05/2023,08:00,7,91.269,365.513,77.752,15.706,60.042,1011.266,25.715,84.906,101126.6,0.191
07/05/2023,09:00,8,164.355,424.693,109.746,15.97,60.045,1011.927,35.131,96.693,101192.7,0.172
07/05/2023,10:00,9,153.169,50.028,142.193,15.661,60.043,1012.651,44.286,110.249,101265.1,0.19
07/05/2023,11:00,10,176.715,149.931,153.22,16.124,60.042,1013.454,52.545,127.107,101345.4,0.189
07/05/2023,12:00,11,587.532,505.545,286.828,17.549,60.045,1014.114,58.834,149.152,101411.4,0.188
07/05/2023,13:00,12,545.498,386.348,322.513,18.595,60.045,1014.616,61.616,176.558,101461.6,0.185
07/05/2023,14:00,13,579.387,501.736,274.212,19.528,60.047,1014.917,59.866,204.73,101491.7,0.181
07/05/2023,15:00,14,452.237,404.365,265.212,19.34,60.044,1015.529,54.258,228.172,101552.9,0.181
07/05/2023,16:00,15,567.876,582.749,257.365,19.417,60.047,1015.844,46.344,246.093,101584.4,0.185
07/05/2023,17:00,16,448.615,506.194,244.294,19.867,60.045,1016.164,37.319,260.276,101616.4,0.184
07/05/2023,18:00,17,323.144,108.539,271.551,19.162,60.042,1016.596,27.925,272.362,101659.6,0.192
07/05/2023,19:00,18,196.439,59.391,178.988,19.164,60.043,1017.014,18.59,283.498,101701.4,0.189
07/05/2023,20:00,19,180.272,269.083,116.711,18.978,60.044,1017.361,9.673,294.416,101736.1,0.217
07/05/2023,21:00,20,108.804,342.192,34.293,18.68,60.043,1017.485,1.508,305.64,101748.5,0.261
07/05/2023,22:00,21,7.51,0.0,5.89,17.789,60.041,1018.027,-5.547,317.545,101802.7,0.363
07/05/2023,23:00,22,0.0,0.0,0.0,16.605,60.04,1019.0,-11.102,330.341,101900.0,0.222
07/05/2023,00:00,23,0.0,0.0,0.0,15.07,60.041,1019.25,-14.766,344.033,101925.0,0.222
07/06/2023,01:00,0,0.0,1.88,0.0,14.561,60.041,1019.513,-16.221,217.173,101951.3,0.222
07/06/2023,02:00,1,0.0,0.0,0.0,14.615,60.04,1019.784,-15.339,12.553,101978.4,0.222
07/06/2023,03:00,2,0.0,0.705,0.0,14.399,60.043,1019.792,-12.164,26.52,101979.2,0.222
07/06/2023,04:00,3,0.0,0.0,0.0,13.721,60.04,1019.858,-7.066,39.449,101985.8,0.222
07/06/2023,05:00,4,0.0,0.623,0.0,13.132,60.04,1019.956,-0.331,51.587,101995.6,0.222
07/06/2023,06:00,5,7.754,0.844,7.099,12.491,60.041,1020.15,7.527,62.862,102015.0,0.467
07/06/2023,07:00,6,34.004,0.997,27.306,13.202,60.042,1020.467,16.358,73.911,102046.7,0.179
07/06/2023,08:00,7,59.634,521.057,48.43,15.105,60.044,1020.763,25.618,84.946,102076.3,0.22
07/06/2023,09:00,8,353.538,663.825,59.635,16.747,60.047,1021.153,35.034,96.737,102115.3,0.159
07/06/2023,10:00,9,540.741,743.278,66.869,18.125,60.047,1021.509,44.187,110.292,102150.9,0.184
07/06/2023,11:00,10,687.729,799.366,68.65,18.79,60.044,1021.642,52.442,127.138,102164.2,0.188
07/06/2023,12:00,11,799.707,805.542,102.03,20.937,60.049,1021.675,58.729,149.145,102167.5,0.181
07/06/2023,13:00,12,746.03,675.496,206.329,21.724,60.045,1021.574,61.518,176.484,102157.4,0.174
07/06/2023,14:00,13,714.725,508.053,290.699,22.707,60.048,1021.588,59.784,204.601,102158.8,0.178
07/06/2023,15:00,14,745.237,547.598,295.13,23.844,60.048,1021.47,54.193,228.029,102147.0,0.178
07/06/2023,16:00,15,631.953,553.319,255.915,24.098,60.044,1021.208,46.291,245.96,102120.8,0.179
07/06/2023,17:00,16,473.249,535.18,214.276,23.25,60.042,1021.075,37.281,260.147,102107.5,0.183
07/06/2023,18:00,17,456.681,520.84,168.576,23.949,60.045,1021.037,27.879,272.254,102103.7,0.188
07/06/2023,19:00,18,424.155,625.415,107.373,23.894,60.047,1020.792,18.541,283.398,102079.2,0.218
07/06/2023,20:00,19,231.181,464.77,54.305,23.746,60.042,1020.887,9.619,294.322,102088.7,0.244
07/06/2023,21:00,20,100.759,292.427,27.389,23.276,60.041,1021.151,1.447,305.552,102115.1,0.258
07/06/2023,22:00,21,17.012,113.813,6.248,22.062,60.042,1021.359,-5.618,317.464,102135.9,0.344
07/06/2023,23:00,22,0.0,0.0,0.0,20.988,60.041,1021.943,-11.183,330.27,102194.3,0.222
07/06/2023,00:00,23,0.0,0.0,0.0,19.759,60.04,1022.382,-14.856,343.955,102238.2,0.222
07/07/2023,01:00,0,0.0,0.0,0.0,18.38,60.04,1022.687,-16.322,220.227,102268.7,0.222
07/07/2023,02:00,1,0.0,0.0,0.0,16.902,60.041,1022.835,-15.438,12.57,102283.5,0.222
07/07/2023,03:00,2,0.0,0.0,0.0,15.658,60.041,1022.805,-12.308,26.393,102280.5,0.222
07/07/2023,04:00,3,0.0,0.0,0.0,14.912,60.04,1022.752,-7.153,39.504,102275.2,0.222
07/07/2023,05:00,4,0.0,0.0,0.0,14.217,60.04,1022.753,-0.438,51.608,102275.3,0.222
07/07/2023,06:00,5,6.609,0.0,4.436,13.636,60.04,1022.992,7.492,62.985,102299.2,0.483
07/07/2023,07:00,6,30.637,0.0,21.477,14.46,60.041,1023.19,16.189,73.87,102319.0,0.189
07/07/2023,08:00,7,55.818,580.132,40.385,16.821,60.045,1023.341,25.438,84.898,102334.1,0.24
07/07/2023,09:00,8,362.036,691.83,50.86,18.935,60.048,1023.408,34.932,96.788,102340.8,0.161
07/07/2023,10:00,9,545.698,762.948,56.766,21.369,60.046,1023.6,44.083,110.343,102360.0,0.188
07/07/2023,11:00,10,687.147,803.844,62.062,23.508,60.048,1023.653,52.335,127.178,102365.3,0.192
07/07/2023,12:00,11,797.649,830.357,64.926,25.53,60.048,1023.481,58.619,149.146,102348.1,0.186
07/07/2023,13:00,12,873.177,835.84,69.661,26.903,60.045,1023.194,61.413,176.414,102319.4,0.18
07/07/2023,14:00,13,903.276,835.763,71.832,27.687,60.045,1022.771,59.695,204.471,102277.1,0.178
07/07/2023,15:00,14,883.475,826.001,71.277,28.823,60.044,1022.345,54.122,227.884,102234.5,0.178
07/07/2023,16:00,15,821.336,811.23,71.076,29.364,60.071,1022.108,46.233,245.823,102210.8,0.182
07/07/2023,17:00,16,715.543,778.217,69.618,30.488,60.043,1021.477,37.228,260.023,102147.7,0.191
07/07/2023,18:00,17,575.075,716.897,72.169,30.923,60.044,1021.119,27.828,272.141,102111.9,0.203
07/07/2023,19:00,18,407.559,611.691,68.726,30.669,59.381,1020.598,18.487,283.294,102059.8,0.22
07/07/2023,20:00,19,221.972,384.94,65.94,29.761,60.042,1020.232,9.56,294.225,102023.2,0.241
07/07/2023,21:00,20,72.724,127.566,29.632,28.835,60.042,1020.079,1.38,305.462,102007.9,0.239
07/07/2023,22:00,21,9.035,17.033,4.144,27.191,60.04,1019.926,-5.695,317.381,101992.6,0.392
07/07/2023,23:00,22,0.0,0.0,0.0,25.181,60.041,1019.984,-11.271,330.197,101998.4,0.222
07/07/2023,00:00,23,0.0,0.0,0.0,23.477,60.04,1020.157,-14.954,343.896,102015.7,0.222
07/08/2023,01:00,0,0.0,0.0,0.0,22.586,60.04,1020.198,-16.428,226.186,102019.8,0.222
07/08/2023,02:00,1,0.0,0.0,0.0,21.906,60.04,1020.145,-15.538,12.623,102014.5,0.222
07/08/2023,03:00,2,0.0,0.0,0.0,20.728,60.04,1019.826,-12.406,26.441,101982.6,0.222
07/08/2023,04:00,3,0.0,0.0,0.0,20.215,60.04,1019.695,-7.278,39.496,101969.5,0.222
07/08/2023,05:00,4,0.0,0.0,0.0,19.614,60.04,1019.362,-0.583,51.582,101936.2,0.222
07/08/2023,06:00,5,8.407,0.0,4.914,19.164,60.04,1019.428,7.391,63.032,101942.8,0.416
07/08/2023,07:00,6,33.786,0.0,23.243,19.255,60.04,1019.647,16.149,73.996,101964.7,0.191
07/08/2023,08:00,7,85.963,285.866,78.086,21.032,60.042,1019.776,25.463,85.106,101977.6,0.198
