Date,Specie,median
2022-03-28,humidity,88.0
2022-03-28,pm25,91.0
2022-03-29,humidity,84.0
2022-03-29,pm25,74.0
2022-03-29,wind-speed,3.6
2022-03-30,humidity,83.0
2022-03-30,wind-speed,3.8
2022-03-30,pm25,65.0
2022-03-31,wind-speed,4.1
2022-03-31,pm25,80.0
2022-03-31,humidity,85.5
2022-04-01,pm25,80.0
2022-04-01,wind-speed,4.6
2022-04-01,humidity,84.0
2022-04-02,wind-speed,3.0
2022-04-02,humidity,88.0
2022-04-02,pm25,80.0
2022-04-03,humidity,85.5
2022-04-03,wind-speed,3.6
2022-04-03,pm25,72.0
2022-04-04,pm25,74.0
2022-04-04,humidity,91.0
2022-04-04,wind-speed,3.3
2022-04-05,pm25,65.0
2022-04-05,wind-speed,3.6
2022-04-05,humidity,83.0
2022-04-06,wind-speed,3.0
2022-04-06,pm25,63.0
2022-04-06,humidity,89.0
2022-04-07,wind-speed,2.8
2022-04-07,pm25,59.0
2022-04-07,humidity,83.0
2022-04-08,pm25,50.0
2022-04-08,humidity,81.0
2022-04-08,wind-speed,3.6
2022-04-09,humidity,83.0
2022-04-09,wind-speed,2.5
2022-04-09,pm25,53.0
2022-04-10,humidity,83.0
2022-04-10,wind-speed,4.3
2022-04-10,pm25,30.0
2022-04-11,humidity,83.0
2022-04-11,pm25,34.0
2022-04-11,wind-speed,4.6
2022-04-12,pm25,68.0
2022-04-12,wind-speed,3.2
2022-04-12,humidity,85.5
2022-04-13,pm25,70.0
2022-04-13,wind-speed,2.8
2022-04-13,humidity,83.0
2022-04-14,pm25,50.0
2022-04-14,wind-speed,4.8
2022-04-14,humidity,83.0
2022-04-15,pm25,42.0
2022-04-15,wind-speed,1.8
2022-04-15,humidity,85.5
2022-04-16,pm25,63.0
2022-04-16,humidity,98.0
2022-04-16,wind-speed,1.8
2022-04-17,humidity,88.0
2022-04-17,wind-speed,3.0
2022-04-17,pm25,38.0
2022-04-18,humidity,88.0
2022-04-18,wind-speed,3.0
2022-04-18,pm25,34.0
2022-04-19,wind-speed,2.0
2022-04-19,pm25,38.0
2022-04-19,humidity,88.0
2022-04-20,pm25,38.0
2022-04-20,humidity,91.0
2022-04-20,wind-speed,3.6
2022-04-21,pm25,46.0
2022-04-21,humidity,91.0
2022-04-21,wind-speed,3.8
2022-04-22,pm25,42.0
2022-04-22,wind-speed,2.5
2022-04-22,humidity,88.0
2022-04-23,wind-speed,2.5
2022-04-23,humidity,88.0
2022-04-23,pm25,30.0
2022-04-24,wind-speed,4.6
2022-04-24,humidity,86.3
2022-04-24,pm25,21.0
2022-04-25,wind-speed,1.8
2022-04-25,humidity,88.0
2022-04-25,pm25,74.0
2022-04-26,wind-speed,3.3
2022-04-26,humidity,85.5
2022-04-26,pm25,53.0
2022-04-27,humidity,83.0
2022-04-27,pm25,46.0
2022-04-27,wind-speed,4.6
2022-04-28,humidity,83.0
2022-04-28,pm25,38.0
2022-04-28,wind-speed,2.8
2022-04-29,pm25,59.0
2022-04-29,humidity,83.0
2022-04-29,wind-speed,2.0
2022-04-30,wind-speed,3.3
2022-04-30,pm25,46.0
2022-04-30,humidity,83.5
2022-05-01,humidity,83.0
2022-05-01,wind-speed,3.4
2022-05-01,pm25,25.0
2022-05-02,pm25,21.0
2022-05-02,humidity,83.0
2022-05-02,wind-speed,3.6
2022-05-03,wind-speed,3.0
2022-05-03,pm25,34.0
2022-05-03,humidity,83.0
2022-05-04,wind-speed,3.0
2022-05-04,humidity,83.0
2022-05-04,pm25,34.0
2022-05-05,pm25,53.0
2022-05-05,wind-speed,2.5
2022-05-05,humidity,88.6
2022-05-06,humidity,94.0
2022-05-06,wind-speed,1.2
2022-05-06,pm25,68.0
2022-05-07,wind-speed,2.3
2022-05-07,pm25,63.0
2022-05-07,humidity,81.0
2022-05-08,humidity,83.0
2022-05-08,pm25,34.0
2022-05-08,wind-speed,4.6
2022-05-09,pm25,50.0
2022-05-09,wind-speed,3.6
2022-05-09,humidity,88.0
2022-05-10,wind-speed,3.3
2022-05-10,pm25,59.0
2022-05-10,humidity,88.0
2022-05-11,humidity,88.0
2022-05-11,wind-speed,4.3
2022-05-11,pm25,53.0
2022-05-12,wind-speed,2.3
2022-05-12,pm25,25.0
2022-05-12,humidity,91.0
2022-05-13,pm25,38.0
2022-05-13,humidity,83.0
2022-05-13,wind-speed,3.0
2022-05-14,humidity,86.0
2022-05-14,pm25,34.0
2022-05-14,wind-speed,2.5
2022-05-15,humidity,83.0
2022-05-15,pm25,30.0
2022-05-15,wind-speed,3.0
2022-05-16,humidity,83.0
2022-05-16,wind-speed,2.3
2022-05-16,pm25,55.0
2022-05-17,pm25,57.0
2022-05-17,wind-speed,4.3
2022-05-17,humidity,81.0
2022-05-18,humidity,79.0
2022-05-18,pm25,55.0
2022-05-18,wind-speed,5.6
2022-05-19,wind-speed,4.6
2022-05-19,pm25,57.0
2022-05-19,humidity,79.0
2022-05-20,humidity,85.5
2022-05-20,wind-speed,2.7
2022-05-21,humidity,91.2
2022-05-21,wind-speed,4.1
2022-05-22,humidity,94.0
2022-05-22,wind-speed,2.3
2022-05-22,pm25,38.0
2022-05-23,humidity,85.5
2022-05-23,wind-speed,2.5
2022-05-23,pm25,57.0
2022-05-24,wind-speed,4.8
2022-05-24,pm25,30.0
2022-05-24,humidity,85.5
2022-05-25,pm25,55.0
2022-05-25,humidity,88.0
2022-05-25,wind-speed,2.7
2022-05-26,pm25,42.0
2022-05-26,humidity,88.0
2022-05-26,wind-speed,2.8
2022-05-27,pm25,50.0
2022-05-27,wind-speed,2.3
2022-05-27,humidity,88.0
2022-05-28,wind-speed,3.0
2022-05-28,humidity,83.0
2022-05-28,pm25,34.0
2022-05-29,wind-speed,2.8
2022-05-29,humidity,81.0
2022-05-29,pm25,30.0
2022-05-30,wind-speed,4.1
2022-05-30,humidity,79.0
2022-05-30,pm25,38.0
2022-05-31,wind-speed,3.8
2022-05-31,humidity,83.5
2022-05-31,pm25,42.0
2022-06-01,wind-speed,1.5
2022-06-01,pm25,38.0
2022-06-01,humidity,88.5
2022-06-02,pm25,57.0
2022-06-02,wind-speed,4.1
2022-06-02,humidity,79.0
2022-06-03,pm25,61.0
2022-06-03,wind-speed,3.6
2022-06-03,humidity,83.0
2022-06-04,pm25,42.0
2022-06-04,wind-speed,2.5
2022-06-04,humidity,88.0
2022-06-05,pm25,38.0
2022-06-05,wind-speed,2.5
2022-06-05,humidity,85.5
2022-06-06,wind-speed,3.0
2022-06-06,humidity,83.0
2022-06-06,pm25,38.0
2022-06-07,humidity,78.0
2022-06-07,pm25,57.0
2022-06-07,wind-speed,2.8
2022-06-08,humidity,78.0
2022-06-08,pm25,65.0
2022-06-08,wind-speed,3.3
2022-06-09,humidity,83.0
2022-06-09,pm25,61.0
2022-06-09,wind-speed,4.6
2022-06-10,humidity,90.0
2022-06-10,pm25,59.0
2022-06-10,wind-speed,3.6
2022-06-11,pm25,46.0
2022-06-11,wind-speed,3.6
2022-06-11,humidity,79.0
2022-06-12,wind-speed,3.6
2022-06-12,pm25,38.0
2022-06-12,humidity,74.0
2022-06-13,wind-speed,4.1
2022-06-13,pm25,38.0
2022-06-13,humidity,78.0
2022-06-14,pm25,61.0
2022-06-14,humidity,83.0
2022-06-14,wind-speed,5.4
2022-06-15,humidity,92.0
2022-06-15,wind-speed,5.1
2022-06-15,pm25,63.0
2022-06-16,humidity,91.2
2022-06-16,wind-speed,4.6
2022-06-16,pm25,50.0
2022-06-17,humidity,88.0
2022-06-17,pm25,55.0
2022-06-17,wind-speed,4.3
2022-06-18,pm25,50.0
2022-06-18,wind-speed,2.5
2022-06-18,humidity,83.0
2022-06-19,pm25,34.0
2022-06-19,wind-speed,3.0
2022-06-19,humidity,85.5
2022-06-20,pm25,50.0
2022-06-20,wind-speed,2.9
2022-06-20,humidity,94.0
2022-06-21,pm25,50.0
2022-06-21,wind-speed,2.8
2022-06-21,humidity,100.0
2022-06-22,pm25,42.0
2022-06-22,humidity,97.0
2022-06-22,wind-speed,2.3
2022-06-23,humidity,94.0
2022-06-23,pm25,53.0
2022-06-23,wind-speed,2.0
2022-06-24,humidity,91.0
2022-06-24,pm25,25.0
2022-06-24,wind-speed,2.3
2022-06-25,humidity,94.0
2022-06-25,pm25,55.0
2022-06-25,wind-speed,2.0
2022-06-26,humidity,88.0
2022-06-26,pm25,25.0
2022-06-26,wind-speed,3.0
