Date,Specie,median
2022-01-01,humidity,70.3
2022-01-01,pm10,4.0
2022-01-01,precipitation,99.0
2022-01-01,wind-speed,3.6
2022-01-01,pm25,13.0
2022-01-02,pm10,4.0
2022-01-02,wind-speed,4.1
2022-01-02,humidity,65.4
2022-01-02,pm25,17.0
2022-01-02,precipitation,99.0
2022-01-03,wind-speed,4.1
2022-01-03,pm10,9.0
2022-01-03,precipitation,99.0
2022-01-03,humidity,74.8
2022-01-03,pm25,25.0
2022-01-04,pm25,25.0
2022-01-04,humidity,67.3
2022-01-04,pm10,8.0
2022-01-04,wind-speed,7.2
2022-01-04,precipitation,0.7
2022-01-05,precipitation,0.2
2022-01-05,humidity,80.0
2022-01-05,wind-speed,2.0
2022-01-05,pm10,6.0
2022-01-05,pm25,21.0
2022-01-06,wind-speed,2.0
2022-01-06,pm10,6.0
2022-01-06,pm25,17.0
2022-01-06,humidity,74.0
2022-01-07,pm10,8.0
2022-01-07,humidity,70.2
2022-01-07,wind-speed,2.0
2022-01-07,precipitation,99.0
2022-01-07,pm25,25.0
2022-01-08,precipitation,99.0
2022-01-08,pm10,7.0
2022-01-08,pm25,21.0
2022-01-08,wind-speed,2.0
2022-01-08,humidity,60.0
2022-01-09,pm10,9.0
2022-01-09,wind-speed,3.6
2022-01-09,precipitation,0.2
2022-01-09,pm25,30.0
2022-01-09,humidity,79.8
2022-01-10,wind-speed,3.6
2022-01-10,humidity,73.2
2022-01-10,pm25,38.0
2022-01-10,pm10,11.0
2022-01-11,precipitation,2.5
2022-01-11,humidity,86.0
2022-01-11,pm25,25.0
2022-01-11,pm10,7.0
2022-01-11,wind-speed,3.6
2022-01-12,pm25,17.0
2022-01-12,humidity,74.0
2022-01-12,pm10,7.0
2022-01-12,wind-speed,5.6
2022-01-12,precipitation,0.4
2022-01-13,pm10,5.0
2022-01-13,pm25,13.0
2022-01-13,wind-speed,5.6
2022-01-13,precipitation,1.4
2022-01-13,humidity,87.1
2022-01-14,precipitation,0.1
2022-01-14,pm10,8.0
2022-01-14,wind-speed,8.2
2022-01-14,pm25,25.0
2022-01-14,humidity,59.0
2022-01-15,wind-speed,2.0
2022-01-15,humidity,74.9
2022-01-15,precipitation,99.0
2022-01-15,pm10,7.0
2022-01-15,pm25,21.0
2022-01-16,humidity,77.2
2022-01-16,precipitation,1.5
2022-01-16,pm25,21.0
2022-01-16,pm10,7.0
2022-01-16,wind-speed,4.6
2022-01-17,pm10,8.0
2022-01-17,precipitation,0.6
2022-01-17,pm25,25.0
2022-01-17,humidity,83.2
2022-01-17,wind-speed,3.6
2022-01-18,pm10,6.0
2022-01-18,wind-speed,5.6
2022-01-18,pm25,21.0
2022-01-18,precipitation,0.3
2022-01-18,humidity,79.8
2022-01-19,humidity,90.3
2022-01-19,pm25,13.0
2022-01-19,precipitation,0.4
2022-01-19,wind-speed,2.5
2022-01-19,pm10,4.0
2022-01-20,humidity,91.0
2022-01-20,pm25,13.0
2022-01-20,wind-speed,4.1
2022-01-20,precipitation,0.9
2022-01-20,pm10,4.0
2022-01-21,humidity,75.1
2022-01-21,pm25,21.0
2022-01-21,pm10,6.0
2022-01-21,precipitation,0.2
2022-01-21,wind-speed,4.1
2022-01-22,precipitation,99.0
2022-01-22,humidity,71.3
2022-01-22,pm25,21.0
2022-01-22,wind-speed,2.0
2022-01-22,pm10,6.0
2022-01-23,wind-speed,2.0
2022-01-23,humidity,70.3
2022-01-23,pm10,6.0
2022-01-23,pm25,21.0
2022-01-24,pm10,6.0
2022-01-24,humidity,64.1
2022-01-24,pm25,17.0
2022-01-24,precipitation,99.5
2022-01-24,wind-speed,4.6
2022-01-25,pm10,6.0
2022-01-25,pm25,21.0
2022-01-25,humidity,70.8
