Date,Specie,median
2022-01-01,humidity,88.0
2022-01-01,wind-speed,3.0
2022-01-01,precipitation,0.3
2022-01-02,precipitation,10.8
2022-01-02,wind-speed,3.0
2022-01-02,humidity,88.0
2022-01-03,humidity,88.0
2022-01-03,wind-speed,3.0
2022-01-03,precipitation,0.6
2022-01-04,humidity,88.0
2022-01-04,wind-speed,2.5
2022-01-04,precipitation,0.5
2022-01-05,wind-speed,2.5
2022-01-05,humidity,83.0
2022-01-06,wind-speed,2.5
2022-01-06,humidity,83.0
2022-01-07,humidity,83.0
2022-01-07,wind-speed,2.5
2022-01-08,wind-speed,2.5
2022-01-08,humidity,83.0
2022-01-09,wind-speed,2.5
2022-01-09,humidity,83.0
2022-01-10,wind-speed,2.0
2022-01-10,humidity,78.0
2022-01-11,wind-speed,2.5
2022-01-11,humidity,78.0
2022-01-12,humidity,78.0
2022-01-12,wind-speed,3.0
2022-01-13,wind-speed,2.5
2022-01-13,humidity,74.0
2022-01-14,wind-speed,2.5
2022-01-14,humidity,74.0
2022-01-15,wind-speed,2.5
2022-01-15,humidity,78.0
2022-01-16,wind-speed,3.0
2022-01-16,humidity,78.0
2022-01-17,humidity,88.0
2022-01-17,wind-speed,2.5
2022-01-18,wind-speed,2.5
2022-01-18,humidity,78.0
2022-01-19,wind-speed,3.0
2022-01-19,humidity,78.0
2022-01-20,humidity,78.0
2022-01-20,wind-speed,2.5
2022-01-21,wind-speed,2.5
2022-01-21,humidity,78.0
2022-01-22,wind-speed,2.0
2022-01-22,humidity,83.0
2022-01-23,wind-speed,2.0
2022-01-23,humidity,74.0
2022-01-24,wind-speed,2.0
2022-01-24,humidity,83.0
2022-01-25,humidity,78.0
2022-01-25,wind-speed,2.5
2022-01-26,humidity,83.0
2022-01-26,wind-speed,2.0
2022-01-27,humidity,78.0
2022-01-27,wind-speed,2.0
2022-01-28,humidity,78.0
2022-01-28,wind-speed,2.0
2022-01-29,humidity,83.0
2022-01-29,wind-speed,1.5
2022-01-30,humidity,83.0
2022-01-30,wind-speed,1.5
2022-01-31,humidity,83.0
2022-01-31,wind-speed,2.0
2022-02-01,wind-speed,2.0
2022-02-01,humidity,83.0
2022-02-02,humidity,83.0
2022-02-02,wind-speed,1.5
2022-02-03,humidity,83.0
2022-02-03,wind-speed,2.5
2022-02-04,humidity,83.0
2022-02-04,wind-speed,2.5
2022-02-05,wind-speed,4.1
2022-02-05,humidity,83.0
2022-02-05,precipitation,0.4
2022-02-06,wind-speed,3.0
2022-02-06,humidity,83.0
2022-02-06,precipitation,0.5
2022-02-07,wind-speed,2.5
2022-02-07,precipitation,0.6
2022-02-07,humidity,88.0
2022-02-08,wind-speed,1.5
2022-02-08,precipitation,0.3
2022-02-08,humidity,94.0
2022-02-09,humidity,94.0
2022-02-09,wind-speed,1.5
2022-02-10,humidity,94.0
2022-02-10,wind-speed,2.0
2022-02-11,humidity,94.0
2022-02-11,wind-speed,2.0
2022-02-12,humidity,88.0
2022-02-12,wind-speed,2.5
2022-02-13,humidity,88.0
2022-02-13,wind-speed,1.5
2022-02-14,wind-speed,2.0
2022-02-14,humidity,88.0
2022-02-15,humidity,88.0
2022-02-15,wind-speed,1.5
2022-02-16,humidity,88.0
2022-02-16,wind-speed,2.0
2022-02-17,humidity,88.0
2022-02-17,wind-speed,1.5
2022-02-18,wind-speed,2.0
2022-02-18,humidity,83.0
2022-02-19,humidity,83.0
2022-02-19,wind-speed,2.0
2022-02-20,humidity,88.0
2022-02-20,wind-speed,2.0
2022-02-21,humidity,83.0
2022-02-21,wind-speed,2.0
2022-02-22,wind-speed,2.0
2022-02-22,humidity,83.0
2022-02-23,wind-speed,2.0
2022-02-23,precipitation,1.3
2022-02-23,humidity,94.0
2022-02-24,humidity,94.0
2022-02-24,wind-speed,2.5
2022-02-25,humidity,94.0
2022-02-25,wind-speed,3.6
2022-02-26,humidity,88.0
2022-02-26,wind-speed,2.0
2022-02-27,humidity,88.0
2022-02-27,wind-speed,3.0
2022-02-28,humidity,88.0
2022-02-28,wind-speed,2.5
2022-03-01,humidity,83.0
2022-03-01,wind-speed,2.0
2022-03-02,humidity,83.0
