Date,Specie,median
2022-01-01,humidity,78.6
2022-01-01,pm10,98.0
2022-01-01,wind-speed,1.5
2022-01-01,pm25,200.0
2022-01-02,wind-speed,1.5
2022-01-02,pm10,104.0
2022-01-02,humidity,92.9
2022-01-02,pm25,205.0
2022-01-03,pm25,208.0
2022-01-03,pm10,107.0
2022-01-03,humidity,88.6
2022-01-03,wind-speed,1.5
2022-01-04,pm25,195.0
2022-01-04,pm10,94.0
2022-01-04,humidity,67.1
2022-01-04,wind-speed,1.5
2022-01-05,pm25,221.0
2022-01-05,pm10,108.0
2022-01-05,wind-speed,1.0
2022-01-05,humidity,52.1
2022-01-06,humidity,79.2
2022-01-06,wind-speed,1.5
2022-01-06,pm25,212.0
2022-01-06,pm10,105.0
2022-01-07,wind-speed,2.0
2022-01-07,humidity,76.3
2022-01-07,pm25,212.0
2022-01-07,pm10,105.0
2022-01-08,wind-speed,1.0
2022-01-08,humidity,90.2
2022-01-08,pm25,216.0
2022-01-08,pm10,106.0
2022-01-09,pm25,199.0
2022-01-09,humidity,75.0
2022-01-09,wind-speed,0.5
2022-01-09,pm10,100.0
2022-01-10,pm10,95.0
2022-01-10,humidity,78.4
2022-01-10,pm25,197.0
2022-01-10,wind-speed,2.0
2022-01-11,pm10,101.0
2022-01-11,humidity,68.3
2022-01-11,wind-speed,2.0
2022-01-11,pm25,201.0
2022-01-12,pm10,77.0
2022-01-12,humidity,74.6
2022-01-12,wind-speed,2.5
2022-01-12,pm25,178.0
2022-01-13,wind-speed,2.0
2022-01-13,pm25,176.0
2022-01-13,humidity,67.7
2022-01-13,pm10,76.0
2022-01-14,humidity,60.3
2022-01-14,pm25,175.0
2022-01-14,pm10,74.0
2022-01-14,wind-speed,1.0
2022-01-15,pm25,186.0
2022-01-15,pm10,84.0
2022-01-15,wind-speed,1.0
2022-01-15,humidity,78.5
2022-01-16,pm25,193.0
2022-01-16,pm10,91.0
2022-01-16,wind-speed,1.0
2022-01-16,humidity,75.6
2022-01-17,pm25,219.0
2022-01-17,wind-speed,1.5
2022-01-17,pm10,108.0
2022-01-17,humidity,72.3
2022-01-18,humidity,60.7
2022-01-18,pm10,106.0
2022-01-18,pm25,216.0
2022-01-18,wind-speed,1.5
