Date,Specie,median
2022-01-01,humidity,100.0
2022-01-01,wind-speed,2.0
2022-01-01,pm10,19.0
2022-01-02,pm10,12.0
2022-01-02,wind-speed,3.0
2022-01-02,humidity,100.0
2022-01-03,pm10,10.0
2022-01-03,humidity,96.0
2022-01-03,wind-speed,5.0
2022-01-04,humidity,84.0
2022-01-04,pm10,14.0
2022-01-04,wind-speed,5.9
2022-01-04,precipitation,99.1
2022-01-05,pm10,10.0
2022-01-05,precipitation,99.3
2022-01-05,wind-speed,5.1
2022-01-05,humidity,79.9
2022-01-06,wind-speed,3.0
2022-01-06,humidity,84.1
2022-01-06,pm10,7.0
2022-01-06,precipitation,99.1
2022-01-07,humidity,70.1
2022-01-07,pm10,12.0
2022-01-07,wind-speed,3.0
2022-01-08,pm10,26.0
2022-01-08,precipitation,0.3
2022-01-08,humidity,92.2
2022-01-08,wind-speed,1.0
2022-01-09,wind-speed,1.0
2022-01-09,precipitation,0.2
2022-01-09,humidity,97.0
2022-01-09,pm10,20.0
2022-01-10,humidity,84.8
2022-01-10,pm10,20.0
2022-01-10,wind-speed,4.0
2022-01-11,pm10,7.0
2022-01-11,wind-speed,9.2
2022-01-11,humidity,71.5
2022-01-12,wind-speed,5.0
2022-01-12,humidity,67.8
2022-01-12,pm10,14.0
2022-01-13,pm10,40.0
2022-01-13,humidity,89.2
2022-01-13,wind-speed,2.0
2022-01-14,wind-speed,4.0
2022-01-14,pm10,35.0
2022-01-14,humidity,95.0
2022-01-15,pm10,45.0
2022-01-15,wind-speed,1.0
2022-01-15,humidity,97.0
2022-01-16,pm10,17.0
2022-01-16,wind-speed,1.0
2022-01-16,humidity,100.0
2022-01-17,wind-speed,3.0
2022-01-17,humidity,89.4
2022-01-17,pm10,16.0
2022-01-17,precipitation,99.7
2022-01-18,pm10,11.0
2022-01-18,wind-speed,2.0
2022-01-18,humidity,71.5
2022-01-19,humidity,85.8
2022-01-19,wind-speed,2.7
2022-01-19,pm10,20.0
2022-01-20,humidity,93.0
2022-01-20,wind-speed,4.2
2022-01-20,pm10,19.0
2022-01-21,pm10,10.0
2022-01-21,humidity,80.0
2022-01-21,wind-speed,3.0
2022-01-22,pm10,10.0
2022-01-22,humidity,84.8
2022-01-22,wind-speed,2.0
2022-01-23,humidity,61.3
2022-01-23,pm10,10.0
2022-01-23,wind-speed,5.0
2022-01-24,humidity,66.0
2022-01-24,pm10,18.0
2022-01-24,wind-speed,3.3
2022-01-25,wind-speed,3.0
2022-01-25,humidity,85.8
2022-01-25,pm10,39.0
2022-01-26,wind-speed,2.0
2022-01-26,pm10,39.0
2022-01-26,humidity,90.0
2022-01-27,pm10,17.0
2022-01-27,wind-speed,5.0
2022-01-27,humidity,95.7
2022-01-28,pm10,10.0
2022-01-28,wind-speed,5.0
2022-01-28,precipitation,99.1
2022-01-28,humidity,79.3
2022-01-29,humidity,74.0
2022-01-29,pm10,8.0
2022-01-29,wind-speed,3.0
2022-01-30,pm10,9.0
2022-01-30,precipitation,99.5
2022-01-30,wind-speed,8.0
2022-01-30,humidity,68.1
2022-01-31,pm10,15.0
2022-01-31,humidity,75.8
2022-01-31,wind-speed,4.0
2022-02-01,wind-speed,2.0
2022-02-01,humidity,85.2
2022-02-01,pm10,22.0
2022-02-02,humidity,97.9
2022-02-02,wind-speed,4.2
2022-02-02,pm10,13.0
2022-02-02,precipitation,99.1
2022-02-03,humidity,88.3
2022-02-03,wind-speed,2.0
2022-02-03,pm10,14.0
2022-02-04,humidity,77.0
2022-02-04,wind-speed,4.0
2022-02-04,pm10,13.0
2022-02-05,wind-speed,3.0
2022-02-05,humidity,81.0
2022-02-05,pm10,17.0
2022-02-06,pm10,10.0
2022-02-06,wind-speed,5.1
2022-02-06,humidity,77.5
2022-02-07,pm10,10.0
2022-02-07,precipitation,0.5
2022-02-07,wind-speed,4.0
2022-02-07,humidity,83.2
2022-02-08,wind-speed,3.6
2022-02-08,humidity,77.9
2022-02-08,pm10,9.0
2022-02-09,humidity,91.3
2022-02-09,wind-speed,3.0
2022-02-09,pm10,11.0
2022-02-10,pm10,15.0
2022-02-10,humidity,95.9
2022-02-10,wind-speed,3.0
2022-02-11,pm10,23.0
2022-02-11,humidity,81.2
2022-02-11,wind-speed,3.0
2022-02-12,pm10,11.0
2022-02-12,humidity,66.3
2022-02-12,precipitation,99.1
2022-02-12,wind-speed,3.0
2022-02-13,humidity,68.0
2022-02-13,wind-speed,2.0
2022-02-13,pm10,20.0
2022-02-14,wind-speed,2.0
2022-02-14,pm10,30.0
2022-02-14,humidity,76.3
2022-02-15,wind-speed,3.6
2022-02-15,precipitation,99.3
2022-02-15,pm10,18.0
2022-02-15,humidity,82.9
2022-02-16,wind-speed,3.0
2022-02-16,pm10,20.0
2022-02-16,humidity,89.8
2022-02-17,pm10,11.0
2022-02-17,humidity,76.2
2022-02-17,precipitation,99.5
2022-02-17,wind-speed,8.0
2022-02-18,wind-speed,5.4
2022-02-18,pm10,8.0
2022-02-18,humidity,65.0
2022-02-19,wind-speed,6.0
2022-02-19,humidity,58.0
2022-02-19,pm10,9.0
2022-02-20,wind-speed,3.0
2022-02-20,humidity,62.9
2022-02-20,pm10,8.0
2022-02-21,humidity,90.0
2022-02-21,wind-speed,5.0
2022-02-21,pm10,13.0
2022-02-22,wind-speed,2.0
2022-02-22,humidity,79.0
2022-02-22,pm10,11.0
2022-02-23,humidity,92.2
2022-02-23,pm10,12.0
2022-02-23,wind-speed,2.0
2022-02-23,precipitation,0.2
2022-02-24,pm10,13.0
2022-02-24,wind-speed,2.0
2022-02-24,humidity,82.0
2022-02-24,precipitation,99.6
2022-02-25,humidity,61.1
2022-02-25,pm10,19.0
2022-02-25,wind-speed,2.0
2022-02-26,humidity,61.1
2022-02-26,pm10,10.0
2022-02-26,wind-speed,5.0
2022-02-27,precipitation,99.2
2022-02-27,pm10,9.0
2022-02-27,wind-speed,6.0
2022-02-27,humidity,46.5
2022-02-28,pm10,8.0
2022-02-28,humidity,49.1
2022-02-28,wind-speed,7.0
2022-03-01,wind-speed,6.0
2022-03-01,pm10,10.0
2022-03-01,humidity,51.2
2022-03-02,wind-speed,5.0
2022-03-02,pm10,13.0
2022-03-02,humidity,57.0
2022-03-03,pm10,20.0
2022-03-03,wind-speed,3.8
2022-03-03,humidity,49.0
2022-03-04,humidity,49.9
2022-03-04,wind-speed,5.0
2022-03-04,pm10,21.0
2022-03-05,humidity,57.9
2022-03-05,pm10,13.0
2022-03-05,wind-speed,5.0
2022-03-06,pm10,13.0
2022-03-06,humidity,56.2
2022-03-06,wind-speed,5.0
2022-03-07,wind-speed,6.0
2022-03-07,humidity,52.9
2022-03-07,pm10,17.0
2022-03-08,humidity,53.3
2022-03-08,pm10,14.0
2022-03-08,wind-speed,3.0
2022-03-09,humidity,77.3
2022-03-09,pm10,10.0
2022-03-09,wind-speed,4.0
2022-03-10,pm10,11.0
2022-03-10,wind-speed,7.0
2022-03-10,humidity,43.0
2022-03-11,wind-speed,5.0
2022-03-11,humidity,37.2
2022-03-11,pm10,12.0
2022-03-12,pm10,15.0
2022-03-12,wind-speed,2.0
2022-03-12,humidity,41.5
2022-03-13,wind-speed,1.2
2022-03-13,humidity,43.0
2022-03-13,pm10,19.0
2022-03-14,pm10,39.0
2022-03-14,wind-speed,1.0
2022-03-14,humidity,41.9
2022-03-15,wind-speed,2.0
2022-03-15,humidity,47.0
2022-03-15,pm10,37.0
2022-03-16,precipitation,99.8
2022-03-16,pm10,29.0
2022-03-16,wind-speed,3.0
2022-03-16,humidity,89.8
2022-03-17,wind-speed,4.0
2022-03-17,humidity,70.2
2022-03-17,pm10,28.0
2022-03-18,wind-speed,3.0
2022-03-18,humidity,73.1
2022-03-18,pm10,25.0
2022-03-19,humidity,37.0
2022-03-19,pm10,27.0
2022-03-19,wind-speed,3.0
2022-03-20,pm10,18.0
2022-03-20,humidity,39.2
2022-03-20,wind-speed,2.0
2022-03-21,wind-speed,3.0
2022-03-21,pm10,23.0
2022-03-21,humidity,32.0
2022-03-22,pm10,26.0
2022-03-22,humidity,30.5
2022-03-22,wind-speed,3.3
2022-03-23,pm10,28.0
2022-03-23,wind-speed,2.0
2022-03-23,humidity,35.0
2022-03-24,humidity,35.0
2022-03-24,wind-speed,3.8
2022-03-24,pm10,31.0
2022-03-25,humidity,48.0
2022-03-25,wind-speed,3.8
2022-03-25,pm10,21.0
2022-03-26,humidity,35.0
2022-03-26,wind-speed,3.0
2022-03-26,pm10,21.0
2022-03-27,wind-speed,6.4
2022-03-27,pm10,21.0
2022-03-27,humidity,21.1
2022-03-28,wind-speed,2.5
2022-03-28,humidity,36.5
2022-03-28,pm10,22.0
2022-03-29,humidity,35.0
2022-03-29,wind-speed,3.6
2022-03-29,pm10,27.0
2022-03-30,humidity,52.0
2022-03-30,pm10,30.0
2022-03-30,wind-speed,4.1
2022-03-31,pm10,30.0
2022-03-31,humidity,73.5
2022-03-31,precipitation,0.2
2022-03-31,wind-speed,3.0
2022-04-01,pm10,20.0
2022-04-01,precipitation,0.8
2022-04-01,humidity,91.2
2022-04-01,wind-speed,4.0
2022-04-02,wind-speed,5.0
2022-04-02,pm10,7.0
2022-04-02,precipitation,0.2
2022-04-02,humidity,76.1
2022-04-03,wind-speed,5.0
2022-04-03,pm10,10.0
2022-04-03,humidity,80.0
2022-04-03,precipitation,99.1
2022-04-04,humidity,57.3
2022-04-04,wind-speed,3.0
2022-04-04,pm10,11.0
2022-04-05,wind-speed,6.0
2022-04-05,humidity,70.0
2022-04-05,pm10,10.0
2022-04-06,pm10,12.0
2022-04-06,wind-speed,4.0
2022-04-06,humidity,66.1
2022-04-07,pm10,17.0
2022-04-07,wind-speed,3.0
2022-04-07,humidity,82.9
2022-04-07,precipitation,99.4
2022-04-08,precipitation,99.2
2022-04-08,wind-speed,6.0
2022-04-08,humidity,76.9
2022-04-08,pm10,11.0
2022-04-09,precipitation,0.6
2022-04-09,humidity,90.0
2022-04-09,pm10,8.0
2022-04-09,wind-speed,5.0
2022-04-10,precipitation,99.2
2022-04-10,pm10,10.0
2022-04-10,humidity,59.0
2022-04-10,wind-speed,5.9
2022-04-11,humidity,61.0
2022-04-11,wind-speed,3.0
2022-04-11,pm10,9.0
2022-04-12,humidity,56.5
2022-04-12,pm10,17.0
2022-04-12,wind-speed,2.0
2022-04-13,humidity,39.1
2022-04-13,wind-speed,2.0
2022-04-13,pm10,15.0
2022-04-14,humidity,38.1
2022-04-14,wind-speed,1.0
2022-04-14,pm10,24.0
2022-04-15,pm10,22.0
2022-04-15,wind-speed,2.0
2022-04-15,humidity,57.5
2022-04-16,pm10,10.0
2022-04-16,precipitation,99.1
2022-04-16,humidity,71.0
2022-04-16,wind-speed,7.2
2022-04-17,humidity,45.9
2022-04-17,wind-speed,7.0
2022-04-17,pm10,7.0
2022-04-18,wind-speed,4.0
2022-04-18,humidity,50.1
2022-04-18,pm10,6.0
2022-04-19,wind-speed,1.2
2022-04-19,humidity,65.0
2022-04-19,pm10,10.0
2022-04-20,pm10,14.0
2022-04-20,wind-speed,2.0
2022-04-20,humidity,63.2
2022-04-21,wind-speed,3.0
2022-04-21,pm10,17.0
