Date,Specie,median
2022-01-01,humidity,81.1
2022-01-01,pm25,999.0
2022-01-01,wind-speed,5.0
2022-01-01,pm10,17.0
2022-01-02,wind-speed,3.0
2022-01-02,humidity,95.9
2022-01-02,pm10,10.0
2022-01-03,pm10,24.0
2022-01-03,pm25,455.0
2022-01-03,humidity,91.3
2022-01-03,wind-speed,3.0
2022-01-04,pm10,29.0
2022-01-04,humidity,97.2
2022-01-04,wind-speed,6.0
2022-01-05,pm10,16.0
2022-01-05,wind-speed,6.0
2022-01-05,humidity,81.2
2022-01-06,precipitation,99.9
2022-01-06,pm10,10.0
2022-01-06,humidity,70.8
2022-01-06,wind-speed,5.0
2022-01-07,wind-speed,2.0
2022-01-07,pm10,13.0
2022-01-07,humidity,73.1
2022-01-08,pm10,19.0
2022-01-08,humidity,97.8
2022-01-08,wind-speed,2.0
2022-01-08,precipitation,0.5
2022-01-09,pm10,28.0
2022-01-09,humidity,94.3
2022-01-09,wind-speed,2.0
2022-01-09,precipitation,0.1
2022-01-10,wind-speed,5.0
2022-01-10,pm10,22.0
2022-01-10,humidity,83.2
2022-01-11,pm10,14.0
2022-01-11,humidity,81.9
2022-01-11,wind-speed,7.0
2022-01-11,pm25,5.0
2022-01-12,wind-speed,6.0
2022-01-12,humidity,72.2
2022-01-12,pm10,15.0
2022-01-12,pm25,61.0
2022-01-13,pm10,50.0
2022-01-13,humidity,92.4
2022-01-13,wind-speed,2.0
2022-01-13,pm25,124.0
2022-01-14,humidity,76.3
2022-01-14,pm25,80.0
2022-01-14,pm10,29.0
2022-01-14,wind-speed,3.0
2022-01-15,pm10,22.0
2022-01-15,humidity,86.9
2022-01-15,wind-speed,2.0
2022-01-15,pm25,68.0
2022-01-16,pm25,102.0
2022-01-16,humidity,97.0
2022-01-16,pm10,40.0
2022-01-16,wind-speed,1.0
2022-01-17,pm25,78.0
2022-01-17,humidity,82.3
2022-01-17,pm10,26.0
2022-01-17,wind-speed,4.0
2022-01-18,pm10,13.0
2022-01-18,pm25,42.0
2022-01-18,humidity,67.0
2022-01-18,wind-speed,5.0
2022-01-19,pm10,27.0
2022-01-19,pm25,68.0
2022-01-19,wind-speed,2.0
2022-01-19,humidity,84.0
2022-01-20,pm10,34.0
2022-01-20,humidity,87.9
2022-01-20,pm25,87.0
2022-01-20,wind-speed,3.0
2022-01-21,humidity,62.2
2022-01-21,pm10,11.0
2022-01-21,pm25,38.0
2022-01-21,wind-speed,7.0
2022-01-22,pm10,8.0
2022-01-22,humidity,72.1
2022-01-22,precipitation,99.6
2022-01-22,wind-speed,5.0
2022-01-22,pm25,34.0
2022-01-23,wind-speed,3.0
2022-01-23,humidity,70.0
2022-01-23,pm25,46.0
2022-01-23,pm10,11.0
2022-01-24,wind-speed,4.0
2022-01-24,humidity,67.0
2022-01-24,pm25,46.0
2022-01-24,pm10,13.0
2022-01-25,pm25,87.0
2022-01-25,pm10,34.0
2022-01-25,humidity,77.8
2022-01-25,wind-speed,2.0
2022-01-26,pm10,28.0
2022-01-26,pm25,82.0
2022-01-26,humidity,84.8
2022-01-26,wind-speed,2.0
2022-01-27,pm25,63.0
2022-01-27,wind-speed,3.0
2022-01-27,pm10,20.0
2022-01-27,humidity,87.1
2022-01-28,pm25,59.0
2022-01-28,wind-speed,7.0
2022-01-28,humidity,64.9
2022-01-28,pm10,24.0
2022-01-29,pm10,8.0
2022-01-29,pm25,30.0
2022-01-29,wind-speed,4.0
2022-01-29,humidity,69.2
2022-01-30,pm10,17.0
2022-01-30,wind-speed,9.0
2022-01-30,precipitation,99.1
2022-01-30,pm25,57.0
2022-01-30,humidity,54.0
2022-01-31,pm25,55.0
2022-01-31,pm10,26.0
2022-01-31,wind-speed,4.0
2022-01-31,humidity,62.2
2022-02-01,pm25,57.0
2022-02-01,wind-speed,2.0
2022-02-01,pm10,23.0
2022-02-01,humidity,91.0
2022-02-02,humidity,100.0
2022-02-02,wind-speed,5.0
2022-02-02,pm25,38.0
2022-02-02,pm10,10.0
2022-02-02,precipitation,99.1
2022-02-03,humidity,70.1
2022-02-03,pm10,13.0
2022-02-03,wind-speed,4.0
2022-02-03,pm25,30.0
2022-02-04,pm25,76.0
2022-02-04,pm10,32.0
2022-02-04,wind-speed,3.0
2022-02-04,humidity,84.8
2022-02-05,wind-speed,3.0
2022-02-05,humidity,68.0
2022-02-05,pm25,68.0
2022-02-05,pm10,29.0
2022-02-06,pm10,14.0
2022-02-06,humidity,74.9
2022-02-06,pm25,38.0
2022-02-06,wind-speed,4.0
2022-02-07,wind-speed,7.0
2022-02-07,precipitation,0.3
2022-02-07,pm25,42.0
2022-02-07,pm10,14.0
2022-02-07,humidity,69.9
2022-02-08,wind-speed,6.0
2022-02-08,pm10,13.0
2022-02-08,humidity,62.2
2022-02-08,pm25,42.0
2022-02-09,wind-speed,3.0
2022-02-09,pm10,9.0
2022-02-09,humidity,73.8
2022-02-09,precipitation,99.1
2022-02-09,pm25,25.0
2022-02-10,pm10,26.0
2022-02-10,humidity,83.1
2022-02-10,wind-speed,2.0
2022-02-10,pm25,68.0
2022-02-11,wind-speed,3.0
2022-02-11,pm25,76.0
2022-02-11,humidity,62.1
2022-02-11,pm10,37.0
2022-02-12,humidity,57.2
2022-02-12,pm10,10.0
2022-02-12,pm25,30.0
2022-02-12,wind-speed,4.0
2022-02-13,pm10,15.0
2022-02-13,wind-speed,3.0
2022-02-13,humidity,74.0
2022-02-13,pm25,53.0
2022-02-14,pm25,63.0
2022-02-14,pm10,20.0
2022-02-14,wind-speed,4.0
2022-02-14,humidity,73.9
2022-02-15,wind-speed,4.0
2022-02-15,pm25,59.0
2022-02-15,pm10,20.0
2022-02-15,humidity,73.0
2022-02-16,humidity,80.0
2022-02-16,wind-speed,3.0
2022-02-16,pm10,23.0
2022-02-16,pm25,61.0
2022-02-17,pm10,25.0
2022-02-17,wind-speed,6.0
2022-02-17,humidity,51.1
2022-02-17,pm25,72.0
2022-02-18,pm25,50.0
2022-02-18,pm10,16.0
2022-02-18,humidity,50.0
2022-02-18,wind-speed,5.0
2022-02-19,pm10,18.0
2022-02-19,pm25,53.0
2022-02-19,wind-speed,3.0
2022-02-19,humidity,61.2
2022-02-20,humidity,69.0
2022-02-20,pm25,21.0
2022-02-20,wind-speed,3.0
2022-02-20,pm10,7.0
2022-02-21,pm25,63.0
2022-02-21,wind-speed,4.0
2022-02-21,pm10,20.0
2022-02-21,humidity,85.2
2022-02-22,humidity,68.0
2022-02-22,wind-speed,6.0
2022-02-22,pm25,34.0
2022-02-22,pm10,13.0
2022-02-23,pm25,53.0
2022-02-23,pm10,17.0
2022-02-23,precipitation,99.4
2022-02-23,humidity,66.2
2022-02-23,wind-speed,4.0
2022-02-24,wind-speed,4.0
2022-02-24,pm25,61.0
2022-02-24,humidity,65.2
2022-02-24,pm10,19.0
2022-02-25,pm25,57.0
2022-02-25,wind-speed,5.0
2022-02-25,pm10,18.0
2022-02-25,humidity,48.2
2022-02-26,humidity,63.2
2022-02-26,pm10,10.0
2022-02-26,wind-speed,5.0
2022-02-26,pm25,34.0
2022-02-27,humidity,68.1
2022-02-27,precipitation,0.2
2022-02-27,pm25,34.0
2022-02-27,pm10,10.0
2022-02-27,wind-speed,6.0
2022-02-28,humidity,74.1
2022-02-28,pm25,42.0
2022-02-28,wind-speed,5.0
2022-02-28,pm10,12.0
2022-02-28,precipitation,0.2
2022-03-01,pm25,42.0
2022-03-01,pm10,11.0
2022-03-01,humidity,55.2
2022-03-01,wind-speed,5.0
2022-03-02,pm25,42.0
2022-03-02,humidity,56.2
2022-03-02,wind-speed,4.0
2022-03-02,pm10,14.0
2022-03-03,humidity,63.1
2022-03-03,wind-speed,1.0
2022-03-03,pm10,27.0
2022-03-03,pm25,65.0
2022-03-04,pm25,82.0
2022-03-04,pm10,39.0
2022-03-04,humidity,60.9
2022-03-04,wind-speed,4.0
2022-03-05,pm10,23.0
2022-03-05,wind-speed,5.0
2022-03-05,humidity,57.3
2022-03-05,pm25,65.0
