Date,Specie,median
2022-01-01,humidity,90.0
2022-01-01,wind-speed,1.2
2022-01-02,wind-speed,1.0
2022-01-02,humidity,84.5
2022-01-03,humidity,93.0
2022-01-03,wind-speed,1.0
2022-01-04,humidity,81.0
2022-01-04,wind-speed,1.8
2022-01-05,humidity,76.0
2022-01-05,wind-speed,4.6
2022-01-06,wind-speed,4.1
2022-01-06,humidity,65.5
2022-01-07,wind-speed,4.3
2022-01-07,humidity,43.5
2022-01-08,wind-speed,4.8
2022-01-08,humidity,50.0
2022-01-09,wind-speed,2.3
2022-01-09,humidity,53.5
2022-01-10,wind-speed,7.9
2022-01-10,humidity,31.0
2022-01-11,wind-speed,10.0
2022-01-11,humidity,37.0
2022-01-12,wind-speed,7.4
2022-01-12,humidity,27.0
2022-01-13,humidity,18.0
2022-01-13,wind-speed,5.6
2022-01-14,humidity,47.0
2022-01-14,wind-speed,2.5
2022-01-15,humidity,38.5
2022-01-15,wind-speed,2.8
2022-01-16,wind-speed,1.5
2022-01-16,humidity,44.0
2022-01-17,humidity,72.5
2022-01-17,wind-speed,2.0
2022-01-18,humidity,32.0
2022-01-18,wind-speed,3.3
2022-01-19,humidity,41.0
2022-01-19,wind-speed,2.0
2022-01-20,wind-speed,2.5
2022-01-20,humidity,68.0
2022-01-21,humidity,34.5
2022-01-21,wind-speed,3.8
2022-01-22,humidity,40.0
2022-01-22,wind-speed,5.1
2022-01-23,wind-speed,4.8
2022-01-23,humidity,45.0
2022-01-24,humidity,28.5
2022-01-24,wind-speed,4.8
2022-01-25,humidity,27.0
2022-01-25,wind-speed,3.8
2022-01-26,humidity,46.5
2022-01-26,wind-speed,3.0
2022-01-27,wind-speed,2.3
2022-01-27,humidity,70.0
2022-01-28,humidity,66.0
2022-01-28,wind-speed,2.8
2022-01-29,humidity,32.5
2022-01-29,wind-speed,4.3
2022-01-30,wind-speed,2.3
2022-01-30,humidity,55.5
2022-01-31,wind-speed,4.8
2022-01-31,humidity,71.0
2022-02-01,wind-speed,5.1
2022-02-01,humidity,38.0
2022-02-02,wind-speed,3.8
2022-02-02,humidity,39.0
2022-02-03,wind-speed,2.8
2022-02-03,humidity,39.0
2022-02-04,wind-speed,2.3
2022-02-04,humidity,67.5
2022-02-05,humidity,68.0
2022-02-05,wind-speed,1.8
2022-02-06,wind-speed,1.8
2022-02-06,humidity,75.0
2022-02-07,humidity,76.0
2022-02-07,wind-speed,2.5
2022-02-08,wind-speed,5.1
2022-02-08,humidity,39.0
2022-02-09,wind-speed,3.3
2022-02-09,humidity,37.0
2022-02-10,humidity,58.5
2022-02-10,wind-speed,1.5
2022-02-11,wind-speed,1.5
2022-02-11,humidity,73.5
2022-02-12,humidity,39.0
2022-02-12,wind-speed,3.8
2022-02-13,wind-speed,2.3
2022-02-13,humidity,52.0
2022-02-14,wind-speed,2.0
2022-02-14,humidity,81.0
2022-02-15,wind-speed,3.3
2022-02-15,humidity,81.0
2022-02-16,wind-speed,2.8
2022-02-16,humidity,71.0
2022-02-17,wind-speed,1.2
2022-02-17,humidity,75.0
2022-02-18,humidity,70.0
2022-02-18,wind-speed,1.5
2022-02-19,wind-speed,2.0
2022-02-19,humidity,69.0
