Date,Specie,median
2022-06-02,pm25,21.0
2022-06-03,wind-speed,2.8
2022-06-03,pm25,21.0
2022-06-03,humidity,15.7
2022-06-03,pm10,23.0
2022-06-04,wind-speed,3.0
2022-06-04,pm10,25.0
2022-06-04,pm25,25.0
2022-06-04,humidity,17.3
2022-06-05,humidity,15.2
2022-06-05,pm25,21.0
2022-06-05,pm10,18.0
2022-06-05,wind-speed,2.2
2022-06-06,wind-speed,2.2
2022-06-06,pm10,23.0
2022-06-06,pm25,21.0
2022-06-06,humidity,18.0
2022-06-07,wind-speed,2.0
2022-06-07,pm10,20.0
2022-06-07,pm25,21.0
2022-06-07,humidity,18.4
2022-06-08,wind-speed,2.0
2022-06-08,pm10,26.0
2022-06-08,humidity,19.5
2022-06-08,pm25,25.0
2022-06-09,pm10,30.0
2022-06-09,pm25,30.0
2022-06-09,humidity,21.8
2022-06-09,wind-speed,1.7
2022-06-10,humidity,19.3
2022-06-10,pm10,32.0
2022-06-10,wind-speed,1.8
2022-06-10,pm25,30.0
2022-06-11,pm25,25.0
2022-06-11,humidity,19.0
2022-06-11,pm10,29.0
2022-06-11,wind-speed,2.2
2022-06-12,humidity,19.0
2022-06-12,pm10,26.0
2022-06-12,pm25,30.0
2022-06-12,wind-speed,1.8
2022-06-13,wind-speed,3.5
2022-06-13,pm25,42.0
2022-06-13,pm10,38.0
2022-06-13,humidity,20.8
2022-06-14,humidity,15.1
2022-06-14,wind-speed,3.8
2022-06-14,pm10,31.0
2022-06-14,pm25,34.0
2022-06-15,pm25,34.0
2022-06-15,humidity,13.2
2022-06-15,wind-speed,2.0
2022-06-15,pm10,27.0
2022-06-16,pm25,38.0
2022-06-16,humidity,9.3
2022-06-16,wind-speed,2.0
2022-06-16,pm10,30.0
2022-06-17,pm10,27.0
2022-06-17,pm25,34.0
2022-06-17,humidity,21.0
2022-06-17,wind-speed,2.5
2022-06-18,pm10,20.0
2022-06-18,pm25,25.0
2022-06-18,humidity,40.5
2022-06-18,wind-speed,2.8
2022-06-19,humidity,27.0
2022-06-19,pm25,30.0
2022-06-19,pm10,21.0
2022-06-19,wind-speed,3.3
2022-06-20,pm10,23.0
2022-06-20,wind-speed,1.7
2022-06-20,pm25,30.0
2022-06-20,humidity,31.0
2022-06-21,wind-speed,2.4
2022-06-21,pm10,17.0
2022-06-21,humidity,44.0
2022-06-21,pm25,21.0
2022-06-22,wind-speed,2.7
2022-06-22,pm10,10.0
2022-06-22,humidity,37.7
2022-06-22,pm25,13.0
2022-06-23,pm10,13.0
2022-06-23,pm25,13.0
2022-06-23,humidity,36.4
