Date,Specie,median
2022-01-01,humidity,62.0
2022-01-01,pm25,167.0
2022-01-01,wind-speed,1.5
2022-01-02,humidity,57.0
2022-01-02,pm25,163.0
2022-01-02,wind-speed,3.0
2022-01-03,pm25,144.0
2022-01-03,wind-speed,1.5
2022-01-03,humidity,76.0
2022-01-04,wind-speed,2.0
2022-01-04,pm25,172.0
2022-01-04,humidity,93.0
2022-01-05,wind-speed,2.0
2022-01-05,pm25,171.0
2022-01-05,humidity,81.0
2022-01-06,pm25,137.0
2022-01-06,humidity,61.0
2022-01-06,wind-speed,3.6
2022-01-07,pm25,154.0
2022-01-07,wind-speed,1.5
2022-01-07,humidity,65.0
2022-01-08,pm25,179.0
2022-01-08,humidity,61.0
2022-01-08,wind-speed,1.5
2022-01-09,humidity,50.0
2022-01-09,pm25,170.0
2022-01-09,wind-speed,2.0
2022-01-10,pm25,163.0
2022-01-10,wind-speed,4.1
2022-01-10,humidity,58.0
2022-01-11,pm25,155.0
2022-01-11,humidity,67.0
2022-01-11,wind-speed,5.1
2022-01-14,wind-speed,1.0
2022-01-14,humidity,61.0
2022-01-15,humidity,49.0
2022-01-15,wind-speed,2.0
2022-01-16,wind-speed,3.6
2022-01-16,humidity,61.0
2022-01-17,wind-speed,2.5
2022-01-17,humidity,70.0
2022-01-18,wind-speed,2.5
2022-01-18,pm25,139.0
2022-01-18,humidity,69.0
2022-01-19,pm25,93.0
2022-01-19,wind-speed,5.6
2022-01-19,humidity,42.0
2022-01-20,pm25,78.0
2022-01-20,humidity,36.0
2022-01-20,wind-speed,6.1
2022-01-21,pm25,124.0
2022-01-21,humidity,47.0
2022-01-21,wind-speed,3.0
2022-01-22,wind-speed,2.5
2022-01-22,pm25,132.0
2022-01-22,humidity,60.0
2022-01-23,pm25,170.0
2022-01-23,humidity,56.0
2022-01-23,wind-speed,1.5
2022-01-24,humidity,45.0
2022-01-24,pm25,151.0
2022-01-24,wind-speed,1.5
2022-01-25,wind-speed,1.5
2022-01-25,pm25,166.0
2022-01-25,humidity,46.0
2022-01-26,wind-speed,2.0
2022-01-26,pm25,163.0
2022-01-26,humidity,46.0
2022-01-27,humidity,46.0
2022-01-27,pm25,82.0
2022-01-27,wind-speed,3.6
2022-01-28,pm25,91.0
2022-01-28,humidity,50.0
2022-01-28,wind-speed,2.0
2022-01-29,humidity,53.0
2022-01-29,wind-speed,2.5
2022-01-29,pm25,149.0
2022-01-30,pm25,166.0
2022-01-30,humidity,50.0
2022-01-30,wind-speed,2.0
2022-01-31,pm25,99.0
2022-01-31,wind-speed,1.5
2022-01-31,humidity,65.0
2022-02-01,pm25,68.0
2022-02-01,wind-speed,3.6
2022-02-01,humidity,76.0
2022-02-02,wind-speed,2.0
2022-02-02,humidity,76.0
2022-02-02,pm25,97.0
2022-02-03,wind-speed,4.1
2022-02-03,humidity,47.0
2022-02-03,pm25,152.0
2022-02-04,wind-speed,5.6
2022-02-04,humidity,50.0
2022-02-04,pm25,114.0
2022-02-05,wind-speed,2.3
2022-02-05,humidity,62.0
2022-02-05,pm25,97.0
2022-02-06,humidity,53.0
2022-02-06,pm25,102.0
2022-02-06,wind-speed,2.0
2022-02-07,pm25,99.0
2022-02-07,wind-speed,1.5
2022-02-07,humidity,44.0
2022-02-08,wind-speed,1.5
2022-02-08,pm25,114.0
2022-02-08,humidity,41.0
2022-02-09,pm25,132.0
2022-02-09,humidity,36.0
2022-02-09,wind-speed,3.6
2022-02-10,pm25,102.0
2022-02-10,humidity,41.0
2022-02-10,wind-speed,6.1
2022-02-11,humidity,50.0
2022-02-11,pm25,159.0
2022-02-11,wind-speed,3.0
2022-02-12,humidity,40.0
2022-02-12,pm25,89.0
2022-02-12,wind-speed,4.6
2022-02-13,pm25,91.0
2022-02-13,wind-speed,4.6
2022-02-13,humidity,40.0
2022-02-14,pm25,85.0
2022-02-14,wind-speed,2.5
2022-02-14,humidity,38.0
2022-02-15,wind-speed,3.0
2022-02-15,pm25,129.0
2022-02-15,humidity,41.0
2022-02-16,pm25,78.0
2022-02-16,humidity,38.0
2022-02-16,wind-speed,3.6
2022-02-17,pm25,87.0
2022-02-17,humidity,35.0
2022-02-17,wind-speed,3.0
2022-02-18,wind-speed,3.0
2022-02-18,pm25,155.0
2022-02-18,humidity,34.0
2022-02-19,wind-speed,5.1
2022-02-19,pm25,122.0
2022-02-19,humidity,34.0
2022-02-20,pm25,112.0
2022-02-20,wind-speed,3.0
2022-02-20,humidity,51.0
2022-02-21,humidity,58.0
2022-02-21,wind-speed,4.1
2022-02-21,pm25,89.0
2022-02-22,wind-speed,2.0
2022-02-22,pm25,129.0
2022-02-22,humidity,58.0
2022-02-23,wind-speed,1.0
2022-02-23,humidity,48.0
2022-02-23,pm25,177.0
2022-02-24,wind-speed,5.1
2022-02-24,pm25,156.0
2022-02-24,humidity,35.0
2022-02-25,pm25,154.0
2022-02-25,humidity,37.0
2022-02-25,wind-speed,4.3
2022-02-26,humidity,47.0
2022-02-26,wind-speed,3.0
2022-02-26,pm25,154.0
2022-02-27,wind-speed,3.0
2022-02-27,pm25,80.0
2022-02-27,humidity,45.0
2022-02-28,wind-speed,2.5
2022-02-28,pm25,72.0
2022-02-28,humidity,42.0
2022-03-01,pm25,162.0
2022-03-01,humidity,42.0
2022-03-01,wind-speed,2.5
2022-03-02,humidity,37.0
2022-03-02,wind-speed,4.1
2022-03-02,pm25,107.0
2022-03-03,wind-speed,7.7
2022-03-03,pm25,160.0
2022-03-03,humidity,32.0
2022-03-04,humidity,31.0
2022-03-04,pm25,153.0
2022-03-04,wind-speed,5.1
2022-03-05,humidity,34.5
2022-03-05,wind-speed,3.6
2022-03-05,pm25,158.0
2022-03-06,pm25,161.0
2022-03-06,humidity,36.0
2022-03-06,wind-speed,2.5
2022-03-07,pm25,154.0
2022-03-07,wind-speed,4.6
2022-03-07,humidity,43.0
2022-03-08,humidity,48.0
2022-03-08,pm25,89.0
2022-03-08,wind-speed,3.6
2022-03-09,humidity,30.0
2022-03-09,wind-speed,3.0
2022-03-09,pm25,154.0
2022-03-10,wind-speed,3.0
2022-03-10,humidity,42.0
2022-03-10,pm25,163.0
2022-03-11,wind-speed,6.1
2022-03-11,humidity,33.0
2022-03-11,pm25,134.0
2022-03-12,wind-speed,3.6
2022-03-12,humidity,35.0
2022-03-12,pm25,168.0
2022-03-13,humidity,37.0
2022-03-13,pm25,104.0
2022-03-13,wind-speed,2.0
2022-03-14,pm25,89.0
2022-03-14,wind-speed,3.0
2022-03-14,humidity,32.0
2022-03-15,pm25,89.0
2022-03-15,wind-speed,5.6
2022-03-15,humidity,30.0
2022-03-16,pm25,68.0
2022-03-16,wind-speed,4.6
2022-03-16,humidity,33.0
2022-03-17,wind-speed,2.5
2022-03-17,humidity,29.0
2022-03-17,pm25,114.0
2022-03-18,humidity,21.0
2022-03-18,pm25,142.0
2022-03-18,wind-speed,2.5
2022-03-19,pm25,95.0
2022-03-19,humidity,28.0
2022-03-19,wind-speed,3.0
2022-03-20,wind-speed,7.2
2022-03-20,pm25,89.0
2022-03-20,humidity,30.0
2022-03-21,wind-speed,5.6
2022-03-21,pm25,89.0
2022-03-21,humidity,25.0
2022-03-22,wind-speed,4.1
2022-03-22,humidity,45.0
2022-03-22,pm25,107.0
2022-03-23,wind-speed,3.0
2022-03-23,humidity,35.0
2022-03-23,pm25,102.0
2022-03-24,pm25,85.0
2022-03-24,humidity,37.0
2022-03-24,wind-speed,4.1
2022-03-25,pm25,109.0
2022-03-25,wind-speed,4.1
2022-03-25,humidity,39.0
2022-03-26,wind-speed,3.0
2022-03-26,humidity,43.0
2022-03-26,pm25,85.0
2022-03-27,wind-speed,3.0
2022-03-27,humidity,38.0
2022-03-27,pm25,91.0
2022-03-28,wind-speed,3.6
2022-03-28,pm25,112.0
2022-03-28,humidity,35.0
2022-03-29,pm25,97.0
2022-03-29,humidity,28.0
2022-03-29,wind-speed,3.3
2022-03-30,pm25,134.0
2022-03-30,wind-speed,2.0
2022-03-30,humidity,32.0
2022-03-31,pm25,112.0
2022-03-31,wind-speed,2.5
2022-03-31,humidity,23.0
2022-04-01,humidity,23.0
2022-04-01,wind-speed,3.6
2022-04-01,pm25,154.0
2022-04-02,humidity,21.0
2022-04-02,wind-speed,2.5
2022-04-02,pm25,139.0
2022-04-03,wind-speed,1.5
2022-04-03,pm25,170.0
2022-04-03,humidity,24.0
2022-04-04,pm25,156.0
2022-04-04,wind-speed,4.6
2022-04-04,humidity,20.0
2022-04-05,pm25,160.0
2022-04-05,humidity,24.0
2022-04-05,wind-speed,4.6
2022-04-06,humidity,24.0
2022-04-06,wind-speed,5.6
2022-04-06,pm25,151.0
2022-04-07,pm25,177.0
2022-04-07,wind-speed,4.6
2022-04-07,humidity,22.0
2022-04-08,humidity,22.0
2022-04-08,pm25,172.0
2022-04-08,wind-speed,3.6
2022-04-09,wind-speed,5.1
2022-04-09,humidity,26.0
2022-04-09,pm25,202.0
2022-04-10,humidity,28.0
2022-04-10,pm25,144.0
2022-04-10,wind-speed,2.0
2022-04-11,pm25,158.0
2022-04-11,wind-speed,4.1
2022-04-11,humidity,22.0
2022-04-12,pm25,152.0
2022-04-12,humidity,25.0
2022-04-12,wind-speed,7.2
2022-04-13,humidity,24.0
2022-04-13,wind-speed,4.1
2022-04-13,pm25,237.0
2022-04-14,pm25,112.0
2022-04-14,humidity,21.0
2022-04-14,wind-speed,6.1
2022-04-15,pm25,78.0
2022-04-15,humidity,19.0
2022-04-15,wind-speed,6.1
2022-04-16,wind-speed,3.0
2022-04-16,humidity,23.0
2022-04-16,pm25,127.0
2022-04-17,wind-speed,3.0
2022-04-17,pm25,119.0
2022-04-17,humidity,20.0
2022-04-18,pm25,114.0
2022-04-18,humidity,23.0
2022-04-18,wind-speed,3.0
2022-04-19,humidity,18.0
2022-04-19,pm25,160.0
2022-04-19,wind-speed,2.5
2022-04-20,humidity,20.0
2022-04-20,pm25,401.0
2022-04-20,wind-speed,5.6
2022-04-21,pm25,139.0
2022-04-21,wind-speed,6.1
2022-04-21,humidity,19.0
2022-04-22,pm25,154.0
2022-04-22,humidity,21.0
2022-04-22,wind-speed,4.6
2022-04-23,humidity,18.0
2022-04-23,pm25,153.0
2022-04-23,wind-speed,2.5
2022-04-24,humidity,44.0
2022-04-24,pm25,168.0
2022-04-24,wind-speed,4.1
2022-04-25,humidity,47.0
2022-04-25,pm25,179.0
2022-04-25,wind-speed,3.0
2022-04-26,humidity,53.0
2022-04-26,wind-speed,4.6
2022-04-26,pm25,179.0
2022-04-29,wind-speed,2.5
2022-04-29,humidity,39.0
2022-04-30,humidity,39.0
2022-04-30,wind-speed,2.5
2022-05-01,humidity,30.0
2022-05-01,wind-speed,7.9
2022-05-02,humidity,33.0
2022-05-02,wind-speed,5.1
2022-05-03,humidity,23.0
2022-05-03,pm25,152.0
2022-05-03,wind-speed,2.0
2022-05-04,humidity,17.0
2022-05-04,wind-speed,5.1
2022-05-04,pm25,157.0
2022-05-05,wind-speed,5.6
2022-05-05,humidity,28.5
2022-05-05,pm25,191.0
2022-05-06,wind-speed,5.1
2022-05-06,humidity,31.0
2022-05-06,pm25,171.0
2022-05-07,wind-speed,3.6
2022-05-07,humidity,33.0
2022-05-07,pm25,177.0
2022-05-08,wind-speed,2.5
2022-05-08,pm25,132.0
2022-05-08,humidity,27.0
2022-05-09,wind-speed,2.5
2022-05-09,pm25,102.0
2022-05-09,humidity,20.0
2022-05-10,pm25,153.0
2022-05-10,humidity,18.5
2022-05-10,wind-speed,4.1
2022-05-11,humidity,18.0
2022-05-11,pm25,155.0
2022-05-11,wind-speed,3.0
2022-05-12,wind-speed,2.3
2022-05-12,pm25,165.0
2022-05-12,humidity,15.0
2022-05-13,humidity,12.0
2022-05-13,wind-speed,5.1
2022-05-13,pm25,170.0
2022-05-14,pm25,124.0
2022-05-14,wind-speed,5.1
2022-05-14,humidity,14.0
2022-05-15,pm25,144.0
2022-05-15,wind-speed,3.6
2022-05-15,humidity,19.0
2022-05-16,pm25,212.0
2022-05-16,wind-speed,6.6
2022-05-16,humidity,32.0
2022-05-17,pm25,155.0
2022-05-17,humidity,28.3
2022-05-17,wind-speed,3.0
2022-05-18,pm25,164.0
2022-05-18,wind-speed,2.0
2022-05-18,humidity,20.0
2022-05-19,pm25,157.0
2022-05-19,humidity,14.0
2022-05-19,wind-speed,2.0
2022-05-20,humidity,12.5
2022-05-20,pm25,182.0
2022-05-20,wind-speed,5.6
2022-05-21,pm25,187.0
2022-05-21,wind-speed,4.8
2022-05-21,humidity,15.0
2022-05-22,pm25,199.0
2022-05-22,wind-speed,3.0
2022-05-22,humidity,15.0
2022-05-23,wind-speed,4.6
2022-05-23,humidity,27.0
2022-05-23,pm25,298.0
2022-05-24,humidity,30.0
2022-05-24,wind-speed,4.1
2022-05-24,pm25,191.0
2022-05-25,pm25,182.0
2022-05-25,wind-speed,3.0
2022-05-25,humidity,19.0
2022-05-26,wind-speed,4.6
2022-05-26,humidity,10.0
2022-05-26,pm25,261.0
2022-05-27,wind-speed,4.1
2022-05-27,humidity,15.0
2022-05-27,pm25,168.0
2022-05-28,wind-speed,2.5
2022-05-28,humidity,21.0
2022-05-28,pm25,171.0
2022-05-29,wind-speed,3.0
2022-05-29,humidity,14.0
2022-05-29,pm25,210.0
2022-05-30,wind-speed,3.0
2022-05-30,humidity,17.0
2022-05-30,pm25,200.0
2022-05-31,humidity,14.0
2022-05-31,wind-speed,3.6
2022-05-31,pm25,215.0
2022-06-01,wind-speed,3.6
2022-06-01,pm25,191.0
2022-06-01,humidity,12.0
2022-06-02,pm25,259.0
2022-06-02,wind-speed,2.5
2022-06-02,humidity,15.0
2022-06-03,wind-speed,2.4
2022-06-03,humidity,12.0
2022-06-03,pm25,190.0
2022-06-04,humidity,15.0
2022-06-04,pm25,214.0
2022-06-04,wind-speed,2.0
2022-06-05,pm25,256.0
2022-06-05,humidity,13.0
2022-06-05,wind-speed,2.8
2022-06-06,pm25,210.0
2022-06-06,wind-speed,3.0
2022-06-06,humidity,13.0
2022-06-07,pm25,179.0
2022-06-07,wind-speed,4.6
2022-06-07,humidity,16.0
2022-06-08,wind-speed,3.0
2022-06-08,pm25,177.0
2022-06-08,humidity,17.0
2022-06-09,humidity,18.0
2022-06-09,pm25,165.0
2022-06-09,wind-speed,3.6
2022-06-10,humidity,21.0
2022-06-10,pm25,183.0
2022-06-10,wind-speed,3.6
2022-06-11,pm25,155.0
2022-06-11,wind-speed,5.1
2022-06-11,humidity,19.0
2022-06-12,wind-speed,4.6
2022-06-12,pm25,142.0
2022-06-12,humidity,18.0
2022-06-13,wind-speed,4.1
2022-06-13,pm25,185.0
2022-06-13,humidity,25.0
2022-06-14,wind-speed,2.5
2022-06-14,pm25,168.0
2022-06-14,humidity,24.0
2022-06-15,humidity,18.0
2022-06-15,wind-speed,4.1
2022-06-15,pm25,166.0
2022-06-16,pm25,166.0
2022-06-16,wind-speed,5.6
2022-06-16,humidity,22.0
2022-06-17,pm25,205.0
2022-06-17,humidity,16.0
2022-06-17,wind-speed,6.1
2022-06-18,wind-speed,4.6
2022-06-18,humidity,18.0
2022-06-18,pm25,192.0
2022-06-19,pm25,165.0
2022-06-19,wind-speed,3.0
2022-06-19,humidity,20.0
2022-06-20,pm25,190.0
2022-06-20,wind-speed,5.1
2022-06-20,humidity,17.0
2022-06-21,pm25,183.0
2022-06-21,wind-speed,4.6
2022-06-21,humidity,20.0
2022-06-22,pm25,172.0
2022-06-22,humidity,28.0
2022-06-22,wind-speed,7.2
2022-06-23,humidity,24.0
2022-06-23,wind-speed,2.5
2022-06-23,pm25,171.0
2022-06-24,humidity,21.0
2022-06-24,wind-speed,2.0
2022-06-24,pm25,167.0
2022-06-25,pm25,174.0
2022-06-25,wind-speed,4.3
2022-06-25,humidity,18.0
2022-06-26,humidity,26.0
2022-06-26,pm25,262.0
2022-06-26,wind-speed,6.1
2022-06-27,humidity,24.0
2022-06-27,wind-speed,3.0
2022-06-27,pm25,315.0
2022-06-28,humidity,21.0
2022-06-28,pm25,180.0
2022-06-28,wind-speed,4.6
2022-06-29,pm25,164.0
2022-06-29,humidity,18.0
2022-06-29,wind-speed,4.1
2022-06-30,pm25,166.0
2022-06-30,humidity,16.0
2022-06-30,wind-speed,4.1
2022-07-01,humidity,18.0
2022-07-01,wind-speed,6.1
2022-07-01,pm25,160.0
2022-07-02,wind-speed,5.1
2022-07-02,pm25,161.0
2022-07-02,humidity,24.0
2022-07-03,wind-speed,5.6
2022-07-03,humidity,24.0
2022-07-03,pm25,194.0
2022-07-04,wind-speed,6.1
2022-07-04,pm25,182.0
2022-07-04,humidity,20.0
2022-07-05,wind-speed,5.6
2022-07-05,pm25,154.0
2022-07-05,humidity,15.0
2022-07-06,pm25,170.0
2022-07-06,humidity,19.0
2022-07-06,wind-speed,4.6
2022-07-07,wind-speed,4.1
2022-07-07,pm25,152.0
2022-07-07,humidity,17.0
2022-07-08,humidity,19.0
2022-07-08,pm25,155.0
2022-07-08,wind-speed,3.6
