Wavelength [nm];Reflectivity
263.59999;0.006383854
268.59999;0.007298917
273.09999;0.003800796
277.1;0.008422152
281.09998;0.005709881
285.09998;0.006936382
289.09999;0.010694597
293.1;0.009186527
297.10001;0.008581641
301.09999;0.007173506
305.09999;0.014355266
309.1;0.016222669
313.09998;0.016903549
317.09999;0.015721034
321.1;0.017003855
325.1;0.016054777
329.10001;0.016534444
333.09999;0.016473347
337.1;0.020626988
341.09998;0.019453367
345.09999;0.017921194
349.09999;0.017787458
353.1;0.021690775
357.10001;0.022280365
360.60002;0.021829557
363.60002;0.02285241
366.60004;0.023125902
369.60003;0.023045367
372.60002;0.022761721
375.60001;0.021752056
378.6;0.024217665
381.09997;0.023154519
383.09997;0.023673363
385.09998;0.024674926
387.09998;0.025307612
389.09999;0.026511114
391.09999;0.027802844
393.09999;0.029070027
395.1;0.029536156
397.1;0.031643044
399.10001;0.032551676
401.09998;0.034169588
403.09998;0.036039971
405.09999;0.038139164
412.80001;0.045906808
415.80001;0.049237568
418.8;0.052652843
421.80002;0.055875197
424.80004;0.059540443
427.80003;0.062911555
430.80002;0.065542027
433.80001;0.069278203
436.80003;0.071998611
439.80002;0.074344948
442.80002;0.07707826
445.80001;0.079379201
448.8;0.08341597
451.3;0.086180463
453.3;0.087523997
455.3;0.089065433
457.30001;0.089543939
459.30001;0.090852909
461.29999;0.092457749
463.29999;0.094600186
465.29999;0.095308885
467.3;0.097212508
469.3;0.097877927
471.29998;0.099171288
473.29998;0.10046195
475.29998;0.10230437
477.29999;0.10282606
479.29999;0.10425589
481.3;0.10483427
483.3;0.10604325
485.3;0.10748392
487.30001;0.10874878
489.30001;0.10907887
491.29999;0.11066298
493.29999;0.11131883
495.29999;0.11349268
497.3;0.11422474
499.3;0.11594538
501.29998;0.11690659
503.30001;0.11834951
505.29999;0.12014572
507.30002;0.12202372
509.29999;0.1231005
511.29997;0.12595896
513.3;0.12810811
515.29998;0.13067105
517.30001;0.13326921
519.29998;0.13618222
521.29996;0.13934177
523.29999;0.14226925
525.29997;0.14567342
527.3;0.14803706
529.29997;0.15033835
531.29995;0.15321617
533.29998;0.15532355
535.29996;0.157414
537.29999;0.15912084
539.29996;0.16116247
541.3;0.16149756
543.30003;0.16310328
545.30001;0.16335376
547.30004;0.16548584
549.30001;0.16530979
551.29999;0.16725783
553.30002;0.16706258
555.3;0.16853254
557.30003;0.16812105
559.30001;0.16850451
561.29998;0.16940565
563.30001;0.16915582
565.29999;0.16958776
567.30002;0.16812168
569.3;0.16828957
571.29997;0.16691831
573.3;0.16628921
575.29998;0.16618289
577.30001;0.1651869
579.29999;0.16682649
581.29996;0.16534019
583.29999;0.16556425
585.29997;0.16520625
587.3;0.16650541
589.29998;0.1666511
591.30001;0.16654803
593.30004;0.16656101
595.30002;0.16656768
597.30005;0.16643405
599.30003;0.1672761
601.10003;0.16783187
602.7;0.16784106
604.30002;0.16900878
605.89999;0.16833629
607.50008;0.16880944
609.10004;0.16879283
610.70001;0.16825686
612.29998;0.16882581
613.90001;0.16930357
615.50003;0.16944931
617.10006;0.16868855
618.70003;0.16944326
620.29999;0.17047013
621.89996;0.16958971
623.50005;0.16997391
625.10002;0.17110905
626.69998;0.17106272
628.30001;0.17209709
629.89998;0.1717492
631.69998;0.1725401
633.70001;0.17301776
635.69999;0.17298412
637.70002;0.17370558
639.7;0.17310345
641.70003;0.17394018
643.70006;0.17354016
645.70004;0.17423484
647.70007;0.1734933
649.70005;0.17420621
651.70002;0.17332014
653.70005;0.17417976
655.70003;0.17475069
657.70006;0.17498934
659.70004;0.17531608
661.70001;0.17486739
663.70004;0.17503186
665.70002;0.17589127
667.70005;0.17508149
670.19999;0.17546031
673.20001;0.17524914
676.19997;0.17646511
679.19999;0.17691061
682.19995;0.17818306
685.19998;0.18008098
688.2;0.18121889
691.20002;0.18575168
694.20004;0.19092418
697.20006;0.19836865
700.19996;0.20823641
701.99996;0.215206
704;0.22204751
705.99997;0.23072484
708;0.23698476
709.99998;0.2460341
711.99995;0.25394255
713.99999;0.26381764
715.99996;0.27208
717.99999;0.28283691
719.99997;0.29281169
721.99994;0.3044036
723.99998;0.3156181
725.99995;0.32790732
727.99999;0.34026644
729.99996;0.35373071
731.99993;0.36651129
733.99997;0.37956613
735.99994;0.39254755
737.99998;0.40575498
740.00001;0.41699892
741.99998;0.42916772
744.00002;0.4407419
745.99999;0.45084345
748.00003;0.4594501
750.50002;0.47014025
753.50004;0.48028135
756.50001;0.48885018
759.50003;0.49622357
762.49999;0.50172627
765.50001;0.50507963
768.50003;0.5089519
771.49999;0.51148486
774.50001;0.51482779
777.50003;0.51632518
780.99996;0.51708198
784.99997;0.51830226
788.99997;0.52002263
792.99998;0.52195138
