Wavelength [nm];Reflectivity
1763.99990;0.646934810
1772.00010;0.650803150
1780.00010;0.650106610
1788.00010;0.648071650
1796.00010;0.648321570
1804.99990;0.648630860
1814.99990;0.647747930
1824.99990;0.643743040
1834.99990;0.648440360
1844.99990;0.648823380
1854.99990;0.649850960
1864.99990;0.642604650
1875.00000;0.645214560
1885.00000;0.637072210
1895.00000;0.624193130
1905.00000;0.616926670
1915.00000;0.609090150
1925.00000;0.606069330
1934.99990;0.607335030
1944.99990;0.609264190
1954.99990;0.611404900
1964.99990;0.615258340
1975.00000;0.618886950
1985.00000;0.623994830
1995.00000;0.630028550
2005.00010;0.631013270
2015.00010;0.633022790
2025.00010;0.635922730
2035.00010;0.641648710
2045.00010;0.643776710
2055.00010;0.645956750
2065.00010;0.645675360
2075.00000;0.647927280
2085.00000;0.647550820
2095.00000;0.652504210
2105.00000;0.657173450
2115.00000;0.655141350
2125.00000;0.659907220
2135.00000;0.659408690
2145.00000;0.654796300
2155.00000;0.655280470
2165.00000;0.652262690
2175.00000;0.653705890
2184.99990;0.647965850
2194.99990;0.652520120
2205.00020;0.644590850
2215.00020;0.649161220
2225.00010;0.648124930
2235.00010;0.650877950
2245.00010;0.652059200
2255.00010;0.654800830
2265.00010;0.653441070
2275.00010;0.653925000
2285.00010;0.654180940
2295.00010;0.656120000
2305.00010;0.650495950
2315.00010;0.650985360
2325.00000;0.653891560
2335.00000;0.654119970
2345.00000;0.650751470
2355.00000;0.645291210
2365.00000;0.651942550
2375.00000;0.652534010
2385.99990;0.646250010
2400.00010;0.645268800
2418.00000;0.641575040
2440.00010;0.633728560
2466.00010;0.626198290
2496.00010;0.622125210
2527.99990;0.616247360
2559.99990;0.606802640
2592.00000;0.604719400
2623.99980;0.601681770
2655.99990;0.577069760
2687.99970;0.464427890
2720.00000;0.288040280
2752.00010;0.242266250
2783.99990;0.228556220
2816.00000;0.218829940
2847.99980;0.198349800
2879.99990;0.179896800
2912.00020;0.169373530
2944.00000;0.168849410
2976.00010;0.158601340
