0,Aasen,Germany,1,47.983,8.55,717
Date (MM/DD/YYYY),Time (HH:MM),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Dry-bulb (C),Pressure (mbar),Alb
11/01/2021,00:00:00,0.0,-0.0,0.0,10.33333,1013,0.27
11/01/2021,01:00:00,0.0,-0.0,0.0,10.975,1013,0.27
11/01/2021,02:00:00,0.0,-0.0,0.0,11.50833,1013,0.27
11/01/2021,03:00:00,0.0,-0.0,0.0,11.08333,1013,0.27
11/01/2021,04:00:00,0.0,-0.0,0.0,10.275,1013,0.27
11/01/2021,05:00:00,0.0,-0.0,0.0,9.375,1013,0.27
11/01/2021,06:00:00,0.2777777777777778,-0.0,0.2777777777777778,7.85,1013,0.27
11/01/2021,07:00:00,9.166666666666666,0.0,9.166666666666666,6.708333,1013,0.27
11/01/2021,08:00:00,43.333333333333336,0.0,43.333333333333336,6.316667,1013,0.27
11/01/2021,09:00:00,97.5,0.0,97.5,6.533333,1013,0.27
11/01/2021,10:00:00,75.83333333333333,0.0,75.83333333333333,7.133333,1013,0.27
11/01/2021,11:00:00,62.77777777777778,0.0,62.77777777777778,7.15,1013,0.27
11/01/2021,12:00:00,85.83333333333333,0.0,85.83333333333333,7.225,1013,0.27
11/01/2021,13:00:00,90.27777777777777,0.0,90.27777777777777,7.775,1013,0.27
11/01/2021,14:00:00,95.83333333333333,0.0,95.83333333333333,8.258333,1013,0.27
11/01/2021,15:00:00,42.22222222222222,1.8518518518518572,41.94444444444444,8.441667,1013,0.27
11/01/2021,16:00:00,0.2777777777777778,,0.2777777777777778,8.2,1013,0.27
11/01/2021,17:00:00,0.0,-0.0,0.0,7.783333,1013,0.27
11/01/2021,18:00:00,0.0,-0.0,0.0,7.466667,1013,0.27
11/01/2021,19:00:00,0.0,-0.0,0.0,6.583333,1013,0.27
11/01/2021,20:00:00,0.0,-0.0,0.0,3.991667,1013,0.27
11/01/2021,21:00:00,0.0,-0.0,0.0,2.433333,1013,0.27
11/01/2021,22:00:00,0.0,-0.0,0.0,0.425,1013,0.27
11/01/2021,23:00:00,0.0,-0.0,0.0,0.05833333,1013,0.27
