Wavelength [nm];Reflectivity
349.99999;0.10333544
351.00001;0.10334179
352;0.1036605
352.99999;0.10457338
354;0.1051169
354.99999;0.10525557
356.00001;0.10517616
356.99999;0.1053911
358.00001;0.10655727
359;0.10654392
360.00001;0.10535724
361;0.10497785
361.99999;0.106733
363.00001;0.10781243
363.99999;0.10670567
365.00001;0.10696986
366;0.10687391
367.00001;0.10701282
368;0.10872266
368.99999;0.10933349
370;0.10926071
370.99999;0.10932804
372.00001;0.11024234
373;0.11063308
374.00001;0.11098447
375;0.11212457
375.99999;0.11218022
377;0.11263922
377.99999;0.11364272
379.00001;0.11322927
380;0.11423448
381.00001;0.11575489
382;0.1162478
382.99999;0.11687462
384;0.11753101
384.99999;0.11795462
386.00001;0.11782761
386.99999;0.11861218
388.00001;0.11989407
389;0.12090581
389.99999;0.12147383
391;0.12166093
391.99999;0.12195221
393.00001;0.12295613
393.99999;0.12334544
395.00001;0.12350244
396;0.12391608
397.00001;0.12453358
398;0.1250208
398.99999;0.12527658
400.00001;0.12545432
400.99999;0.12607865
402.00001;0.12684435
403;0.1274069
404.00001;0.12766716
405;0.12814748
405.99999;0.12867877
407.00001;0.12896205
407.99999;0.12968896
409.00001;0.13033348
410;0.13076366
411.00001;0.13147438
412;0.13181452
412.99999;0.13226673
414;0.13329953
414.99999;0.13389552
416.00001;0.13442463
417;0.13506049
418.00001;0.13569966
419;0.13616998
419.99999;0.13664339
421;0.13733205
421.99999;0.13818313
423.00001;0.13883893
423.99999;0.1393593
425.00001;0.14011611
426;0.14068361
426.99999;0.14121774
428;0.14189298
428.99999;0.1426558
430.00001;0.14327799
430.99999;0.14382385
432.00001;0.14452614
433;0.14522484
433.99999;0.14590275
435;0.14655416
435.99999;0.14718612
437.00001;0.14783737
437.99999;0.14854987
439.00001;0.1493286
440;0.15000334
441.00001;0.15060605
442;0.15121014
442.99999;0.15190616
444.00001;0.15255879
444.99999;0.1531664
446.00001;0.15378773
447;0.1544874
448.00001;0.15517046
449;0.15581477
449.99999;0.15650459
451.00001;0.15719518
451.99999;0.1578352
453.00001;0.15840249
454;0.15900378
455.00001;0.15962802
456;0.16021159
456.99999;0.16068336
458;0.16133861
458.99999;0.16197754
460.00001;0.16245113
461;0.16303438
462.00001;0.16359803
463;0.16408989
463.99999;0.16451798
465;0.16498892
465.99999;0.16549106
467.00001;0.16600981
467.99999;0.16655748
469.00001;0.16701911
470;0.16741122
470.99999;0.16783018
472;0.16833808
472.99999;0.1688199
474.00001;0.16924137
474.99999;0.16973206
476.00001;0.17025217
477;0.1707599
477.99999;0.17122911
479;0.17174561
479.99999;0.17220253
481.00001;0.17260963
481.99999;0.17312314
483.00001;0.17368595
484;0.17421316
485.00001;0.17465538
486;0.17514209
486.99999;0.17567435
488.00001;0.17624807
488.99999;0.17683224
490.00001;0.17731422
491;0.17782404
492.00001;0.17843989
493;0.17899574
493.99999;0.17956451
495;0.18016221
495.99999;0.1807646
497.00001;0.18130668
498;0.18190031
499.00001;0.18257295
500;0.18315564
500.99999;0.18371011
501.99997;0.18429381
503.00002;0.18494807
504.00001;0.18557175
505;0.1861666
505.99998;0.1867768
507.00003;0.18748057
508.00002;0.18810841
509;0.18874443
509.99999;0.18947235
510.99998;0.19010425
512.00002;0.19072723
513.00001;0.19138288
514;0.19206131
514.99999;0.19272596
515.99997;0.1933822
517.00002;0.1940465
518.00001;0.19472724
518.99999;0.19538979
519.99998;0.19604464
521.00003;0.19673045
522.00001;0.1974273
523;0.19814479
523.99999;0.19888416
524.99998;0.19962354
526.00002;0.20033905
527.00001;0.20104468
528;0.20177186
528.99998;0.20252228
529.99997;0.20327047
531.00002;0.20400862
532.00001;0.20476139
532.99999;0.20551558
533.99998;0.20626843
535.00003;0.20702738
536.00001;0.20781797
537;0.20857741
537.99999;0.20931154
538.99997;0.21009098
540.00002;0.21082684
541.00001;0.21154436
542;0.2122777
542.99998;0.21301299
544.00003;0.21372934
545.00002;0.2144343
546;0.21515334
546.99999;0.21586987
547.99998;0.21657459
549.00002;0.21727549
550.00001;0.21800974
551;0.21871635
551.99999;0.21940728
552.99997;0.22012
554.00002;0.22081961
555.00001;0.22153197
555.99999;0.22224948
556.99998;0.22291481
558.00003;0.22359729
559.00002;0.22429985
560;0.22501154
560.99999;0.22573452
561.99998;0.22643818
563.00002;0.22712196
564.00001;0.22780795
565;0.22842528
565.99998;0.2290238
566.99997;0.22964647
568.00002;0.23024012
569.00001;0.23081079
569.99999;0.231369
570.99998;0.23193012
572.00003;0.23247688
573.00001;0.23299333
574;0.23347795
574.99999;0.23395905
575.99998;0.23445767
577.00002;0.23495348
578.00001;0.23540875
579;0.23583485
579.99998;0.23626962
580.99997;0.23673125
582.00002;0.23721096
583;0.23770747
583.99999;0.23818919
584.99998;0.23863131
586.00003;0.23905899
587.00001;0.23948462
588;0.23989439
588.99999;0.24025923
589.99997;0.24062411
591.00002;0.24099858
592.00001;0.24137342
592.99999;0.24171288
593.99998;0.24203752
595.00003;0.24236646
596.00002;0.24271284
597;0.2430433
597.99999;0.24336554
598.99998;0.24368767
600.00002;0.24401657
601.00001;0.24434309
602;0.24464732
602.99999;0.24491924
603.99997;0.24519707
605.00002;0.2454565
606.00001;0.24569769
606.99999;0.24594614
607.99998;0.24618874
609.00003;0.24642624
610.00001;0.24665295
611;0.24685507
611.99999;0.24708228
612.99998;0.24730891
614.00002;0.24748622
615.00001;0.24771218
616;0.24793939
616.99998;0.24813843
617.99997;0.24833409
619.00002;0.24854577
620;0.24875832
620.99999;0.24895176
621.99998;0.24915037
623.00003;0.24933735
624.00001;0.24951032
625;0.24968179
625.99999;0.24986073
626.99997;0.25004607
628.00002;0.25023684
629.00001;0.25043517
630;0.25063151
630.99998;0.25082502
