wavelength [nm];reflectivity
400.0;1.0604
410.0;1.961
420.0;2.6309
430.0;4.0709
440.0;5.2178
450.0;6.1678
460.0;6.3881
470.0;6.6696
480.0;7.7781
490.0;8.474
500.0;9.1416
510.0;10.3284
520.0;11.3564
530.0;12.0962
540.0;13.0741
550.0;13.9387
570.0;15.7266
593.0;17.0842
610.0;18.177
630.0;19.1903
656.0;20.5054
667.6;20.943119999999993
690.0;22.3413
710.0;23.2847
718.0;23.7323
724.4;23.97132
740.0;24.8027
752.5;25.20995
757.5;25.19235
762.5;25.592
767.5;25.466749999999998
780.0;26.1216
800.0;26.5396
816.0;26.9801
823.7;27.342515000000002
831.5;27.3201
840.0;27.3726
860.0;27.7559
880.0;28.3502
905.0;29.04455
915.0;29.161875
925.0;29.33875
930.0;29.6021
937.0;29.77175
948.0;30.0155
965.0;30.3908
980.0;30.6911
993.5;31.313525
1040.0;32.3176
1070.0;33.43255
1100.0;34.3492
1120.0;34.4767
1130.0;34.36705
1145.0;34.788199999999996
1161.0;34.848675
1170.0;34.99745
1200.0;35.9859
1240.0;36.3235
1270.0;37.498
1290.0;37.77315
1320.0;38.292
1350.0;38.268550000000005
1395.0;38.035849999999996
1442.5;38.436487500000005
1462.5;38.7287
1477.0;38.9316
1497.0;39.513949999999994
1520.0;39.207
1539.0;39.811724999999996
1558.0;40.234700000000004
1578.0;40.24685
1592.0;40.2372
1610.0;40.1814
1630.0;40.544650000000004
1646.0;40.6006
1678.0;40.85015
1740.0;41.0246
1800.0;41.334
1860.0;41.5109
1920.0;37.6318
1960.0;38.6798
1985.0;39.507275
2005.0;40.3082
2035.0;40.55745
2065.0;41.0689
2100.0;41.163025
2148.0;41.016722222222214
2198.0;40.11945555555555
2270.0;40.393
2360.0;39.409339999999986
2450.0;38.1737
2500.0;37.252900000000004
2600.0;36.01134615384617
2700.0;12.036278571428493
2800.0;6.69087999999999
