wavelength [nm];reflectivity
305.0;0.029847
310.0;0.030288
315.0;0.0307295
320.0;0.031171
325.0;0.0316115
330.0;0.032053
335.0;0.032493999999999995
340.0;0.032935
345.0;0.0333765
350.0;0.033818
360.0;0.0347
370.0;0.035582
380.0;0.036465
390.0;0.037347
400.0;0.038229
410.0;0.038887
420.0;0.039397
430.0;0.04014
440.0;0.040597
450.0;0.041194
460.0;0.04179
470.0;0.042327
480.0;0.042894
490.0;0.043485
500.0;0.045412
510.0;0.053314
520.0;0.071183
530.0;0.092914
540.0;0.10528
550.0;0.11022
570.0;0.10024
593.0;0.077191
610.0;0.071235
630.0;0.062904
656.0;0.049945
667.6;0.045862799999999995
690.0;0.056244
710.0;0.17197
718.0;0.23376
724.4;0.2875739999999998
740.0;0.39914
752.5;0.4507325
757.5;0.4603375
762.5;0.465845
767.5;0.4710475
780.0;0.47652
800.0;0.48432
816.0;0.488136
823.7;0.48993545000000005
831.5;0.49171775
840.0;0.49366
860.0;0.49974
880.0;0.5042
905.0;0.5085775
915.0;0.5099325
925.0;0.5098175
930.0;0.5090250000000001
937.0;0.5079155
948.0;0.503432
965.0;0.496855
980.0;0.49516
993.5;0.49920325
1040.0;0.51813
1070.0;0.5244899999999999
1100.0;0.52243
1120.0;0.51859
1130.0;0.511155
1145.0;0.49753
1161.0;0.478274
1170.0;0.47209999999999996
1200.0;0.46688
1240.0;0.48812
1270.0;0.48751500000000003
1290.0;0.481105
1320.0;0.45359
1350.0;0.404275
1395.0;0.254915
1442.5;0.14934124999999998
1462.5;0.14796
1477.0;0.156544
1497.0;0.17657799999999998
1520.0;0.20617
1539.0;0.2302335
1558.0;0.251579
1578.0;0.274276
1592.0;0.28633000000000003
1610.0;0.29979500000000003
1630.0;0.31240999999999997
1646.0;0.319427
1678.0;0.32546800000000004
1740.0;0.3048
1800.0;0.2765
1860.0;0.21605
1920.0;0.051658
1960.0;0.055539
1985.0;0.067411
2005.0;0.07734625
2035.0;0.09473125
2065.0;0.1125225
2100.0;0.13624
2148.0;0.160284
2198.0;0.170712
2270.0;0.15964
2360.0;0.11704
2450.0;0.07373099999999999
2500.0;0.062297
2600.0;0.051107
2700.0;0.039917
2800.0;0.028727
2900.0;0.017537
3000.0;0.008779
3100.0;0.009026
3200.0;0.009639
3300.0;0.009731
3400.0;0.014461
3500.0;0.013553
3600.0;0.014365
3700.0;0.015898
3800.0;0.017766
3900.0;0.018113
4000.0;0.017815
