wavelength [nm];reflectivity
350.0;0.10333544006349873
360.0;0.10535725186668131
370.0;0.10926071
380.0;0.11423448
390.0;0.12147383187098129
400.0;0.12545431822263556
410.0;0.13076366
420.0;0.13664339688653113
430.0;0.14327798377822445
440.0;0.15000334
450.0;0.15650459690576188
460.0;0.16245112526419472
470.0;0.16741122
480.0;0.17220253407091857
490.0;0.17731421518029641
500.0;0.18315564
510.0;0.18947235631906317
520.0;0.1960446537155142
530.0;0.20327049214339288
540.0;0.21082682528353586
550.0;0.2180097326574266
570.0;0.2313690056112561
593.0;0.24171288324643245
610.0;0.24665294773285468
630.0;0.25063151
656.0;0.25512277637678116
667.6;0.25683945986039725
690.0;0.2623466
710.0;0.2677160847479626
718.0;0.26942202208622085
724.4;0.2707735508569657
740.0;0.27406224789587896
752.5;0.2767624110288486
757.5;0.27780889980369805
762.5;0.2788300016503165
767.5;0.27991957650196503
780.0;0.2825788965315735
800.0;0.2863523681575816
816.0;0.2889673729708297
823.7;0.29006391563255635
831.5;0.2909828155936203
840.0;0.29186684348582576
860.0;0.2937517791058821
880.0;0.29537746
905.0;0.29780257336673166
915.0;0.2989188973079346
925.0;0.3002756786642866
930.0;0.3008996486442865
937.0;0.30176499281388747
948.0;0.30328538860317206
965.0;0.30560184445567723
980.0;0.3078684474865257
993.5;0.3099216959216039
1040.0;0.31668657
1070.0;0.32086034595240476
1100.0;0.32499069
1120.0;0.32774681
1130.0;0.32892352
1145.0;0.33021244
1161.0;0.33188984
1170.0;0.33319619
1200.0;0.33799648
1240.0;0.34518105
1270.0;0.35070109
1290.0;0.35407594
1320.0;0.35814672156384364
1350.0;0.35968456
1395.0;0.34530342
1442.5;0.332195135
1462.5;0.33761113287871214
1477.0;0.34380987
1497.0;0.35355574
1520.0;0.3633807
1539.0;0.37001806
1558.0;0.37555107
1578.0;0.3804813828977102
1592.0;0.38343623
1610.0;0.38672218
1630.0;0.38972336
1646.0;0.3916522
1678.0;0.394867
1740.0;0.3970173
1800.0;0.39503625
1860.0;0.38718244
1920.0;0.27582875
1960.0;0.29203144
1985.0;0.3098776
2005.0;0.3251827226004799
2035.0;0.34538892011197764
2065.0;0.36139883415816826
2100.0;0.3746733404699061
2148.0;0.38421658
2198.0;0.37607995
2270.0;0.37732595
2360.0;0.3491043533983203
2450.0;0.31262371
