0,Heggelbach,Germany,2,47.853,9.136,653,
Date (MM/DD/YYYY),Time (HH:MM),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Dry-bulb (C),Pressure (mbar),Alb
01/01/2017,01:00:00,1.191666667,1.191666667,0,-3.75,992.14,0.22
01/01/2017,02:00:00,1.041666667,1.041666667,0,-4,991.97,0.22
01/01/2017,03:00:00,0.958333333,0.958333333,0,-3.858333333,991.81,0.22
01/01/2017,04:00:00,0.95,0.95,0,-3.891666667,991.94,0.22
01/01/2017,05:00:00,0.941666667,0.941666667,0,-3.975,992.07,0.22
01/01/2017,06:00:00,0.958333333,0.958333333,0,-3.841666667,992.2,0.22
01/01/2017,07:00:00,1.025,1.025,0,-4.05,992.69,0.22
01/01/2017,08:00:00,1.083333333,1.083333333,0,-3.908333333,993.18,0.22
01/01/2017,09:00:00,5.666666667,2.091666667,3.583333333,-3.941666667,993.67,0.22
01/01/2017,10:00:00,29.86666667,3.258333333,26.625,-3.708333333,993.02,0.22
01/01/2017,11:00:00,50.55,3.466666667,47.1,-3.708333333,992.36,0.22
01/01/2017,12:00:00,104.975,8.558333333,96.40833333,-3.3,991.71,0.22
01/01/2017,13:00:00,203.975,49.275,154.7166667,-1.883333333,990.86,0.22
01/01/2017,14:00:00,309.025,157.325,151.7083333,-1.308333333,990.01,0.22
01/01/2017,15:00:00,227.3333333,104.3666667,122.9916667,-1.316666667,989.16,0.22
01/01/2017,16:00:00,115.225,25.90833333,89.325,-1.95,989.49,0.22
01/01/2017,17:00:00,12.83333333,2.533333333,10.275,-2.808333333,989.82,0.22
01/01/2017,18:00:00,0.875,0.875,0,-2.9,990.14,0.22
01/01/2017,19:00:00,1.016666667,1.016666667,0,-3.2,990.8,0.22
01/01/2017,20:00:00,0.875,0.875,0,-2.975,991.45,0.22
01/01/2017,21:00:00,1.008333333,1.008333333,0,-2.833333333,992.1,0.22
01/01/2017,22:00:00,0.866666667,0.866666667,0,-2.975,992.14,0.22
01/01/2017,23:00:00,0.825,0.825,0,-2.75,992.17,0.22
01/01/2017,00:00:00,1.058333333,1.058333333,0,-3.033333333,992.2,0.22
01/02/2017,01:00:00,1.125,1.125,0,-3.108333333,992.3,0.22
01/02/2017,02:00:00,0.908333333,0.908333333,0,-3.291666667,992.4,0.22
01/02/2017,03:00:00,0.958333333,0.958333333,0,-3.425,992.49,0.22
01/02/2017,04:00:00,0.891666667,0.891666667,0,-3.133333333,992.66,0.22
01/02/2017,05:00:00,0.8,0.8,0,-2.891666667,992.82,0.22
01/02/2017,06:00:00,0.791666667,0.791666667,0,-2.708333333,992.98,0.22
01/02/2017,07:00:00,0.9,0.9,0,-2.608333333,993.57,0.22
01/02/2017,08:00:00,0.866666667,0.866666667,0,-2.633333333,994.16,0.22
01/02/2017,09:00:00,3.65,1.891666667,1.758333333,-2.4,994.75,0.22
01/02/2017,10:00:00,19.95,2.766666667,17.18333333,-2.016666667,994,0.22
01/02/2017,11:00:00,28.20833333,2.9,25.31666667,-1.783333333,993.25,0.22
01/02/2017,12:00:00,46.38333333,3.558333333,42.80833333,-1.591666667,992.49,0.22
01/02/2017,13:00:00,49.03333333,3.716666667,45.29166667,-1.25,991.55,0.22
01/02/2017,14:00:00,55.90833333,3.858333333,52.075,-0.833333333,990.6,0.22
01/02/2017,15:00:00,22.66666667,2.775,19.9,-0.6,989.65,0.22
01/02/2017,16:00:00,10.95833333,2.608333333,8.366666667,-0.366666667,989.82,0.22
01/02/2017,17:00:00,2.55,1.758333333,0.758333333,-0.108333333,989.98,0.22
01/02/2017,18:00:00,0.883333333,0.883333333,0,-0.175,990.14,0.22
01/02/2017,19:00:00,0.966666667,0.966666667,0,-0.275,990.76,0.22
01/02/2017,20:00:00,0.883333333,0.883333333,0,-0.275,991.38,0.22
01/02/2017,21:00:00,0.991666667,0.991666667,0,-0.375,992,0.22
01/02/2017,22:00:00,1.308333333,1.308333333,0,-0.825,992.1,0.22
01/02/2017,23:00:00,1.241666667,1.241666667,0,-0.95,992.2,0.22
01/02/2017,00:00:00,0.783333333,0.783333333,0,-0.958333333,992.3,0.22
01/03/2017,01:00:00,0.75,0.75,0,-1.075,992.33,0.22
01/03/2017,02:00:00,1.066666667,1.066666667,0,-1.241666667,992.36,0.22
01/03/2017,03:00:00,1,1,0,-1.433333333,992.4,0.22
01/03/2017,04:00:00,1.25,1.25,0,-1.558333333,992.66,0.22
01/03/2017,05:00:00,0.85,0.85,0,-1.908333333,992.92,0.22
01/03/2017,06:00:00,1.391666667,1.391666667,0,-2.025,993.18,0.22
01/03/2017,07:00:00,1.116666667,1.116666667,0,-2.2,993.8,0.22
01/03/2017,08:00:00,1.075,1.066666667,0.008333333,-2.408333333,994.42,0.22
01/03/2017,09:00:00,24.98333333,8.433333333,16.54166667,-2.983333333,995.04,0.22
01/03/2017,10:00:00,137.4416667,51.11666667,86.325,-1.933333333,994.23,0.22
01/03/2017,11:00:00,324.6166667,195.6166667,128.9833333,-1.208333333,993.41,0.22
01/03/2017,12:00:00,381.0833333,310.525,70.55833333,-0.658333333,992.59,0.22
01/03/2017,13:00:00,330.8166667,268.95,61.86666667,0.375,991.58,0.22
01/03/2017,14:00:00,290.2166667,219.6583333,70.55833333,0.108333333,990.57,0.22
01/03/2017,15:00:00,231.8083333,153.3833333,78.40833333,-0.833333333,989.55,0.22
01/03/2017,16:00:00,113.7833333,71.8,41.99166667,-1.083333333,989.78,0.22
