0,Heggelbach,Germany,2,47.853,9.136,653,
Date (MM/DD/YYYY),Time (HH:MM),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Dry-bulb (C),Pressure (mbar),Alb
1/01/2022,1:00:00,0.966666667,0.966666667,0,10.59166667,992.14,0
1/01/2022,2:00:00,1.108333333,1.108333333,0,10.16666667,991.97,0
1/01/2022,3:00:00,0.908333333,0.908333333,0,10.11666667,991.81,0
1/01/2022,4:00:00,1.2,1.2,0,9.833333333,991.94,0
1/01/2022,5:00:00,0.933333333,0.933333333,0,10.50833333,992.07,0
1/01/2022,6:00:00,1.025,1.025,0,10.98333333,992.2,0
1/01/2022,7:00:00,1.183333333,1.141666667,0.033333333,11.93333333,992.69,0
1/01/2022,8:00:00,1.433333333,1.391666667,0.041666667,13.54166667,993.18,0
1/01/2022,9:00:00,11.45,6.05,5.391666667,13.68333333,993.67,0.326833177
1/01/2022,10:00:00,101.1833333,81.78333333,19.38333333,11.54166667,993.02,0.45574536
1/01/2022,11:00:00,212.9666667,183.8833333,29.08333333,11.95,992.36,0.852534192
1/01/2022,12:00:00,293.525,256.8083333,36.70833333,13.08333333,991.71,0.956496147
1/01/2022,13:00:00,319.0416667,273.0916667,45.96666667,13.775,990.86,0.971002954
1/01/2022,14:00:00,294.3833333,249.475,44.91666667,13.83333333,990.01,0.507012499
1/01/2022,15:00:00,186.125,112.9166667,73.20833333,14.15,989.16,0.351338157
1/01/2022,16:00:00,114.4833333,47.71666667,66.76666667,13.6,989.49,0.40755369
1/01/2022,17:00:00,30.34166667,9.233333333,21.1,13.43333333,989.82,0.309636525
1/01/2022,18:00:00,2.566666667,1.85,0.741666667,11.65,990.14,0
1/01/2022,19:00:00,1.25,1.25,0,11.28333333,990.8,0
1/01/2022,20:00:00,0.891666667,0.891666667,0,12.21666667,991.45,0
1/01/2022,21:00:00,1.025,1.025,0,11.94166667,992.1,0
1/01/2022,22:00:00,1.208333333,1.208333333,0,11.28333333,992.14,0
1/01/2022,23:00:00,1.608333333,1.525,0.091666667,11.2,992.17,0
1/01/2022,0:00:00,1.166666667,1.166666667,0,10.2,992.2,0
1/02/2022,1:00:00,1.083333333,1.083333333,0,9.825,992.3,0
1/02/2022,2:00:00,0.883333333,0.883333333,0,9.366666667,992.4,0
1/02/2022,3:00:00,1.316666667,1.316666667,0,10.13333333,992.49,0
1/02/2022,4:00:00,1.191666667,1.191666667,0,8.591666667,992.66,0
1/02/2022,5:00:00,1.441666667,1.441666667,0,8.508333333,992.82,0
1/02/2022,6:00:00,0.908333333,0.908333333,0,7.758333333,992.98,0
1/02/2022,7:00:00,1.283333333,1.283333333,0,8.341666667,993.57,0
1/02/2022,8:00:00,1.075,1.075,0,8.133333333,994.16,0
1/02/2022,9:00:00,17.44166667,5.358333333,12.08333333,8.075,994.75,0.457662427
1/02/2022,10:00:00,113.4083333,39.39166667,73.99166667,10.075,994,0.446888196
1/02/2022,11:00:00,158.3583333,69.6,88.73333333,11.95833333,993.25,0.567481702
1/02/2022,12:00:00,222.95,69.05833333,153.8916667,10.93333333,992.49,0.680638575
1/02/2022,13:00:00,159.3833333,21.475,137.925,9.4,991.55,0.523315344
1/02/2022,14:00:00,146.7833333,18.45833333,128.3166667,13.25833333,990.6,0.502986015
1/02/2022,15:00:00,90.19166667,3.45,86.74166667,10.125,989.65,0.487581099
1/02/2022,16:00:00,70.93333333,12.03333333,58.90833333,10.81666667,989.82,0.505319539
1/02/2022,17:00:00,16.14166667,2.608333333,13.54166667,11.88333333,989.98,0.308298482
1/02/2022,18:00:00,1.091666667,1.091666667,0,11.76666667,990.14,0
1/02/2022,19:00:00,0.85,0.85,0,14.325,990.76,0
1/02/2022,20:00:00,0.866666667,0.866666667,0,14.06666667,991.38,0
1/02/2022,21:00:00,0.616666667,0.616666667,0,12.7,992,0
1/02/2022,22:00:00,0.708333333,0.7,0,11.45833333,992.1,0
1/02/2022,23:00:00,0.733333333,0.733333333,0,13.525,992.2,0
1/02/2022,0:00:00,0.908333333,0.908333333,0,12.05,992.3,0
1/03/2022,1:00:00,0.875,0.875,0,12.625,992.33,0
1/03/2022,2:00:00,0.825,0.825,0,12.7,992.36,0
1/03/2022,3:00:00,0.85,0.85,0,12.91666667,992.4,0
1/03/2022,4:00:00,0.891666667,0.891666667,0,13.06666667,992.66,0
1/03/2022,5:00:00,0.883333333,0.883333333,0,13.19166667,992.92,0
1/03/2022,6:00:00,0.941666667,0.941666667,0,13.825,993.18,0
1/03/2022,7:00:00,0.958333333,0.958333333,0,12.33333333,993.8,0
1/03/2022,8:00:00,0.8,0.8,0,10.33333333,994.42,0
1/03/2022,9:00:00,5.458333333,2.033333333,3.433333333,10.425,995.04,0.229004522
1/03/2022,10:00:00,22.9,2.216666667,20.675,10.55,994.23,0.455303582
1/03/2022,11:00:00,60.06666667,1.975,58.09166667,9.833333333,993.41,0.46866095
1/03/2022,12:00:00,80.775,2.266666667,78.5,10.24166667,992.59,0.470837013
1/03/2022,13:00:00,123.2333333,2.825,120.4333333,10.85833333,991.58,0.48425184
1/03/2022,14:00:00,134.8416667,2.241666667,132.6166667,10.93333333,990.57,0.492340392
1/03/2022,15:00:00,104.7833333,4.658333333,100.1333333,12.16666667,989.55,0.49756137
1/03/2022,16:00:00,57.19166667,2.166666667,55,11.2,989.78,0.47895563
1/03/2022,17:00:00,12.99166667,2.175,10.83333333,10.93333333,990.01,0.295700922
1/03/2022,18:00:00,0.975,0.975,0,10.39166667,990.24,0
1/03/2022,19:00:00,0.741666667,0.741666667,0,10.59166667,990.89,0
1/03/2022,20:00:00,1.033333333,1.033333333,0,10.33333333,991.55,0
1/03/2022,21:00:00,0.783333333,0.783333333,0,10.125,992.2,0
1/03/2022,22:00:00,0.841666667,0.841666667,0,9.825,992.23,0
1/03/2022,23:00:00,1,0.958333333,0.033333333,10.2,992.27,0
1/03/2022,0:00:00,1,1,0,10.30833333,992.3,0
1/04/2022,1:00:00,0.866666667,0.866666667,0,9.491666667,992.33,0
1/04/2022,2:00:00,0.725,0.725,0,9.65,992.36,0
1/04/2022,3:00:00,0.8,0.8,0,11.55833333,992.4,0
1/04/2022,4:00:00,0.758333333,0.758333333,0,11.89166667,992.49,0
1/04/2022,5:00:00,0.516666667,0.516666667,0,10.81666667,992.59,0
1/04/2022,6:00:00,0.827272727,0.827272727,0,11.25454545,992.69,0
1/04/2022,7:00:00,1.416666667,1.316666667,0.091666667,10.75833333,993.21,0
1/04/2022,8:00:00,0.85,0.85,0,10.08333333,993.74,0
1/04/2022,9:00:00,7.525,1.841666667,5.691666667,10.21666667,994.26,0.303827747
1/04/2022,10:00:00,57,4.325,52.675,10.78333333,993.38,0.468530243
1/04/2022,11:00:00,83.46666667,8.783333333,74.69166667,11.91666667,992.49,0.465117417
1/04/2022,12:00:00,112.8083333,15.325,97.475,12.925,991.61,0.542511124
1/04/2022,13:00:00,152.5909091,29.99090909,122.6090909,13.90909091,990.89,0.603162605
1/04/2022,14:00:00,73.70833333,2.491666667,71.21666667,15.85833333,990.17,0.471102298
1/04/2022,15:00:00,32.925,2.166666667,30.75,18.71666667,989.46,0.408938538
1/04/2022,16:00:00,23.31666667,2.341666667,21.00833333,19.475,989.68,0.39763311
1/04/2022,17:00:00,4.383333333,1.491666667,2.891666667,16.425,989.91,0.0644845
1/04/2022,18:00:00,1.508333333,1.225,0.283333333,19.30833333,990.14,0
1/04/2022,19:00:00,0.766666667,0.766666667,0,21.58333333,990.86,0
1/04/2022,20:00:00,0.975,0.975,0,21.125,991.58,0
1/04/2022,21:00:00,2.408333333,1.9,0.508333333,16.89166667,992.3,0
1/04/2022,22:00:00,1.975,1.891666667,0.075,13.69166667,992.33,0
1/04/2022,23:00:00,1.55,1.408333333,0.141666667,11.58333333,992.36,0
1/04/2022,0:00:00,1.7,1.7,0,13.85833333,992.4,0
1/05/2022,1:00:00,1.841666667,1.608333333,0.225,10.74166667,992.4,0
1/05/2022,2:00:00,0.925,0.925,0,5.508333333,992.4,0
1/05/2022,3:00:00,0.975,0.975,0,4.866666667,992.4,0
1/05/2022,4:00:00,1.333333333,1.333333333,0,5.158333333,992.69,0
1/05/2022,5:00:00,1.1,1.1,0,3.545454545,992.98,0
1/05/2022,6:00:00,1.225,1.216666667,0,3.558333333,993.28,0
1/05/2022,7:00:00,1.025,1.025,0,3.658333333,993.83,0
1/05/2022,8:00:00,0.941666667,0.941666667,0,5.933333333,994.39,0
1/05/2022,9:00:00,6.041666667,2.075,3.991666667,11.00833333,994.95,0.209868363
1/05/2022,10:00:00,35.14166667,2.416666667,32.71666667,11.125,994.19,0.443380768
1/05/2022,11:00:00,132.8083333,16.90833333,115.9083333,8.225,993.44,0.517688154
1/05/2022,12:00:00,224.4916667,70.225,154.3,9.275,992.69,0.65439931
1/05/2022,13:00:00,146.6333333,17.76666667,128.85,9.25,991.84,0.582018844
1/05/2022,14:00:00,353.7333333,227.8333333,125.8833333,8.558333333,990.99,0.489320218
1/05/2022,15:00:00,252.4166667,175.85,76.575,8.9,990.14,0.309743375
1/05/2022,16:00:00,139.6166667,92.175,47.44166667,8.075,990.4,0.394423756
1/05/2022,17:00:00,23.49166667,10.63333333,12.875,7.691666667,990.67,0.424486958
1/05/2022,18:00:00,1.541666667,1.458333333,0.083333333,7.983333333,990.93,0
1/05/2022,19:00:00,1.65,1.558333333,0.083333333,6.008333333,991.55,0
1/05/2022,20:00:00,0.633333333,0.633333333,0,5.175,992.17,0
1/05/2022,21:00:00,0.841666667,0.841666667,0,3.766666667,992.79,0
1/05/2022,22:00:00,0.908333333,0.908333333,0,1.925,992.72,0
1/05/2022,23:00:00,0.933333333,0.933333333,0,3.366666667,992.66,0
1/05/2022,0:00:00,1.141666667,1.141666667,0,2.516666667,992.59,0
1/06/2022,1:00:00,1.116666667,1.116666667,0,3.741666667,992.59,0
1/06/2022,2:00:00,1.158333333,1.158333333,0,1.45,992.59,0
1/06/2022,3:00:00,0.966666667,0.966666667,0,0.308333333,992.59,0
1/06/2022,4:00:00,0.983333333,0.983333333,0,1.483333333,992.79,0
1/06/2022,5:00:00,1.025,1.025,0,0.575,992.98,0
1/06/2022,6:00:00,0.95,0.95,0,0.441666667,993.18,0
1/06/2022,7:00:00,1,1,0,0.958333333,993.67,0
1/06/2022,8:00:00,1.008333333,1.008333333,0,2.35,994.16,0
1/06/2022,9:00:00,4.916666667,2.183333333,2.725,0.175,994.65,0.253036651
1/06/2022,10:00:00,25.98333333,2.691666667,23.31666667,0.575,993.9,0.428252294
1/06/2022,11:00:00,60.175,3.208333333,56.95,0.416666667,993.15,0.431812363
1/06/2022,12:00:00,100.6333333,3.308333333,97.34166667,1.091666667,992.4,0.412773697
1/06/2022,13:00:00,159.1833333,1.283333333,157.9,2.458333333,991.48,0.378890146
1/06/2022,14:00:00,149.8166667,1.866666667,147.95,3.1,990.57,0.376658969
1/06/2022,15:00:00,120.4,3.883333333,116.525,3.516666667,989.65,0.389807763
1/06/2022,16:00:00,44.85833333,2.808333333,42.06666667,3.275,989.91,0.368471436
1/06/2022,17:00:00,10.30833333,2.566666667,7.75,3.316666667,990.17,0.284163178
1/06/2022,18:00:00,1.075,1.033333333,0.041666667,6.158333333,990.44,0
1/06/2022,19:00:00,1.475,1.475,0,5.733333333,991.12,0
1/06/2022,20:00:00,1.891666667,1.775,0.116666667,2.758333333,991.81,0
1/06/2022,21:00:00,0.883333333,0.883333333,0,1.966666667,992.49,0
1/06/2022,22:00:00,1.033333333,1.033333333,0,3.3,992.49,0
1/06/2022,23:00:00,1.125,1.125,0,1.475,992.49,0
1/06/2022,0:00:00,1.025,1.025,0,2.491666667,992.49,0.054232804
1/07/2022,1:00:00,0.966666667,0.966666667,0,2.55,992.36,0
1/07/2022,2:00:00,0.916666667,0.916666667,0,1.458333333,992.23,0
1/07/2022,3:00:00,1.058333333,1.058333333,0,2.041666667,992.1,0
1/07/2022,4:00:00,1.025,1.025,0,1.9,992.33,0
1/07/2022,5:00:00,1.033333333,1.033333333,0,1.733333333,992.56,0
1/07/2022,6:00:00,1.183333333,1.183333333,0,2.641666667,992.79,0
1/07/2022,7:00:00,1.033333333,1.033333333,0,2.041666667,993.38,0
1/07/2022,8:00:00,0.983333333,0.983333333,0,0.525,993.97,0
1/07/2022,9:00:00,4.1,2.141666667,1.95,0.066666667,994.55,0.339826326
1/07/2022,10:00:00,43.66666667,2.516666667,41.15,0.625,993.9,0.441991805
1/07/2022,11:00:00,69.35,2.233333333,67.1,1.616666667,993.25,0.438944871
1/07/2022,12:00:00,114.3083333,3.475,110.8333333,0.866666667,992.59,0.470315322
1/07/2022,13:00:00,86.21666667,2.25,83.95,1.158333333,991.68,0.475469825
1/07/2022,14:00:00,61.1,2.25,58.83333333,1.675,990.76,0.489911624
1/07/2022,15:00:00,68.3,1.933333333,66.35833333,1.316666667,989.85,0.496199239
1/07/2022,16:00:00,34.65,2.358333333,32.29166667,0.408333333,990.04,0.499995376
1/07/2022,17:00:00,6.275,2.25,4.033333333,0.816666667,990.24,0.431530384
1/07/2022,18:00:00,0.933333333,0.933333333,0,0.308333333,990.44,0.031410256
1/07/2022,19:00:00,0.758333333,0.758333333,0,0.891666667,991.06,0
1/07/2022,20:00:00,0.816666667,0.816666667,0,1.608333333,991.68,0
1/07/2022,21:00:00,0.858333333,0.858333333,0,1.358333333,992.3,0
1/07/2022,22:00:00,0.775,0.775,0,2.783333333,992.17,0.013888889
1/07/2022,23:00:00,0.725,0.725,0,1.891666667,992.04,0
1/07/2022,0:00:00,0.8,0.8,0,1.966666667,991.91,0
1/08/2022,1:00:00,1.033333333,1.033333333,0,2.783333333,991.71,0
1/08/2022,2:00:00,0.766666667,0.766666667,0,3.833333333,991.51,0
1/08/2022,3:00:00,0.833333333,0.833333333,0,3.958333333,991.32,0
1/08/2022,4:00:00,1,1,0,2.408333333,991.55,0
1/08/2022,5:00:00,0.875,0.875,0,1.591666667,991.78,0.011904762
1/08/2022,6:00:00,0.708333333,0.708333333,0,1.158333333,992,0.103174603
1/08/2022,7:00:00,0.808333333,0.808333333,0,1.641666667,992.59,0.027777778
1/08/2022,8:00:00,0.9,0.9,0,2.875,993.18,0.015909091
1/08/2022,9:00:00,10.35833333,3.283333333,7.075,7.825,993.77,0.505373258
1/08/2022,10:00:00,103.0083333,50.43333333,52.56666667,7.708333333,993.15,0.548300402
1/08/2022,11:00:00,220.1333333,173.2666667,46.83333333,6.633333333,992.53,0.747251686
1/08/2022,12:00:00,210.9833333,97.76666667,113.2,5.95,991.91,0.784479472
1/08/2022,13:00:00,273.65,41.13,232.5,5.79,990.93,0.637158047
1/08/2022,14:00:00,207.1166667,18.39166667,188.725,4.583333333,989.95,0.574259311
1/08/2022,15:00:00,127.1,9.041666667,118.05,3.641666667,988.97,0.562063936
1/08/2022,16:00:00,54.06666667,3.616666667,50.45833333,2.791666667,989.26,0.539033882
1/08/2022,17:00:00,16.43333333,2.65,13.78333333,2.508333333,989.55,0.458284896
1/08/2022,18:00:00,0.883333333,0.866666667,0.008333333,3.525,989.85,0
1/08/2022,19:00:00,0.733333333,0.733333333,0,2.95,990.63,0
1/08/2022,20:00:00,1.083333333,1.083333333,0,3.441666667,991.42,0
1/08/2022,21:00:00,0.791666667,0.791666667,0,4.233333333,992.2,0
1/08/2022,22:00:00,0.775,0.775,0,4.616666667,992,0
1/08/2022,23:00:00,0.925,0.925,0,5.058333333,991.81,0
1/08/2022,0:00:00,0.883333333,0.883333333,0,4.508333333,991.61,0
1/09/2022,1:00:00,1.108333333,1.108333333,0,4.383333333,991.45,0
1/09/2022,2:00:00,1,1,0,1.85,991.29,0
1/09/2022,3:00:00,0.708333333,0.708333333,0,3.95,991.12,0
1/09/2022,4:00:00,0.608333333,0.608333333,0,2.75,991.25,0
1/09/2022,5:00:00,0.625,0.625,0,3.083333333,991.38,0
1/09/2022,6:00:00,1.208333333,1.166666667,0.033333333,3.133333333,991.51,0
1/09/2022,7:00:00,0.95,0.95,0,4.241666667,992.14,0
1/09/2022,8:00:00,0.933333333,0.933333333,0,3.483333333,992.76,0
1/09/2022,9:00:00,4.091666667,1.95,2.158333333,3.141666667,993.38,0.282519688
1/09/2022,10:00:00,32,2.316666667,29.66666667,2.616666667,992.85,0.493469612
1/09/2022,11:00:00,78.4,6.175,72.24166667,6.366666667,992.33,0.512305781
1/09/2022,12:00:00,171.9416667,26.725,145.2166667,4.266666667,991.81,0.57358037
1/09/2022,13:00:00,185.45,20.13333333,165.3083333,4.641666667,990.89,0.543481482
1/09/2022,14:00:00,99.19166667,6.583333333,92.60833333,7.625,989.98,0.52920187
1/09/2022,15:00:00,132.575,14.99166667,117.5833333,5.191666667,989.06,0.52155766
1/09/2022,16:00:00,40.80833333,2.241666667,38.575,5.85,989.36,0.462980423
1/09/2022,17:00:00,21.96666667,2.616666667,19.35,5.708333333,989.65,0.392249064
1/09/2022,18:00:00,1.208333333,1.175,0.016666667,7.041666667,989.95,0
1/09/2022,19:00:00,0.73,0.73,0,3.93,990.6,0
1/09/2022,20:00:00,0.783333333,0.783333333,0,3.083333333,991.25,0
1/09/2022,21:00:00,0.8,0.8,0,4.141666667,991.91,0
1/09/2022,22:00:00,0.758333333,0.758333333,0,3.75,991.74,0
1/09/2022,23:00:00,0.791666667,0.791666667,0,3.891666667,991.58,0
1/09/2022,0:00:00,0.983333333,0.983333333,0,2.975,991.42,0
1/10/2022,1:00:00,0.891666667,0.891666667,0,3.583333333,991.32,0
1/10/2022,2:00:00,0.866666667,0.866666667,0,7.241666667,991.22,0
1/10/2022,3:00:00,0.866666667,0.866666667,0,4.408333333,991.12,0
1/10/2022,4:00:00,0.891666667,0.891666667,0,3.258333333,991.42,0
1/10/2022,5:00:00,0.916666667,0.916666667,0,3.5,991.71,0
1/10/2022,6:00:00,0.933333333,0.933333333,0,3.266666667,992,0
1/10/2022,7:00:00,1,1,0,3.95,992.72,0
1/10/2022,8:00:00,0.716666667,0.716666667,0,5.141666667,993.44,0
1/10/2022,9:00:00,4.958333333,2.2,2.741666667,3.466666667,994.16,0.354893113
