0,Heggelbach,Germany,2,47.853,9.136,653,
Date (MM/DD/YYYY),Time (HH:MM),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Dry-bulb (C),Pressure (mbar),Alb
01/01/2018,01:00:00,1.1,1.1,0.008333333,5.975,992.14,0.22
01/01/2018,02:00:00,0.983333333,0.983333333,0,6.233333333,991.97,0.22
01/01/2018,03:00:00,0.95,0.95,0,5.92,991.81,0.22
01/01/2018,04:00:00,1.525,1.525,0,5.233333333,991.94,0.22
01/01/2018,05:00:00,1.108333333,1.108333333,0,4.3,992.07,0.22
01/01/2018,06:00:00,0.983333333,0.983333333,0,3.741666667,992.2,0.22
01/01/2018,07:00:00,0.708333333,0.708333333,0,3.866666667,992.69,0.22
01/01/2018,08:00:00,1.025,1.025,0,3.833333333,993.18,0.22
01/01/2018,09:00:00,4.983333333,2.841666667,2.158333333,3.308333333,993.67,0.22
01/01/2018,10:00:00,26.825,3.991666667,22.86666667,2.966666667,993.02,0.22
01/01/2018,11:00:00,106.2,38.29166667,67.90833333,3.566666667,992.36,0.22
01/01/2018,12:00:00,138.5083333,13.78333333,124.7166667,3.85,991.71,0.22
01/01/2018,13:00:00,227.1916667,80.78333333,146.3833333,4.775,990.86,0.22
01/01/2018,14:00:00,280.65,202.2083333,78.44166667,5.441666667,990.01,0.22
01/01/2018,15:00:00,161.5166667,114.725,46.75833333,5.308333333,989.16,0.22
01/01/2018,16:00:00,63.44166667,14.675,48.76666667,5.358333333,989.49,0.22
01/01/2018,17:00:00,11.46666667,3.166666667,8.316666667,5.175,989.82,0.22
01/01/2018,18:00:00,1.141666667,1.141666667,0,4.55,990.14,0.22
01/01/2018,19:00:00,1.616666667,1.558333333,0.058333333,4.325,990.8,0.22
01/01/2018,20:00:00,1.333333333,1.316666667,0.008333333,2.9,991.45,0.22
01/01/2018,21:00:00,0.708333333,0.708333333,0,2.833333333,992.1,0.22
01/01/2018,22:00:00,0.791666667,0.791666667,0,3.375,992.14,0.22
01/01/2018,23:00:00,0.875,0.875,0,3.308333333,992.17,0.22
01/01/2018,00:00:00,0.883333333,0.883333333,0,3.15,992.2,0.22
01/02/2018,01:00:00,1.05,1.05,0,3.458333333,992.3,0.22
01/02/2018,02:00:00,1.341666667,1.341666667,0,2.95,992.4,0.22
01/02/2018,03:00:00,1.191666667,1.191666667,0,2.216666667,992.49,0.22
01/02/2018,04:00:00,0.75,0.75,0,2.25,992.66,0.22
01/02/2018,05:00:00,1.191666667,1.191666667,0,2.25,992.82,0.22
01/02/2018,06:00:00,1.008333333,1.008333333,0,1.883333333,992.98,0.22
01/02/2018,07:00:00,0.85,0.85,0,2,993.57,0.22
01/02/2018,08:00:00,1.133333333,1.133333333,0,1.925,994.16,0.22
01/02/2018,09:00:00,14.23333333,6.833333333,7.4,1.483333333,994.75,0.22
01/02/2018,10:00:00,99.66666667,53.425,46.24166667,1.641666667,994,0.22
01/02/2018,11:00:00,243.3166667,173.6333333,69.68333333,2.475,993.25,0.22
01/02/2018,12:00:00,342.3,150.5,191.8,3,992.49,0.22
