Time,daily_prectotland
2019-01-01,0.0
2019-01-02,0.023874999999999997
2019-01-03,0.13266666666666668
2019-01-04,0.00125
2019-01-05,0.000625
2019-01-06,0.033125
2019-01-07,0.0043749999999999995
2019-01-08,0.018
2019-01-09,0.005583333333333333
2019-01-10,0.00025
2019-01-11,0.0004583333333333333
2019-01-12,0.0004166666666666667
2019-01-13,0.0007500000000000001
2019-01-14,4.1666666666666665e-05
2019-01-15,0.0
2019-01-16,0.0009166666666666666
2019-01-17,0.000125
2019-01-18,0.0
2019-01-19,4.1666666666666665e-05
2019-01-20,0.0
2019-01-21,0.02804166666666667
2019-01-22,0.024291666666666666
2019-01-23,0.233625
2019-01-24,0.005333333333333333
2019-01-25,0.001958333333333333
2019-01-26,0.00020833333333333335
2019-01-27,0.00016666666666666666
2019-01-28,0.005166666666666667
2019-01-29,0.004166666666666667
2019-01-30,0.010333333333333333
2019-01-31,0.0007083333333333334
2019-02-01,0.018125
2019-02-02,0.023500000000000004
2019-02-03,0.14841666666666667
2019-02-04,0.06758333333333334
2019-02-05,0.3706666666666667
2019-02-06,0.10254166666666666
2019-02-07,0.034708333333333334
2019-02-08,0.0255
2019-02-09,0.026625
2019-02-10,0.005583333333333333
2019-02-11,0.0015416666666666667
2019-02-12,0.012666666666666666
2019-02-13,0.011999999999999999
2019-02-14,0.0305
2019-02-15,0.0005
2019-02-16,0.0033333333333333335
2019-02-17,4.1666666666666665e-05
2019-02-18,4.1666666666666665e-05
2019-02-19,0.0
2019-02-20,0.00775
2019-02-21,0.07858333333333332
2019-02-22,0.0034583333333333337
2019-02-23,0.012374999999999999
2019-02-24,0.021458333333333333
2019-02-25,0.037
2019-02-26,0.006833333333333334
2019-02-27,0.02075
2019-02-28,0.022125000000000002
2019-03-01,0.053
2019-03-02,0.13204166666666667
2019-03-03,0.05366666666666667
2019-03-04,0.011083333333333334
2019-03-05,0.007416666666666666
2019-03-06,0.018875
2019-03-07,0.094625
2019-03-08,0.006791666666666667
2019-03-09,0.0024166666666666664
2019-03-10,0.008916666666666666
2019-03-11,0.07975
2019-03-12,0.018041666666666668
2019-03-13,0.023208333333333334
2019-03-14,0.5410833333333332
2019-03-15,2.139416666666667
2019-03-16,0.806
2019-03-17,0.3885416666666666
2019-03-18,0.31012500000000004
2019-03-19,0.020791666666666667
2019-03-20,0.07804166666666666
2019-03-21,0.19195833333333334
2019-03-22,0.12441666666666668
2019-03-23,0.002041666666666667
2019-03-24,0.0
2019-03-25,0.0025
2019-03-26,0.065875
2019-03-27,0.8457499999999999
2019-03-28,0.12041666666666667
2019-03-29,0.14029166666666668
2019-03-30,0.49570833333333336
2019-03-31,0.0017083333333333334
2019-04-01,0.008166666666666668
2019-04-02,0.2715416666666667
2019-04-03,0.145375
2019-04-04,0.07037500000000001
2019-04-05,0.03729166666666667
2019-04-06,0.002916666666666667
2019-04-07,0.0
2019-04-08,0.0
2019-04-09,0.014791666666666667
2019-04-10,0.03275
2019-04-11,0.04479166666666667
2019-04-12,0.14491666666666667
2019-04-13,0.0032916666666666667
2019-04-14,0.04133333333333333
2019-04-15,0.14575000000000002
2019-04-16,0.14291666666666666
2019-04-17,0.01970833333333333
2019-04-18,0.08883333333333333
2019-04-19,0.5372083333333334
2019-04-20,0.6015416666666666
2019-04-21,0.09208333333333334
2019-04-22,0.11008333333333332
2019-04-23,0.05383333333333334
2019-04-24,0.027375
2019-04-25,0.0077083333333333335
2019-04-26,0.015125
2019-04-27,0.00925
2019-04-28,0.0010833333333333333
2019-04-29,0.007208333333333333
2019-04-30,0.13275
2019-05-01,0.024791666666666667
2019-05-02,0.013625
2019-05-03,0.06345833333333332
2019-05-04,0.20579166666666668
2019-05-05,0.001
2019-05-06,0.000125
2019-05-07,0.000625
2019-05-08,0.000125
2019-05-09,0.000875
2019-05-10,0.242
2019-05-11,0.0004166666666666667
2019-05-12,0.04558333333333334
2019-05-13,0.047625
2019-05-14,0.12729166666666666
2019-05-15,0.051125
2019-05-16,0.08750000000000001
2019-05-17,0.043666666666666666
2019-05-18,0.074125
2019-05-19,0.08741666666666666
2019-05-20,0.17979166666666668
2019-05-21,0.0005416666666666668
2019-05-22,0.00975
2019-05-23,0.03825
2019-05-24,0.008875
2019-05-25,0.008166666666666668
2019-05-26,0.000125
2019-05-27,0.000125
2019-05-28,0.0
2019-05-29,0.0
2019-05-30,0.0
2019-05-31,0.00020833333333333335
2019-06-01,0.0825
2019-06-02,0.184625
2019-06-03,0.004291666666666667
2019-06-04,0.009875
2019-06-05,0.030458333333333334
2019-06-06,0.009666666666666665
2019-06-07,0.030916666666666665
2019-06-08,0.09079166666666666
2019-06-09,0.004416666666666667
2019-06-10,0.0007500000000000001
2019-06-11,0.0
2019-06-12,0.0
2019-06-13,0.0
2019-06-14,0.0025833333333333333
2019-06-15,0.06579166666666666
2019-06-16,0.7185833333333332
2019-06-17,0.0009166666666666666
2019-06-18,0.0010416666666666667
2019-06-19,0.008208333333333333
2019-06-20,0.04929166666666667
2019-06-21,0.000125
2019-06-22,0.0016666666666666668
2019-06-23,0.12270833333333332
2019-06-24,0.07054166666666667
2019-06-25,0.6717916666666667
2019-06-26,0.5556666666666666
2019-06-27,0.148
2019-06-28,0.03075
2019-06-29,0.07395833333333333
2019-06-30,0.0037916666666666667
2019-07-01,0.07954166666666666
2019-07-02,0.0006666666666666666
2019-07-03,0.016166666666666666
2019-07-04,0.09066666666666667
2019-07-05,0.11175
2019-07-06,0.13141666666666665
2019-07-07,0.02854166666666667
2019-07-08,0.06858333333333333
