local_time,prectotland
2019-07-06,0.06304166666666666
2019-07-07,0.102
2019-07-08,0.10683333333333334
2019-07-09,0.0415
2019-07-10,0.028333333333333335
2019-07-11,0.015958333333333335
2019-07-12,0.057916666666666665
2019-07-13,0.05433333333333334
2019-07-14,0.007291666666666666
2019-07-15,0.009583333333333334
2019-07-16,0.044041666666666666
2019-07-17,0.10491666666666666
2019-07-18,0.08524999999999999
2019-07-19,0.23520833333333335
2019-07-20,0.09491666666666666
2019-07-21,0.05220833333333333
2019-07-22,0.07645833333333334
2019-07-23,0.044083333333333335
2019-07-24,0.028958333333333332
2019-07-25,0.04075
2019-07-26,0.08833333333333333
2019-07-27,0.10566666666666667
2019-07-28,0.082
2019-07-29,0.059666666666666666
2019-07-30,0.08495833333333334
2019-07-31,0.05720833333333333
2019-08-01,0.03866666666666667
