0,Golden,Colorado,-7,39.739,-105.172,1829
Date (MM/DD/YYYY),Time (HH:MM),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Dry-bulb (C),Alb
10/26/2019,04:00:00,0,0,0,13.58,0
10/26/2019,05:00:00,0,0,0,13.69,0
10/26/2019,06:00:00,0,0,0,13.59,0
10/26/2019,07:00:00,32.87,164.68,20.67,12.46,0
10/26/2019,08:00:00,230.33,720.9,86.14,14.56,0
10/26/2019,09:00:00,364.59,412.98,230.08,14.78,0
10/26/2019,10:00:00,225.71,78.6,190.26,14.12,0
10/26/2019,11:00:00,475.5,614.99,117.41,15.24,0
10/26/2019,12:00:00,638.45,953.23,58.4,18.14,0
10/26/2019,13:00:00,620.74,949.82,55.31,19.31,0
10/26/2019,14:00:00,549.86,933.19,53.1,19.97,0
10/26/2019,15:00:00,425.43,885.3,50.11,20.21,0
10/26/2019,16:00:00,262.61,797.73,40.56,20.21,0
10/26/2019,17:00:00,77.22,408.05,20.95,19.05,0
10/26/2019,18:00:00,0.77,0,0.77,13.93,0
10/26/2019,19:00:00,0,0,0,7.13,0
10/26/2019,20:00:00,0,0,0,4.51,0
10/26/2019,21:00:00,0,0,0,2.81,0
10/26/2019,22:00:00,0,0,0,1.59,0
10/26/2019,23:00:00,0,0,0,1.07,0
10/27/2019,00:00:00,0,0,0,-0.87,0
10/27/2019,01:00:00,0,0,0,-2.25,0
10/27/2019,02:00:00,0,0,0,-3.06,0
10/27/2019,03:00:00,0,0,0,-3.67,0
10/27/2019,04:00:00,0,0,0,-3.92,0
10/27/2019,05:00:00,0,0,0,-4.55,0
10/27/2019,06:00:00,0,0,0,-4.8,0
10/27/2019,07:00:00,4.36,1.24,4.28,-5.96,0
10/27/2019,08:00:00,41.61,0.43,41.54,-6.79,0
10/27/2019,09:00:00,95.9,0.11,95.86,-6.61,0
10/27/2019,10:00:00,151.12,0.01,151.12,-6.36,0
10/27/2019,11:00:00,170.83,0.07,170.79,-6.19,0
10/27/2019,12:00:00,164.42,0,164.42,-5.94,0
10/27/2019,13:00:00,103.16,0,103.16,-5.88,0
10/27/2019,14:00:00,76.29,0.01,76.29,-5.89,0
10/27/2019,15:00:00,60.31,0.02,60.31,-5.66,0
10/27/2019,16:00:00,17.88,0.41,17.78,-5.89,0
10/27/2019,17:00:00,5.54,1.72,5.42,-5.94,0
10/27/2019,18:00:00,0.03,0,0.03,-7.04,0
10/27/2019,19:00:00,0,0,0,-8.14,0
10/27/2019,20:00:00,0,0,0,-8.71,0
10/27/2019,21:00:00,0,0,0,-9.03,0
10/27/2019,22:00:00,0,0,0,-9.26,0
10/27/2019,23:00:00,0,0,0,-9.42,0
10/28/2019,00:00:00,0,0,0,-9.49,0
10/28/2019,01:00:00,0,0,0,-9.57,0
10/28/2019,02:00:00,0,0,0,-9.68,0
10/28/2019,03:00:00,0,0,0,-9.66,0
10/28/2019,04:00:00,0,0,0,-9.82,0
10/28/2019,05:00:00,0,0,0,-9.87,0
10/28/2019,06:00:00,0,0,0,-9.8,0
10/28/2019,07:00:00,3.15,1.38,3.06,-9.84,0
10/28/2019,08:00:00,25.66,0.54,25.58,-9.55,0
10/28/2019,09:00:00,65.15,0.04,65.14,-8.68,0
10/28/2019,10:00:00,101.18,0.07,101.15,-7.29,0
10/28/2019,11:00:00,201.59,38.53,179.17,-6.88,0
10/28/2019,12:00:00,502.74,486.77,210.67,-5.06,0
10/28/2019,13:00:00,622.54,623.46,257.68,-5.12,0
10/28/2019,14:00:00,514.98,709.75,144.48,-4.9,0
10/28/2019,15:00:00,391.99,728.7,90.26,-5.05,0
10/28/2019,16:00:00,271.36,786.75,61.82,-4.7,0
10/28/2019,17:00:00,83.06,438.06,25.48,-5.06,0
10/28/2019,18:00:00,0.26,0,0.26,-6.82,0
10/28/2019,19:00:00,0,0,0,-7.39,0
10/28/2019,20:00:00,0,0,0,-8.11,0
10/28/2019,21:00:00,0,0,0,-8.02,0
10/28/2019,22:00:00,0,0,0,-8.09,0
10/28/2019,23:00:00,0,0,0,-7.86,0
10/29/2019,00:00:00,0,0,0,-7.94,0
10/29/2019,01:00:00,0,0,0,-8.04,0
10/29/2019,02:00:00,0,0,0,-7.91,0
10/29/2019,03:00:00,0,0,0,-7.89,0
10/29/2019,04:00:00,0,0,0,-7.86,0
10/29/2019,05:00:00,0,0,0,-8.09,0
10/29/2019,06:00:00,0,0,0,-8.21,0
10/29/2019,07:00:00,10.79,1.6,10.67,-9.96,0
10/29/2019,08:00:00,73.99,0.66,73.91,-11.1,0
10/29/2019,09:00:00,181.57,0.26,181.49,-11.57,0
10/29/2019,10:00:00,250.47,5.07,247.97,-11.9,0
10/29/2019,11:00:00,321.19,2.86,319.62,-11.88,0
10/29/2019,12:00:00,369.75,6.47,365.89,-12.06,0
10/29/2019,13:00:00,328,8.91,322.79,-11.97,0
10/29/2019,14:00:00,267.27,0.48,267.01,-12.18,0
10/29/2019,15:00:00,113.06,0.05,113.04,-12.76,0
10/29/2019,16:00:00,71.94,0.08,71.92,-13.15,0
10/29/2019,17:00:00,18.34,1.27,18.24,-13.45,0
10/29/2019,18:00:00,0.17,0,0.17,-13.68,0
10/29/2019,19:00:00,0,0,0,-13.84,0
10/29/2019,20:00:00,0,0,0,-13.93,0
10/29/2019,21:00:00,0,0,0,-14.08,0
10/29/2019,22:00:00,0,0,0,-14.38,0
10/29/2019,23:00:00,0,0,0,-14.67,0
10/30/2019,00:00:00,0,0,0,-14.71,0
10/30/2019,01:00:00,0,0,0,-14.98,0
10/30/2019,02:00:00,0,0,0,-15,0
10/30/2019,03:00:00,0,0,0,-15.16,0
10/30/2019,04:00:00,0,0,0,-15.29,0
10/30/2019,05:00:00,0,0,0,-15.53,0
10/30/2019,06:00:00,0,0,0,-15.75,0
10/30/2019,07:00:00,7.28,1.27,7.19,-15.77,0
10/30/2019,08:00:00,38.46,1.27,38.22,-15.61,0
10/30/2019,09:00:00,162.71,11.38,159.28,-13.86,0
10/30/2019,10:00:00,285.6,242.48,168.05,-12.13,0
10/30/2019,11:00:00,452.77,576.71,132.67,-12.63,0
10/30/2019,12:00:00,639.5,906.62,104.56,-9.56,0
10/30/2019,13:00:00,622.16,902.76,101.57,-7.03,0
10/30/2019,14:00:00,544.93,876.54,94.55,-6.91,0
10/30/2019,15:00:00,416.2,829.91,79.32,-7.15,0
10/30/2019,16:00:00,248.6,729.4,57.74,-7.83,0
10/30/2019,17:00:00,63.11,293.7,24.93,-8.74,0
10/30/2019,18:00:00,0.93,0,0.93,-9.55,0
10/30/2019,19:00:00,0,0,0,-6.42,0
10/30/2019,20:00:00,0,0,0,-5.22,0
10/30/2019,21:00:00,0,0,0,-4.42,0
10/30/2019,22:00:00,0,0,0,-3.93,0
10/30/2019,23:00:00,0,0,0,-3.51,0
10/31/2019,00:00:00,0,0,0,-2.75,0
10/31/2019,01:00:00,0,0,0,-1.83,0
10/31/2019,02:00:00,0,0,0,-1.88,0
10/31/2019,03:00:00,0,0,0,-2.51,0
10/31/2019,04:00:00,0,0,0,-1.4,0
10/31/2019,05:00:00,0,0,0,-0.13,0
10/31/2019,06:00:00,0,0,0,-3.51,0
10/31/2019,07:00:00,14.39,114.11,7.31,-3.81,0
10/31/2019,08:00:00,157.66,682.33,33.59,-1.53,0
10/31/2019,09:00:00,333.98,844.21,49.07,1.11,0
10/31/2019,10:00:00,480.34,910.79,57.93,1.72,0
10/31/2019,11:00:00,578.25,940.53,62.39,2.21,0
10/31/2019,12:00:00,621.64,949.74,65.6,2.56,0
10/31/2019,13:00:00,611.77,949.18,68.79,4.18,0
10/31/2019,14:00:00,544.29,924.52,73.19,6.08,0
10/31/2019,15:00:00,162.16,125.29,106.2,6.06,0
10/31/2019,16:00:00,279.44,621.05,130,7.56,0
10/31/2019,17:00:00,111.05,318.69,70.64,7.53,0
10/31/2019,18:00:00,0.6,0,0.6,6.29,0
10/31/2019,19:00:00,0,0,0,3.57,0
10/31/2019,20:00:00,0,0,0,2.85,0
10/31/2019,21:00:00,0,0,0,2.22,0
10/31/2019,22:00:00,0,0,0,4.57,0
10/31/2019,23:00:00,0,0,0,3.77,0
